순번_정류장ID,32-2800505,33-2807101,34-2805797,35-2800504,36-2800510,37-2800511,38-2800514,39-2800516,40-2800518,41-2800522,42-2800531,43-2800349,44-2807211,45-2800534,46-2800386,47-2800542,48-2800550,49-2800350,50-2803765,51-2807460,52-2800347,53-2800346,54-2805193,55-2800592,56-2805946,57-2805250,58-2805252,59-2807011,60-2805400,61-2805038,62-2805564
32-2800505,0,1.0056953188153737,0.9999774774368964,1.3467426301100252,2.21660307481987,3.1873795376328773,2.421671688224011,2.227591118041808,2.063511622004451,1.9175739130813207,1.7269511496830008,1.692113085412152,1.5700646138249204,1.5045645920715405,1.3852783762486278,1.3489016604526702,1.3294211259717768,1.3167365978311556,1.4328059354071871,1.4288020811694433,1.4081156665398609,1.3874428247063082,1.3625980343707371,1.4335592195332567,1.4958275531273744,1.4830315457727048,1.4479664144532065,1.4278353022795267,1.534903019397661,1.6143278606979397,1.7118120016846126
33-2807101,,0,0.9975951381965834,1.167857134437993,2.151994289038489,3.389084768325096,2.4072560205337816,2.1868941859837787,2.0091801050983222,1.855946890084856,1.6635972810163606,1.629539023641893,1.5103433074982273,1.4495413652868372,1.3388792147570818,1.3057872385721412,1.2879365957402116,1.27652910475916,1.396508408577951,1.3978965992346886,1.3782089886433964,1.3585349111440104,1.334946213914776,1.4074271604827961,1.4716886810228607,1.459540409936707,1.425429119855749,1.4059461884047946,1.5149231110279586,1.5954050376060585,1.6944019096413288
34-2805797,,,0,0.9957512810387238,0.9930103730603052,1.001033233136849,0.9879792063273902,0.9951055771290439,1.0079378023033703,1.0039902678310184,1.0029172242259348,1.004701505380034,0.9934960437841528,1.0034070180816124,1.002844470423289,1.0033413008615264,1.0018638346463398,1.0022016995685459,1.1139252004531672,1.155624440760869,1.1486051906167067,1.1411233552120823,1.1319829131075563,1.1993834470173668,1.26431758233398,1.2604538183739837,1.2416293452097928,1.2312252365165364,1.3331144121929743,1.4047972971819844,1.4932851701908272
35-2800504,,,,0,0.9908419186425113,1.0031919833231984,0.9859765994694178,0.9949641667066087,1.0101992347042381,1.0053045988876204,1.0038146697349275,1.0057635244383825,0.9932725297400681,1.0040632617596212,1.003305758529872,1.003786467668522,1.0022034262538135,1.0025455799843757,1.1202289751825114,1.162878297256503,1.1551949084144277,1.1470734167552685,1.137204817677511,1.2072485150830954,1.2744937345875036,1.2700970253520092,1.2499447291923513,1.2388190074456844,1.3441394515725773,1.4185858793865,1.5106091165792659
36-2800510,,,,,0,1.016361453619796,0.9836266751024013,0.9965406249639797,1.0161297764161998,1.0089573891805919,1.0062544643141573,1.0083957317988426,0.9936206261748393,1.0056698428031965,1.0044217148135537,1.0048229534245319,1.0030615215440826,1.0033909423654026,1.1295836873499454,1.1733449455408689,1.1646664117042085,1.1555964526578166,1.1446571907332033,1.2183552441056904,1.288761922794727,1.2835762266352488,1.261515016839273,1.2493564654409184,1.3593620176284944,1.437621752845639,1.5345374971039039
37-2800511,,,,,,0,0.9565354623713788,0.985447027494691,1.0160363938262553,1.0066603720939502,1.0040901359740306,1.0068168886306934,0.9900932825481746,1.0042947610110033,1.0033273112226555,1.0038865063250635,1.002048052437975,1.0024485142480892,1.1378156603622662,1.1828400899648317,1.173136704360333,1.1631015192140093,1.1510880676346298,1.2285657457845902,1.3022436596762446,1.2962413764492478,1.2722267416147046,1.2590237125046229,1.3738001231418653,1.4559626830605374,1.5579105330700784
38-2800514,,,,,,,0,1.0458705403641313,1.0397368211766578,1.0164664692044987,1.0089863045097702,1.012062916060828,0.9902448669201522,1.0069259893467812,1.0049966449979144,1.0054027531433563,1.0032829654229014,1.0036581726925298,1.1515927639141326,1.1975488602498072,1.1862726019143992,1.1747746287040954,1.1611457418957334,1.2435757455491374,1.3214427250733074,1.314227803770325,1.2874405151126416,1.2727590572361334,1.3936819693368303,1.4809661311508984,1.5895359627794436
39-2800516,,,,,,,,0,1.0349074965010496,1.004953590673547,1.0016951804715208,1.0061368809260094,0.983403729848179,1.003192546641735,1.0024173894297381,1.0031900324584473,1.0011184138780727,1.0016269056581832,1.1566841434529933,1.2034804625192863,1.1914231435635367,1.1792098134111106,1.1648075782868479,1.2499139613273418,1.3300752025256457,1.3222464993886676,1.2940482783717482,1.2786277029569422,1.403075450512502,1.4928211388174253,1.604928318160264
40-2800518,,,,,,,,,0,0.9753220624979718,0.9905612656334766,0.9978972189428789,0.973869366059627,0.9987956071875495,0.9995865292368606,1.0008229572849672,0.9987866737846459,0.9994604763324918,1.164617950790214,1.21229093219937,1.1990723139331114,1.1858040071381692,1.1702688688092322,1.2590401958204367,1.3423055463621727,1.3335812006713985,1.30337490309353,1.2869063905974427,1.4155195301014598,1.5092358688873881,1.62619041986797
41-2800522,,,,,,,,,,0,0.9983727080688175,1.0070937927660502,0.9735349339867425,1.0026215693274625,1.0019295852854235,1.0029037760120738,1.0005463033674917,1.0011603875831672,1.1779637912949181,1.225508861617937,1.2106999516576913,1.1959979621798387,1.17892178396791,1.271759781900284,1.35834870549894,1.3484602833610513,1.3157605212157915,1.2979856275043598,1.4317151856708805,1.5293106295132848,1.6516939580362078
42-2800531,,,,,,,,,,,0,1.0409117286736733,0.9532851169623685,1.0046024817988066,1.0027553954195172,1.0037616261645845,1.000918790597931,1.001604495590839,1.2066044271493037,1.2532448364599715,1.2346553493984493,1.2166187505477883,1.1960380000462543,1.2979623395498494,1.3919125492661262,1.3793270835971068,1.3409972276576472,1.3203192256587337,1.4643006364945714,1.5713386622988637,1.7057695678950588
43-2800349,,,,,,,,,,,,0,0.9299476811411693,0.9996385855472416,1.0003252034746792,1.001854060088101,0.9990690332011689,0.9999203208536445,1.162161195658748,1.2191538509140132,1.2031732362785559,1.1875172134163061,1.1696125888280087,1.2711610222407232,1.3657625716114257,1.354607734428808,1.3187293752454705,1.299456422524205,1.443268325518671,1.5490110382672795,1.6823265834522207
44-2807211,,,,,,,,,,,,,0,1.0731442992425957,1.0224535378878141,1.019028699593873,1.013595863075349,1.0133400153254013,1.1680059608927773,1.1144077988115346,1.1063509715738857,1.097932678065811,1.088178774141556,1.1891966279261852,1.2863658994700564,1.269238342210736,1.2418513814097243,1.2274407266999456,1.2805830342600493,1.3725913182763654,1.4885705988420301
45-2800534,,,,,,,,,,,,,,0,1.0009231171615174,1.0031866947100514,0.9987778201780612,1.0000483043171984,1.187117157661712,1.119640249352598,1.1102032025634514,1.1005684718027073,1.0896167999919153,1.2004312202779905,1.3063913371746698,1.2864115849797741,1.2550699120411062,1.2387223741677786,1.2142406292579329,1.217999940848669,1.320261463834915
46-2800386,,,,,,,,,,,,,,,0,1.0082049969426787,0.9957406900154735,0.9990880740348784,1.3551390407432478,1.170171905697446,1.1512691279794984,1.13384750561359,1.115396684020467,1.2593306991689097,1.3931207580343672,1.360571400595553,1.3125613776197693,1.288175461021386,1.2528260667903524,1.2524706923840434,1.3253777155335067
47-2800542,,,,,,,,,,,,,,,,0,0.9737888684083988,0.990155166169875,1.1711835339395975,1.074604721427152,1.0662233820995257,1.0576515488296852,1.0485133567605995,1.201035303510311,1.345857414377934,1.315650194769609,1.2712947224144915,1.2492575905471646,1.2177562217872746,1.2186998991248195,1.2941443116971025
48-2800550,,,,,,,,,,,,,,,,,0,1.0106639384391358,1.0102264094589417,1.0070511533717392,1.0072867191266661,1.0057183459486705,1.0036959361539348,1.1606248764981582,1.3118607291454485,1.2839149337859546,1.2428489187587666,1.2227578749662005,1.1942873777787841,1.1961451633594304,1.272841203230361
49-2800350,,,,,,,,,,,,,,,,,,0,1.0056678096749512,1.0052361341616578,1.0057581700324854,1.0042677555419675,1.0023268208690368,1.1702703536584111,1.3312342703738298,1.2996896807589364,1.254191025705922,1.2321289395616732,1.2011649552940598,1.202821969212736,1.2825796424638982
50-2803765,,,,,,,,,,,,,,,,,,,0,1.0050315829705034,1.0057915615750734,1.003830493035776,1.001484287171086,1.2127464718612404,1.410556673872285,1.3627665878023996,1.298317002141195,1.2681223442736094,1.2271767867424084,1.2278819238743048,1.3181701906495027
51-2807460,,,,,,,,,,,,,,,,,,,,0,1.0088172396775785,1.0015188715817933,0.9974487937295087,0.9988810936064424,1.0168366403579057,1.015999945562393,1.0108694590952023,1.0108076774345958,1.011834687068401,1.022857078634538,1.1168588980410536
52-2800347,,,,,,,,,,,,,,,,,,,,,0,0.9946891416036484,0.9928991084399591,0.9963125628963064,0.9889759250825223,0.992205510968808,0.9915139491607482,0.9938310245293801,0.9980844416041261,1.0105023113953886,1.110377499705402
53-2800346,,,,,,,,,,,,,,,,,,,,,,0,0.9915652436308249,0.996931830860203,0.9877322713141732,0.9917601848765822,0.991078450726677,0.9937295386202072,0.9984042607181335,1.0119095730034153,1.1208152707007752
54-2805193,,,,,,,,,,,,,,,,,,,,,,,0,1.0025388479752237,0.9861552541218537,0.991821782789602,0.9909689250065791,0.9941368035899505,0.9993918602191127,1.014662088417343,1.1385772848984619
55-2800592,,,,,,,,,,,,,,,,,,,,,,,,0,0.9755050115801942,0.9871730935748281,0.987792233909106,0.9922905868903698,0.9988870746622716,1.0164670819173003,1.159193701033774
56-2805946,,,,,,,,,,,,,,,,,,,,,,,,,0,1.00663984217216,0.9953577377449548,0.9998675860640804,1.0059020560126957,1.0280331137791117,1.2143001496451482
57-2805250,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9844388159997853,0.9948849514097053,1.0042236884947762,1.0172385821376806,1.2275028909896402
58-2805252,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0103267209273892,1.0144662196411913,1.0157263399926248,1.074442792989201
59-2807011,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0166954601314404,1.017882831162318,1.0155961982686879
60-2805400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0212748610127345,1.0142727165687253
61-2805038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.009199849376463
62-2805564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
