순번_정류장ID,1-2801959,2-2801976,3-2801880,4-2802005,5-2802034,6-2802069,7-2802107,8-2802131,9-2802148,10-2802156,11-2802151,12-2802140,13-2802118,14-2802104,15-2802090,16-2802111,17-2801845,18-2801849,19-2802138,20-2801846,21-2802103,22-2802052,23-2805597,24-2801952,25-2801176
1-2801959,0,1.0275094982118824,1.0051739531758184,1.0332667713492634,1.0240794470682968,1.0143875100972446,1.1169778283708218,1.1067797110081226,1.0894811258051391,1.157226521305476,1.4224139415071428,1.797054717917238,2.271532457168018,2.2904899976796296,2.2705944020721183,1.9938348976661018,1.8970054567179992,1.8097254221506094,1.7097252638908866,1.6269129513854883,1.7190037722233718,1.845388478984098,1.840939418312361,1.911726386831394,1.820262605319694
2-2801976,,0,0.9821337495350325,1.0366508391912472,1.02325153616447,1.0119288836261688,1.1322848307610507,1.1184124102324629,1.097012322610608,1.1706500200235206,1.4688640444122227,1.895190629293319,2.461030165408595,2.4757234283147067,2.4318439369521343,2.089023322921206,1.9730420769733163,1.8713852099394346,1.7564200885171468,1.662831780339517,1.7611886851075313,1.8960269755505306,1.8892006398921544,1.9618086262223007,1.860274275893254
3-2801880,,,0,1.0019828155981494,1.0109432680952057,1.0006555704675537,1.143823958502188,1.1259758852241608,1.1005177020877306,1.1810649954739472,1.5157959678932067,2.001255341351757,2.6798616657897374,2.687406034962364,2.6101327458961645,2.1872864076909897,2.0495387976230854,1.9320867339187793,1.8011384390930207,1.6963879964972173,1.8010410493570306,1.9443833657538967,1.9350455669825561,2.0093248229447855,1.897588930546559
4-2802005,,,,0,1.0123741868988676,0.9993391431536455,0.9986349360025878,1.0046447869678181,1.0025466313706193,1.1001464793558335,1.4264906949777356,1.9098989071082684,2.578848015069737,2.5909003734379294,2.8251870806878805,2.299881230193123,2.1358878526080303,1.99998951237979,1.8507475147857615,1.7334869917350333,1.8446285854946676,1.9966926712537345,1.9844301766437447,2.0599846666248895,1.9372418827147893
5-2802034,,,,,0,0.9726411217513666,0.9847247892079392,0.9990610627671304,0.997538397665738,1.134576521232526,1.6261375254218655,2.407330582230617,3.8005444202848726,3.729920473866067,4.068336908998792,2.823877732586124,2.5126593797171575,2.2826968140310564,2.0466181019262875,1.8740593053609995,1.8386973590510542,2.0056694882228543,1.991801878048878,2.0736499072443255,1.9396719637190414
6-2802069,,,,,,0,0.9786670013957006,1.0032449155431789,0.9996003348988591,1.1677738058171436,1.816894334404244,2.9194213193194503,5.476911718772184,5.177324085111804,4.219503251442963,2.819706257041999,2.4910591523759162,2.2530301840123195,2.0131696275211337,1.8406073192694261,1.7933309585127937,1.7578151009261351,1.7566304998547793,1.8441890672167753,1.7465844286148624
7-2802107,,,,,,,0,1.0347784074786994,1.0105237220414898,1.2293751076989279,2.2093445311363102,4.023565253997401,5.971626138119798,5.544948176120842,3.25149185013334,2.3633749990966666,2.138281435791281,1.9664359041684545,1.791242993860088,1.662663183851124,1.6296653974485855,1.5736602393965395,1.5675138583588513,1.6586475338943996,1.5873843473455211
8-2802131,,,,,,,,0,0.9912879334076161,1.2939071510017919,2.87790384526602,5.990652078289998,4.150647758787138,3.344774748399885,2.3938124127670974,1.9160797143621124,1.7842075636206076,1.6747563178150255,1.562076426814343,1.4770944300943614,1.4582080885628286,1.4223488832109825,1.4239819871840964,1.516872896993379,1.4642050391449637
9-2802148,,,,,,,,,0,1.0816749855292258,3.638276087117941,2.762581608171643,2.103835938931265,1.9151585864025282,1.6254110538519397,1.4460903177513336,1.3944688561495855,1.3428166623861346,1.2913748823603597,1.251560423349639,1.24765578414444,1.2337782619960835,1.243900634658692,1.3378570274435715,1.3066185610409355
10-2802156,,,,,,,,,,0,1.0117054127133966,1.0006100238873616,1.23600708041162,1.294496672834966,1.540449963528753,1.3612141476679076,1.315365924689539,1.2677267083948602,1.2235434489596926,1.190609666674835,1.190304146285401,1.1810613489553645,1.1944311667098524,1.296616080401802,1.268005566107491
11-2802151,,,,,,,,,,,0,0.9952054068545848,1.0018243488130565,1.0042957779999049,1.0453126047623897,1.0342310697523474,1.037069168406289,1.026222805358069,1.022073762066113,1.0196633106691313,1.0295317975795524,1.0355959163077877,1.0547562161779966,1.156581190541731,1.1437113598472501
12-2802140,,,,,,,,,,,,0,1.01419121158124,1.015197738845645,1.0045523564234644,1.0055247805167693,1.0140066484342993,1.0038220650919458,1.0028585532220429,1.0031578813344995,1.0156739727415733,1.0240141972883046,1.046274580407415,1.1611729039958751,1.1463651188423216
13-2802118,,,,,,,,,,,,,0,1.017002966119397,0.9998034737802465,1.0033267561284682,1.0139699452876663,1.0020728035404665,1.0013342638325604,1.0019403369676765,1.0158252438720106,1.0249027075442902,1.0490141017350647,1.1730855182458464,1.1557870599543256
14-2802104,,,,,,,,,,,,,,0,0.9932893206648576,1.0010742459636217,1.0135841038662705,1.0005221224303904,1.0000639296316804,1.0009528048342091,1.0157542116217073,1.0253222730110514,1.0506143012836826,1.180472629868669,1.161531169189349
15-2802090,,,,,,,,,,,,,,,0,1.0070632281433345,1.023821567213095,1.0032537013093232,1.0019085727398924,1.0025566827961951,1.0165814607381312,1.0275633252384244,1.0263052697948,1.1023113835031457,1.092830238453675
16-2802111,,,,,,,,,,,,,,,,0,1.0466170681352887,0.9952009510470718,0.996590692649154,0.9991676007027128,1.018163864037278,1.0317941444124084,1.0297480399366616,1.0958503845045426,1.0859154784259506
17-2801845,,,,,,,,,,,,,,,,,0,0.9364141867776018,0.973909914793104,0.9860754591098244,1.0110453218726574,1.0283673278722656,1.0264849165466274,1.1009193654503935,1.0891767642879417
18-2801849,,,,,,,,,,,,,,,,,,0,0.9965039010524934,1.0007601238472847,1.0036780806471561,1.000722637470023,1.002727547539985,1.0064497630657236,1.0102790733630531
19-2802138,,,,,,,,,,,,,,,,,,,0,1.0047094356907948,1.008024045268278,1.003118919516094,1.005285393725855,1.0046039496428443,1.0033922089136935
20-2801846,,,,,,,,,,,,,,,,,,,,0,1.0142542273071422,1.0019670576161286,1.0055793775829396,1.0045719838028582,1.003090834508942
21-2802103,,,,,,,,,,,,,,,,,,,,,0,0.9921793677463584,1.0010917044235312,1.002063817500397,1.0010775520700366
22-2802052,,,,,,,,,,,,,,,,,,,,,,0,1.0142042114512366,1.0064462293660525,1.0036098252837382
23-2805597,,,,,,,,,,,,,,,,,,,,,,,0,1.0031000158804084,1.001069164797545
24-2801952,,,,,,,,,,,,,,,,,,,,,,,,0,0.9985261434085857
25-2801176,,,,,,,,,,,,,,,,,,,,,,,,,0
