순번_정류장ID,1-2800840,2-2800839,3-2800981,4-2800992,5-2800526,6-2800528,7-2800532,8-2800535,9-2800544,10-2804975,11-2800560,12-2800569,13-2807222,14-2800563,15-2807520,16-2807504,17-2803359,18-2803214,19-2805065
1-2800840,0,0.9984949749987623,0.9951578770227768,0.9942238384132973,0.995054230140139,0.9958193476320587,0.9984108017456076,0.9992452843134061,0.99978371098891,1.0001505199385985,0.9995940345280449,0.999655533650134,0.9997560390864375,0.9993182311898161,1.0006710572053379,1.0059594009993347,1.0044255391494463,1.0043618927508517,1.004154050673978
2-2800839,,0,0.9951089891501792,0.9937851305444446,0.9950363668404301,0.9958814078767109,0.9987002924342022,0.9995700316280921,1.000086145666666,1.000457543331684,0.9998080668768883,0.9998497812340392,0.9999455223786383,0.9994814231110035,1.0008376661933338,1.0061253321091672,1.0045135336274087,1.0044487910332354,1.004238211554156
3-2800981,,,0,0.9925786733329978,0.995025781039079,0.9959761375511449,0.9990859521320974,0.9999913071648086,1.0004657030430146,1.0008391310623714,1.0000676245626647,1.0000827977245557,1.000171945898954,0.9996760938254139,1.0010313886641877,1.0063106665523107,1.0046107748000168,1.0045448489240174,1.0043312505605324
4-2800992,,,,0,0.9954695149313326,0.9965040134273714,0.9999551776198868,1.000848230160013,1.001186453324829,1.001541178458484,1.000550824025887,1.0005106010697595,1.0005831425614722,1.0000406468858525,1.0013571304955216,1.006569010488248,1.004748903283746,1.004681403923257,1.0044641668394954
5-2800526,,,,,0,1.002732115328846,1.012501418359242,1.0103076234319626,1.0059583696360905,1.0059969834087483,1.0027955909888309,1.0023559050433382,1.002327523696069,1.0014456526159063,1.0026715259765133,1.007735551120529,1.0053071826224602,1.0052317512001812,1.0049946524049744
6-2800528,,,,,,0,1.0209799843689975,1.01343419161141,1.0066119283346693,1.0065569307449056,1.0028019992443353,1.0023249027726768,1.0022967444982054,1.0013553075231787,1.0026686832533789,1.0078336331354998,1.0053364182376683,1.0052599555016926,1.0050199284680654
7-2800532,,,,,,,0,1.0065919388083584,1.0022316272382905,1.0030047273071312,1.000409085535147,1.000367728297985,1.0005017003339578,0.9996274931079226,1.0016221928825795,1.0075298319748323,1.0051290256073422,1.005052885855263,1.0048118074439594
8-2800535,,,,,,,,0,1.0000231187427295,1.0016670862002706,0.9993590645851564,0.9995533551951454,0.9997799209309715,0.9988785562438531,1.0012878988891105,1.0075543595681655,1.0051073234287375,1.0050301632379086,1.0047858339567253
9-2800544,,,,,,,,,0,1.0062551999320826,0.9990234842523794,0.9993893177649622,0.9997056342059001,0.9985700506287349,1.0014814039087818,1.007964383981801,1.0052607272786949,1.0051802529386784,1.0049270663031606
10-2804975,,,,,,,,,,0,0.9974288013209609,0.9984107922796078,0.998900693014142,0.997748480351298,1.0012044427751667,1.007998389295844,1.005249858370735,1.0051685820118672,1.004912799316881
11-2800560,,,,,,,,,,,0,0.9988378356945777,0.9998098410101394,0.9973465615801824,1.0022847472988166,1.0089711338531249,1.0056182403312983,1.0055302042674439,1.0052573494972123
12-2800569,,,,,,,,,,,,0,1.0019584435209672,0.9957644574153908,1.0031231760548742,1.0095530708710878,1.0058175757576733,1.005725546512388,1.0054425398735076
13-2807222,,,,,,,,,,,,,0,0.9900482248297907,1.0032668149227149,1.0097556414085533,1.0058695928213386,1.005775955654974,1.0054886204930857
14-2800563,,,,,,,,,,,,,,0,1.0053122563345993,1.0103421803500399,1.0061040969035513,1.0060073599978199,1.0057131203093261
15-2807520,,,,,,,,,,,,,,,0,1.004314248756879,1.0029779601959372,1.0028967286861445,1.00261331115854
16-2807504,,,,,,,,,,,,,,,,0,1.0018995925420942,1.0017693396591627,1.0012916952503101
17-2803359,,,,,,,,,,,,,,,,,0,0.9929306702730493,0.9855698779989094
18-2803214,,,,,,,,,,,,,,,,,,0,0.9810367494717134
19-2805065,,,,,,,,,,,,,,,,,,,0
