순번_정류장ID,117-2802185,118-2801848,119-2802173,120-2802162,121-2802153,122-2801846,123-2802103,124-2802052,125-2801847,126-2801990,127-2801952,128-2801805,129-2801799,130-2801777,131-2801772,132-2801770,133-2800791,134-2800789,135-2800766,136-2800748,137-2800721,138-2800703,139-2800699,140-2800712,141-2800691,142-2800684,143-2800676,144-2800667,145-2800657,146-2800340,147-2800624,148-2800619,149-2806245,150-2800594,151-2804976,152-2800583,153-2800571,154-2800554,155-2800547,156-2800525,157-2800520,158-2800513,159-2805304,160-2800498,161-2800497,162-2800493,163-2800344,164-2800481,165-2803595,166-2800468,167-2800465,168-2800462,169-2800460,170-2800453,171-2800450,172-2804825,173-2800455,174-2800457,175-2800438,176-2800427,177-2800423,178-2800414,179-2800023,180-2800054,181-2805419,182-2805722,183-2805399,184-2800034,185-2800047,186-2804479,187-2804480,188-2804481,189-2803585,190-2805219,191-2800056,192-2800057,193-2800006,194-2800299,195-2800293,196-2804058,197-2806304,198-2800295,199-2804482,200-2800300,201-2805078,202-2800297,203-2803994,204-2803992,205-2806003,206-2803990,207-2803981,208-2806017,209-2805721,210-2803974,211-2803875,212-2803871,213-2803868,214-2803864,215-2800255,216-2803615,217-2803614,218-2803859,219-2803858,220-2803611,221-2803609,222-2803607,223-2803853,224-2803600,225-2800273,226-2803601,227-2804331,228-2803581,229-2800271,230-2807150
127-2801952,,,,,,,,,,,0,1.0087614912069858,1.0029847954404796,1.0080153320239493,1.0057152089766248,1.0047594741887929,1.0030179285644956,1.0020327267108364,1.0004231044451586,1.0008556358421488,1.0184390585627272,1.021388400540448,1.0198787206248359,1.0522185960810986,1.0637475100761207,1.063179116067632,1.0605343670647303,1.0578127742757042,1.0564508392799603,1.0538978215223862,1.0500720022140229,1.0483102770380526,1.1076494498702716,1.103307384059918,1.0939210036241485,1.0890682664713438,1.0865346571147685,1.081783042761153,1.0812485969079206,1.0763863872838328,1.0732490394661016,1.0710925745174047,1.0692386802721994,1.064486367274647,1.0629225481529956,1.0602415255993716,1.059914116153631,1.0588649098283107,1.0569878389595435,1.0556968956836041,1.055662491004342,1.0542857548863722,1.0535880889077258,1.0521505675733809,1.0514691541326593,1.0507770354239458,1.0496600491434813,1.0492206765704903,1.0476064401158836,1.0461962408932775,1.045403632630768,1.044749032935297,1.0438767617437363,1.0404317634434286,1.0389602385014838,1.0380694683668683,1.0371290178898456,1.0359787042368338,1.0329652343900548,1.0333077913452502,1.0328731141069305,1.0323832591659146,1.0317136377114806,1.030370866019439,1.0303227517200042,1.0294914418903967,1.0294708278901539,1.0273377771845804,1.0271839916153385,1.0273437574619189,1.0272812273375214,1.0267921067644765,1.0265223605515004,1.0262542992928285,1.025788265387756,1.0253524571524466,1.0249077792267107,1.024835034808077,1.024278215512614,1.0241114840387529,1.0230645211760132,1.0227494139827198,1.0220738439363781,1.021496913152858,1.021608301384396,1.0214554498692712,1.0918281143315356,1.0895946412876563,1.089467975877589,1.0883189487959761,1.086515225568479,1.0861039069573881,1.084497352211678,1.084040690535217,1.0979575701823767,1.1490270686662896,1.209550489507923,1.3453597614737356,1.3689440070885035,1.379960676597395,1.3893655466578327,1.4030949132668231,1.4293077437942183,1.478864480034029
128-2801805,,,,,,,,,,,,0,0.9948060497525761,1.0076224130275098,1.0044470544620638,1.0035396061752735,1.0014326322878087,1.001126364670233,0.9991909109515839,0.9994953389395933,1.0196599519543255,1.0228963969157432,1.0210910956656933,1.0568065496492733,1.0697588011733339,1.0683171080000315,1.0655352722861566,1.0619782855402191,1.0602306856623254,1.0571623174832914,1.0531137864026165,1.0511194643733277,1.1142374093744,1.1092216862130222,1.0992173197543482,1.0933356547433715,1.0905177876492664,1.085662080049703,1.0847454614766183,1.0794287158293616,1.076242029553243,1.0736989703971147,1.071850902289179,1.0665683572423048,1.0649814759344343,1.0621328098583793,1.06161097849508,1.0606397482451586,1.058633343525834,1.0572095275134332,1.0572133875218246,1.0557023419398581,1.0548986287543045,1.0533852725377493,1.0527207197199357,1.0519947273589487,1.050887849467572,1.0503577447765742,1.0485485150203442,1.0473502228182925,1.0462990998013701,1.0458683560696445,1.0448037003464898,1.0412945750343487,1.0396668293549536,1.0386999960326084,1.03759718946688,1.0366455221851556,1.0334483585222098,1.0336437252020805,1.033197571329013,1.0328392452322774,1.0321844403167728,1.0307668515065855,1.030578115499543,1.0298270828285194,1.0297647602338227,1.0277323219037884,1.0276306135331146,1.027583258883726,1.0275693375272605,1.0269572782855814,1.0267650814131652,1.0264628196816525,1.0260142505854415,1.0254369895202577,1.0251156590795087,1.0250656447509636,1.0244991295468935,1.0243263233808135,1.0231380881018017,1.022935107286086,1.022316954568039,1.0216827339863126,1.0217494299926375,1.0215934088581715,1.0927282645212373,1.0904976837113602,1.090367201325703,1.0892184477084932,1.0873776501961099,1.0869331956221016,1.0853167439042497,1.0847845701253822,1.098878656494132,1.1505227953439967,1.2117850591947812,1.3491871251721497,1.3732036416231275,1.3842432368609678,1.393804786989898,1.407719424151756,1.4342247398040537,1.4845098676539825
129-2801799,,,,,,,,,,,,,0,1.0135378495779832,1.007292222712187,1.005166468730858,1.0020828187796254,1.0021097595802877,0.9990523784261947,0.9997001335277158,1.021812387659752,1.0252207078476527,1.0230465154436674,1.0232812428530635,1.0180405385284077,1.019129123354684,1.018567364072598,1.0178910408216857,1.0170057159479773,1.0159566081837932,1.0148495906662751,1.0142762580935647,1.071119613366256,1.0679659262219157,1.0609574156873618,1.058269119474499,1.0566107820682646,1.0534194724142005,1.0529012284839143,1.0496319853788594,1.0473903812807452,1.0459979139642273,1.045182278956111,1.041811421086898,1.0407280632609717,1.038806629514056,1.0387612386658072,1.0381703461142144,1.0370209913875512,1.0359788451293142,1.0362904399506343,1.035138823335582,1.0346397148428867,1.0336346587146383,1.0333523842632886,1.0327805372391232,1.0320002349290587,1.0317816016640735,1.0305558943602322,1.0298611682554877,1.0291287163488685,1.0290836221026025,1.0283186611869934,1.0260716192673074,1.0250886499158975,1.024473531608679,1.0237595707739575,1.0232173077773825,1.0212702974938832,1.0215940055817267,1.0212437222378512,1.0209765780961673,1.0206235169844031,1.0197876398939267,1.0197280699202664,1.0191493874201982,1.0192304405858763,1.0179467795655666,1.0178468767828819,1.0179276257453094,1.0181793885916148,1.0178501834376024,1.017779223622042,1.0175733258363275,1.0172603589730602,1.016872401515137,1.0166236390962056,1.0165563903865733,1.0161385452362781,1.0159935538962175,1.0153617876792127,1.0151182844599684,1.0147659358344858,1.0142581481453479,1.0144147011942166,1.0143587742337075,1.08535166825276,1.0833039056831997,1.083239179295402,1.0821952510595607,1.0804047647237287,1.0799905151691898,1.078523343613386,1.07803813040411,1.0922392856022234,1.1437648339523772,1.2048367143229153,1.3418414847219544,1.3657305169882286,1.376770339357272,1.3863693488378188,1.4001833124237661,1.4268474949930654,1.4768356734353172
130-2801777,,,,,,,,,,,,,,0,0.9924617999263802,0.9979281009683595,0.998135593107803,0.9974403654602397,0.9954989342029622,0.9962512496446637,1.023452076036122,1.027376508702408,1.0246089078848712,1.0246723414354817,1.018407451780135,1.0198216415837378,1.0189574561045522,1.0181835199879674,1.0171955472733756,1.0162006847319227,1.0149709607947077,1.0141933716862053,1.0759954961452884,1.0723739235683796,1.064483411542348,1.0613082783498293,1.059537976846061,1.0558961276983212,1.0553133964952435,1.0517844628873558,1.0493470315663305,1.047798568833235,1.0467889861396884,1.0432148774553116,1.0421305437340886,1.0399210320124508,1.0399239217580596,1.0392149210571535,1.0379772396583538,1.036810111294226,1.0372534143871892,1.0359739356951179,1.0354429456414656,1.0343796561643122,1.0340721538041184,1.0335326936345628,1.0326535766942717,1.0324161091342017,1.0311836782740715,1.0302834901226272,1.0298440057480747,1.0294628816537323,1.0288250625424027,1.026612984243095,1.0253993726250425,1.0248068537209234,1.02406716793769,1.0236197914730787,1.0215201853432203,1.0218109115810894,1.0214875470706375,1.0212111346096233,1.02077423186719,1.019880958792448,1.0199541994712187,1.0192933307117473,1.019371743239724,1.0179354886509306,1.0179533132592813,1.0180638998139064,1.0182871457560307,1.0180352399874748,1.0178217865711252,1.0176393801499142,1.0172933236315842,1.0168985896833418,1.0167767060630672,1.0167068393594922,1.0162295524094838,1.0161058359962571,1.0154117888336895,1.0152817801973788,1.0147597954185634,1.0142902587636489,1.0145376609545553,1.0143915926065699,1.0863917737194135,1.0841761686408478,1.0840612302700954,1.0830638083343638,1.0813009735517134,1.0808971222611379,1.079394764036731,1.078853641455403,1.0931771918979756,1.1453219520215683,1.2072715377931982,1.3464806179950375,1.3706575522911075,1.3819380182472802,1.3915326137039892,1.405700116806013,1.4326054554981813,1.4835403221225738
131-2801772,,,,,,,,,,,,,,,0,0.9965886993969947,0.9976986500822596,0.9962504684321662,0.9953997599992422,0.9962396816085508,1.0255429216164378,1.0296389135091217,1.0264011835886186,1.026218538567493,1.0194472157198273,1.020667425594296,1.0199119470269054,1.0192326121410935,1.017978814772402,1.0169008084332387,1.015561122937919,1.0148825674313149,1.078771940288482,1.0748985296475912,1.0665416185375647,1.0629683807264214,1.06120004132781,1.057265987712895,1.0567591938777459,1.053038606471902,1.0505006464790445,1.0488676392956757,1.0477070041682435,1.044070708903313,1.042786049044425,1.040664928720007,1.040651758491948,1.039917013907604,1.0385584469453324,1.0375020883928938,1.0378030274977013,1.03655967173769,1.036010917769148,1.0349158341759301,1.034529782939123,1.0340389847512845,1.0330779509331012,1.0328296931077154,1.031738505031244,1.0308110788267175,1.0300788647265386,1.029955701195714,1.0292490904095657,1.0268769406179958,1.0256847857435274,1.025125435412112,1.024282343341477,1.0238191751055639,1.0217216724255065,1.0219371719578965,1.021609397105633,1.0214394936870212,1.020957909582919,1.020084311677857,1.0199843562267985,1.0193174889597798,1.019655727264012,1.0181604792177272,1.0181455564015156,1.0182550129105505,1.0184450636795448,1.0181605325083896,1.0178881052675268,1.017703519055364,1.0173541026090864,1.0170090313450062,1.0168850318215321,1.016813617818052,1.0163319996051343,1.0162309011579,1.01555073925324,1.0153466766120312,1.0149132167573116,1.0143692207011399,1.0145948697090414,1.0144695305993794,1.0868306919138098,1.0847116867985174,1.084594631825861,1.0835387858056102,1.08166548632096,1.0812567427978292,1.0798507991908537,1.0793036400531595,1.09367506083381,1.1461071295284255,1.208338297405252,1.3483470010147607,1.3727760429107962,1.3841005111162394,1.393791629537241,1.4080558032375403,1.4352146413162368,1.4864444908327208
132-2801770,,,,,,,,,,,,,,,,0,0.9970775111066987,0.9970974271875322,0.9950988093152573,0.996162307564768,1.0310428018501343,1.0353661947692154,1.0308686747302351,1.029961509565076,1.0222870602622132,1.0234821029874805,1.0224575031422836,1.0213270827250198,1.020091190607822,1.0188068918654598,1.0171870527142424,1.0162187317677056,1.0844706300876097,1.0800677363939581,1.0707454470127598,1.0667132485657886,1.0645721970619586,1.0602644722960077,1.0595755524529737,1.0555788294356783,1.0527375042223315,1.0510338650684947,1.0498370617183506,1.0458059261920811,1.0445193883450625,1.0422578845228203,1.0420524457816525,1.04134438590143,1.04002984610102,1.0387729682359235,1.0390587122026287,1.037823943826487,1.0372386089879075,1.0360785586257732,1.0357219688091364,1.0351393929567483,1.034135431212978,1.0337998267607231,1.0325258373340394,1.0316695207680184,1.0310126169381295,1.0307538749552407,1.0300721814987883,1.027476385270705,1.026375619265219,1.0256996049486817,1.0248719624025575,1.0241985491022432,1.022111844507708,1.0224421859058164,1.022103131578457,1.0217732381499471,1.021387297605292,1.0203419377327518,1.0204098403667434,1.0197245299313649,1.019923835709034,1.0184534176875177,1.0183736146907505,1.0184821305393894,1.018755075357951,1.0183183126985367,1.0181829315653554,1.0179638447343853,1.0176060616879623,1.0173601489603936,1.017070332531779,1.016996128825372,1.0165590004617033,1.016452488205497,1.0157543101015343,1.015544773436554,1.0149856056514501,1.0146168422801154,1.014751991074893,1.0146907677394694,1.087767733892442,1.085558864736225,1.085390529098829,1.0843857728158204,1.0824770711681024,1.0820810360146798,1.080579292894528,1.0800218658460032,1.0944952920873292,1.1474360186417218,1.2104585221954294,1.3520176608729697,1.3766448227725574,1.3882028630305563,1.3980122753436472,1.4123200619239187,1.4397809908071315,1.4918063023581507
133-2800791,,,,,,,,,,,,,,,,,0,0.997181201747655,0.9934433271664569,0.995555153066895,1.0015732683434657,1.0004113263244039,1.0007134503848854,1.0055040670724562,0.998988497774695,1.0022543895828764,1.0027740959200562,1.0030589836851782,1.0021285233273616,1.0017756419101111,1.0019305447600306,1.0016269843978876,1.0791751125699924,1.0745397130891565,1.064779309358546,1.0608347869567019,1.0587680878053938,1.0546806280891698,1.0538952633519356,1.049943443675332,1.0472187906081079,1.045659399766153,1.0446017605648181,1.0406920835664064,1.0395383248230943,1.0371828252647073,1.037168706068189,1.0366768040412886,1.0354207552718473,1.0340254526375052,1.0345692428534545,1.0332885060619827,1.0327512526448248,1.0315952500762837,1.0313205181233214,1.030766167381931,1.0298517800866096,1.0296455591492342,1.0285391936342763,1.0276390601331389,1.0271092434065,1.0268245085067447,1.0261805254507006,1.0239092948493371,1.0228773739429522,1.022295878150662,1.0214746578236893,1.0212291610641684,1.0192179181574694,1.0195113016329245,1.0192366952388632,1.0190171975884013,1.0185283773264022,1.0176474312152917,1.0176885315579034,1.0170419463014544,1.0173604946717634,1.0159577826863033,1.0160019438741505,1.0161074074044938,1.0164030344622677,1.0161711752756786,1.015998624666338,1.0158354657390578,1.015476974237573,1.0151853625894718,1.0149436601108524,1.0148638623095285,1.0144975222569108,1.014376524428046,1.013768387001428,1.0135881845901573,1.0131549192067004,1.0127363715056943,1.0128687382225572,1.0128048707039823,1.087048586773002,1.084845255442507,1.084773298835751,1.0836403791045142,1.08178822403062,1.0813683354915475,1.0799031881587131,1.0793198194173348,1.0940811631016945,1.1477428371987592,1.2116508593466064,1.3556866453260634,1.3808304654882404,1.392505740054166,1.402498072650736,1.4173127800026928,1.4452372835984304,1.498189290078661
134-2800789,,,,,,,,,,,,,,,,,,0,0.99251599368023,0.9952506807781104,1.0021601330256928,1.000779566085186,1.0010380435277941,1.00610768808503,0.9991016057735062,1.002245463495266,1.0027931619042596,1.0033449019763183,1.0026025769036557,1.0019755247494713,1.001911931889953,1.0015985019709248,1.0820026216415393,1.077059493046296,1.0667566321692024,1.0626457996714906,1.0603045348144435,1.0559013168505198,1.0552058346206112,1.051060251302049,1.0482362072828588,1.046491303245797,1.0453794560679248,1.0414262588529248,1.0402357159757596,1.037899274265011,1.037784275433085,1.0371912465435156,1.035894220105412,1.0346241482126615,1.0350883588785589,1.0337798215183722,1.0332269539317736,1.0320421342063595,1.0318223626680885,1.0312546771220856,1.0302547771725947,1.0300384716589372,1.0289039141594898,1.0279832302348417,1.0272619193393846,1.0272007709268896,1.0264304462637426,1.02406277022014,1.0231614223578525,1.0225690123224416,1.0216874094624595,1.0213399441763005,1.0193845715718817,1.0195986561131105,1.0193210037664178,1.0191373872450287,1.0187182990012507,1.0177871196262922,1.0178262733449328,1.0171726142640678,1.0175231197677332,1.0161649164617614,1.0161128620517939,1.0161558975340221,1.0165713194719634,1.0162765587149711,1.0161310057712147,1.0159650259634152,1.015574305194222,1.0153068955418247,1.0150624560536963,1.0149809753020766,1.014558035634982,1.0144614442023008,1.0138710685006005,1.0136639247598245,1.0132271265711779,1.0128513107268695,1.0129601171099163,1.0129177241367069,1.0874954270504065,1.0852478486704462,1.0851744568762736,1.084007781633359,1.082140191201109,1.081739093790884,1.0801467436098366,1.079672517469618,1.0944442584190965,1.1483577558716904,1.2125529798212016,1.3572611852964822,1.3825354657298348,1.3942721450696742,1.4043506521347167,1.4191769463566755,1.4472866734543086,1.5004966482323994
135-2800766,,,,,,,,,,,,,,,,,,,0,1.0036625949026563,1.013415889552839,1.0078040788643567,1.0060509922956895,1.0117218386451008,1.0017606141693598,1.0056269090802221,1.005597861664209,1.0059860040201487,1.0049334760428754,1.0042633920700963,1.0038898650081025,1.003171799011553,1.096448990710873,1.089836914068043,1.0766797911302721,1.0707535607769103,1.068037834000845,1.0626703000964044,1.0617859195843833,1.0566485900583809,1.053332274187435,1.0511690656146506,1.049646642315339,1.0449954410018,1.0435315872896065,1.0409809251365914,1.0409572667735476,1.0399979196847315,1.0384880621386012,1.0372567789802392,1.0376121111263465,1.036174280981719,1.035470086479078,1.0342991768655365,1.0339425540045029,1.03331640511326,1.032369170741651,1.0318942449125863,1.0308250012948548,1.0296120629909833,1.0291263294367174,1.0287716021920894,1.0280582413857242,1.025434939518202,1.0244368532142742,1.0235471074503797,1.0228032542363241,1.0222889036242213,1.0202293548676191,1.0204810080808784,1.0201434687025368,1.0198619631691788,1.0194927763055055,1.0185766254565594,1.0186039587025422,1.0178442679058912,1.0181483465645336,1.0166182722622774,1.0166870129804646,1.0167247094464327,1.0170697050516697,1.0167900490235569,1.0166354168882157,1.0164288781211575,1.0160795544581651,1.0157115181253518,1.0155405225981016,1.0154520978908632,1.015014536240043,1.0148803138174503,1.0142574800731845,1.014039847046267,1.0136115007875564,1.0131710034221804,1.0133020653645939,1.0132318397098343,1.0891650458504356,1.086913680923217,1.0867100924503978,1.085602186210818,1.083716495650725,1.0832010343952407,1.0816001059839542,1.081038280064799,1.0960836867442838,1.1509911449615482,1.2163751017068885,1.363936921805706,1.389855148379256,1.4019169816936905,1.412080442948116,1.4272007730148466,1.4559776324051743,1.5105733999383277
136-2800748,,,,,,,,,,,,,,,,,,,,0,1.019375861514707,1.009384964583891,1.0066155047536873,1.012971388424247,1.0015263218099066,1.0058438800046055,1.0057862051872606,1.0061856419833297,1.0050366698952182,1.0040108949135473,1.0039041424585113,1.003380831917222,1.1015858950744493,1.0942875926880395,1.079995179225502,1.0735974005181683,1.0703042189622902,1.0645960207256093,1.0636466892564311,1.058173150648481,1.0546907846020799,1.0523925559796985,1.050885313918965,1.0459993783370696,1.0445725771077143,1.041822942027832,1.0416855108776883,1.040957530003158,1.0392005286666628,1.0378484496398281,1.038278951750976,1.0367991184823508,1.0361479423890123,1.034859116842061,1.0344092236845892,1.0339107978358915,1.0327945381821333,1.032442397359187,1.0312662503470194,1.0301500871916696,1.0293283253425591,1.029024134300205,1.0283561115555253,1.0257224960768827,1.0246987091449558,1.0239938297463624,1.022935470087724,1.0225001298238248,1.0202744010600744,1.0208184767894017,1.020391364552752,1.0201032145651556,1.0196068912910856,1.018752677353201,1.0187403039787775,1.0180433984160777,1.0182034507209476,1.0167883990740918,1.0168231135802523,1.0169554093393884,1.0172026808786114,1.0168580221636092,1.0167914994415717,1.0166106421274996,1.016255742517737,1.0158530628301308,1.0155948511356203,1.0155329938188853,1.0150640430701505,1.0150085187813143,1.0143497669730537,1.0140791095333794,1.013696349199064,1.0132509302352428,1.0133819733517706,1.01333374517201,1.0897742343629324,1.0874202257665575,1.087263927025643,1.0861674477153764,1.0841385373917871,1.0837122907784789,1.082139254404057,1.0814312164760045,1.0966460138821998,1.1518721621765535,1.2176286539321475,1.3662338426654654,1.3922368012002837,1.4043165743064014,1.4146558404531224,1.4298514323832838,1.458949351319844,1.5136580361993714
137-2800721,,,,,,,,,,,,,,,,,,,,,0,0.9887451304927033,0.9970351987705202,1.0099576658556138,0.995794412611849,1.0023107905628001,1.0032114036431274,1.0032219918899639,1.0024648165806387,1.0018863991697418,1.0018106709214445,1.0013860917639643,1.109506887660427,1.1009560722004001,1.0846487910610245,1.0771971240200522,1.0734807964564792,1.0671979633314026,1.0661424733652463,1.06012548184622,1.056373741230074,1.0538682279120204,1.0522201787390257,1.046995875208137,1.0454842569837974,1.0424887756532821,1.0423281172838328,1.0414671645498284,1.0397995898323644,1.0383043425374041,1.0387387160809196,1.0372008433269666,1.0365213719556958,1.0351810339384628,1.034785519455521,1.034117709922672,1.0330388540311177,1.0326716435503462,1.0313851848059041,1.030302384048101,1.0294555053386567,1.029328589976775,1.0285770733366457,1.0256971474831478,1.024653143917817,1.0238320596192143,1.0230570168203466,1.0224650368769,1.0204179190615268,1.0206320024722526,1.0203250960825767,1.0199922845196647,1.0195305366974519,1.0185135963792944,1.0186930593060948,1.0179132815672696,1.0181866160230972,1.0167205601920621,1.016691214810845,1.0167943555860512,1.0170814459539106,1.0167960485176197,1.0166686413268473,1.0164277108883855,1.0161305160974448,1.0158120854451473,1.0155798333711847,1.0154331562547678,1.0150156700342132,1.014879052525491,1.0142201145193073,1.0139995206725312,1.0135651285397642,1.0131431012086032,1.0133002952985726,1.0131819049915867,1.0903332424041459,1.0879691025195528,1.087910688679899,1.0867460419471917,1.0847102580763544,1.08425135394744,1.0826064677156968,1.0819354232146006,1.097255244139149,1.1529672814373533,1.2194742482896928,1.3694817839945306,1.395915496832039,1.4081357628332367,1.418595598562135,1.433863755380136,1.463307131926586,1.5189193532882013
138-2800703,,,,,,,,,,,,,,,,,,,,,,0,1.0021124548258709,1.0154245096009065,0.9977819577484696,1.0037748547488046,1.005077940051243,1.0048096142701752,1.003861791040727,1.0027135861092595,1.002494604358381,1.0019862778044375,1.1172267189969434,1.1075725605726767,1.0895282264151718,1.0808912395278043,1.0769798731450164,1.0703623607863113,1.0692047428533382,1.0626686683527111,1.058674575125949,1.0559575110893893,1.0541580027170145,1.048487500657757,1.0467908746308863,1.0437610202415517,1.0435612301558512,1.0426529418297077,1.0408892833217376,1.0393413755804184,1.0398464042634967,1.0382525464300136,1.037539268336606,1.0360609006240473,1.0357133080630103,1.0350201745210965,1.0338309945573487,1.0335136565561782,1.0321690475456367,1.0309763420888152,1.0302952511392531,1.0300152252983568,1.0291771799492395,1.0263082006163013,1.0251151437579524,1.0243777453383052,1.0234778727116007,1.02285404375474,1.0207065055481832,1.0208765436774296,1.0205213909557431,1.0202234997681514,1.0198733551332282,1.0187929927973849,1.0189694293753402,1.0182508482345576,1.0185157028315333,1.0169150216737426,1.0168167945886546,1.0170497764247401,1.0172988722521255,1.0170385595033105,1.0168768213491928,1.0166308874883823,1.0162096884380614,1.0159453707797856,1.0156812049315038,1.0156738158490244,1.0151945777673526,1.0150534368360093,1.014381314617783,1.0142329574391125,1.0137909190927814,1.0133600313738278,1.0134201348910616,1.0134417731283025,1.0909626216574952,1.08864624228836,1.0884331006945374,1.087230245415809,1.0853193961877554,1.0848044491226863,1.0830446195536596,1.0824372733363956,1.0978577761104755,1.153866777515473,1.2207495529754753,1.371944650196824,1.3983300432426686,1.4106721295343332,1.421206932202293,1.4367655705295572,1.466209155375279,1.5223597385846503
139-2800699,,,,,,,,,,,,,,,,,,,,,,,0,1.025090977019546,0.9949668450906766,1.0051651375614012,1.0058689472975788,1.005939985109574,1.004210417344494,1.0032510734798696,1.002898836307811,1.0022887917597132,1.13063564961403,1.118802044441986,1.09744391627614,1.0871820353975707,1.0825837073864601,1.0747278925169885,1.0734033571668338,1.0661836030399496,1.0617915895466254,1.0586054398808682,1.0565796116967157,1.0506235595224733,1.0487916656719716,1.04543470088165,1.045178680124844,1.0442962593980745,1.0424748649652054,1.0407488282555626,1.041237702290711,1.0393840168822703,1.038794250166519,1.0373080546958158,1.0367580137293617,1.0359498351343497,1.0349386058179162,1.0345125797833403,1.033013729988411,1.0318999329843515,1.0310407703009694,1.0305356010204731,1.0296668536063087,1.02691092086629,1.025771842909973,1.024951109347824,1.0239660852650008,1.0234464314151355,1.0211616408384532,1.0213722434528354,1.0211330216126542,1.0207780953183658,1.0202449802507119,1.0191701689263368,1.019342905164986,1.018529890677929,1.0187894862538347,1.0171823198378698,1.017212773405119,1.017312104929379,1.0176191372835033,1.0172873091104377,1.0169657210801601,1.0167764286034553,1.016497498588055,1.016136086829748,1.015982171034501,1.0158282293222523,1.0153416092516432,1.0152512114187104,1.0144831674004873,1.0143572389245783,1.0138829298587348,1.0134452554554398,1.0135292656912458,1.0135498353664822,1.091911424178822,1.0894471044326997,1.0892808168787917,1.0880811600515752,1.0860598560045367,1.0856075313924003,1.083839595978019,1.08329203297565,1.098674883055679,1.1552613491026835,1.2226991000775436,1.3756208735621893,1.4024180578335004,1.4148367104131117,1.4254966668757363,1.44113343905917,1.4711587430013449,1.52794396338883
140-2800712,,,,,,,,,,,,,,,,,,,,,,,,0,0.9549944827487589,0.9865405691627569,0.9936710245439233,0.9969486988435108,0.995634865939665,0.9957808397683947,0.9971068091656009,0.9969955719947896,0.9995278509797538,0.9989347716768259,0.995416387180417,1.000269209294402,1.0012671839342766,1.000001510486046,1.0002511218775443,1.0008745651629891,0.9997688440248397,1.000576104299407,1.0015976044904498,1.0015513504878593,1.0011684236476905,1.0003120705321642,1.0013738075468623,1.001421556031515,1.0017804283330236,1.000960308684409,1.0023278434077778,1.0015528270586747,1.0015528588124967,1.0013205065569597,1.001782992223649,1.001563676288351,1.0010306812609573,1.001345160847689,1.0013974567982198,1.0011032305059062,1.0012798997389893,1.0017045570929648,1.0015615625575756,1.0014925522244544,1.001530544798561,1.0012992920995618,1.0008272733792147,1.0017590862012866,1.0014226511622517,1.002141208595573,1.00193800760364,1.0019348671811916,1.0018344655602618,1.0016666859324028,1.001987072403295,1.0016679041327403,1.0024447778718852,1.0020898684604131,1.0021656013209534,1.0024718624124986,1.0033579640073034,1.0031788434829827,1.0031776604900005,1.0032326446148783,1.003096976299817,1.003015449029098,1.003001314591855,1.0029954632055338,1.00275757966927,1.0028416874924033,1.0028763294850638,1.0028512488895478,1.0025990392783617,1.0025036556691045,1.0027712936933517,1.002728134912048,1.081071915994187,1.0788616342737904,1.0787522448411524,1.0776832607693918,1.0758616608254135,1.0755411504599914,1.0739966066686173,1.0734987533387077,1.0890138849918816,1.1454857979355466,1.2128248887519744,1.3654066934951294,1.3921971021077295,1.4045977335420745,1.4152798547039211,1.4310050962671899,1.4608095983949652,1.5174449030579142
141-2800691,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0440748838361666,1.0237081650557678,1.016993580152446,1.0118257068364076,1.0085289450747559,1.0064716086062697,1.0051234772309887,1.0058934732313534,1.0045877284243843,0.9997330218163679,1.0043118885931586,1.0049069878321568,1.003410874826563,1.0034235818334294,1.0038685588953213,1.002531379399586,1.0030634273002124,1.0041314169495392,1.003673354604844,1.0032060673829808,1.002203435456885,1.003354822001834,1.0033554954751742,1.0035268757041402,1.0027302191948453,1.0041046188883866,1.003170053639074,1.0032218383052398,1.0029226852204465,1.0033576179104613,1.0030278450860406,1.0024492550844062,1.0028175000405042,1.0026584076799279,1.0024528491035276,1.0025968284191868,1.0031257222143242,1.0026927336252194,1.002556306448702,1.002487393746512,1.0021756851628718,1.0018259351023402,1.0026660540762977,1.0022803229858777,1.0028267581516879,1.0027397814891201,1.0026387763851805,1.0025614095541355,1.0024362285905026,1.0028257581818525,1.00244487343715,1.003171167713233,1.0025904549916336,1.0028278179256653,1.0031305920850087,1.0039734370760363,1.0038125427959348,1.0038037891954499,1.0038190183296358,1.0036713720549495,1.0035472311228444,1.0034969498598012,1.003514008812558,1.0032382498691494,1.0033965441295922,1.0032972147856725,1.0033159905386857,1.003076208779172,1.0028681856617934,1.0031347852467651,1.0032546317834596,1.0823427774464724,1.0801053561666927,1.07999109727409,1.0788956404939072,1.0770045936436115,1.0766223849275176,1.0750894137809717,1.0745308597674244,1.0902499897453835,1.147264788651484,1.2153169927835665,1.3696971608623743,1.3968561027695523,1.4093422316524367,1.4201590049207908,1.4360852120317242,1.4663900006842039,1.52366817741956
