순번_정류장ID,1-2801665,2-2801604,3-2801520,4-2801485,5-2801450,6-2804871,7-2801387,8-2801368,9-2801353,10-2801350,11-2801330,12-2801287,13-2801270,14-2801057,15-2801035,16-2801027,17-2800998,18-2800971,19-2800841,20-2800840,21-2800839,22-2800981,23-2800992,24-2800526,25-2800528,26-2800532,27-2800535,28-2800544,29-2804975,30-2800560,31-2800569,32-2807222,33-2800563,34-2807520,35-2807504,36-2803359,37-2803214,38-2805065
1-2801665,0,0.9984024322659146,1.0027975026673268,1.0002551619942925,1.0009944340469423,1.000671944052503,1.0010404551765923,1.002457511983707,1.1370847378340583,1.1370287293473378,1.2570947732514774,1.2248775992339258,1.1995421390256782,1.1594747116927464,1.1484247479408365,1.1436431316297706,1.1333801414572655,1.1253664369067753,1.1398128215453167,1.2449390918389909,1.316894546233918,1.3614260170606034,1.3533535192618162,1.27076265021439,1.2608494340839445,1.250909686627764,1.240372740436459,1.2218631252060514,1.2158523591880246,1.1918578469085337,1.180947647389244,1.1763584581892534,1.1714180859710106,1.1471857024564511,1.095567332493343,1.0945467545487166,1.0940537627076645,1.0931703985766301
2-2801604,,0,1.0062599933628986,1.000487996702469,1.001573907386436,1.0009819923652428,1.0014322854985276,1.0032174968663952,1.1780392759708331,1.1678920284427106,1.1493264485402401,1.1292316835224017,1.112861040347137,1.1299277131138405,1.1201197617152172,1.1158795958244103,1.1067955817321236,1.1000511006254254,1.1173820654202173,1.27268079571957,1.3535351960221822,1.4029570172602523,1.3918995268867247,1.292751944467729,1.2811843964602188,1.2698993447554183,1.2575892237081354,1.236304136291172,1.2296108930155625,1.2025583653333407,1.1904302844298076,1.1855430250068393,1.1800073548913719,1.1533605335577488,1.0979979240179663,1.066515642812983,1.066162094894531,1.0655315072441427
3-2801520,,,0,0.9907332192904494,0.9976397920610901,0.9980972082428897,0.9994066375892714,1.0022073521227455,1.0035890063593798,1.005551766313458,1.0024229689830755,1.0030557191724947,1.045047061609857,1.0811988405145756,1.0747755916137498,1.0719364948376933,1.066326135481965,1.0617434251379465,1.0830606920853005,1.254557217352576,1.3900145936014745,1.4443443804388902,1.4298938646275678,1.3134095829835253,1.3001627008867849,1.287088824002685,1.2733141659011218,1.2494280027890445,1.2419615571091198,1.2120869668365304,1.1988099721774912,1.1933762718566638,1.1874713355561257,1.1586811071885144,1.0999925384852225,1.0673903437888308,1.0670274252911918,1.066352210036462
4-2801485,,,,0,1.0044586668680462,1.001615499046079,1.002271418752572,1.0050129609271095,1.0059771851234502,1.0080675567268678,1.0041294354810584,1.0045552186489444,1.0510499302675467,1.0889295115928972,1.0813121319654329,1.0780002940310276,1.0714497309075648,1.066208335728681,1.0884036078500199,1.2709930049612443,1.4164862323627758,1.4741996902398722,1.4570896497712127,1.3277950165232062,1.3133443092002681,1.2990983236102585,1.28418147860704,1.2586087915792739,1.2505975409697334,1.2186349620985102,1.2045688308193694,1.1989284774000388,1.1927035061998164,1.1623552711623097,1.1014627123725242,1.0680841768265437,1.0676853741150385,1.0669991712460454
5-2801450,,,,,0,0.9930899972137085,0.9980150064878859,1.0031167778965056,1.0048638047314535,1.0074998434270683,1.0029772027593904,1.0036810515320704,1.0560829335907742,1.096276405320289,1.0872962922542537,1.0834573528163527,1.0756369410151814,1.069948758785667,1.0931997621259584,1.2883895551369469,1.445477141765768,1.5070576324480673,1.4870524989231546,1.3426791550547683,1.3268901017228487,1.3115270512673662,1.2953484580999761,1.2674927143137529,1.2589080881130341,1.225009304663832,1.2102278158991688,1.2040536291532205,1.197606769608467,1.1658485591085237,1.1026674431737313,1.0685878720775062,1.0682126709592377,1.067516279081532
6-2804871,,,,,,0,1.0037367245699869,1.0085717340209444,1.003889513155536,1.0073959145342422,1.0018803552256592,1.0029503055636557,1.065919384586918,1.1079391515036596,1.0968011993357014,1.0921439035365206,1.0829884882804677,1.0757446867386669,1.1003588364202608,1.3116650772615244,1.4832994900332486,1.5496663412546638,1.5252310402797147,1.3615613701912117,1.3438458898007368,1.32665626361592,1.308905863197694,1.2787300905533903,1.269569312408351,1.233076353454209,1.2170431275491091,1.210583007283983,1.203631814487433,1.170065334884189,1.1042155443171857,1.069311671719472,1.0689292676841844,1.0681908622253682
7-2801387,,,,,,,0,1.0128221663012476,1.0039497176757928,1.0085825937694022,1.0014278022381897,1.0028091383289481,1.0755689988857577,1.119161547576601,1.105646685131302,1.1001136904650306,1.0893023033453324,1.0809682804674459,1.1066926936721435,1.333759072750802,1.5204630093228053,1.5915898445579577,1.5623737265811375,1.3787941431555595,1.359598817481369,1.340789683194899,1.3214990734305592,1.2889318563955043,1.278933953665126,1.240039156773357,1.223181071166361,1.216354213358389,1.209031654036465,1.1737938166829158,1.1055375598757584,1.0698570008888713,1.0694686799897724,1.0687198142448646
8-2801368,,,,,,,,0,0.9919215597007875,1.0025866619128014,0.9947891278826282,0.9987056129260594,0.9962125396963449,1.0666052185507715,1.0588046880085469,1.0555004371305352,1.0495810113743245,1.044846112951715,1.0750484456726952,1.295079808616317,1.39545117314291,1.4659202528785227,1.4459369425417614,1.3025850618959618,1.2873101395155822,1.272727061720436,1.25757128650821,1.2319955288002031,1.2239580946782398,1.192973715426847,1.179663051211647,1.1741198264657562,1.1682160957535908,1.1402429920516433,1.086329418027755,1.0573424332818757,1.0570479195828848,1.0564316136580978
9-2801353,,,,,,,,,0,1.0302419354838708,0.9973557024850757,1.0018536483373932,0.9975875230946746,1.0033027380496533,1.0034173814611105,1.003112410182154,1.0033271106319634,1.0028882671033987,1.0394161045901193,1.219320224497793,1.2032428759167553,1.2320562011491278,1.2292568169034908,1.1592032631497917,1.1518034235748904,1.1450430348774998,1.1375782422395018,1.1247394143254261,1.120662921441154,1.1044882537590421,1.09750044793278,1.0947831637332603,1.0914486477690062,1.0770947730587617,1.0501558861771756,1.0337492016149599,1.0335460682966726,1.0331251562156016
10-2801350,,,,,,,,,,0,0.9767683039606837,0.9943039264077135,0.9921052771246753,1.0008230545206867,1.0013049953009758,1.001114822181922,1.001617722873244,1.0013370276477287,1.0395244876510095,1.1301752732788204,1.1209414622585614,1.1517753024959254,1.1540790953273667,1.1077883425251172,1.10293096651564,1.098786027192144,1.093915067404394,1.085295701060155,1.0827075578320642,1.0716860571961717,1.066964795997355,1.065076248359954,1.0627864605234796,1.0533166234902502,1.0362351353832093,1.0246335416737855,1.0244764635725347,1.0241297662628637
