순번_정류장ID,11-2805829,12-2805828,13-2806215,14-2800622,15-2800627,16-2800633,17-2800639,18-2800327
11-2805829,0,0.9886051881026755,1.0000575690430433,1.4836405174419007,1.3872061807702334,1.3303186373807783,1.2791159218039192,1.2498472234404172
12-2805828,,0,1.002577893479947,1.54673574645203,1.4264759797047772,1.3559191742826155,1.2973093428560372,1.2643861475755236
13-2806215,,,0,1.2679899532309495,1.1981651947830467,1.5382915490708937,1.4145428649893421,1.3530043477491107
14-2800622,,,,0,1.0170381044151142,1.010252717050549,1.006705687564041,1.0057354664519094
15-2800627,,,,,0,1.0059051440239906,1.0028764973566584,1.002565479633149
16-2800633,,,,,,0,0.9987144297485102,0.9999632582037082
17-2800639,,,,,,,0,1.0015987617234041
18-2800327,,,,,,,,0
