순번_정류장ID,1-2807327,2-2802586,3-2802584,4-2802577,5-2802581,6-2804851,7-2803664,8-2806670,9-2805778,10-2805779,11-2805960,12-2806042,13-2802344,14-2802340,15-2802323,16-2803539,17-2803540,18-2802310,19-2802302,20-2802295,21-2802296,22-2802293,23-2802281,24-2802270,25-2802262,26-2802238,27-2802226,28-2802222,29-2802192,30-2802185,31-2801848,32-2802181,33-2802178,34-2802797,35-2802795,36-2802787,37-2802771,38-2802758,39-2802714,40-2802696,41-2802012,42-2806038,43-2801801,44-2801793,45-2801779,46-2801766,47-2801756,48-2801749,49-2801743,50-2801185,51-2801687,52-2801184,53-2801659,54-2801612,55-2801582,56-2801516,57-2801189,58-2801440,59-2801421,60-2801400,61-2801406,62-2801422,63-2801438,64-2805321,65-2801461,66-2801429,67-2807004,68-2801417,69-2801376,70-2801364,71-2801163
1-2807327,0,0.9448464638213042,0.9932319041032733,0.9974069042614645,0.9971329184129061,3.8165299313348098,1.562809732100665,1.3899837991454203,1.3626536877679722,1.3284909194621033,1.2761201172197614,1.359952936587645,2.349237566889767,2.102991971599269,2.2201549655625983,2.500844758747121,2.939802367793889,2.9962864799700286,2.8349753742284474,3.2592898799313894,3.706246394079746,4.225276171656474,3.733067353351028,3.430869312093419,3.3253011382409583,3.2420818623223187,3.1437586240489006,3.0479398727927904,2.813936420488678,2.9009173754344957,2.9169815293314465,2.9845355101060873,2.864699893439946,2.8045508615054833,2.8293514359911933,2.8249284668347525,2.7511510282337532,2.6946925744591894,2.5840133731392614,2.51632083068971,2.419293612434579,2.389412907810749,2.3362252909170795,2.303248367845094,2.272796182832846,2.228467960023964,2.1854611924803855,2.1436081414143335,2.111419398191798,2.081871289074493,2.049830431589233,2.0461117668861593,2.015722262419001,1.98089098353787,1.9622464692171575,1.937545296722764,1.9317544454655529,1.9042658682889075,1.8905266478077556,1.870280252747795,1.8925298959976717,1.9218051533573908,1.9834318055557147,2.0316992410511645,2.0379002047594437,2.031366969949804,2.0453770466285706,2.1149924257444526,2.0851448754813573,2.06734486675114,2.1022689905907033
2-2802586,,0,1.0300544673427916,1.0117619813299492,1.007979176296008,2.5243105587761376,1.4500083088956466,1.3148152880783588,1.2932920740958385,1.26603925084201,1.2244325352462764,1.3069731593708704,2.2772551935653147,2.0464095673966294,2.11992351980934,2.3829305088859383,2.7919538758925886,2.8488257539806003,2.7043529647178044,3.1019881466092802,3.515327268563955,3.9940363028932793,3.554100054668265,3.281029972254128,3.247025503219038,3.168843898231996,3.075177582172683,3.052873756022452,2.803743469622613,2.8919649235090685,2.908180738539949,2.9760532388806697,2.8561253055605684,2.795959483727041,2.8208926488294455,2.816550591254238,2.7427668616765932,2.6863251243695236,2.5757340311110397,2.5081172341640707,2.410991257587582,2.381439376760818,2.3283670741608278,2.2952402275733332,2.265099695752732,2.2211092242414385,2.1780178767303604,2.136113230417689,2.104227578592985,2.075024261778541,2.0429372931581375,2.0395085819260523,2.0092285999394273,1.9745329300126735,1.9559604297671955,1.9313575375456398,1.9256161649708585,1.8982428534320648,1.8845638739066846,1.8644091933071436,1.8866808566684294,1.9160067329871324,1.9776793952806682,2.0260381362644004,2.032401356899109,2.02581019910369,2.0398681465167696,2.1095392232108465,2.0797694398958733,2.0620188454128456,2.096884715260786
3-2802584,,,0,0.9992680051714958,0.9981335755684627,1.5102227481627382,1.211737610480818,1.1540114119902374,1.1450159430249671,1.1330942189733806,1.1132201503176493,1.1895847080981559,2.0912567316830337,1.9029250491347938,2.154195754592227,2.4314814105754867,2.866135374349619,2.9244190821028146,2.767539987843881,3.1880490158882298,3.6329555641681397,4.150588663747363,3.6652407502598194,3.368057098544093,3.361220017540798,3.273084334548796,3.1698588662042675,3.142958502370392,2.8693537752805542,2.9580947512855786,2.9743828129599463,3.0450236865515303,2.916777322347742,2.852646222794382,2.878301701163334,2.8731080009065346,2.794742787340935,2.7349171428489756,2.6179994083131493,2.5467905989805564,2.444989796275626,2.413719861050389,2.358170930206923,2.3237777806834625,2.2922984387651146,2.2459681799072615,2.2015372182235353,2.158146778190419,2.1252010223846143,2.0941633339927304,2.060908325823411,2.0568890744612207,2.0257468046301628,1.9897514448135503,1.9707389535006428,1.9453720893743118,1.9393957889270974,1.9112015755079677,1.897119495295596,1.876380330159598,1.8989069076960412,1.9288208872946497,1.9916232785528176,2.040613309333164,2.046903235388344,2.0402447783839626,2.054465156000163,2.1256013714789543,2.094825843406198,2.0764344868328934,2.1120703392679525
4-2802577,,,,0,0.9959988312532424,1.0048796400093967,0.99899484243594,1.0023779551276033,1.003197057543364,1.0043778131779615,1.0038531451432038,1.0757538323005227,1.9279547729551136,1.7729041996356263,2.241449962099261,2.5499382564304165,3.041209528099032,3.1015613732842002,2.915957232549271,3.3907924995397507,3.904072528103536,4.510422638335839,3.918316510679872,3.565818034908484,3.553875543622385,3.4478061458790394,3.3276844476271314,3.2924825040740755,2.975610247937813,3.065542853398286,3.0818617672863318,3.156990177133488,3.014304171878735,2.9435896009601343,2.970837142954787,2.9641850527756746,2.8782275627816887,2.8128166855704375,2.6855076244500444,2.6084347964607044,2.49830709766502,2.4649802321793044,2.405432409306656,2.3686223983462202,2.3350034411043685,2.2858497815593872,2.238164503906446,2.192126274653409,2.1570392775492744,2.1241472663280994,2.0892218542430716,2.084677664266,2.051576952065597,2.014078692625213,1.9938330906292834,1.967412547838536,1.9609194564605648,1.9314389883089824,1.9167257585513606,1.89520087511486,1.9181785311361472,1.9487977156628442,2.0134729568606256,2.0636353210776197,2.070164143880055,2.0626756171886083,2.0772804031196475,2.150304380933391,2.1181822284626097,2.0991398389995983,2.1353944910530465
5-2802581,,,,,0,1.0056193844330836,0.9987730538141188,1.0027177204337034,1.003257213130935,1.0047554753458148,1.004153925364631,1.0786154309734028,1.9681502556322688,1.8006544853080892,2.292656572485591,2.620263061863933,3.146954195505094,3.2082882035669593,3.0042959415313395,3.512510514578586,4.071589350493308,4.7364474626815305,4.0728571424066535,3.684561600346512,3.5517396469323557,3.444628144339211,3.3234289702561806,3.205752834988777,2.9211855038423473,3.0122680143946177,3.0288779662663865,3.103104073235868,2.9654979878046426,2.8969854793547545,2.9236482433112463,2.9176536580770582,2.834282000523614,2.770815645299734,2.647236779040178,2.572318085855738,2.465271550240247,2.4328630148550303,2.374906141009537,2.339083090059203,2.306106866095169,2.258474641312879,2.212001113604046,2.167137092646465,2.132935255591613,2.1008885187971083,2.0671922559972793,2.0629522814198804,2.030792647680322,1.9940213124060777,1.9743883741214892,1.948279593527801,1.9422969593800856,1.9133435344735132,1.8990968303402567,1.877804630036728,1.9007501617902522,1.9312182707816903,1.9952346797649176,2.045299924165295,2.0518418383882744,2.0446948238863336,2.059163121149567,2.1317255160940163,2.1000781094332885,2.0816845209483983,2.1178232269211565
6-2804851,,,,,,0,0.994059294890981,1.0007494661707652,1.0019512162851034,1.0039153008299093,1.0033567151089784,1.0908398452018073,2.1639947472201637,1.93013775226205,2.001126271946699,2.2800089102168366,2.722935863807648,2.7875368127116205,2.6333100720857545,3.0694030736695255,3.5315057949161215,4.079117888710379,3.57360056374838,3.26997743348743,3.1653658264188955,3.085943766735402,2.990002406571874,2.8991549612672554,2.6793243530573365,2.7749051317574596,2.792606930969453,2.8619009410765712,2.74499214484353,2.686538746917406,2.7128617742691827,2.709720127593997,2.638016198208155,2.5833227580271347,2.4765657353512824,2.411373376107988,2.3184820031831492,2.2899504897820204,2.2394072305992068,2.2080197582192755,2.1790343322393646,2.1369315137078195,2.096311771338105,2.0563351931771585,2.0262936905433393,1.99883253383275,1.9688602737251963,1.9665574615120032,1.937896255915912,1.9052822293965253,1.8877233024721214,1.8644813227142367,1.8593472559246484,1.8335294868940253,1.8206495738296928,1.8016957069295765,1.8238636846717902,1.8535694660737032,1.9149801365354886,1.9639650361436187,1.970405445013074,1.9647713990682827,1.979213654647743,2.0488829681089107,2.0203175641164806,2.0031792353064213,2.038808598298395
7-2803664,,,,,,,0,1.0113422174828341,1.0121037915990734,1.0131258031345727,1.0093191248329607,1.0070473994378366,1.419968052695177,1.3445817640235433,1.2843446764810835,1.4194548692097024,1.6613262527893342,1.7231444551876725,1.6758363800265579,1.8096999597021204,2.0229874153245793,2.27273650597339,2.129971862312811,2.0351106042145957,2.002218097772056,1.9909679106294962,1.9613965760713379,1.9404082129670643,1.8975280252173887,1.993308431980246,2.0120568461625408,2.063987737162048,2.0103923718165206,1.9830609355547935,2.0048130804908317,2.009415725374498,1.9745505896932654,1.9475179038009076,1.8948728621591542,1.8610799201575001,1.8134504696886702,1.7986081021303835,1.7718896180555272,1.7550813263786862,1.7395764311454853,1.716600024247974,1.6942066071994915,1.6723939798265641,1.6554800252685835,1.6431792075070581,1.626349099240246,1.63076289737436,1.6141923645678748,1.595178752680754,1.5847734392083441,1.5709383351128996,1.5690865006064398,1.5535574472915676,1.545877643242569,1.5346759088034938,1.5536020154640382,1.5796109592077523,1.6308525228026338,1.6737717996570647,1.6802862911283294,1.679460223933317,1.6934460109458418,1.7510110889522974,1.7325123460724186,1.7215159960973543,1.7535857875382506
8-2806670,,,,,,,,0,1.010693006799858,1.0141808224911926,1.007006922452772,1.0030430186962147,1.1195892244114345,1.0974452160771475,1.0793854699744037,1.2002212282515239,1.4125237873039702,1.4755627223459786,1.4450753173504964,1.5595774633660542,1.7448779199221123,1.9642325155609706,1.8609179296539895,1.7908928375194964,1.763001874485227,1.7142664860006225,1.682819581233922,1.6414267257094213,1.5815168991731134,1.6742995309660427,1.692781843645836,1.7379644196372732,1.7048050664494887,1.6874687899640706,1.7077416247135833,1.7146029426157732,1.6919091655314724,1.6747645645533178,1.6406358783044712,1.6183006803067665,1.5869676528587395,1.5769123932199642,1.559165888913314,1.5479683166689078,1.5375319764276194,1.5222658285136388,1.5067605120262535,1.4918704214410219,1.4805686138063274,1.4743055476605829,1.4628932138360575,1.4699041723184505,1.458182676488828,1.4447336587338502,1.4375285100283042,1.427683828308031,1.427120252565758,1.4160568417205834,1.4107818568831278,1.4027188034910751,1.4200039786497876,1.4443957492677557,1.4909191188769524,1.5312599033181293,1.537374290608581,1.5388717264295466,1.5524523248506976,1.6046475703157264,1.5902530672809942,1.5818884567978468,1.612457541946218
9-2805778,,,,,,,,,0,1.01648483725133,1.0061687657882723,1.001645672002755,1.028746594072614,1.0219853143818063,1.0165673744805421,1.1312757606671726,1.3324329630909557,1.3946776334084872,1.370083400068558,1.4825483919576672,1.6576542013945503,1.8658690814541254,1.7752520784105699,1.713470690756398,1.6888359507095316,1.6457190631352494,1.6177627868307234,1.581098336693099,1.5124122723837794,1.6048969200795897,1.6230848314422728,1.6668358011610895,1.6378198822991694,1.6226797746106192,1.6421695750522984,1.649450496438188,1.6290766195835933,1.6136806648142146,1.583380032286248,1.563656500552943,1.535730527873968,1.5271325383294487,1.5108340755405303,1.5009349310814943,1.4915626453299193,1.4776318594033275,1.4635460741850987,1.4501697913793852,1.4402256925190702,1.435353233488532,1.4251084386629944,1.4324524992796681,1.4217229428965796,1.4097201037683895,1.4030824653900098,1.3941171436462119,1.3940242616298817,1.3839426173065748,1.378996721928093,1.3716725039906073,1.3887599922873513,1.4125973759900572,1.458212027496419,1.497738062778515,1.503914346172234,1.505960441387576,1.5193551968623547,1.5701237686395222,1.55689286628303,1.5492851839760184,1.579194736574964
10-2805779,,,,,,,,,,0,1.0007539930468463,0.995974289468179,1.000337062214933,0.9981017286952922,0.9964356135843068,1.1154762245846865,1.32502692743205,1.390387922962084,1.3649506757564285,1.4819548385161392,1.6657881960304863,1.8852810991774633,1.7883728047712102,1.7229091174344087,1.696933142277624,1.6516491061732463,1.6224174614379798,1.5842108152811334,1.4733290283291138,1.5056643833281091,1.5238441026124336,1.5654124908485216,1.5414377111370101,1.5290575820020578,1.5481013404023887,1.5559340738016942,1.539285052061644,1.5265077585524662,1.5014319845299215,1.4846116047040088,1.4614180066138445,1.45427710952621,1.4405749863003967,1.4324262124220954,1.424546871549079,1.4128295456375344,1.4010980635961896,1.3899306166246828,1.3811966295284381,1.3910845673674808,1.3820037951243573,1.3900498486285688,1.3804833239739498,1.3699167267468613,1.363820126584121,1.3558846460871476,1.3559614237823578,1.3471068594741389,1.3426224663629374,1.3362511015494836,1.3528362433034433,1.3764603454301363,1.420847731706148,1.4597765936608484,1.466022781581515,1.4684999494536441,1.4817404032020172,1.5315362135896804,1.5192555385545459,1.5120992200153203,1.5418232896245416
