순번_정류장ID,65-2802877,66-2802883,67-2802900,68-2802928,69-2802622,70-2802996,71-2803018,72-2803022,73-2803030,74-2802644,75-2802645,76-2802965,77-2802959,78-2802641,79-2803003,80-2803008,81-2803013,82-2803004,83-2802997,84-2802990,85-2802989,86-2802993,87-2802969,88-2802615,89-2802952,90-2802918,91-2802864,92-2802824,93-2802618,94-2802176,95-2806506,96-2806502,97-2806512,98-2802193,99-2802196,100-2802200,101-2802204,102-2805533,103-2802215,104-2802212,105-2802208,106-2805660,107-2806528,108-2806527,109-2806526,110-2806525,111-2807112,112-2806514,113-2801854,114-2807443,115-2807444,116-2807281,117-2802018,118-2800097,119-2800060,120-2805845,121-2805847,122-2805849,123-2805851,124-2800085
65-2802877,0,0.9953537555515789,0.9936352637030719,0.9963866638172649,1.0098390073402854,1.0032732827388888,1.0785510880740585,1.0718005595995963,1.0605246067617418,1.0503355019645613,1.0491092523700054,1.704938585302144,1.719852480255948,1.6268532430339895,1.6159141955997325,1.539248001480604,1.479614181467881,1.4510550739295172,1.4338675493068913,1.4213629030620956,1.4515207320470642,1.4214118550003099,1.3927996295965233,1.3715406478400636,1.3606289128803761,1.438391476261079,1.3821037417493967,1.4361610927232444,1.4475210648099728,1.4314863878006412,1.4090628375369678,1.386253390387135,1.3973964131251313,1.6741397735764318,1.6177063394127464,1.5879308014982414,1.5793247697444959,1.5546855462828646,1.5296180693077523,1.5076631301113819,1.4764979890967092,1.4248005311526133,1.428560966684878,1.4608440933972329,1.524210321348153,1.6104808136545445,1.7291953906500124,1.8038642649083028,1.7816241165176445,1.7615815039879756,1.6979101408214947,1.7730838680086158,1.7790440037299298,1.7360212462112294,1.7114644025320773,1.688424127321157,1.6688593843961204,1.6532670220590036,1.6409673781206564,1.6283756362820094
66-2802883,,0,0.9916576178529976,0.99701298778166,0.9994673343083968,0.9934616735617828,0.9961483847224262,0.9974688213125807,1.0005655818924726,0.9960018102391529,0.9998029411593075,1.8362828793832904,1.8348917575812056,1.7128184526828225,1.6919673084238709,1.5968476539510623,1.524673499526802,1.490697712596823,1.4704809272932604,1.4551097731338054,1.48638301036141,1.4517004417269477,1.4189509335240131,1.3949219596035465,1.3825841802301184,1.4645823183087576,1.4020933810949032,1.458918880238342,1.47012854758473,1.4524582648830477,1.4278659576522672,1.4030317884605177,1.4140819733516186,1.7041115637740123,1.6425397008394376,1.6104171564202,1.60113770092097,1.5747168478995475,1.5477981132125609,1.524369128776445,1.4911725105100264,1.4362228649365303,1.4397621788005075,1.472793927486911,1.5384404260309361,1.6276073380097489,1.7505803958610298,1.8280828824961939,1.8043972602997915,1.7832251493446374,1.716049472946184,1.7328583160597548,1.7394842209151467,1.6989853648354858,1.675829328801325,1.6541175983873069,1.6356835561628102,1.6208447180179388,1.6092353875417815,1.5973643421817303
67-2802900,,,0,1.0029775929872267,1.0035111529028566,0.9940974650638021,0.9973487517414766,0.9988141593534048,1.0021212180656636,0.9966646537278694,1.0009124334227066,1.9981741923815595,1.969861657414061,1.8095684699329477,1.7754363306276701,1.6581839612885647,1.5715618770561675,1.5315060045628617,1.507939107003878,1.489369735140894,1.5215745852895484,1.4819908539764792,1.4448631350874137,1.4179452224934046,1.404127351482697,1.4901919158555699,1.4211622920322051,1.4808655561720734,1.491860471048814,1.4725525477473005,1.4458018266462742,1.4189696216230332,1.4298860135970066,1.7325385386859937,1.6659187080525741,1.6315161099465518,1.6215838433443206,1.5934444111708033,1.5647437387920733,1.5399042654474528,1.5047714703423272,1.4467410341342073,1.4503113275507387,1.4842648295237264,1.5515310086431622,1.6433748274533884,1.7702976309122982,1.850436297886772,1.8253806198770148,1.8031436096099789,1.7326748218215422,1.7494219736370444,1.7558919960175494,1.7136308898000856,1.689522538537453,1.6669373509283179,1.6477804548025778,1.6323889061175574,1.6203516894152212,1.6080451609414483
68-2802928,,,,0,1.0039747240882047,0.989986853764051,0.9955712763757949,0.9977227462738831,1.0019619718670294,0.9956625127767862,1.0006246731361497,1.756034233397099,1.767283494738967,1.6432122511126153,1.628017547772032,1.534779935604689,1.465708018996105,1.4336470643496861,1.4146291756207312,1.4013975760662305,1.4364086129493483,1.4036057646117672,1.3730507329710488,1.3506024984782512,1.3392543388970994,1.4254802366037151,1.3659753799527197,1.424744122596811,1.4374711258614221,1.4204863031632133,1.39690807503046,1.373090720065533,1.3854865155473814,1.682737013274228,1.6215403441229255,1.58961150004298,1.5804212056098375,1.5542071253474588,1.5276883426562788,1.5045783751861324,1.4719765931492548,1.4185018383600767,1.4228522004245985,1.4560113888417798,1.5224415757954735,1.6127868191991077,1.7375755252916294,1.8163417893231193,1.7925698606911382,1.7712757925354865,1.703928216479556,1.721351097067978,1.7283001739919814,1.6877657778795763,1.664616510060833,1.6429424540229833,1.6245617724859294,1.6097644975060934,1.5981994322655158,1.5863866075718216
69-2802622,,,,,0,0.9740357401094928,0.990773056497444,0.9950158898886374,1.0014138773093906,0.9938042603101677,0.9999847740960311,1.3143197444391805,1.3848017582593433,1.3285459131924597,1.3455747467434556,1.2985622934261825,1.2632766425295665,1.2466160221378453,1.2363907069740419,1.233070379795107,1.2715558565546317,1.2521531200810327,1.2345016141138128,1.220867093162655,1.2143444578143379,1.298080187844844,1.2586110672023878,1.3133451992780718,1.3289863724385933,1.3168341079584287,1.299838698501556,1.282281568583592,1.2971989714643888,1.5771776042456298,1.528238984924384,1.5019259728199268,1.49440400450106,1.4725464419846461,1.4508731588950428,1.4316169218533454,1.4045928761460744,1.3609604918731881,1.3667966308894721,1.3986713291043202,1.461737424910497,1.5477397647622113,1.6662659733840393,1.7409488909485087,1.7202705528072006,1.7012914914552184,1.641480307097019,1.6601100391152126,1.667990075473651,1.6316115653285053,1.6107585205935477,1.591248990234356,1.5747008853180144,1.5613077229022596,1.5508523936977632,1.5401928570685517
70-2802996,,,,,,0,1.0075577396391842,1.0078448315066624,1.01000259235256,0.9986247308653717,1.005205834991159,1.0326892938176886,1.1301339278744218,1.1661052274831507,1.3741146914980558,1.3191377595186478,1.2787009520148127,1.2598766415104077,1.248440319955638,1.234279055090891,1.2168269917299652,1.2011521049468188,1.1872168200204398,1.1761461154697084,1.1710688004669187,1.2556687100984925,1.2218396205587363,1.22489948867635,1.2426131532569347,1.234051498890651,1.2219799693621107,1.209144481141299,1.2673316913489374,1.545813702419462,1.4998119651045398,1.474850345228856,1.4677405800856624,1.4469502366814577,1.426521143290831,1.4082541795096688,1.382707061103739,1.3418236100774554,1.3481927717907578,1.3798434819045269,1.4424666997313818,1.5278800402202564,1.6455958375220898,1.719777357591665,1.699776475552014,1.6812844077976652,1.6231353861793416,1.6092063989386314,1.6178208720597882,1.5848002251231266,1.56580790417124,1.5480555644257274,1.5329979383049104,1.5207488489679977,1.511198631274795,1.501480532574389
71-2803018,,,,,,,0,1.0082934092969056,1.0111155542310029,0.9957547414705449,1.0046155174153104,0.9975185702679298,1.0039015739109585,1.1834839384789788,1.4161295225068626,1.3492174796544711,1.3012593610945258,1.2793271071978525,1.266171074466622,1.249878197129358,1.2299992045556793,1.2124485346721996,1.196887052446045,1.1846980001757146,1.179079533071655,1.267616554619954,1.230712873617887,1.2223407168259428,1.2189747196978045,1.2183631979087153,1.2097141819533854,1.197318118888879,1.2760171291673936,1.5649924549522785,1.5156201494119186,1.4891041431530738,1.4815525574583708,1.4595824193679423,1.4379530461228853,1.4187224774515366,1.391861855552102,1.3489200943917887,1.3549891425638423,1.387389812062032,1.4518089758011072,1.539452149623244,1.6604600684263535,1.7368414103454388,1.7158028494963338,1.696490031717009,1.6358153495720906,1.5972829233042098,1.6039450413924412,1.5715729773289655,1.55294866982958,1.5355550167711192,1.5208092760255694,1.5087990275516001,1.4994420009574994,1.489929341266489
72-2803022,,,,,,,,0,1.0122758172787718,0.9925075243157734,1.0039103930217574,0.9965017009097776,1.0035821616904756,1.1967005726985211,1.4484150393542994,1.3716688517251303,1.317736173051323,1.2933927489676014,1.2789200562940117,1.261005863551209,1.239304802661829,1.2203684620440596,1.2036156180322632,1.1906171672324255,1.1846076434506578,1.2758626723955127,1.2367679317785014,1.2277188302476676,1.2242027781048925,1.2234095895093764,1.2142998008716839,1.201382779562061,1.2818710474934993,1.5779837817919316,1.5262658445389579,1.4986774311226496,1.4908215211528777,1.4680414340339694,1.4455895022444907,1.4257016630300041,1.3979475031334223,1.3536120550644501,1.3598630707579797,1.3925325288401162,1.4579913943925114,1.547121766277939,1.6703310798952553,1.74818665313798,1.7264440492797357,1.7065764063955333,1.6441985650278206,1.6046726844846675,1.6112761868881975,1.5781263817291107,1.5590798023169141,1.5412990986524047,1.5262328282374997,1.5139759449228334,1.5044281394978634,1.494721850977777
73-2803030,,,,,,,,,0,0.9589111128202579,0.9943221371891919,0.9910202659635539,1.0011459689344258,1.2374105149626995,1.5514392719715915,1.4394855430117157,1.365568597423428,1.3334914397666382,1.314888313373555,1.2919562781868683,1.2647361201121394,1.2417053635566928,1.2214889328486023,1.2061808275157502,1.1990632691334124,1.2976702536546385,1.252450813880812,1.242318219490265,1.2376044081117161,1.2365118299604239,1.2259514698577445,1.2116421957438808,1.2968214456405898,1.6117685344015105,1.553689150604513,1.5232261383417862,1.5145572415856985,1.4896245413561366,1.464992690926985,1.443373321596441,1.4132774127989214,1.3653186982298748,1.3711887086682537,1.4056354088778342,1.473496410979131,1.5664383093186116,1.6953109574162586,1.776972744171534,1.7533854471955537,1.7320719532301643,1.6652730971389265,1.623184089405275,1.629627746611238,1.594482359407496,1.5743550932375734,1.5555861596722051,1.5397032967372966,1.5268188440977428,1.5167863383693472,1.5065885854975996
74-2802644,,,,,,,,,,0,1.0313558680470125,0.9978318914467685,1.0072427043957795,1.279817414385437,1.6480670862756004,1.5001931711153174,1.4073629074068477,1.3682704707656503,1.3460056632576387,1.3186519365547233,1.2866538376113965,1.260166587612077,1.23703382099519,1.2198188558679706,1.2117744873575207,1.3152405763338195,1.265227825868453,1.254085965229329,1.2485483398735913,1.2470309460496645,1.235488756453351,1.2201227651783872,1.3083687118708005,1.6357266973993239,1.5731223298249848,1.5406422235220016,1.531402688964842,1.504969293148529,1.4788117695878233,1.4559894925462045,1.4242658155455075,1.3737790135703931,1.379763471160202,1.414525742936794,1.484344371280324,1.5797318882509677,1.7122496739605975,1.7963675641119845,1.7715377776252499,1.7492591111949214,1.679510281722057,1.6357169897565276,1.6420294325083338,1.605561218800389,1.5847190514737397,1.5652960828078284,1.5488727679838952,1.5355739519144869,1.5252211657820083,1.5146982994392428
