순번_정류장ID,95-2806160,96-2807302,97-2806166,98-2807180,99-2807421,100-2806420,101-2806159,102-2805410,103-2805992,104-2805536,105-2805577,106-2805412,107-2805315,108-2804947,109-2805317,110-2805874,111-2805024,112-2806658,113-2805856,114-2806604,115-2806174,116-2806730,117-2807462,118-2806214,119-2800614,120-2800620,121-2800625,122-2800644,123-2800658,124-2800670,125-2800345,126-2803643,127-2803791,128-2801474,129-2801464,130-2801178,131-2801179,132-2801439,133-2801492,134-2801524,135-2801602,136-2806837,137-2801647,138-2801634,139-2803646,140-2801949,141-2801960,142-2801984,143-2802009,144-2802046,145-2802029,146-2802013,147-2802003,148-2802033,149-2802057,150-2802085,151-2802096,152-2802111,153-2802134,154-2802166,155-2806621,156-2806503,157-2806507,158-2802175,159-2801848,160-2802825,161-2802870,162-2802906,163-2802937,164-2802951,165-2802613,166-2802987,167-2802627,168-2802626,169-2803006,170-2803002,171-2804818,172-2802956,173-2802984,174-2803032,175-2803031,176-2803025,177-2803023,178-2803016,179-2803009,180-2803000,181-2803300,182-2803308,183-2807102,184-2806071,185-2805983,186-2807033
95-2806160,0,1.588179376284638,1.1995629349157275,1.1562146221838354,1.1039592957933306,1.0861480853836007,1.0750605401914353,1.067351297471127,1.060791098240235,1.0584580764384304,1.0740451483165014,1.261776569557814,1.2440178585610375,1.229889526476557,1.223060841467682,1.2116175416068944,1.2613190198622388,1.3611076174904622,1.3509524971230669,1.3338860968461734,1.3184392803934346,1.303471821365489,1.2962985263221567,1.2758928439042156,1.276200064741984,1.2734663306191496,1.2630111765208736,1.2601218794986129,1.306752475445939,1.298235006967007,1.2871139181659284,1.2705556337648545,1.2283036048995282,1.258156078217276,1.2524768128626274,1.268763169129277,1.2566310290494165,1.2751109306725388,1.264912698611248,1.2591179219208903,1.2511318559663318,1.247146964415532,1.2416790051345463,1.2523883505061495,1.2489354968003916,1.2969969015504044,1.3259748639886357,1.3426284908940243,1.3386167088471328,1.3312627794229623,1.3247002885127679,1.3166511873228668,1.3414955601566498,1.331566253660501,1.3294700180696803,1.3252060739233684,1.3362974511125425,1.3997723470397572,1.4656125364134962,1.4539801727558899,1.4495178526852814,1.48306812189839,1.5352482994102934,1.5836855093277031,1.62361015776651,1.6595408324429288,1.6475122227884236,1.6792732924790261,1.737037659531563,1.7917419610409642,1.8771845189675709,1.8845639853253273,1.8992739741886253,1.9480588561894914,2.0190552401045574,2.07389926593215,2.1391198301431014,2.1960426934592245,2.277925002018626,2.207186586762332,2.260020282675551,2.295473001285815,2.316140890408094,2.3634671114449803,2.3992370378869197,2.434383258083448,2.5102274612014392,2.5336650850627023,2.465945735942935,2.418005263438708,2.370506549263771,2.348766536775468
96-2807302,,0,0.9602149653537773,0.9833624380143975,0.9897652716206262,0.9958140696462273,0.9952233302606218,0.993081446203887,0.9956338248053007,0.9965261678402635,1.0168041364185805,1.2240737968804463,1.2069656872304737,1.1942266454060593,1.1879923261670806,1.1774593208469932,1.231381387522225,1.3393151214180457,1.3319328894134632,1.3146584903135239,1.299012960232467,1.2852384522670721,1.2773914557766006,1.257189777009675,1.258814780996025,1.2560510887852199,1.2457055359390454,1.2437004145419184,1.2926129921240264,1.2845276196141797,1.2731941854881386,1.256460849506879,1.2150611465454746,1.2459005948043584,1.2403712085151202,1.25740601706202,1.2454785306357077,1.2645172621398089,1.2544908886082609,1.2486506060951506,1.2408537560935549,1.2367495309405279,1.2314665960426776,1.2425573192952946,1.2392770121071535,1.2895688424340337,1.3191309027076246,1.3363628827262184,1.3324031720226521,1.3248484801253242,1.3181124786147402,1.3102569728980906,1.3353824804791259,1.3253981247844722,1.323440748502085,1.3193661208980572,1.3305060114768021,1.3953209235470387,1.462815185121071,1.4508252318777364,1.4462924745641552,1.4807553762209158,1.5339763572084308,1.5835753215292154,1.6244922046741241,1.6613355807797026,1.6488837052951515,1.6814212587082333,1.7406599420302133,1.7969368025127939,1.8847358501834044,1.8922988261051759,1.907243401694641,1.9576906714381883,2.030848836171455,2.0873004215375532,2.1547556969471815,2.2133108161524224,2.297985610792553,2.224203174804046,2.2785078825322307,2.3156151740965956,2.337004956468567,2.3861629641816724,2.4232309379497745,2.459171340433753,2.5379812697272075,2.5618410837946506,2.4909388913603663,2.4411199843483886,2.391417971902863,2.368620067662435
97-2806166,,,0,1.0262935783193672,1.0081005100093066,1.0057987236634747,1.0032106437183128,0.9995679600905791,1.001670708053877,1.0023702617126704,1.0016370592717125,1.142883753636737,1.1302777135384068,1.1258149508100357,1.1216699080417547,1.1125561585762591,1.16878069096329,1.2818491621547772,1.2840592713297763,1.2686357238129846,1.254409769810629,1.2446722619620685,1.2385235747589907,1.220947620069522,1.2226350733912905,1.2202060051533172,1.210859977984445,1.212662548585384,1.263587477435381,1.2553265915098089,1.2454257502318231,1.2299081620164365,1.1916458568500823,1.2223203423503637,1.2170280268851725,1.2348645482088645,1.223681265316593,1.2432778944436098,1.2338416639209764,1.2283282798425341,1.2210358628326772,1.217268520555799,1.2122827868627857,1.2237526688502278,1.221087732474824,1.2776120210643072,1.3080170262483999,1.3253716269687672,1.3212983082769223,1.3141474049511066,1.3073507077842785,1.2995358786079254,1.3254536253310414,1.31541047634437,1.3135588214507485,1.3094593556363852,1.320759990543363,1.3868751343510555,1.4552068654341885,1.4434963097847622,1.4390285441620085,1.473959542029886,1.5283316274690666,1.5790750133334195,1.6204445918158432,1.6581602601101515,1.6455911786574189,1.6788476138996666,1.739459829131436,1.7968794234392595,1.8865946294442286,1.8943298063086247,1.9097251580708487,1.9610327512862291,2.036147738464107,2.09421276909119,2.163343438092745,2.2236926882543653,2.310973372975191,2.2345660006939463,2.2900943483293914,2.3282621593575694,2.350432939162254,2.400886357460075,2.4390764985862945,2.47629516529941,2.557392564226034,2.5821752842580725,2.5087149362260366,2.456719261685803,2.405148440005209,2.3815907875988316
98-2807180,,,,0,0.9989544242658168,0.9999678331753667,0.9980905011472155,0.9944057868998408,0.9978309386869101,0.9989216675832807,0.998408517649343,1.0010927083796295,0.9990241191000251,1.1365013281625294,1.1314960658887434,1.1208720271411963,1.1143294754048303,1.1621903636080644,1.184240149732538,1.1750082650017708,1.231941878984804,1.2588104112861749,1.2519975320479861,1.2319696132734688,1.2197090401408361,1.2175677327786623,1.207793157379787,1.2215638768843426,1.2748075422821912,1.2659580401963741,1.2549841023818715,1.2382241482111318,1.1974243110002165,1.2172943381027603,1.2119841435579732,1.230314316571217,1.219198329938713,1.213567258630023,1.2052969787192482,1.2004272144639285,1.1938995610598042,1.1905998427712177,1.1863803135868418,1.1980377993183973,1.1963096486183957,1.28362712609835,1.3146778021104957,1.3327186175560604,1.3285362563845111,1.320726682006761,1.3139385470077747,1.3057746127939973,1.3320631189855097,1.3218278058385895,1.3197407286680671,1.3151823611956717,1.3270061605898644,1.3948109016623302,1.4650104004078695,1.4524483365901093,1.4476257496360512,1.4835735586340786,1.5394416638915016,1.5912727820648307,1.6339794029520331,1.6726066452497739,1.6595806413944856,1.6935449780695824,1.7557827957257155,1.8147834271885286,1.9072091713190131,1.915224024640244,1.9307709918810823,1.9838292682553529,2.0612678563860216,2.1213055764067597,2.1927803379416284,2.255293805870157,2.345704573907847,2.2649542751719136,2.3229088388449317,2.3621420134116513,2.3851306394153706,2.437458738705765,2.4770995561661513,2.515929335937632,2.60015199579471,2.625457279505198,2.5476852281292475,2.4932847833967946,2.4389831635932713,2.414426898962437
99-2807421,,,,,0,1.0012890773101712,0.9974083178072469,0.9915676820527876,0.9973257200464595,0.998907968007448,0.998216278968011,1.001675440726286,0.9990414045063167,1.1724994923239729,1.1643802506126262,1.1486339120193045,1.139075876244817,1.1970581409072352,1.2158337463619113,1.2029670360120108,1.2691436331270978,1.2978946541771417,1.2885732185604117,1.2618911849699619,1.2460554973779039,1.2429531641795843,1.2309167640332508,1.2447611091292976,1.3037146653562237,1.293120141096624,1.279714337770536,1.2597540739581279,1.2117209720334567,1.2329890188928954,1.2269411381641857,1.2464253034054253,1.2335383828759336,1.2271852095441171,1.217833299401096,1.2123685177449304,1.2053102835811191,1.2014317299999266,1.1965966036823057,1.2089965505682243,1.2067554424820213,1.2977452298301824,1.330373448468943,1.34945593045646,1.3448408383288275,1.3361630411573135,1.3288549386983513,1.31958109589182,1.347375306354771,1.336123673171869,1.3337528070473452,1.3291043411830095,1.3412819012966595,1.412391483574194,1.4862290807931835,1.4726673591047275,1.467654411760422,1.5052000734520812,1.5641229926988796,1.61899898428058,1.6642249279961392,1.7050446627591977,1.6906616147146087,1.7261235486583313,1.7917705642897161,1.8545714989317936,1.952538399150052,1.9607668514044219,1.9772540278044837,2.033754017262495,2.1165681886632535,2.18110789806107,2.2577592174518744,2.3249020304028734,2.4222450634943375,2.3322946720011695,2.3944668936031057,2.436555218834836,2.4613572708101397,2.518029925279141,2.5607087547362855,2.602739877314907,2.6938981258274497,2.720294524253264,2.6335430521544674,2.5727793254247944,2.513049118034978,2.485916767004578
100-2806420,,,,,,0,0.9914479691904553,0.982645226804678,0.9952389248517777,0.9978471855139094,0.9970791896728309,1.0017775441926726,0.9985133819911937,1.2149740218217562,1.2022246181738827,1.1793843830761308,1.1658115280041659,1.2354167524918571,1.2481149255577433,1.2309402880469964,1.3062121064201528,1.3368750077272282,1.3241102210259892,1.290830304135683,1.2707193219418322,1.2667740942549686,1.252811974524513,1.2662707783631708,1.330525797928122,1.3178181206141,1.3019924221520711,1.278914997610265,1.22436439387679,1.246868044315261,1.240010232679746,1.260257209756557,1.2460522294994512,1.2390376367045235,1.2286968633214566,1.2225900410026096,1.2148198623462665,1.2107708445339724,1.20536213762377,1.2180601987380437,1.2156270300914669,1.309395948335837,1.343586486101306,1.3631953523391018,1.3583910299197528,1.3489388594860476,1.3407848034717613,1.3313288731009865,1.3599379256339477,1.3480431740232017,1.3454901889934272,1.3403520739790287,1.352860965139404,1.4272055127069467,1.5037394819699408,1.489267063051093,1.4837934371373018,1.5230595748132456,1.584452978049368,1.641813449365612,1.6891630894231557,1.7318280731334639,1.7163589892698976,1.753060071667587,1.8216686016600507,1.887604401609352,1.9906482026782328,1.9991528667422294,2.015695973089767,2.0753764559922225,2.162950933196068,2.230922729243316,2.312187759408733,2.3836477135953142,2.4870104902808734,2.3884555220640493,2.4542099121276677,2.4988985036863265,2.5258443310246204,2.5855569077051186,2.6316384187856756,2.6760477072215396,2.773481231083226,2.8007718307591,2.7058236379330185,2.639976570320894,2.5746300829396525,2.545607006041431
101-2806159,,,,,,,0,0.9695730957144485,0.9972164576938849,1.0004633298258832,0.9988666275153265,1.0039237106982586,0.9997892202151675,1.2593008851480783,1.240880530514279,1.2099155243647834,1.1919071567032302,1.2710922299189402,1.2759905067275636,1.2547156499536614,1.3376649516342884,1.3685977773684537,1.3534969788201758,1.3139548981199474,1.2900883484705832,1.2854226834322122,1.2693417709909034,1.282888438123486,1.3511341565803863,1.337057225882476,1.318868232447366,1.2933205662712794,1.2336185207474615,1.2569073927805563,1.2495284202486614,1.2705094679272801,1.255221954391395,1.2477106965392553,1.2366285942692035,1.230114948511174,1.2217097248915654,1.2174004159168241,1.211922882669774,1.2248518187758213,1.2217960700983537,1.317653676224316,1.3527812264735404,1.3732322662535954,1.367966970291902,1.3582020439597062,1.3496092785602738,1.339490921236022,1.369007591823515,1.35636064936662,1.3536774578500796,1.3484641095134657,1.3613380643780362,1.4373689108776786,1.516306011728845,1.5010138030104303,1.4952699432284597,1.5357126689844438,1.5988056021807455,1.658021656668074,1.7068731106833002,1.75072102090346,1.7344690715841362,1.7721417271442612,1.8428378474768097,1.9111287326284803,2.0174558699025265,2.026007031306539,2.0428494742115983,2.104696610559516,2.1955558688853363,2.2661912528323174,2.3504612048504727,2.4248847696164155,2.5329554711328144,2.427859553647223,2.496481867704947,2.543234969287541,2.5709388205639736,2.6334277483042863,2.6811170657398966,2.728171082917129,2.829994405816079,2.8574195460632734,2.7568666109451887,2.687051039954723,2.6180185188704717,2.587384901062923
102-2805410,,,,,,,,0,1.0121848954120942,1.0122046508848335,1.0068302273892973,1.0095132167451546,1.0039721016988625,1.3032246915493002,1.2784612536682838,1.2388972703345646,1.2163448681375608,1.304026054984742,1.3001686277878868,1.2751432869292245,1.3646074790637726,1.3955570485520539,1.377779843988392,1.332850598907,1.3065015733578078,1.3012076813758653,1.2832699209950529,1.2961875961943532,1.3674171008825666,1.3516462633378783,1.3322905447135647,1.3047665726932804,1.2409825757479422,1.264961416046527,1.2571729490489931,1.2784421741352672,1.2623219393051228,1.2545494450140535,1.2428918313302098,1.2359548334491142,1.2272415352828947,1.2226278283044305,1.2166869724425902,1.2299365341932156,1.2267954741091123,1.3237319780487358,1.359979178825043,1.3807335438874235,1.3751651805653413,1.3651284812651543,1.3563010876868538,1.3456360468085726,1.3756734023795227,1.3624235109959981,1.3598162943873144,1.3542614203585766,1.3675011459535826,1.4449671915553872,1.5255168371448695,1.5094030955948017,1.5035590514344137,1.5448639884781001,1.6091261993290829,1.6696932303242153,1.7196117216400801,1.7642575585746634,1.7476747582744745,1.785949537902755,1.858131442060236,1.927881815871341,2.036486471517633,2.0451645472309083,2.062505577658983,2.1259117675501993,2.2188052901204394,2.2916972491929517,2.3782619567381658,2.454838339176961,2.5656210923000136,2.4562253285512554,2.526785745628697,2.5748906055764715,2.6036226166125345,2.667768703253427,2.716916802506842,2.765432337301781,2.8701758841972227,2.8984960223032945,2.7936586051234658,2.7205145685540058,2.64940436140102,2.617210161704321
103-2805992,,,,,,,,,0,1.0122511792511943,1.001431342758307,1.0083654501149804,1.0011513376716223,1.4152233397640455,1.368990368798827,1.3030545864501286,1.2676542404579472,1.3777700691357628,1.3492924273993374,1.315237797601952,1.4183331021414474,1.448949109079541,1.4261317718629638,1.3690073473650664,1.3356309178743961,1.329039215628914,1.308002556348737,1.3201049941166156,1.3975537333920762,1.3793588639587553,1.3567423443694504,1.3252043326323395,1.2535516860654896,1.2783691809584188,1.2696656117033904,1.291926464891724,1.2742258682773782,1.2656174963664522,1.252904729193528,1.2457321235697185,1.236037430733395,1.2311576928495271,1.2247184746811106,1.2385210935552233,1.234791890615539,1.3346384818025099,1.3720260043414907,1.3935484164557392,1.3876950918741287,1.3767759669181985,1.3674479413088374,1.3561897395649174,1.387138185283433,1.3732592352021153,1.3703888904855743,1.364677378699343,1.3781328416169933,1.4583506901605432,1.541817440838435,1.5248827693381122,1.518664717651095,1.5611526272661174,1.6280761414670029,1.6907120597378424,1.74292787312005,1.7893501122237183,1.771676471007016,1.8108647636112354,1.8858998857799252,1.9587103520309739,2.0721593241217104,2.081238768598777,2.098990641757191,2.1654291628498132,2.2629191529460106,2.339776783263629,2.4304519938302196,2.5114560201939296,2.62838497136221,2.509832643249547,2.584620522722541,2.635184368561389,2.665330789446791,2.733604718326871,2.785651931130679,2.8365840912281794,2.947585387298961,2.9767165942126197,2.8636194531197434,2.7846886463287097,2.7078933262814298,2.673380170522933
104-2805536,,,,,,,,,,0,0.989615186201431,1.0063730626671463,0.9984010042035633,1.1172662690535298,1.1066674969048236,1.086164749014997,1.1387359469319078,1.4208432326205045,1.3750701800168783,1.3357474265782197,1.3040620693484637,1.3322079733948862,1.3167460229379777,1.2770986216946796,1.2543640289679951,1.250075358447403,1.2343098622414108,1.2516653893768794,1.3267899988302376,1.312179096326436,1.2942924452279905,1.2686328642539617,1.2103771744921756,1.2354824849158539,1.2282136581269365,1.2507623854383954,1.2357404086704857,1.2283636262413926,1.217609970062978,1.2113868607045668,1.2033166846001335,1.1991750556662268,1.193792944426301,1.2075849911274912,1.2052285062983485,1.3064962424643722,1.3427633707829296,1.3642598049240757,1.3589052791417466,1.3487011250774674,1.3403833719739635,1.3300647776240515,1.3604204537395377,1.347857119003036,1.3451482506672094,1.3397034249659048,1.3532280379582475,1.4318879861945815,1.5135659288343664,1.497686250964386,1.4919615405317654,1.5337900464266145,1.599385966295828,1.6608567573560895,1.7116212207060835,1.757566991752157,1.7405133646085755,1.7797947805639682,1.8532614126485951,1.9245230566773497,2.035796405640834,2.0448353656249103,2.0624447776928077,2.1274041784380286,2.22285906094199,2.297555336713025,2.3865537451272396,2.4655990963516246,2.5795738476441272,2.4666772084161126,2.5391171503287695,2.5888891297431065,2.6180876072582855,2.6844733093733195,2.7352187422997996,2.785345573812492,2.893640188233177,2.922410685346655,2.8136375750259854,2.737732288220821,2.6639275328175644,2.6306571319583822
