순번_정류장ID,1-2806577,2-2804581,3-2804582,4-2800264,5-2807245,6-2800262,7-2807367,8-2804337
1-2806577,0,1.1863622755735919,1.1207505794007138,1.2269226600234058,1.1774777825887517,1.1637008011418093,1.1425913051278889,1.1288215058667008
2-2804581,,0,1.0110687855548655,0.9993207320418532,1.000781245645554,1.0031829381322586,1.0046354369224533,1.0143873578407236
3-2804582,,,0,0.9918365862943619,0.9968440563060429,1.00061436812457,1.0029865818862775,1.0150465167387004
4-2800264,,,,0,0.9979549906217147,1.0052962351982582,1.007588681687158,1.023560934599826
5-2807245,,,,,0,1.0221610511634738,1.0154400237498764,1.0289514221268634
6-2800262,,,,,,0,1.0117446684855433,1.0305170517051705
7-2807367,,,,,,,0,1.0440745253266022
8-2804337,,,,,,,,0
