순번_정류장ID,20-2807429,21-2806542,22-2806540,23-2807478,24-2807476,25-2807474,26-2803647,27-2803761,28-2803754,29-2806490,30-2803755,31-2803756,32-2805484,33-2805485,34-2806537,35-2803178,36-2803297,37-2805971
20-2807429,0,0.9911977737114974,0.9935944616697707,0.997034913632788,0.9969876254489474,0.9998093941936594,1.0734561060396666,1.9120255653771223,2.7881984270336617,3.6750979986608225,5.223526556388912,7.811058538057892,6.375314920079468,5.023851007510024,2.9362503748929654,2.585740444227426,2.465143359906315,2.7539398385328084
21-2806542,,0,0.9965573509746515,0.9979317851102694,0.9976266703867783,1.0015194948177475,1.008945922833491,1.2068276994204157,1.7055054157352953,2.1546831167767952,2.8306290086881463,3.7302958366630627,3.4788204164169754,3.042911045327698,2.2080764949402916,2.0198515132759596,1.9505343640110624,2.2240986123544633
22-2806540,,,0,1.0006944823025523,0.9986853724058851,1.004305213084567,1.0141456083234712,1.0169006915521013,1.0552900290431633,1.3042780294693788,1.644872681239145,2.0448849174158688,2.0593452216351147,1.9244650162601655,1.6604427931204646,1.5733988957185947,1.5384389428205456,1.7887287828126408
23-2807478,,,,0,0.9967361919789793,1.0057018767110217,1.0176915217058453,1.0194873226838657,1.017278366036867,1.0331038873864808,1.293861547244676,1.5892002944249797,1.6452625936171565,1.5728383284568557,1.4534429484637383,1.3981349218928438,1.3744820459821536,1.6143015241238714
24-2807476,,,,,0,1.0116649429966806,1.0065135106895728,1.0138704000057412,1.0125314425414056,1.011358562744251,1.0162045047871822,1.2409253818327604,1.3192484417407158,1.287280457140757,1.2701211843962588,1.2398378834486687,1.2255181975616374,1.454886320769931
25-2807474,,,,,,0,1.000176640928455,1.0147870703771595,1.012792119668246,1.0112800641891233,1.0091619632440614,1.0089161912961178,1.0081231589063608,1.0071859632666855,1.0393895154175903,1.0363077863811483,1.0320713999408457,1.2475004948211714
26-2803647,,,,,,,0,1.0077462292199413,1.007680872150644,1.0067357052738815,1.0049233504320516,1.0051753071054497,1.0049591505403512,1.0042172668676979,1.0100288529607415,1.0100617164387435,1.0068430174764282,1.2327798654574598
27-2803761,,,,,,,,0,0.995963762681088,0.9985126525848235,0.9977280772740948,0.999606104579805,1.0007862644080552,1.0003483391162182,1.0091129296364447,1.0092718683435025,1.0055493321649056,1.2686476156645836
28-2803754,,,,,,,,,0,0.994725144698574,0.9952885882523216,0.9989212927395241,1.0007463630188875,1.000193864242659,1.0102219127356526,1.010236895936517,1.0062332037742874,1.2966186893332974
29-2806490,,,,,,,,,,0,0.9958191692077869,1.001017336565796,1.0023830650813723,1.0013578265859884,1.0116667830090635,1.0114546990967754,1.0068850694910503,1.3179391196300585
30-2803755,,,,,,,,,,,0,1.0068898103770458,1.0050466553029396,1.0029752670577539,1.0134083139890355,1.0128770764179202,1.008031370304186,1.3440556293053172
31-2803756,,,,,,,,,,,,0,1.0040134813008612,1.0016106201907113,1.0141104160083494,1.013401424968434,1.0081238075028576,1.3701239684991897
32-2805484,,,,,,,,,,,,,0,0.9976582179346611,1.016135800681083,1.0148463981367233,1.0085519904840858,1.4283443045156057
33-2805485,,,,,,,,,,,,,,0,1.0192599995745277,1.017026019472356,1.0095013619714786,1.4747387966709145
34-2806537,,,,,,,,,,,,,,,0,1.0103243032039595,0.9891255475299509,2.2743891795893947
35-2803178,,,,,,,,,,,,,,,,0,0.9405879476107545,1.2243973223073226
36-2803297,,,,,,,,,,,,,,,,,0,1.0093895386663196
37-2805971,,,,,,,,,,,,,,,,,,0
