순번_정류장ID,1-2802917,2-2807425,3-2802928,4-2802622,5-2802996,6-2803018,7-2803022,8-2803030,9-2802644,10-2802645,11-2802965,12-2802959,13-2802641,14-2803003,15-2803008,16-2802980,17-2802954,18-2802913,19-2805151,20-2802874,21-2802868,22-2802856,23-2802823,24-2802783,25-2802757,26-2802733,27-2802706,28-2802628
1-2802917,0,1.0069948276460583,0.9996854656673678,1.0008951380515418,0.9955703710500358,0.9975492241375772,0.9985758880902921,1.0011595547309833,1.2341294412254458,1.5378486813936156,4.351869280414853,3.671282018637038,3.0256761686382827,2.7868187472619343,2.4307097940112685,2.5154865876258756,2.4855070416630975,2.4692887333265086,2.8695834381024223,2.7964726924102328,2.572840772119498,2.391633403965243,2.253462655510257,2.105773940529915,2.017115088551852,2.069400539775447,1.9715980296083055,1.9886963235399784
2-2807425,,0,0.9973007867357262,0.9995867348078503,0.9936858299564229,0.9962828047138255,0.9975678925799596,1.0006051771503577,1.0365636148959665,1.2864043509552587,3.343713809287462,2.9940188973027664,2.565925628861954,2.4155357506851174,2.155687059558662,2.2475654947802637,2.2305323688254335,2.2296504103400014,2.574764002960358,2.526866352303141,2.3484262956371365,2.2018364897327496,2.088619909965513,1.9659456121556318,1.8935335407666243,1.9440404985001645,1.8610545701891734,1.8808374189309331
3-2802928,,,0,1.0039747240882047,0.989986853764051,0.9955712763757949,0.9977227462738831,1.0019619718670294,0.9956625127767862,1.0006246731361497,1.756034233397099,1.767283494738967,1.6432122511126153,1.628017547772032,1.534779935604689,1.6340953017183542,1.640304451281513,1.6667488724418804,1.899497302748064,1.8978390579990903,1.8091677974042728,1.7342683136091248,1.674568877639533,1.60731923055309,1.5728402873998015,1.6185804808228712,1.5704150935564596,1.617537604067785
4-2802622,,,,0,0.9740357401094928,0.990773056497444,0.9950158898886374,1.0014138773093906,0.9938042603101677,0.9999847740960311,1.3143197444391805,1.3848017582593433,1.3285459131924597,1.3455747467434556,1.2985622934261825,1.3975644936505307,1.410319380122473,1.444266496996156,1.6391928993437015,1.6509686376437054,1.591254567162906,1.5405295102660679,1.4995735556698635,1.4524454407844802,1.4320572265527183,1.4756456027761942,1.4404926090937968,1.4857116620284518
5-2802996,,,,,0,1.0075577396391842,1.0078448315066624,1.01000259235256,0.9986247308653717,1.005205834991159,1.0326892938176886,1.1301339278744218,1.1661052274831507,1.3741146914980558,1.3191377595186478,1.2747819119020016,1.2594216313716917,1.2796333056080076,1.4487200722782714,1.4687298489344176,1.4280821422780117,1.3936283276411794,1.3655365329211384,1.3324847308752938,1.3223013359054465,1.3641631801332157,1.3386142880961196,1.3823075796453759
6-2803018,,,,,,0,1.0082934092969056,1.0111155542310029,0.9957547414705449,1.0046155174153104,0.9975185702679298,1.0039015739109585,1.1834839384789788,1.4161295225068626,1.3492174796544711,1.296655433546871,1.278873225013872,1.2548502205274883,1.2822884900565494,1.3083997091892445,1.2828081746760807,1.2614468980395188,1.243882430858862,1.2225435393963842,1.2204737554128195,1.2607320202809378,1.2558252437870643,1.309603982644776
7-2803022,,,,,,,0,1.0122758172787718,0.9925075243157734,1.0039103930217574,0.9965017009097776,1.0035821616904756,1.1967005726985211,1.4484150393542994,1.3716688517251303,1.3125970842859822,1.2929424220542367,1.2664708829734708,1.253037536012025,1.2313197980266366,1.2123035560659037,1.1967548683098663,1.183928975697293,1.167929960878754,1.1699610201557777,1.2095750781778745,1.1983135608326236,1.2502933015512394
8-2803030,,,,,,,,0,0.9589111128202579,0.9943221371891919,0.9910202659635539,1.0011459689344258,1.2374105149626995,1.5514392719715915,1.4394855430117157,1.3586926778617978,1.3330666200271517,1.2989391145977431,1.2813916083916084,1.254751033914237,1.2318717762982212,1.2133015348354619,1.1981870688055296,1.1797005545286507,1.180988632145024,1.2233891295431316,1.2080271349665395,1.2231108616684596
9-2802644,,,,,,,,,0,1.0313558680470125,0.9978318914467685,1.0072427043957795,1.279817414385437,1.6480670862756004,1.5001931711153174,1.3988908364127006,1.3678914485361275,1.3269687627967064,1.305760714565327,1.274941757870214,1.248831599026937,1.227736525826996,1.2107228347087517,1.19020014556902,1.1907181021229971,1.2347039638209854,1.2178630074539543,1.2335089808886464
10-2802645,,,,,,,,,,0,0.9893025658190189,1.0033814499851497,1.3221573156916575,1.7619971661854772,1.564603002087889,1.4379868175494894,1.400768229858811,1.352263111911469,1.3271325119701771,1.2919475424695446,1.2625679975182886,1.2390031908641663,1.2201823530732783,1.1977670383686314,1.1974381895861324,1.2435706307377634,1.225351443768997,1.2411847495352994
11-2802965,,,,,,,,,,,0,1.0272811813397371,1.0082460378102585,1.4091826896410922,1.2766782821722256,1.2982848358825856,1.3283011855606246,1.2787487566218296,1.256026309439569,1.2329451804954596,1.2047997790763338,1.1835205234535233,1.167034945412226,1.1474572712555613,1.1519999833032286,1.2038360210161634,1.1868526389546956,1.2182207773505327
12-2802959,,,,,,,,,,,,0,0.9763047548314225,1.001873389037559,0.9982665589720326,1.419911904067142,1.4525625187835178,1.3609533891725258,1.320187433578139,1.2690028987867676,1.2304017851461249,1.2022235109774861,1.1811808946846423,1.1571896741401908,1.1609771977484804,1.2190492161382778,1.1990074271043463,1.21923032686226
