순번_정류장ID,1-2801620,2-2801624,3-2801644,4-2801637,5-2801670,6-2801683,7-2801702,8-2801696,9-2801687,10-2801184,11-2801665,12-2801636,13-2801601,14-2801541,15-2801577
1-2801620,0,1.0088893388680773,1.0241628833447185,1.0108354312112326,0.9976420302015372,1.00258303509413,1.0880399692544196,1.1155032914227712,1.0977765814921434,1.0769199355080052,1.0681994366114311,1.0612961123453588,1.132228156508824,1.3979454259136557,1.364105888599785
2-2801624,,0,1.0467974013113475,1.01228703479942,0.9942906360397378,1.0015755011193497,0.9987290675832299,1.0143416466726372,1.0121569939518722,1.0087228115591322,1.0067653157370622,1.0072036032321927,1.0061653008835278,1.244712377508448,1.2249672308656752
3-2801644,,,0,0.9773212805911825,0.9810761109265022,0.9961110798869401,0.9940451562250997,1.0114478817304224,1.0101639469358032,1.0065000871524958,1.004675916173376,1.0054102387723696,1.0048031929449803,1.1499664974082988,1.1385041124145638
4-2801637,,,,0,0.9823191347202058,0.9986547975969559,0.9958242648789376,1.0147408143173846,1.012136469124236,1.007815326959371,1.005746047400249,1.0063666246895728,1.005643195192953,1.0672194645676025,1.1365812063991376
5-2801670,,,,,0,1.0099967566775823,1.0022378222983008,1.0281159330183205,1.0214118724429677,1.0136005689842058,1.0103511051004521,1.0103329401670522,1.0090712774871815,1.0199341462094265,1.1570731691040796
6-2801683,,,,,,0,0.9854396060839488,0.9985491616572443,1.0009211926557573,0.9976144133353297,0.9960836608265595,0.9990377434519813,0.9989988425711245,1.0134683867408993,1.1816371478688867
7-2801702,,,,,,,0,1.0218994789040174,1.009788340911892,1.0010539880860942,0.9984171870964325,1.0012935176287974,1.0008970880848518,1.0166623995524908,1.2054744746563313
8-2801696,,,,,,,,0,1.0008577855154974,0.9958602803460194,0.9941815664403996,0.9984869161736376,0.9985320688482648,1.0158373348650203,1.2183174039648796
9-2801687,,,,,,,,,0,0.9925479518975455,0.9913626931120194,0.9978287958812382,0.9980198532452367,1.0183702697737185,1.258177282327846
10-2801184,,,,,,,,,,0,0.9892787848550365,1.0016327001309497,1.0007429654065247,1.0272136415824789,1.3597193646745938
11-2801665,,,,,,,,,,,0,1.0102382313114306,1.0052786309784996,1.036411322949214,1.4628686685738983
12-2801636,,,,,,,,,,,,0,0.9987536155310344,1.051831043296222,1.6497936765964816
13-2801601,,,,,,,,,,,,,0,1.085646541753412,2.228113193232683
14-2801541,,,,,,,,,,,,,,0,0.994869676256291
15-2801577,,,,,,,,,,,,,,,0
