순번_정류장ID,56-2806055,57-2807455,58-2807484,59-2806581,60-2806049,61-2807456,62-2806088,63-2805878,64-2804448,65-2805552,66-2805003,67-2805206,68-2805004,69-2806095,70-2806096,71-2805007,72-2805008,73-2806625,74-2806216,75-2802599,76-2802592,77-2802589,78-2802362,79-2802595,80-2802598,81-2803664,82-2805207,83-2805774,84-2807045,85-2805775,86-2805960,87-2806042,88-2806043,89-2805961,90-2805776,91-2805777,92-2806089,93-2805031,94-2807042,95-2806047,96-2807360,97-2807168,98-2806724,99-2807357,100-2807447,101-2807445,102-2803579,103-2802358,104-2804867,105-2804908,106-2805203,107-2803522,108-2803523,109-2805995
56-2806055,0,0.9642454034991341,0.9739414181219408,1.0290798402722565,1.0155840629833226,1.0146971447672746,1.0166769375464562,1.038532977103287,1.0344462105543066,1.0321021074457264,1.0298509991955063,1.1240137277751456,1.1776667466740673,1.2680936952560624,1.3425779071959862,1.467165936587772,1.4507063661219126,1.41798809471087,1.3961449651930857,1.4150031311364653,1.4083595911974196,1.3940768745732233,1.3778677557407644,1.4042197207708371,1.3910468016697213,1.3835916889821418,1.481568541180727,1.472958973414503,1.456316688581393,1.437917665625678,1.4190112636698051,1.4086752434701564,1.5039497765511707,1.560553079361625,1.7083333378236751,1.807890436110638,1.8333075496758997,1.7985237920390214,1.9023240950648503,2.051919381928116,2.0846352502984686,2.0425794239464667,2.117608559770036,2.314431080942894,2.403079020453242,2.527989657000978,2.7578291574442404,2.773805205552085,3.037097415926473,3.173942181831996,3.0854514867087017,2.9663962862693607,2.90740628405642,2.8315761021598678
57-2807455,,0,0.9960508884600985,1.0044302207581999,0.9896975658266863,0.9983745405672926,1.0039427703077084,1.033303006642954,1.0289293224326455,1.026494239325405,1.0242515576786697,1.1383838610024748,1.204303755511382,1.317045248392577,1.4114646867966978,1.5671167655257343,1.5425702303981583,1.4947647151752361,1.4631365894442703,1.4829614003157465,1.4736744307461536,1.4541153803504103,1.432123997949002,1.4624741497807583,1.4451571697194863,1.4339711630149041,1.5475651148148417,1.5362980896405594,1.5144472542097385,1.4911344650388494,1.4666496633201302,1.4535478851179087,1.5623298031578987,1.6277980466927895,1.8012631746388992,1.9192862276205138,1.9470121751230316,1.9021255322712443,2.0221875849307263,2.199860991408554,2.2376134180979923,2.1826904916252445,2.271158144027265,2.5098249160602486,2.6186786417251247,2.773905786642477,3.063741681413259,3.076498381640768,3.4156214545344508,3.5925158976114977,3.4589073896736036,3.2946942660712497,3.2142613077407938,3.112118551703296
58-2807484,,,0,1.010667753097803,0.9869541697691155,0.998906052694746,1.0053616526627687,1.0392324831758668,1.033345453824555,1.030216929756561,1.0273750205355021,1.154456345998383,1.2289840288794618,1.357273967760484,1.465906386190872,1.642838219836808,1.6115677839287779,1.5515195735726297,1.5121061480040165,1.5318197367437179,1.5205097529919802,1.4964726193400573,1.4706770131073552,1.5033624420454292,1.4830534050161248,1.4690195268320534,1.5917017537611313,1.5785764457342517,1.5534291641919855,1.5264326858027355,1.4981120142741937,1.483248159930125,1.5997444842249762,1.670698809480481,1.8603843489325418,1.9898761004441359,2.0190090119431994,1.9673325200153686,2.0972173836823425,2.292498875613253,2.3332727291134217,2.2696987766082692,2.3665016340410276,2.6319877192890724,2.7539888114100752,2.929216084341736,3.2593754055327193,3.269935986852528,3.660394310102993,3.865147023303055,3.6979714353355164,3.5017388923196755,3.406349493346718,3.286102918400604
59-2806581,,,,0,0.9542118069368762,0.9936897006262756,1.0036720552203382,1.0469991254281759,1.0383366375886303,1.0340582559351892,1.030294662341133,1.1806063906044237,1.2703112798809455,1.4274228240273363,1.563152509610507,1.7798137777732608,1.734262976770863,1.649101359144423,1.5942847717348188,1.6129949264009802,1.5978410695617191,1.5659723692874001,1.5326586679032461,1.569113202681149,1.5434320331821698,1.5242222346326513,1.6620728218571075,1.6456613758456515,1.6146469581385765,1.5816068180396678,1.546497061179325,1.5288705127185995,1.657959693315434,1.7378582984330764,1.9530582234710203,2.1024090243462177,2.133147137323577,2.0696945428108258,2.2155415585954623,2.4402541324248244,2.485934820480819,2.407230929928361,2.5178638193753833,2.8290813521210647,2.9738645909924526,3.1842394323091674,3.5867283762146798,3.5913512833321257,4.0770234128653176,4.333790476475463,4.100836351683994,3.8445691992783253,3.721651650237403,3.56857000257867
60-2806049,,,,,0,1.0123691014103473,1.013435771527883,1.065403083486423,1.050971637102961,1.0444223834674142,1.038813981272769,1.2118903898783175,1.3170523727949772,1.504401517530802,1.6695240117949481,1.9275230394215412,1.8642582881274032,1.749179925338039,1.6767340950628487,1.6931813992868343,1.673835490566605,1.633856662609712,1.5923467744963857,1.6319996347745966,1.600825156240901,1.5761887098320444,1.7270650589177017,1.707694578707586,1.6704163086104187,1.6312984386851404,1.5903265620584721,1.5701385431699533,1.7100598182813012,1.7973423722418842,2.0367325381847374,2.2029578061959025,2.234372623724667,2.160046846280288,2.320238575344841,2.5717209755710067,2.621688220038728,2.528451665648043,2.6515357839214047,3.005264618559952,3.1715993407996654,3.4157502684948593,3.889375894589108,3.886865078489512,4.468801077891828,4.779161210011939,4.475039632127484,4.15691120749061,4.006226726168268,3.820568109128637
61-2807456,,,,,,0,1.0152534635089532,1.1219863734104025,1.0766604114244298,1.0616634369282714,1.0504498465841128,1.3057037626465438,1.4704902514504552,1.7835607007393248,2.082077886958711,2.5180536119935213,2.3555057983672687,2.0910040600411692,1.9402792089461882,1.9426733302554282,1.9066043877261476,1.836532924986088,1.763779203568335,1.8126527686737688,1.7622335975224943,1.718606944929741,1.9093700415396406,1.8787451433100437,1.8220654604136055,1.764234582344938,1.7035889694196902,1.6742502213382378,1.8444276535128419,1.9553861426233978,2.2632267431413555,2.485597994683754,2.5185591217345924,2.407335785700811,2.6087202446817668,2.942807966877736,3.005366841303304,2.86423235008335,3.025223008857682,3.5151315732002404,3.752925395002573,4.112516951860648,4.841298611535572,4.806210072256701,5.753960188154101,6.27761596268102,5.672206840417991,5.115161779505189,4.862019534452569,4.5601062343389875
62-2806088,,,,,,,0,1.024332996905255,1.0115721025338886,1.0081455424020416,1.0062632399887492,1.3344479867677088,1.5562671766107323,2.0057308663843165,2.472011314634172,3.126865245314481,2.809477481516888,2.351676070431647,2.1174286039819155,2.1038806591804633,2.0525057442481125,1.9563080038209306,1.8580351902428212,1.9135963807755523,1.8483984213952855,1.790793332738995,2.0095199830216863,1.970369005687922,1.899726172900309,1.829179629081326,1.7561217239004796,1.7217656588411068,1.9115216665721335,2.037577564919431,2.39286018878522,2.6540501024567784,2.687393104524611,2.549912436913313,2.7790641122432733,3.1839747536945806,3.2556071052326176,3.076671726483424,3.2656679947502267,3.8620889071825477,4.158346047398909,4.6161650647126,5.5767385298666285,5.503764580026457,6.771936479500558,7.511599524290875,6.808400950982765,5.971132562566296,5.6053219890693455,5.1812182593759895
63-2805878,,,,,,,,0,1.0015297101292202,1.0003314525695173,1.0002419147057262,1.4504628433604407,1.7820424925701048,2.5349138690096047,3.4546185361059325,4.654566247578749,3.806378107091376,2.836525594865935,2.3980785161814198,2.3720317551074266,2.292751760353758,2.1481368057427055,2.0097198761336843,2.0723510027979013,1.983791553881293,1.8927034954567534,2.14290813171265,2.0943791023648446,2.003087692508697,1.9166487134180172,1.8264131933452301,1.7849455685899678,1.9965509142415663,2.139483628630922,2.550366302824817,2.859008668210936,2.8927412864075226,2.7203875516949743,2.9809492622973845,3.304490328189524,3.3821120438904604,3.1792611015978864,3.386201307563804,4.052985875858689,4.389400664702259,4.9168891885345545,6.051437131939148,5.950944147434103,7.546388026721293,8.486292797962092,7.262541078917902,6.285113902872176,5.8663108024164865,5.387153743407778
64-2804448,,,,,,,,,0,0.9984277811078248,0.9992950203420744,1.834088396412273,2.671645223064956,3.295693139244385,5.41246509344217,3.4552090271883005,2.920467961122784,2.28210110677376,2.58721633903752,2.540620729262977,2.4318183091505414,2.5475392113395547,2.300047597352328,2.373601215581895,2.2320310794422715,2.02950431543999,1.958385536108292,1.9166161156043326,1.8410250105498205,1.7673143496037653,1.6929760945922916,1.658338149734888,1.864969052585344,2.0017891711404947,2.3956446627837105,2.691976758337625,2.7285980373682763,2.5708237663104634,2.827972466204213,2.8249415809220717,2.7595724405182818,2.6297792866022367,2.791749295929459,3.2796681294082117,3.51883859108361,3.882897326505241,4.631951124585131,4.601800714228629,5.594859600664828,6.154772784516823,5.518664779540097,4.942480115484246,4.684345525003178,4.379332015226212
65-2805552,,,,,,,,,,0,0.9958262189337889,1.8786214522668636,3.343917079207921,4.52480300162204,3.1358464410362936,1.895307896693191,1.7576161807895772,1.5614962094537828,1.7991574102919479,2.1307712922222675,2.378996872407279,2.6652046978101507,2.367807177378747,2.446967826749401,2.283528282487546,2.0545935103473347,1.8215882805586663,1.7861028760258655,1.7223649421420462,1.6588364629785048,1.5968865222571431,1.5671363857772964,1.7692759594938308,1.900627959243995,2.277635544687558,2.560458411678945,2.6001330955332445,2.4550900442305728,2.7073650623042878,2.7104819626229895,2.6101935317190534,2.4945027350806175,2.493574453660424,2.9034257069968574,3.1015498485915747,3.398722256010792,3.9981535897014724,3.991513925899512,4.765484368385109,5.195468684830759,4.75365663477138,4.324341366871261,4.128260540859934,3.8930052342389114
