순번_정류장ID,70-2807131,71-2807129,72-2807127,73-2806963,74-2807124,75-2806987,76-2806965,77-2806966,78-2806967,79-2806968,80-2806969,81-2806970,82-2807408,83-2806971,84-2807122,85-2807141,86-2807155,87-2804229,88-2807153,89-2804227,90-2804225,91-2804223,92-2806333,93-2804220,94-2804217,95-2804215,96-2804342,97-2803719,98-2803711,99-2806217,100-2803708,101-2806218,102-2803710,103-2803712,104-2803713,105-2804231,106-2804232,107-2806331,108-2804233,109-2804235,110-2804237,111-2804239,112-2806328,113-2804241,114-2804335,115-2804773,116-2804244,117-2806230,118-2804257,119-2804259,120-2804758,121-2804760,122-2807395,123-2804261,124-2804337,125-2807368,126-2804602,127-2803580,128-2800263,129-2800267
70-2807131,0,1.0003093133244196,1.0011519990688778,0.997694643959967,1.000398802753512,1.0001316073910709,1.0000089289301801,1.000163917219571,0.9987534562491148,0.9995792006175258,1.0000270113216534,0.9998704537030977,1.0004472550541805,1.000066191785147,0.9997833906815381,1.0020514253767245,1.0033077402403734,1.0023311100723493,1.0025385170693177,1.0022243688531673,1.0019397242378962,1.001641833161703,1.0021874054074298,1.0019291166940776,1.001784236662699,1.0018151636770998,1.0018868173132145,1.0389828607944764,1.0722744577208891,1.0891434654051841,1.1418966492134635,1.158528342170864,1.1572634667791424,1.1555383682633606,1.2030595629493515,1.191435214654918,1.1885517828598047,1.1840833109696183,1.176531999642946,1.2209125858707963,1.2554331536656451,1.2522460517500889,1.245190287867277,1.238244096667047,1.2273997023383565,1.2148869309152701,1.2027773520937028,1.1981166485352988,1.195083079911522,1.191041123812945,1.1876307614554165,1.1851411005770098,1.1834937098336291,1.182046549511112,1.1812407335698851,1.1786095767746199,1.1769111839992028,1.1756752244721353,1.1740667036256052,1.1723555597687056
71-2807129,,0,1.0021031056705023,0.9961135187400347,1.0004295635364904,1.0000801602627523,0.9999392018593807,1.0001322055420778,0.9984587562559871,0.999448271365641,0.999980105663793,0.9998020242918916,1.0004663253095798,1.000036180552968,0.9997237198182958,1.002209750351863,1.0035694611653645,1.0025013130107254,1.0027213215188135,1.0023757653972367,1.002064548631956,1.001739568836354,1.0023226461910477,1.0020367302508217,1.001876328796912,1.001906490873745,1.001977666937701,1.041270152607146,1.0763873797498655,1.0943611780697378,1.1504373173017006,1.1678133469589678,1.16638684607857,1.164435694543595,1.214690335514576,1.2017196877319392,1.1985251903909524,1.1935935598160274,1.1852514831150438,1.2319194606732555,1.2684591149671087,1.2646175110742868,1.25687833039854,1.2494088886699959,1.237403267040881,1.2239323312835928,1.2106985937826908,1.2056390635712868,1.2024368897192215,1.198145469172761,1.1944209124030263,1.1917486409601292,1.1899195193478622,1.1883633506716593,1.1875541179047004,1.1847833382541357,1.182967543803349,1.181551288202673,1.1798840272549767,1.178104511352425
72-2807127,,,0,0.9892006498781477,0.9996816871336807,0.999382246582687,0.9993789351872944,0.9996601158034012,0.9977238190217531,0.9989477938567614,0.9996136196403695,0.9994331704074335,1.0002354724329483,0.9997821887438254,0.9994584977179545,1.0022190967917044,1.0036924239204852,1.002533429656795,1.0027697580319175,1.0023963164737764,1.0020617428841596,1.0017142769280005,1.0023376076432007,1.0020325788421094,1.001863048615264,1.0018953258913343,1.0019709221802502,1.043362162744164,1.0805114505395357,1.0993408909196376,1.1587205849720843,1.1769019784814898,1.1752172732708934,1.1730323061254426,1.2260738098357333,1.2117130307054327,1.2081997995658782,1.2027954837377703,1.1936486672351128,1.2427076814990345,1.2810792780712634,1.2766364001735497,1.2681238728950326,1.2599879684477113,1.2470274067250111,1.2324094630448175,1.2181847178578835,1.2127920331768245,1.2093703338630144,1.2047251970925026,1.2007463544050738,1.197896750930585,1.1959945455254106,1.1943315714592817,1.1934168544154606,1.190411131543249,1.1884831504531332,1.1870378594713535,1.1852677130644578,1.183377183065504
73-2806963,,,,0,1.00630408025204,1.0037233976228446,1.0023226473386821,1.0023989274181917,0.9995283906425274,1.0008506797032326,1.0014450156817203,1.0010835479684197,1.0017716977560078,1.0010421089794121,1.0005551009802671,1.0032888966028262,1.0048278364032128,1.0035351389343412,1.003757857612942,1.0033182804423735,1.0029271986433472,1.0025169826764764,1.0031618797182742,1.0027677953471656,1.0025398702839863,1.00255224763755,1.0025949338849964,1.045907860283489,1.0849416778049346,1.104751233434714,1.1676347806958451,1.1861705585346134,1.1843048998659444,1.1818740868062332,1.2375983549579466,1.2218024410743589,1.2179623015391607,1.2120751073736895,1.2021065326952,1.2532005761833243,1.2935746316036052,1.28842317874075,1.279295817780883,1.270488287110797,1.2565751723726228,1.2407359039780737,1.2255960483755741,1.2198141577603734,1.2161766083401615,1.2111786471316672,1.2069500694881914,1.2040407091468859,1.2019008460508906,1.2001892045142963,1.1992772863877386,1.19603467949241,1.1940495935225004,1.1925796214752715,1.1906019960981877,1.1886022176296058
74-2807124,,,,,0,0.998366152299316,0.9989610457131222,0.999634470520011,0.9961131687168284,0.9984123137257063,0.9995703797209726,0.9992938163718488,1.0004908542139777,0.9998202705286097,0.9993843265640613,1.00283797222802,1.0046188705258778,1.0031614564976936,1.0034261364540624,1.0029469377628184,1.0025245643957863,1.002089063468555,1.0028153979811585,1.0024150432698236,1.0021919120768614,1.0022174721604906,1.0022839536766281,1.0492020766764292,1.0916214471991046,1.1132966225898717,1.1818263449928137,1.201695317261424,1.1994931598591794,1.1966063757580276,1.2568939665653023,1.2384627661647223,1.2340288336440928,1.2272683689712276,1.2158246273642908,1.2709012310806982,1.3144529820491444,1.3083435730762891,1.2978627175535427,1.2877615424128424,1.2720274038068444,1.2544327710774745,1.237572902005337,1.230981768790997,1.2270379997500906,1.2215316162520637,1.2168725469569015,1.213610491436836,1.2113124236655624,1.2093663345630512,1.2084267239294657,1.204929923346228,1.2027026607780813,1.200992038204596,1.1989500746135762,1.196765904350296
75-2806987,,,,,,0,0.9993689755054402,1.0002911843925164,0.9953904801731202,0.9984244081584415,0.9998453338988214,0.999477365060084,1.0008254945494859,1.0000032208271568,0.9994948929481353,1.0031851610756415,1.0050764730302233,1.0034948699381174,1.003765099461556,1.0032388843152034,1.0027779887330417,1.0023033387739528,1.0030649748853293,1.0026194465136828,1.0023702336306481,1.0023904737773197,1.002448866210183,1.0513248358576983,1.0957013383749563,1.118151831132491,1.1901242910789285,1.2104579524284835,1.2081667938145355,1.2049009026031725,1.267723020948511,1.2477542300750286,1.2429768951164786,1.2357136289008679,1.2234231577389725,1.2806016667117797,1.3258229651096711,1.31915786369581,1.3080553002303525,1.2970869020256692,1.2803360601520963,1.261769358181819,1.243963635293704,1.237064929544925,1.2328514790037834,1.2270675000002638,1.222173569582238,1.2187505118647317,1.216335081438157,1.2143520498381886,1.213186686272301,1.2096424703901325,1.2072553867269806,1.205588067772309,1.203282488137112,1.2011682642287436
76-2806965,,,,,,,0,1.003134556230606,0.991893612978436,0.997793280876988,1.0000831242466866,0.9995213247456151,1.0012603532128976,1.0001459974022986,0.9995186447328107,1.0036724093717215,1.0057586563600731,1.0039606553138214,1.0042410609088905,1.003635420965104,1.0031105140818763,1.0025723700034443,1.0033945597983396,1.0028777696646625,1.0025891181189266,1.0026022811481452,1.002650291027614,1.0546940188226597,1.1019893028011187,1.1263462599525997,1.2034002567332498,1.224734041771533,1.2218738337510031,1.2182568689690694,1.2851820072192588,1.2626103717128305,1.2572567096602891,1.2491532430519081,1.2354535499479296,1.2961025202661494,1.3442861699767796,1.3361954446166315,1.323920580121401,1.3120101817159535,1.2934888276894831,1.2731302153239592,1.2538797598949984,1.2463801350888057,1.241771210889024,1.2356815029086499,1.2303453522432157,1.2266660545982264,1.224063852718402,1.221928652865166,1.2207464265601218,1.216817902694199,1.2143890318612773,1.2125518456371038,1.2101525330784177,1.207770189492455
77-2806966,,,,,,,,0,0.9874113542042665,0.9963167679264749,0.999493648860275,0.9989740448350594,1.00105989185723,0.9999109647448766,0.9992830089557847,1.003695644645333,1.005864484776097,1.0039922247217015,1.0042813303282123,1.0036526387462406,1.0031097286171395,1.0025551404188515,1.0034023004780384,1.0028709756562855,1.002575903669408,1.00258989778506,1.0026397963822677,1.0558017278547494,1.1042737229698834,1.1290890478068114,1.2080252090876527,1.2296616586494529,1.2267952178394406,1.2230070262898212,1.2912618295978717,1.2677434791157882,1.2621817027142759,1.2537758751534214,1.2395711805322744,1.3013992550149938,1.350472689848561,1.342301927474723,1.3295973705051065,1.3172767445106157,1.2981455087969098,1.2770857042992183,1.2571453601646985,1.2495841913144399,1.2448596227493087,1.2386161793693455,1.2332144396357727,1.2293784523727747,1.2267107741038425,1.2245222666232964,1.2233765575651279,1.2193538307562208,1.216746518778933,1.2148708792889933,1.212479760995878,1.2099842536490333
78-2806967,,,,,,,,,0,1.0164953236795193,1.0091449905568033,1.0049511042742556,1.0054147669221367,1.0025441200252028,1.0012509451351668,1.005454863161578,1.0077372307308146,1.005548728627596,1.0057942866829326,1.0050146400793452,1.004349768498414,1.0036659355326354,1.0045468644759408,1.0038415510760146,1.0034403179523776,1.0034187216397579,1.003411449827477,1.0596964066368746,1.1109827422545284,1.1373454270179824,1.2214531829186213,1.2437051841581042,1.2406084788478526,1.2363285708267608,1.3084923797781276,1.2822572163519212,1.276101727830526,1.2668358126702681,1.251196069937787,1.3161997770665055,1.3680980605613708,1.3584423406259978,1.3446781302555928,1.3312405626332642,1.3104554404329571,1.287723593220057,1.2664695270636024,1.2581811306063766,1.253217892372612,1.2464855210597843,1.2407288646346726,1.2366482210588787,1.2338707731220628,1.2315376163757619,1.2301902578745811,1.2259191433806964,1.2232861259928383,1.2213055782248716,1.218774860497186,1.216131028356939
79-2806968,,,,,,,,,,0,1.0039500465726015,1.0006803181842128,1.0032700230815892,1.0008450835467932,0.9998134885395231,1.004829567129992,1.007279777948172,1.0050151273174555,1.005297962010233,1.004516042024113,1.003851801635969,1.0031767163098753,1.004105829478657,1.003431825179005,1.003056777748523,1.0030510897974825,1.003071055807259,1.0605874139486713,1.1132422884721294,1.140333744414841,1.2268889269298,1.2496471468619124,1.2462518695576768,1.2417468421523477,1.3160452544449264,1.288522318596014,1.2820879360761122,1.2724197411101066,1.25611380114306,1.3223840866264103,1.3755494837073308,1.3654774280990751,1.351169985045904,1.3372151962418168,1.3156695729816816,1.2922640440925586,1.2702613600820067,1.2616385879894616,1.256613808392655,1.2496954770994306,1.243781419112252,1.2395925736029603,1.2367384251359954,1.2342078739573892,1.2330283668752111,1.2286460753976853,1.2258184862755692,1.2237926111461588,1.2212647746870653,1.2185565626096668
