순번_정류장ID,15-2807548,16-2807626,17-2805703,18-2806807,19-2807439,20-2805702,21-2805700,22-2805698,23-2806024,24-2806031,25-2806083,26-2805637
15-2807548,0,1.0305403061996712,1.0305242780178674,1.0281633274450435,1.0283620441014163,1.0277102162200165,1.0275309475960377,1.0690282817052137,1.0921366692924555,1.1332700425745645,1.1694622290729986,1.181782656592953
16-2807626,,0,1.0296295595461111,0.9716507723304232,0.9880552515181834,0.987929179223894,0.9907813308496328,1.5381851113429683,1.972949238316217,3.2098587640627807,5.507345884611044,5.067314112203251
17-2805703,,,0,0.9286389436102364,0.9674411913261993,0.9738959318666203,0.9799031763525637,1.2901712775695187,1.673917962822008,2.75494865860272,4.714470510852883,4.425897075153207
18-2806807,,,,0,1.045645090559294,1.0114758302346454,1.010985176253635,1.1540451417414,1.5706078129626313,1.941850858798334,2.350603911606629,2.422661020391015
19-2807439,,,,,0,0.9875307271429704,0.9960720582536485,1.1760835948639583,1.6987266415724689,2.1646383632473274,1.8594878445081167,1.879650212065395
20-2805702,,,,,,0,1.009657442065862,1.004830805039392,1.1897006806233852,1.5862609456383505,1.4484829364093719,1.3560009123834327
21-2805700,,,,,,,0,1.0036752397086994,0.9972540735372986,1.1670258035156358,1.1339551541031156,1.1124247190938252
22-2805698,,,,,,,,0,0.973443603828975,0.9994908376759339,1.0023888593619705,1.0045319163041162
23-2806024,,,,,,,,,0,1.0148585464178126,1.0116186660634345,1.0109506354143782
24-2806031,,,,,,,,,,0,1.0078081987706378,1.0073535724329847
25-2806083,,,,,,,,,,,0,1.0069708733629217
26-2805637,,,,,,,,,,,,0
