순번_정류장ID,17-2805383,18-2805381,19-2805379,20-2805377,21-2805375,22-2806790,23-2805387,24-2800921,25-2805386,26-2800916,27-2800913,28-2805297,29-2800872,30-2800888,31-2800889,32-2800871,33-2805296,34-2805295
17-2805383,0,0.9745004413770967,0.9941201514902759,0.9960121731036299,1.000843484988698,1.0044996193789302,1.004301686398788,1.0096901946684955,1.0089856709598866,1.0091936509409731,1.0080335115393029,1.0163308243933642,1.0566932297117537,1.0526993407742273,1.1843297947586915,1.3086519283836295,1.404280837022606,1.644758282596938
18-2805381,,0,1.0081017580815037,1.0009449186081472,1.005537264827108,1.0087940576448275,1.0067822687980565,1.0118767184820472,1.0108848899135954,1.01095013710949,1.0093592487853782,1.0177223480270228,1.059359365634837,1.0550797332825765,1.190763955235955,1.3194939111634383,1.418531130022454,1.667277130241516
19-2805379,,,0,0.9975479384813052,1.0046807002937752,1.008966874675797,1.0066077657003765,1.0122373022397877,1.0111179898367826,1.0111679778163962,1.0094331092926723,1.0181934310146392,1.061803779358483,1.0571759521138193,1.198976872817101,1.3343480116132547,1.4385598438277278,1.6998918857738423
20-2805377,,,,0,1.0054120515353413,1.0140751449469496,1.007466399893337,1.0142036241572554,1.0125532854006714,1.012463919547751,1.0101434890564063,1.0197722346314535,1.0681711285408044,1.06261494621555,1.2191893454341427,1.3709388866300138,1.487939773984081,1.780219569215489
21-2805375,,,,,0,1.007386750885546,1.0047249293395513,1.0133315587639318,1.0116599145464726,1.011663209361551,1.0094201508812721,1.0196827624960507,1.0704870902236132,1.0645034508543967,1.2283539754670467,1.388289075184731,1.5117235075027073,1.8195378992295737
22-2806790,,,,,,0,1.0039886737094665,1.014240947791023,1.0121928443585122,1.0121299589818273,1.0095748990294333,1.0204255107029758,1.0741745288641777,1.067580187530412,1.2403681796189603,1.4105558624803558,1.5420475087788967,1.8692152746196804
23-2805387,,,,,,,0,0.9927080626453793,0.9961370280230417,0.9992843985297489,1.0011037478093223,1.01709031809708,1.0848341864275464,1.0756758497175207,1.2892809060142434,1.5079983438922555,1.6781624497256833,2.097713611389069
24-2800921,,,,,,,,0,1.0031498818794296,1.0068730093139424,1.0020417615248631,1.0224998590204453,1.109209071798775,1.0948246803078225,1.3628531099708725,1.6526791659810494,1.8802766402438185,1.8377028852165094
25-2805386,,,,,,,,,0,1.0116891835193422,1.0017225153766007,1.0258470255656227,1.1264461891497168,1.1076765818256158,1.4141132853414025,1.7583119099342384,2.0307674259045303,1.9448147097553452
26-2800916,,,,,,,,,,0,0.9988688339743674,1.0280296070083723,1.142918575391572,1.1193314163791575,1.4638862826825196,1.865566604927073,2.1864411342253876,2.047495731649324
27-2800913,,,,,,,,,,,0,1.0620978071326062,1.2878699451056022,1.2081027054148117,1.8177819612430375,2.7389967931263994,3.545948175132312,2.702522478328019
28-2805297,,,,,,,,,,,,0,1.0131054804139679,1.0015232932117113,2.156086975543597,4.962753690036901,12.038664033134939,2.8505784084227566
29-2800872,,,,,,,,,,,,,0,0.9898571135752021,3.4623331720835346,3.546153117245382,4.739158476754635,2.2792697289872357
30-2800888,,,,,,,,,,,,,,0,2.7566399639446977,2.918698024483535,1.9525805787648987,1.5807393195389372
31-2800889,,,,,,,,,,,,,,,0,1.0086353689707803,1.0073695023069154,1.1696093892684962
32-2800871,,,,,,,,,,,,,,,,0,0.9936226855125896,1.2047681318701084
33-2805296,,,,,,,,,,,,,,,,,0,1.0103141023236344
34-2805295,,,,,,,,,,,,,,,,,,0
