순번_정류장ID,9-2801663,10-2801672,11-2801654,12-2801609,13-2801181,14-2805902,15-2801508,16-2801495,17-2801478,18-2801468,19-2801456,20-2801179
9-2801663,0,0.9707366666666667,0.9765595930232558,0.9923013238552292,0.9952856010839713,0.9939048270460197,0.9961230974067236,0.9956192236402776,0.9940320165216563,0.9967174036944847,0.9967468179704311,1.2109005759424307
10-2801672,,0,0.9810618556701032,1.0012633958751231,1.0024879125005866,0.9999469716463477,1.0017547232595112,1.0003286954261494,0.9979922751042113,1.0008767861917114,1.0006593564179949,0.9996983297343143
11-2801654,,,0,1.0247406129441927,1.0155891474822865,1.0095588775435245,1.010079317592868,1.006573638281982,1.002763887718605,1.0060509230501065,1.0053929078561648,1.0032746167496573
12-2801609,,,,0,1.0054276972196354,0.9977290974270883,1.0023172600184618,0.9995470290434317,0.995727930035864,1.0006345348408234,1.0003166981662153,0.9990290583465435
13-2801181,,,,,0,0.979614036186064,0.9994815133745293,0.9964036194912088,0.9917980434958364,0.9989416746442393,0.9987353690222005,0.9976423050198506
14-2805902,,,,,,0,1.007063273930904,0.999040681529218,0.992716411313126,1.0009716228171266,1.0004449488249685,0.9986783945269987
15-2801508,,,,,,,0,0.9920413916391639,0.9856524079993403,0.9986002964303722,0.9983520736925231,0.9970687408634545
16-2801495,,,,,,,,0,0.9719647899020097,1.0004209291493436,0.999497946699487,0.9972779955973273
17-2801478,,,,,,,,,0,1.0474886681012776,1.0211507064022465,1.004364321670345
18-2801468,,,,,,,,,,0,0.9972775564409031,0.995578580929692
19-2801456,,,,,,,,,,,0,0.9950859950859952
20-2801179,,,,,,,,,,,,0
