순번_정류장ID,1-2807348,2-2803664,3-2805207,4-2805774,5-2807045,6-2805775,7-2805960,8-2806042,9-2807366,10-2802317,11-2802320,12-2803641,13-2807640,14-2806858,15-2802344,16-2802340,17-2805421,18-2806664,19-2806665,20-2805423,21-2804853,22-2805042,23-2804898,24-2803800,25-2803817,26-2804957,27-2803810,28-2801820,29-2801828,30-2801904,31-2804910,32-2801833,33-2802219,34-2802216,35-2802209,36-2802202,37-2802188,38-2802186,39-2804814,40-2807105,41-2802127,42-2802109,43-2802087,44-2804799,45-2802048,46-2802019,47-2802005,48-2801932,49-2801908,50-2801715,51-2801690,52-2803662,53-2800165
1-2807348,0,0.9940373139745917,1.0022168607685171,1.0015164852436924,1.0021533181268711,0.9992419051637403,1.0087197824575291,1.0937254505720992,2.8646210595747568,2.5625031485303786,2.337477852539317,2.1968018692542977,2.2870807106173032,2.61974388915959,2.770081230356291,2.4273842925177127,2.1692012695711473,2.107394034451192,2.0553663895862537,2.0157956575822293,1.959734227625099,1.9240871438500473,1.9624888450471227,1.9386284718320872,2.025341254527302,2.085823554113767,2.186021570809549,2.3406694900635663,2.408007660785096,2.397312518997368,2.3211521662398824,2.2172590506082694,2.162297752068887,2.1382747068567505,2.108493998752127,2.0774412238472384,2.0127262989783072,1.9467105955736161,2.074483187860945,2.1541159417317464,2.0723784745851437,2.0387128065300106,2.018528393792357,1.9885156760852685,1.953740487916657,1.9291058875100302,1.9729010797017572,1.947289917523954,1.8740410562234775,1.8158160594796526,1.79123405304881,1.7604105280333022,1.738698854477297
2-2803664,,0,1.0189494527760297,1.015252292110192,1.0132196091132473,1.0047578834373954,1.0205447319395182,1.0171205092292768,1.4885748782972181,1.3909534346944055,1.3481965691503037,1.4658781186196574,1.642753627361216,1.8809205160229447,1.9994695904293622,1.8231131654580366,1.6865011484323884,1.6533039891033046,1.625265020992677,1.6032328522828145,1.5721298884798802,1.5449838841956771,1.5297802467737212,1.5369980658629492,1.5832916492287608,1.6157300478614953,1.635319538751849,1.742808943934665,1.7921986299434736,1.7940155625090326,1.7571213506775443,1.7063141969997744,1.6786031647355664,1.6665197158618246,1.6512257997186697,1.629286266649975,1.5956038527932188,1.5616448114940444,1.661640989243628,1.7262805249707271,1.6806618694444484,1.6618539749083934,1.6505283678511908,1.633247092223574,1.6133502063928786,1.5991600051007737,1.634730539416484,1.6310115225933226,1.5869063596608453,1.550908724927559,1.5366281008807794,1.5174250786451524,1.5052153494146656
3-2805207,,,0,0.9903380718235214,1.0018234320351493,0.9904195831541078,1.00442936008109,1.0012161362072551,1.0989058483901295,1.0797857614413187,1.0706376643433015,1.17346087042351,1.31450239009797,1.5020743070819318,1.6008203049373657,1.5032868657239669,1.4265114360361184,1.4072768108677824,1.3914003560674602,1.3785200301396776,1.360444825306186,1.3442221536242493,1.3350816558006942,1.3542097248448408,1.3957569347268473,1.4293174510638806,1.448903511456536,1.5431183372465382,1.5873062001896325,1.5925352253614167,1.5664570695765898,1.5306313274376506,1.5107861014099897,1.5020252538163834,1.491153406623884,1.4686433696894319,1.4446602634774617,1.4205434756920394,1.4713423943562307,1.5290081414409178,1.497926307913011,1.48523182409005,1.4775749843614103,1.4657311093718541,1.451969623230391,1.4423128302997528,1.4740817714856866,1.4791247879834337,1.4478167217979343,1.4216588694808703,1.411949995096713,1.3978888846992106,1.3900747859664142
4-2805774,,,,0,1.0073572364092507,0.9904381843902271,1.0062368854839436,1.00237803785651,1.0144244017842519,1.0104160390318961,1.0080030896145742,1.1064132094740937,1.2385670930290218,1.4136147649277961,1.507564157248196,1.427367663142154,1.3640714542065595,1.3483076957115752,1.3352056015840448,1.3244276377140838,1.3093019530531445,1.2956173321705073,1.2878904626386114,1.3094216700342827,1.3496388276346134,1.38303922372237,1.4025083932335927,1.4932768428758492,1.5359979802377326,1.541794084217363,1.5183947715201493,1.4862846146502149,1.4683987343195002,1.4606234134780072,1.4506977937206413,1.4303258596926156,1.4085710764121386,1.3867927602606618,1.436599742890322,1.4930199537755144,1.4645701071895794,1.4529195530893673,1.445891129621571,1.4348433087495511,1.422279056814538,1.4132771493914393,1.444360262026969,1.4510361755975665,1.4218549103287565,1.3974442231010897,1.388549193205388,1.3754257324750017,1.368381400285527
5-2807045,,,,,0,0.9725396926010952,1.0047096914985059,1.0000848080016784,1.0017107838490407,0.999764686085081,0.9982618431082644,1.1022266152495668,1.2425760386046438,1.4294104674438597,1.530096127875705,1.4416321631718032,1.3730197323358904,1.3558915824997073,1.3418926499805754,1.3306368386540504,1.3145940040642279,1.2999635088156007,1.2920078198443363,1.314198482791991,1.3559123749725601,1.390222142875811,1.4103298073439436,1.5047035503679957,1.5491340538793594,1.554909074859903,1.5301175652653596,1.4961967732962835,1.4775475097328559,1.4690611818218178,1.4588032118065315,1.4374841010952142,1.4147828305272605,1.3922243297824262,1.375297687275705,1.4213318388093077,1.3978085039284665,1.3881757229665221,1.382253541255874,1.3729823922542055,1.3625175019784843,1.3689780894458574,1.4072901786372294,1.4158720550219765,1.3892597282549648,1.3668707165315226,1.3589380037041523,1.3469129804028575,1.34079440449006
6-2805775,,,,,,0,1.0265161209571507,1.0128837034788944,1.00499409239195,1.0022201059416358,1.0005574939834423,1.1128740149284666,1.266065306281019,1.4736901202857662,1.5847930053621266,1.4795444183022959,1.3999024696706943,1.3805901922776966,1.3646217666867888,1.3516794452894432,1.3336495609482284,1.317535333543619,1.3084991390093088,1.3308256138022563,1.3746080424033913,1.4104627963642005,1.431223349986078,1.530950967917293,1.5779506106644823,1.5836952405343332,1.5563908837088503,1.5191649992366472,1.4986549169214076,1.48962022196369,1.4784577141860955,1.4553901453771956,1.4309284399947841,1.406646874414285,1.3883991914894622,1.3955335173345267,1.3732678996847305,1.3642334013921478,1.3587857924330782,1.3500372762963153,1.3402043161808375,1.3800336894186678,1.4196152066886416,1.4277582226880272,1.3996666504008983,1.3761463322263217,1.3677528609816303,1.3551552044610795,1.348646131909127
7-2805960,,,,,,,0,0.9831726462876407,1.0007089423443154,0.9984908891338282,0.9968017245726386,1.1247754029873493,1.3022157406893025,1.5475519270894724,1.6792615718042043,1.5408718698315236,1.4409423758896194,1.4171077857304502,1.3980136484868884,1.3825431559938928,1.3611521555157018,1.3422631741607858,1.3317435128657038,1.3537106615347725,1.4013893232786585,1.4395302554857052,1.461875468153931,1.5708709837706112,1.6221971828790256,1.6275213825169061,1.5961994655930327,1.5532478939345886,1.529949169564839,1.519749392550762,1.5071155710509931,1.481391466295238,1.4541045147966398,1.4269476962860834,1.406823390596127,1.4138813211383645,1.3894878184482464,1.3796058333916532,1.3736568718946292,1.364160249817756,1.3534836297310777,1.3952018730497415,1.436773361413731,1.4442822518453236,1.4139401669006448,1.3887153084884578,1.379637182180474,1.3661875898241647,1.3591077549077988
8-2806042,,,,,,,,0,1.002472061893651,0.9996514359604571,0.9979696676083479,1.134333928714244,1.3257014545946073,1.5933004069846222,1.7378561318248962,1.5778065214061836,1.4652545339704781,1.4388285351757781,1.417704517326972,1.400468620220957,1.3771071302180184,1.3566068985881483,1.3452302637632352,1.367586104480973,1.4170238938271027,1.4560707786892442,1.4791100670444421,1.593015084049567,1.646622988710744,1.651646970783241,1.6177282732462077,1.5719372989302172,1.5470994980496022,1.5362597648077554,1.5228164276033789,1.4953818663259542,1.4665760774908718,1.4379480114468408,1.4170946414162295,1.423936694065007,1.398399720665527,1.3880621371317974,1.3818438077105424,1.3719472966397703,1.36081886239111,1.4034763502900747,1.4460434330469183,1.4531630754136473,1.4216356275869033,1.3955168223976153,1.3860755195999916,1.3721794571699273,1.3647943953310688
9-2807366,,,,,,,,,0,0.9910272199776712,0.9885801541534396,0.9980347454623729,0.9957397596875452,1.1264494403798633,1.3204522927906328,1.2255552762135826,1.3928851584436033,1.361051372614535,1.3357489361981274,1.3167757711469597,1.2920317538036434,1.328781484765189,1.3818741109126407,1.4087988624776393,1.5119936472973425,1.6009418588515245,1.7030020445085092,1.896724691203098,1.9878208658669636,1.9847864971049232,1.9074522143368005,1.8087805430469692,1.7587948805898583,1.7377837975286046,1.7116300670027038,1.660725647100615,1.6095307776266696,1.5599982428490138,1.5252943634357226,1.5514003164566759,1.508873239677927,1.4918999069497136,1.4817991387661578,1.4662238361991036,1.4487413156388456,1.5035656054857485,1.5592093926449682,1.5599544974505695,1.5122073131015008,1.474207580159062,1.45997053519631,1.4403051920745107,1.4289606002087558
10-2802317,,,,,,,,,,0,0.9844939703415586,1.004376122209698,0.9989204075081519,1.0052107067664438,1.0044205675494993,0.9996213304663186,1.5320147435691882,1.474674722445522,1.4330663030986799,1.4022116813275807,1.3628234556985004,1.4050101240878716,1.4707820900757675,1.4918464279138741,1.6208798898574641,1.7280213590248035,1.76533688850311,1.9972266980707674,2.1068710682255793,2.0989135034421342,1.999455969751516,1.8760506478010324,1.8151990055195948,1.789959217231136,1.7586599810744907,1.6986650635356477,1.639314956430669,1.5826796864132953,1.5435847894399,1.517429241490702,1.4759146264285272,1.4594724428830672,1.4497135880357084,1.434612606922032,1.4177683601864683,1.4584907259222204,1.5145433615228512,1.5185642238156403,1.473504853744219,1.4376409900821736,1.4245389497442362,1.4060773242976357,1.3958873882843852
