순번_정류장ID,17-2802710,18-2802734,19-2802756,20-2805155,21-2802794,22-2802852,23-2802880,24-2802890,25-2802893,26-2802896,27-2805500,28-2802934,29-2806811
17-2802710,0,1.003527789234894,1.0222547611324777,1.00984018624568,1.0056804347712933,1.0044741030741686,1.0084917777932785,1.0096376587572151,1.0075758511197082,1.0079926736916125,1.0056447299216131,1.0918883625819908,1.0874205374164527
18-2802734,,0,1.0631597916188853,1.0147647193710791,1.0053231971006633,1.0035631261465285,1.0094990562996733,1.0109587072492927,1.0080478332579195,1.0085234171463857,1.005531335937207,1.0046036714080464,1.0048693065928818
19-2802756,,,0,0.9383238513258502,0.9677464032034432,0.9806642854612972,0.9941036752378657,0.997896705235586,0.9966037307198453,0.9987635863643355,0.9971968518646368,0.9971579357752086,0.9979281240799235
20-2805155,,,,0,0.9904472251656166,0.9955311073945327,1.0070100221726621,1.009451214139407,1.0058675151409444,1.0068233142797496,1.0035095266073526,1.002662332651975,1.0031118620021866
21-2802794,,,,,0,0.9952945659971305,1.0117680816713166,1.01399573422023,1.008457666952641,1.0091080934005856,1.004743354889821,1.0036011330593755,1.004032618306054
22-2802852,,,,,,0,1.0076876461314495,1.012824917836869,1.0052349228188324,1.0069288184065956,1.0021516355490134,1.0012363331911291,1.0019642988680728
23-2802880,,,,,,,0,1.0220938464825373,1.0033605811285804,1.0065693671498648,1.0004860067077306,0.9997112964326996,1.0007640033189589
24-2802890,,,,,,,,0,0.9895932406851656,1.001042488490122,0.9961638050227507,0.9963366007065307,0.9979586180753487
25-2802893,,,,,,,,,0,1.0118017400260975,0.9986217378538489,0.9980768390226845,0.9997818884167985
26-2802896,,,,,,,,,,0,0.9899074128971673,0.9928795093336605,0.9961518162658287
27-2805500,,,,,,,,,,,0,0.9968629764530857,1.001402881054349
28-2802934,,,,,,,,,,,,0,1.0090411621022106
29-2806811,,,,,,,,,,,,,0
