순번_정류장ID,1-2803778,2-2803779,3-2803781,4-2803783,5-2803785,6-2805590,7-2806868,8-2803787,9-2803788,10-2805589,11-2803786,12-2803784,13-2801997,14-2802017,15-2802049,16-2804800,17-2802084
1-2803778,0,1.4666821551523854,1.1065778343455295,1.0694354463206104,1.0468906001212597,1.0352295287873263,1.0298414491266648,1.026885857574242,1.2243757745536326,2.1232911789527487,2.6871722675796077,4.926262827676712,3.402994435067722,2.832837490186009,2.5873191950435594,2.4259542636958695,2.333854260240156
2-2803779,,0,0.9913267530203014,0.9889753453848794,0.9974383063858581,0.9928662075777845,0.9947031254216251,0.9967271841532729,1.2026847021944485,2.1489371428571427,2.7602288844086607,5.333373742905246,3.5221960153979652,2.891518110633189,2.6268543654672514,2.454732841088403,2.357255860195524
3-2803781,,,0,0.9844501370724911,1.0013594719535244,0.9936205535166375,0.995956534334187,0.998352998428949,1.2669837455247976,2.7286246541423784,3.931328450481242,14.1999847400564,5.03469883912314,3.62390025190247,3.1441272342311293,2.854797425211274,2.700078187366
4-2803783,,,,0,1.0098163057664615,0.9967573760982542,0.9987081677046226,1.0009320798887507,1.1737758286657858,2.7096293524240624,4.062802472934791,20.45697279500096,5.280585046975598,3.674265625562973,3.156853067032205,2.8511917585713373,2.6896827787215765
5-2803785,,,,,0,0.9684980901055142,0.9885299718672639,0.9956937490446996,1.0000089683149431,1.3589676618945785,1.8433789837584662,3.983388490383355,2.7049623285149824,2.2671921721528605,2.0815722727358854,1.9641015877693664,1.8969289021123674
6-2805590,,,,,,0,1.0032409468994306,1.0058789311784944,1.0071325891885194,1.0245219025768313,1.370469765717028,2.687046701617613,2.120488187164553,1.8727790513833993,1.7565905260604855,1.6826248959705996,1.6387481301421094
7-2806868,,,,,,,0,1.0086243215781519,1.0088633817047263,1.0025906735751295,1.0030315803203347,1.7172570716239532,1.5642295942858402,1.4633628017392901,1.4069077799042395,1.3721629640517556,1.3500224714188795
8-2803787,,,,,,,,0,1.0090399158148593,1.0008127718367623,1.0016897847694621,1.1677043987449287,1.1883147543452959,1.165916344635031,1.1447411138376113,1.134165807213854,1.1258821775581707
9-2803788,,,,,,,,,0,0.9954433337034015,0.9982062096517662,0.9970659079879428,0.9985701314398827,1.0097246595648828,1.003823364457915,1.0043754808682612,1.002491621018904
10-2805589,,,,,,,,,,0,1.0055331010006945,0.9984547561696133,0.999925710303667,1.014452514678429,1.006245063285842,1.0066985814122604,1.004211570304395
11-2803786,,,,,,,,,,,0,0.9950812096106302,0.9988298592891722,1.0157247977796848,1.0063317421135993,1.0068249635054274,1.0040776415645065
12-2803784,,,,,,,,,,,,0,1.001434318698618,1.0245421753697481,1.010215255863124,1.0102963572770152,1.006507257128099
13-2801997,,,,,,,,,,,,,0,1.0300445937280127,1.000051328958053,1.002695780581252,0.9976331943822312
14-2802017,,,,,,,,,,,,,,0,0.9446779590700416,0.9754260372477862,0.9733156741773962
15-2802049,,,,,,,,,,,,,,,0,1.010779784843654,0.9931748236924091
16-2804800,,,,,,,,,,,,,,,,0,0.9664258292200205
17-2802084,,,,,,,,,,,,,,,,,0
