순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2800284,21-2800285,22-2803933,23-2800287,24-2800288,25-2804793,26-2800291,27-2800296,28-2800298,29-2804064,30-2804535,31-2804537,32-2804572,33-2804066,34-2804611,35-2804085,36-2806310,37-2804559,38-2804562,39-2804564,40-2804566,41-2806233,42-2804083,43-2804081,44-2804558,45-2806309,46-2804079,47-2804576,48-2806306,49-2804077,50-2804573,51-2804075
1-2800269,0,0.9989815947701196,1.0016723380552544,0.9953788190315304,0.9989439209921254,1.0021359445539517,0.9973750582398728,0.9984169514126175,1.0117511958386158,1.0024324659172101,1.0030738300188435,1.0035707432278937,1.0030562542253634,1.0027199278774859,1.0028616285987628,1.0028216672298205,1.002088584272744,1.0014949836687443,1.0027917898371288,1.0034501054568683,1.0017381724582426,1.0036050602410385,1.0025635654489031,1.0026124396493787,1.0023336354070331,1.0020672923567955,1.0020989554495097,1.0024756496934755,1.0054991222394103,1.005166814873839,1.0054537633655651,1.0058281339328616,1.005284544227675,1.0051901314568086,1.0051799072925889,1.0049858399589915,1.0048535079791168,1.0049259188542998,1.0047186505926777,1.0046180778086664,1.0046821845814033,1.0047287917746899,1.0047032493420167,1.0045424017717428,1.0604928942424214,1.08168846485228,1.1401187822933687,1.1372573300126079,1.1351299067228515,1.1294349130282477,1.1285033731881384
2-2805488,,0,1.0048549440877443,0.9937551860976039,0.9989318868348576,1.0029910926734393,0.9969835647870999,0.9982974142610239,1.0140444901412675,1.0029303383962764,1.003625675170638,1.004140078576277,1.0035237639940116,1.003080728208138,1.0031719844352038,1.0031195281685878,1.002307329351493,1.0016532057492704,1.0030170725836167,1.0036867055458312,1.0018762429840984,1.0038146595112833,1.0028005225421768,1.0028419243324127,1.0023689113701095,1.0020077193433803,1.0022036156913452,1.0025120054808536,1.0057819971632203,1.0053591176853998,1.0056479335499517,1.006028291700234,1.0055246553277488,1.0052898708803375,1.005459698581797,1.0051342455416072,1.0048795619565636,1.004953060034611,1.0049060281886588,1.0047987672407162,1.0047551672677069,1.0048014126420666,1.0047745590341453,1.0046589429156032,1.0617478115906367,1.0834111723020439,1.1432611813065512,1.14015595844168,1.1379967808425122,1.1320090906430411,1.131145517293183
3-2807373,,,0,0.9869228044341957,0.9967404611782976,1.0024368597476068,0.9949410360957184,0.9968672241785842,1.0156899311576617,1.0026629671214677,1.0034674904618601,1.0040563116950432,1.0033807628050633,1.0029229836203561,1.0030499176955996,1.0029976533471747,1.0021460890294855,1.0014732213864805,1.002920365923008,1.0036319582181368,1.0017445269132415,1.0037731988203693,1.0027292267011532,1.0028690917260308,1.0022893260151964,1.001920609181708,1.0022086719426546,1.0025259120882,1.0058857653874567,1.0053727280079578,1.005668570579478,1.0062019006977998,1.0056762039564588,1.0052355479594612,1.0054730009129011,1.0052007551482742,1.0048800763007752,1.005070429035376,1.0048507329080534,1.0047976231904319,1.0048072444535703,1.004747471043293,1.0047730747620067,1.0046042871002774,1.06284492095122,1.0848654670521203,1.1458045540294406,1.1427062470336695,1.1405267120011688,1.134268111759801,1.133260986547085
4-2800272,,,,0,1.011532534672168,1.0169355100451138,1.0007846095049113,1.002321584162187,1.027490770045012,1.0072508182856668,1.0078404032967971,1.0080848447335822,1.0068602354147034,1.0056242293618487,1.005204041232465,1.0050678406798985,1.003890747817213,1.0029355913355291,1.004415722992875,1.0050089069653199,1.002891697618422,1.0049397590071774,1.0035694994266955,1.0036812536138418,1.0032279178067576,1.0027961204555325,1.0029703574266942,1.003288005649182,1.0067747988132483,1.006138846790051,1.0065732628180504,1.0069547732068496,1.0063629553237041,1.0060010020666217,1.0060957090408917,1.0058575925463122,1.0055723581650617,1.005631147297215,1.0054485576930041,1.0053789103954078,1.0053782134430338,1.0054145101372285,1.0053250904202127,1.0051907426775477,1.0651737668660042,1.087902664243159,1.1508770260357875,1.147386644045316,1.1451272333385443,1.1385368371927036,1.1375205903939491
5-2803582,,,,,0,1.0257610140300943,0.9907152083808235,0.9970490610444618,1.0294306913799325,1.0037044131215596,1.0048177876607989,1.0055015545247317,1.00438199354062,1.0035533518787725,1.0035667849916887,1.0034821023748846,1.0023980072200611,1.0015719950566144,1.0032505487041037,1.00402352269124,1.0018560291708656,1.0041161436885901,1.0029157160344622,1.0029575535211352,1.002517588179581,1.0021047251248365,1.0023187284125947,1.0026602383997703,1.0061992767076566,1.0057216732868217,1.0061057294821405,1.00643422119637,1.005858234020957,1.0055837891221058,1.0057595713365624,1.0054618315995545,1.0051788638201955,1.0052499104318098,1.0050728007799266,1.0050691396346407,1.0050173001073877,1.0050616267636865,1.0049195406784412,1.004792322016658,1.0660566805369556,1.0893277593712385,1.153597456757668,1.1500359963334286,1.1476260448839806,1.1407927329395064,1.1397371717283546
6-2803603,,,,,,0,0.9435803703831431,0.9815682433600278,1.030515402970821,0.99991932863826,1.001689622640305,1.0029209810925535,1.0020130328605947,1.001696729517234,1.002162878453043,1.0021313603006807,1.0011591337701555,1.0004660204646487,1.0023012518745318,1.0032257806497389,1.0010368473280387,1.00345890232309,1.002323490138544,1.0022875620800993,1.0018659547476891,1.0014760076627764,1.0017261140945521,1.0022663357880832,1.0058071216251134,1.0054132359085965,1.0056548873136544,1.0062381215011125,1.0055170576786365,1.0052576932026476,1.0054460384250647,1.0050884464162277,1.0049373020385475,1.0050161699358398,1.0048425107860999,1.0047859179433083,1.0047964172549588,1.0048458365236397,1.0047045532873156,1.00452659222646,1.0665758404603771,1.090095398416233,1.1553575403495122,1.151581864386385,1.149241112878004,1.1421898659795262,1.1411679097689647
7-2803602,,,,,,,0,1.0069899670698306,1.0550035537868472,1.0081583690323275,1.0089484655413707,1.0091282824025163,1.0072589043626705,1.0055487151667166,1.0050541024691828,1.0048953676884567,1.0035222257635834,1.0024677273848968,1.0042018792357879,1.0048987850987159,1.002538917418837,1.004841865367466,1.0034778773877648,1.0033872488568383,1.0030133761563675,1.002461186240126,1.0027582415103231,1.0030118486764794,1.0067485846522617,1.0061563803182063,1.0066178784773372,1.006862342343969,1.0063165927486184,1.0060781150942852,1.0061755917179616,1.0058566247087355,1.0055570409822239,1.0056817640487803,1.0054280929349497,1.0053557998719935,1.0054137898813054,1.0054509756232983,1.0052443743679575,1.0051062612099428,1.0678248176464822,1.0915899802673459,1.1573994905094744,1.1536042395737398,1.1510813473726929,1.1439397859608536,1.142833755272597
8-2800274,,,,,,,,0,1.089891755286435,1.008485077966335,1.0093979237165809,1.0095244271909425,1.0073005708618477,1.0053898770776521,1.0048996849305671,1.0047361295102555,1.0032956734013545,1.0022167538167106,1.0040601830689564,1.0048073055696825,1.002357976043977,1.0047650825181713,1.003371629156405,1.0032835067289123,1.0027978768597712,1.0023429420451517,1.0026535886189856,1.0030089564151778,1.0067430015143524,1.006224887123744,1.0065259274482479,1.0069410854858456,1.0063033486937165,1.0059896040262397,1.0060915002756539,1.0057026101362974,1.0054016469317888,1.005596526779974,1.0054030681838493,1.0053303062028864,1.0052712901670549,1.0053699337984543,1.005218559129921,1.0051348499906096,1.0685962518177603,1.092782524538976,1.1596702688851628,1.1557655453781774,1.1531697075155796,1.1458908904688463,1.1446917352780646
9-2803847,,,,,,,,,0,0.9492689691034362,0.9660111027064449,0.9773500555015032,0.9812037820342053,0.9878704813095187,0.9927360558675136,0.9931884613557209,0.9933695444143726,0.9938185279770888,0.9965584417084358,0.9984631896347061,0.9963457667964303,0.99963827232039,0.9990066596884055,0.999364084214391,0.9989323309064096,0.9986672128641795,0.9990880401545844,0.9995355990377874,1.0035482134458227,1.0030912704594546,1.0036194216361727,1.0041354018806743,1.0036657762408692,1.0034301879767262,1.0036160588140957,1.0034373905667946,1.0031843537071445,1.0033189681206474,1.0032452600067434,1.0032289656138247,1.0032104610753603,1.0032960788941614,1.003226488757976,1.0031353681509072,1.0679118433594468,1.0925881235362436,1.1608063846971046,1.1568615831414237,1.154194799944213,1.1466647690484029,1.1454971541559615
10-2803599,,,,,,,,,,0,1.0135769334942013,1.0115628788294777,1.0058287956673644,0.9957541602799309,0.9987688990403463,0.9989373541554479,0.998112555232921,0.9977411822447629,1.0004475517276141,1.0019265168583165,0.999304215704089,1.0024812528871223,1.001313925683644,1.00157316124983,1.0011201033285062,1.0007140832859065,1.0010429114860806,1.0014698281661865,1.0056104201685558,1.005076275870418,1.0055438502869771,1.0059358401555307,1.0054018291559703,1.0051228901594838,1.0051864491107214,1.0048749062805242,1.0045756382049256,1.0046727627998167,1.0046245587062343,1.00456917393162,1.0044600071632357,1.0045209188241702,1.0044930964247942,1.004306676611085,1.0713486463657118,1.0969096491754238,1.167582141816717,1.1633354217374687,1.1604650495772018,1.1523823103137432,1.1511236348023077
