순번_정류장ID,88-2801766,89-2801756,90-2801749,91-2801743,92-2801725,93-2801708,94-2801694,95-2801196,96-2801657,97-2801618,98-2801596,99-2801560,100-2801527,101-2801514,102-2801509,103-2801497,104-2801482,105-2801450,106-2801438,107-2805321,108-2801461,109-2801462,110-2801469,111-2801430,112-2801376,113-2801336,114-2801322,115-2807006,116-2801150,117-2801154,118-2801156,119-2806243,120-2806241,121-2806215,122-2800622,123-2800627,124-2800336,125-2800658,126-2800670,127-2800682,128-2800695,129-2800723,130-2800745,131-2800759,132-2800776,133-2800796,134-2800803,135-2800809,136-2800811,137-2801795,138-2801793,139-2801779,140-2801773,141-2801774,142-2801787,143-2801806,144-2801954,145-2801977,146-2802024,147-2802051,148-2802098,149-2802129,150-2802158,151-2802168,152-2802828,153-2802193,154-2802221,155-2802224,156-2802242,157-2802265,158-2802279,159-2802278,160-2802282,161-2802291,162-2802549,163-2802545,164-2802367,165-2802541,166-2802552,167-2802566,168-2802366,169-2802585,170-2802374
98-2801596,,,,,,,,,,,0,0.954985373520979,1.0057062795444116,1.002539767084179,1.0087955469264025,1.000787273591439,1.0012573127786322,1.0001252053344039,1.253736229103998,2.1846327065030486,2.5590391356942717,3.0900345079073643,4.917379960635328,3.6786645805142086,2.85249768870772,2.5490057033829494,2.4304873487706513,2.1797246703536586,2.085628623771013,1.9802242124032852,1.9221065231677739,1.7555306980551608,1.6986824824582778,1.61828202602658,1.8655029894451107,2.066313168326384,2.3751464049188886,2.583530246511872,2.8241585888965144,3.1502756095587223,3.1585533265318424,3.4461474245705364,3.213259148421157,3.1088031991193374,2.9276220253666096,2.7721751414451234,3.3774776835122964,3.199044924210354,3.3438344837978384,3.7742825808070384,4.284817960995611,4.632428362182745,4.556363582345131,4.494540508870453,4.679543310521435,4.238149897940919,4.409558449712987,4.3676116901604045,4.066463287879753,3.947020305029603,3.7011792854534376,3.527409104384811,3.313506513066634,3.204175616511081,3.002890806269859,2.983400872959037,2.6524638129971163,2.5948976404796262,2.5162403533374906,2.4624286506117063,2.3828405563363972,2.3176934078679627,2.2883629099658447,2.2403660582337017,2.347814908745263,2.379038366132035,2.3897756881530556,2.3973077254574995,2.3571957608638363,2.337055902054385,2.306116886248012,2.3086759901151575,2.2890115992452693
99-2801560,,,,,,,,,,,,0,1.0218624326360317,1.0121337665178511,1.0174579835624784,1.007077515523023,1.0059075926149406,1.0037370691989675,1.275204301255195,2.3133362885241104,2.7492636696821764,3.3844615417035873,5.728985850708806,4.036843802602731,3.0185323381500644,2.6640231364897473,2.5281374085873143,2.245743770304418,2.141471577555896,2.0250814260719725,1.960339950785074,1.7812223298867242,1.7206744349857512,1.6355646828980912,1.8901663530935326,2.098574364243514,2.4206618537923243,2.6390424915757267,2.89230929237127,3.2365774053622007,3.1909933828713997,3.48615829615772,3.244728511604428,3.1367259797246927,2.949878096412228,2.790082460501488,3.4095219117356073,3.2255570713960884,3.2189530111843294,3.625307057326744,4.101761280306206,4.424861699527896,4.359121706876063,4.303980840220066,4.480379926560083,4.075035859953843,4.240266850133214,4.20526399346567,3.9267074927029175,3.8150025751355567,3.5866707010699748,3.42351671838437,3.2226793805260674,3.1202772521013116,2.930616809490621,2.915007244913661,2.599898185556769,2.5449079724802286,2.4699923976608185,2.4182578180132372,2.342027020762471,2.2797573342377477,2.2513455483516998,2.205802168236333,2.310750920325772,2.341462444475919,2.352664319196433,2.3603670520764255,2.3213581519744335,2.3022863478227626,2.2728060765946014,2.2754640610479,2.256495304174496
100-2801527,,,,,,,,,,,,,0,0.9953269905338523,1.012956338395205,0.9969505172054454,0.9990609953796112,0.9980942038856497,1.3490061771243826,2.94539766017522,3.773848510095386,3.9509658326752497,3.9876356724502013,3.0776851612713996,2.4528983874362993,2.219910021759037,2.129741494043694,1.9351001521196043,1.8610078433991526,1.7785191290803386,1.7390471465807886,1.6073901762222385,1.561858186490316,1.4977255064002064,1.740676260115266,1.9310322593374343,2.22325674517866,2.4201768895069447,2.6472162765284937,2.9561864709538392,2.9258917481135804,3.191697942943867,2.9877948783269286,2.896298302130655,2.7371234671544507,2.5998890282099016,3.1704033501088453,3.011198496569656,2.869971772301194,3.2048648618042797,3.595354895998449,3.855975027459578,3.815610161071079,3.777144967904243,3.930789962745667,3.6192652929830587,3.7651432115492565,3.7459672508302573,3.5268986612842883,3.4379302101220643,3.254577645639076,3.122478558142293,2.9564616137918507,2.87187968526794,2.713361581877863,2.710073277986588,2.4414648621260726,2.3938989892328637,2.3286519520172444,2.2841094210198305,2.2174797352266693,2.1630690083160045,2.138678330544461,2.0985757821381594,2.19659263613934,2.2265259504530777,2.238501892571569,2.247271168686423,2.212947872880695,2.1962957822328577,2.1699224472684278,2.1733838161241157,2.156326801588447
101-2801514,,,,,,,,,,,,,,0,1.032507007809526,0.9957196840431819,0.9989873300042499,0.9978607047278197,1.411573455776439,3.0369369590777913,4.033303497570055,4.234710464683193,2.8595107853144937,2.3890808896952542,2.022903096139874,1.9368307495075392,2.0056769200454614,1.833511925632783,1.7677883508839736,1.694560224856709,1.663367142825992,1.545304275987652,1.5048895698546239,1.4474009629424116,1.6267586415649453,1.7895690029800357,2.0529622907981033,2.229087014204928,2.430694476247239,2.7049450910362967,2.688893414727218,2.9240434980598495,2.754805877045624,2.678556049403073,2.5449838112987173,2.428669394716878,2.9501001633243127,2.814267044388948,2.692263098004612,2.9952483366687948,3.3469227575434752,3.5793931031522828,3.5498633713587258,3.519434037243799,3.6623379665456866,3.393895465830136,3.529813370676541,3.5164844259057477,3.324855723799768,3.246511766224322,3.0844012578430804,2.966883734779977,2.8186442831208347,2.742727547204432,2.6000178986096696,2.6021716523896665,2.356355097612102,2.312824921976579,2.2530018532909004,2.2119134162488447,2.1501738802474457,2.100016536866029,2.0776163701055923,2.040292752376686,2.134629657613556,2.164197419618451,2.176557557435755,2.185533465821558,2.153808752589755,2.1385203890458966,2.113723114453348,2.117598582815303,2.1017851310879645
102-2801509,,,,,,,,,,,,,,,0,0.9749540194339101,0.991026808641764,0.9925986013642962,1.473234206324038,2.2939137663700264,2.9284891971778837,3.1069610539780377,2.332694866364917,2.030890935688291,1.7802786349810027,1.7262901219617326,1.7911416702337604,1.6639011996480813,1.6143610871912957,1.5586430473878081,1.5406529192237606,1.4481265549858713,1.4161301712088599,1.370192080737116,1.5456208383475505,1.6982505882355143,1.9440370047870754,2.1075911769527442,2.293963231788806,2.547564467747651,2.539189325837723,2.756588506840466,2.6075926653869863,2.540339155915426,2.4220220558961696,2.3183215008681404,2.808640027796512,2.6874717917426842,2.577511297667807,2.8613167662909427,3.1890092797445133,3.4045478676845766,3.381343680933466,3.3544466172210177,3.4913972379184783,3.248464743685525,3.5107816652434507,3.49785016142043,3.3068453009242837,3.228786255818032,3.06735022089111,2.949925817375314,2.8028715018116936,2.727383589854685,2.5852025313408666,2.5881043019421037,2.344377592842753,2.300899096525646,2.241700226041464,2.20050274829475,2.1394089478191263,2.0896352284943798,2.067443517326892,2.0305711636314996,2.124792472053968,2.1540886268483384,2.1667368007057743,2.156949364007244,2.1255639892410243,2.101781604296309,2.0779039849952956,2.1085004782293546,2.0929369401175304
103-2801497,,,,,,,,,,,,,,,,0,1.0026998912478131,0.9990939021773915,1.510791212945889,2.391122879052425,2.155979584226817,1.982318055615496,1.6917420206544322,1.5597837508379324,1.439877125309373,1.4243132807357584,1.4830424349711717,1.4130593324134508,1.384875791031745,1.352740243484125,1.352614970209817,1.2961846724243857,1.2763742889833836,1.2474096077767092,1.415474014217031,1.5530688796068888,1.7719205068198072,1.9164159365987121,2.0798731145067855,2.302564982414,2.304465542163645,2.495814927795105,2.376348588268398,2.3223401426727737,2.226683953135158,2.1419334240417336,2.5856167969083654,2.485021524084861,2.654666220766918,2.9642174409504385,3.3216040108037808,3.5586111831004974,3.5290152506908234,3.4974852126863274,3.642821965557629,3.370624716047298,3.6763514827547725,3.6583508188003075,3.4430646042465294,3.3557579753214566,3.1761869897196364,3.046545823205404,2.8853452105999464,2.803336959303364,2.648671848405837,2.6487057675673635,2.387386844884238,2.341424177140953,2.278375830362862,2.2347832231201474,2.1704602189566247,2.117657234655365,2.0943963283070928,2.055660714209726,2.1529766706033198,2.1829661230715365,2.195458553068122,2.1850162580422543,2.1521429273437933,2.127067105046451,2.10225421320153,2.1337885421947402,2.1173648114325596
104-2801482,,,,,,,,,,,,,,,,,0,0.9905701229174076,1.0019966410981407,1.1995873057506603,1.1728052288466677,1.159876184545476,1.1226494869930885,1.1036569095011235,1.0837575429220707,1.099978990169611,1.1519017720141196,1.1329577517296319,1.124731908492119,1.1152636124043978,1.1324246065697,1.1131451302006468,1.1063153088978341,1.0958384109149586,1.255161568022425,1.3746763873099497,1.5628715197507734,1.6859659342694868,1.8239953054494795,2.012654218369526,2.025924173673684,2.1875942592638413,2.099536573349719,2.0598039328964775,1.988893726292738,1.925177170305739,2.3146233140351167,2.265346049549268,2.48261802536281,2.766605577653363,3.0919907179433532,3.306484972479811,3.2858505551281834,3.259610458902338,3.3973888234292784,3.160555590688352,3.4417761393842117,3.4302625636413917,3.2407415960403054,3.1634379303381577,3.003947562450232,2.8886353595315155,2.743494791508319,2.6694385683570263,2.530156344167402,2.536191122925836,2.2976464312446514,2.255191111978751,2.1975113319575867,2.157379879228501,2.0981180852507975,2.0495864065503406,2.028175140483182,1.9922589905186578,2.0861047138184663,2.115849486242746,2.128982914993689,2.119396054887189,2.08892310630635,2.0659201117572183,2.042498198232156,2.0734729120182602,2.0581483543012555
105-2801450,,,,,,,,,,,,,,,,,,0,1.0082689043067496,1.0036551060533092,0.9984352592739977,1.006426140851025,1.0028881106203533,1.0027074910115912,1.0009680524422038,1.026656520967611,1.0818110026149437,1.0714625669664823,1.0667333281930809,1.0613760062526754,1.083293846976157,1.0708978775134097,1.0665916525438994,1.0597903659932153,1.2240910968141605,1.3445999051156368,1.5361592891470608,1.6619338788593594,1.8034061154130314,1.9976885326118554,1.9085099929131606,1.9371552401957557,1.8718427522828955,1.8422615467299954,1.7900593124005437,1.7419694945478705,2.088157363853269,2.052627405668733,2.2420646496521353,2.486210717685526,2.763246011347049,2.9438721398087155,2.9350871640788676,2.91663503146407,3.040362627465574,2.8542946323902445,3.0982693889226587,3.0954506023546884,2.9437514326690297,2.88120731409567,2.7514095206693376,2.656255362541953,2.5361358515983317,2.474493936444128,2.3575530008789096,2.371371847512977,2.1670576476201715,2.1304277686335342,2.0802527540811666,2.045489250597611,1.9936270603108543,1.9512138707657067,1.9329411296293604,1.9014541120909778,1.9896520792512993,2.0185382560859746,2.0320418284715505,2.025273764106417,1.997705215320382,1.9774718570571503,1.9567324412806666,1.9861877278407827,1.972517451406768
106-2801438,,,,,,,,,,,,,,,,,,,0,0.9969804922813522,0.9901402888471296,1.0034065602335929,0.9998007527277308,1.0002253630677704,0.9987261754459037,1.0289681386790626,1.0933718478283279,1.0797599890133502,1.0738159575535897,1.0671965772646745,1.0910385846299209,1.076210488396648,1.0711636215935822,1.0633531980040527,1.2398913289249,1.3707741821394408,1.5811193034415156,1.720700362031928,1.879154284501249,2.0981543923636687,1.9910048574452834,1.93021529679928,1.8628470997964306,1.8328067778847072,1.7790902885247863,1.7303798544970006,2.0439834747313785,1.9858604759287013,2.086794670624102,2.30979203722153,2.561442255379769,2.724610977975044,2.7220855972583724,2.709116756383871,2.825287957246233,2.665081956020109,2.8896781226773913,2.8915310801494143,2.7599824716771355,2.705416541680225,2.5918877390478596,2.508556815688615,2.4022899014803447,2.347455444033126,2.2435034613617155,2.262345825124633,2.078522079957798,2.0454981898394826,1.9998876215337746,1.968329218207236,1.921207623193608,1.8827949634404006,1.8661360087686734,1.8376176798225559,1.9224113747522944,1.9508452497869742,1.9647577265300111,1.9594008832723684,1.934252459500093,1.9155497847412744,1.896302544278337,1.9250451259914416,1.9124323591575647
107-2805321,,,,,,,,,,,,,,,,,,,,0,0.9634920017125287,1.0120178744384063,1.0006601634773242,1.0010288815701378,0.998754575060307,1.0382350541954297,1.1221754529065455,1.099652860880469,1.0906397889710095,1.0809324856758067,1.1077168805802813,1.0875267819048149,1.0808995015087772,1.0709953815123758,1.2678749284739685,1.4165892353648675,1.6600636843736778,1.8245829962157218,2.014348524919794,2.279690108498383,2.1366030725398937,2.056302515677099,1.9709183749314032,1.9334315123724302,1.866418953856722,1.806667825011944,2.1613340554850753,2.0897112563061166,2.0248829598478424,2.244910974570887,2.496375489802539,2.6597706047880583,2.6589660652526654,2.6473377779532883,2.7647553792985313,2.6071612077649426,2.811815095020513,2.8154063847849686,2.6879846225312165,2.6351414446338324,2.525365351163727,2.4448434980095004,2.342189342641162,2.2893538345410467,2.189215801972051,2.211004212974504,2.0337192139422555,2.0016691899960994,1.9579291957545502,1.9275327661320272,1.8820330709963593,1.8451239229410792,1.8294062790199108,1.80189923897523,1.8861601865284787,1.9147493329612777,1.9290673248428762,1.9239574580633862,1.9001563180677388,1.8818380937148478,1.86335052322643,1.8919470660634319,1.8797428163147027
