순번_정류장ID,65-2804580,66-2804213,67-2804211,68-2804209,69-2804207,70-2804205,71-2804204,72-2806290,73-2804202,74-2806292,75-2804578,76-2803610,77-2803612,78-2806226,79-2803613,80-2803860,81-2803861,82-2800256,83-2806225,84-2803862,85-2803865,86-2806899,87-2803971,88-2803970,89-2803968,90-2803966,91-2803964,92-2803962,93-2803960,94-2803958,95-2803956,96-2803954,97-2803952,98-2803993,99-2803995,100-2800298,101-2803997,102-2800290,103-2800289,104-2803934,105-2806662,106-2800286,107-2803932,108-2803596,109-2800283,110-2800281,111-2800280,112-2800278,113-2806663,114-2804031,115-2800260,116-2800275,117-2804713,118-2803598,119-2803600,120-2800273,121-2803601,122-2804331,123-2803581,124-2800271,125-2805489,126-2807150,127-2804581,128-2804582,129-2800267,130-2804032
65-2804580,0,0.9953662167624645,1.0018690338789775,0.9998081003701235,1.0097432675003408,1.0001289185879116,1.0016483536845229,0.9992754083689678,1.001474376116203,1.0010327609959344,1.001426317892499,1.001525757791444,1.0016181873221093,1.0010477723978388,1.0006684768059961,1.0002413806622783,1.0005091172209406,1.0014056914056912,1.000925114987884,0.9995013284751278,1.000208993293225,1.0015731250325872,1.0030724823983712,1.0020031166788796,1.0025243396658485,1.0026954220416413,1.0022890324500882,1.00276094500444,1.0027257812669763,1.0026541561994455,1.002755257148188,1.0024338110304842,1.0025448042464706,1.002423093760265,1.0024695246798896,1.0025950455671246,1.1070216753659858,1.1815230951456543,1.2354588437467329,1.3062012518663442,1.3655904725588421,1.535863480505265,1.720293548781339,1.785279608290844,2.037387471380024,2.01323008839757,1.9568302530526887,1.9694786306028393,2.0031382017693975,2.258413509154702,2.4643811908552964,2.544084770191849,2.659596159565552,2.727848340569987,2.826146013094667,2.7403867173325147,2.703804598424644,2.676676156140281,2.6358982591708457,2.564612378412847,2.498148340624371,2.4508280332260273,2.413330340514078,2.380518219761957,2.3464467107597167,2.4702587036865
66-2804213,,0,1.0110260226351389,1.002447997636416,1.0156986768841474,1.0013615523738368,1.0031018032168943,1.0000542109962682,1.0025211140343704,1.0019271828645058,1.0022860698006597,1.00218669070228,1.0022426701940994,1.001544434288027,1.0011144084555739,1.0006319000994226,1.0008628591098365,1.001794163325176,1.0012768670998529,0.9997560140294968,1.0004893223963442,1.0019226568930772,1.0034921203149962,1.0023398562961356,1.0028767584748026,1.003036313231381,1.0025988300147042,1.003082872643615,1.0030273053686138,1.0029430561009713,1.0030361152235294,1.0026918098090136,1.0027969741698952,1.0026580531223277,1.002701278335309,1.0028288528706963,1.110807108071474,1.187938947535098,1.2440326212383799,1.317548680549577,1.3795686493458847,1.5576358594919535,1.751713786775876,1.8203682922120763,2.088064083081231,2.061115795742644,1.9993494824461415,2.011769363853569,2.047407358003219,2.3188466875907316,2.5391253887557377,2.6248006823763967,2.7493028647274858,2.823084281272509,2.928535249746611,2.833255590921212,2.792759490187946,2.7627019720397015,2.717710838184309,2.6393112257756166,2.5664777047569753,2.5148600518220885,2.4739854315785217,2.4383219086074046,2.395981728447925,2.532089910407353
67-2804211,,,0,0.9961789307499687,1.01764605819068,0.9991853093073566,1.0015432857241153,0.9982461366274666,1.0013426908756267,1.0007785246379737,1.0013068719501914,1.0014575696972086,1.0015718382236618,1.0009168715951562,1.000484836128387,1.0000046913871496,1.0003409375769108,1.001352284004361,1.0008179936115733,0.9992405319222977,1.0000376148069976,1.001543440672091,1.0031890612251282,1.002015085421558,1.002581513018926,1.0027633992998177,1.0023222297196557,1.0028294669915598,1.0027876084803808,1.0027089226754227,1.002814462321615,1.0024699435989508,1.0025864392413038,1.0024554056681036,1.002503824097697,1.002636147194992,1.1132204080963843,1.1924606114769978,1.2501222416261093,1.3258047093574628,1.389752585026069,1.5739902069722314,1.7755490380506758,1.8470650737571577,2.1270146530608804,2.097813622899769,2.0317601572677826,2.04396568616278,2.081150642341761,2.3653095774587634,2.596950161209067,2.687398116592618,2.819113906196043,2.897349565925322,3.0085316814887935,2.9054630183638714,2.8617805328094366,2.8293421099478318,2.7809387836757296,2.696804183162509,2.6188634325645355,2.5638179087498147,2.5202571302091465,2.4823326029202284,2.437409383866232,2.579202815497166
68-2804209,,,,0,1.0461296941561693,0.998719089001665,1.0020210927777828,0.9976685698909756,1.0015992677137158,1.000890332462758,1.0014990346040924,1.0016117133317801,1.0017267481934828,1.000983933860899,1.0005081902230148,0.9999837519785161,1.0003485009170956,1.001429868483947,1.000857718805925,0.9991740640396992,1.0000250311182313,1.0016218617049586,1.0033601932143597,1.0021104731450416,1.0027031005337737,1.002886575335707,1.0024197062141031,1.0029471417568334,1.0028960578600854,1.0028103682601468,1.0029155970673673,1.002553947716093,1.0026711881542953,1.0025309987897826,1.0025794278311826,1.0027154384141308,1.1171487440587897,1.1991793244404336,1.2590242671704284,1.3378528920480708,1.4046099454941916,1.5979822927478382,1.8102926643945725,1.886051322646463,2.184314412592392,2.1516444423495686,2.079062237946073,2.090885554659628,2.130368797046654,2.434049896484198,2.682340993783097,2.7800440057037594,2.922771003847708,3.007835315914197,3.12775136270538,3.012540341574799,2.963917459086778,2.9277935667461708,2.8741290034772793,2.781194235485045,2.6959844695648094,2.6352139487416197,2.5875886962090044,2.546255045880327,2.4978774319047807,2.647650947332967
69-2804207,,,,,0,0.9748352258006757,0.9851155677147242,0.984068640416171,0.9920793230552776,0.9924502957289841,0.994453293611978,0.9968935617533382,0.9974471490829121,0.9973226589098023,0.9969840663022862,0.9966274498283956,0.9975844008678468,0.9989380303562708,0.9983813217193045,0.9966871431804767,0.9977538829849042,0.9994981666895999,1.0013969936271976,1.0002464029558322,1.0009265823387152,1.001227821207665,1.0008141052764428,1.0014091446032871,1.0014568805313149,1.001420077801804,1.001591492195756,1.0012762809586557,1.0014498221831953,1.001375279292264,1.0014501653596282,1.0016002021919623,1.118869290773525,1.2033918203029845,1.2651446773974413,1.346509294742752,1.4154257762093672,1.6157296402381525,1.8373749121656966,1.9166478738480182,2.2302297630934724,2.194599745145838,2.1165025260880745,2.127980890177801,2.1693751221219544,2.48849799274222,2.7518236272752956,2.855723871711145,3.0079042798622764,3.0988603854757875,3.2262812518122885,3.1004484516542448,3.047531197488352,3.008211211259249,2.9500032803826306,2.8495116828831155,2.7571345142295582,2.692479338121203,2.641422985698088,2.5972222133275835,2.5451647038961407,2.70234120047732
70-2804205,,,,,,0,1.0178144603888204,0.9956831905487467,1.0047935848173477,1.0028106358993916,1.0034076992705394,1.002771079286047,1.0027967490319687,1.0016374497325577,1.0009954362735307,1.0003046460932514,1.000682351263495,1.00193706995258,1.0012494487604566,0.9992546081377602,1.0002380333826015,1.0020785553713756,1.0040598472202864,1.0025784996475773,1.0032325884816797,1.0034032277612333,1.0028573821395212,1.003430869132529,1.0033405936015516,1.0032291007475005,1.0033243868341948,1.0029103208251906,1.0030223194496528,1.0028494690858714,1.0028945289053173,1.003038338663503,1.126942456695359,1.2166970863368496,1.2825272837345296,1.3695871287590098,1.4437457398196927,1.660488663331734,1.9030424723871782,1.9904857351599257,2.340070998005654,2.2970701494443095,2.2054853299376784,2.2158808580702916,2.261719576620199,2.618263365081953,2.916145568552996,3.034937571210935,3.209977820530398,3.315274648078306,3.460751135154121,3.3083353352345455,3.2447573655286113,3.1975217100364275,3.128128538509092,3.0091634545528803,2.9006757780683863,2.8254157515757132,2.7661344182460694,2.7150936375746633,2.6553141955527573,2.8285250999687253
71-2804204,,,,,,,0,0.9812025830924855,1.0008644707720349,0.9994068563877945,1.0009932130441979,1.0013952580162249,1.0015899651220035,1.0005988634336536,0.9999799416432067,0.999323701436663,0.9999158602794327,1.0012906738800138,1.0005898127838357,0.998542722266297,0.999617948156326,1.001543335335937,1.0036122144688806,1.0021258300658824,1.002815824601318,1.0030198414256133,1.0024781526244035,1.0030783805487375,1.0030111818655685,1.0029102455924708,1.0030231168764552,1.0026150052177856,1.0027423447774633,1.0025834092505517,1.0026354738479528,1.0027844358944764,1.1288792231453892,1.2201832891947908,1.2873637647012373,1.3763205676854742,1.4525811998321543,1.6744940290552837,1.9242180850426176,2.0149280674208425,2.376710842760601,2.3310577653582505,2.2346844231011165,2.244674332529867,2.292059141680585,2.66239224627628,2.971978268719735,3.0961434035679796,3.280397948829964,3.3909956033558357,3.5420828397617137,3.3797817342752046,3.3122740521150917,3.262975802306755,3.1886525260061016,3.0629925139824437,2.9487208954880835,2.8696851571065447,2.807490732812699,2.754040032404987,2.691553509732327,2.8703207272681035
72-2806290,,,,,,,,0,1.017697083352465,1.0090699040415239,1.0078069352871724,1.0046759978740878,1.0044445990315556,1.0027095693068637,1.0018889388881491,1.0010206393310146,1.0012892660111654,1.0026236001893292,1.0018462592212343,0.9996225699313577,1.0006675262401041,1.0026587580893906,1.0047852694379313,1.00312117079826,1.0038031148560287,1.0039445685758983,1.0033358809830317,1.003929767934434,1.0037970141749095,1.0036606542124018,1.0037391738455113,1.0032837329329287,1.0033840359882948,1.0031805386255446,1.0032196759737058,1.0033665427006624,1.1329972802763566,1.2273421477290625,1.2967752641570314,1.3887798820893384,1.4675213134424565,1.6989494851664915,1.960712204547453,2.055759229731733,2.439437254403951,2.389138946611384,2.284460508772292,2.293673847848612,2.3436671296249485,2.735691430118195,3.067014481318403,3.2004328128899138,3.398139794046129,3.5177920829400025,3.6811912346340177,3.5014679128974877,3.4270715027456586,3.3718406024089362,3.291239502480711,3.153959276659867,3.0297023583962064,2.9441790096269083,2.8769911959726633,2.8194207279658117,2.7523205235027626,2.940395153099658
73-2804202,,,,,,,,,0,0.9949916198363403,1.0011555564223582,1.000494088463317,1.0009073570511366,0.9998238440601517,0.9991079503719693,0.9983797698454462,0.9992981949183785,1.000950670279376,1.0001521449369468,0.9978262822376368,0.9991084980604578,1.0012985336027396,1.0036284699741829,1.0019786532876347,1.0027469474730044,1.0029757327896156,1.0023868750646239,1.0030433302952189,1.002973379801504,1.0028660755515044,1.0029897044508445,1.0025545696791929,1.0026932935527078,1.0025276960155916,1.0025843119047098,1.0027427109356069,1.1366014729467673,1.2344073078931295,1.3066887438155006,1.4024404718904058,1.4847089904655695,1.727862496873839,2.004893613346788,2.1060506906046976,2.51753490402389,2.4610748397831697,2.3455169547518815,2.353670278761269,2.4070139017142678,2.8280025067153045,3.1871101624942297,3.332836430841479,3.5497765574516844,3.681711287685404,3.860351262370624,3.6567918359409655,3.5730523774321976,3.5109466547758093,3.4207734634419062,3.267994694195799,3.130540322809898,3.036509678812795,2.962806463293182,2.8998864641073245,2.826823294472395,3.0268003910811108
74-2806292,,,,,,,,,,0,1.0054739379730948,1.0014142040730134,1.0017112984309253,1.00029646820668,0.9994778521704429,0.9986550344629376,0.9995603267709101,1.0012739984700891,1.0004245110780103,0.9979691823774163,0.9992964109752681,1.0015743460458513,1.0039872028013168,1.0022397653385366,1.003024182458021,1.003238783137893,1.0026176424669766,1.003285171517216,1.003194051064893,1.0030743465917749,1.0031897865240527,1.0027340794471382,1.0028672596327293,1.0026865831811327,1.0027403398095962,1.002900342083816,1.139583591479885,1.2395767718203672,1.3136696361647835,1.4122447714711788,1.4967419238996063,1.747676873287303,2.035057102806017,2.1403841954202285,2.5710304430535587,2.510191241849926,2.3869929459457233,2.3943439840858516,2.4499766018718505,2.8909131858361445,3.269382779016686,3.4237629836864167,3.6543069458061,3.794979994962372,3.984403637927559,3.7636175123485507,3.6731779975126666,3.606156320719295,3.509171577479711,3.345434032930431,3.198717902715767,3.0987561289031724,3.02052736905423,2.9539064758540134,2.87673324135797,3.084779261548615
75-2804578,,,,,,,,,,,0,1.0001412936254903,1.00080641351581,0.9994562054717753,0.9985952695743608,0.9977600279842282,0.9989974918878411,1.00092166518506,1.0000130657026882,0.9973868287243322,0.9988657391747479,1.0013147255705934,1.0038935232614108,1.0020576968219723,1.002892480175787,1.0031284996978582,1.0024845047059974,1.0031871455305055,1.003100398937454,1.0029802154040697,1.0031052178243207,1.0026380116600233,1.0027804736525088,1.0026001080183422,1.0026577447569331,1.002823453229329,1.1437371529624893,1.2471758762817584,1.3241404701722572,1.4263647517291649,1.5147385103011095,1.7774496616607522,2.0808749938024023,2.1927181031372585,2.6536364442644698,2.5857094175908766,2.450287254192412,2.4562986142353136,2.5155157504384564,2.9879716818340634,3.397440342234322,3.5658110053499477,3.8184863797827564,3.9734692299922476,4.180481995983155,3.9311044365790853,3.829637968623883,3.754553898566258,3.646454915609832,3.4649619527118896,3.3033639258293013,3.1939398274480784,3.108522717257795,3.036047729841851,2.952401341244383,3.173008892951427
76-2803610,,,,,,,,,,,,0,1.0030029342303013,0.9987211170089578,0.9972273035814955,0.9960454671416767,0.9984989659375211,1.0012067248550176,0.9999680411702777,0.9964809451045682,0.9985010316560403,1.001631051862542,1.0048372191178725,1.0024775107084405,1.0034618289320496,1.003686362014607,1.0028936775937294,1.0036947050938338,1.0035465168324946,1.0033861877948986,1.0035020651553106,1.0029523675748382,1.003094006514457,1.0028701142877,1.002926102733254,1.0031059382296164,1.0673883109095708,1.064660177482211,1.1106712171420219,1.1952165352873954,1.2675472961843637,1.4801652116998818,1.7205666911107018,1.8078805407147192,2.160262858861458,2.121918083562312,2.03788353702308,2.0528556765072783,2.0991743963350737,2.4622878618936026,2.7701480683409754,2.8937108068580053,3.0768988373989434,3.187686390046572,3.343000290949451,3.185715354865189,3.1206073247694524,3.0725493526735326,3.002104796749993,2.8821660455446736,2.773747727603374,2.6989127871723113,2.6404007628424777,2.5901669140936194,2.531485737333758,2.709752163392966
77-2803612,,,,,,,,,,,,,0,0.9966603842211421,0.9951145098951342,0.9941064071272244,0.9978141619844378,1.0009833345794128,0.999607309024638,0.9957596087935955,0.9980743192825842,1.0015091134575465,1.004988664593012,1.0024401811892498,1.0034925079207722,1.003727325778019,1.0028875779968092,1.0037314664591686,1.0035725191675946,1.0034035345812873,1.0035231567871907,1.002950477076814,1.003097404924592,1.0028655459040703,1.002923538925481,1.0031093313985044,1.0694175171579319,1.0665137636390098,1.0642200358044358,1.1294891103689826,1.1974861220798385,1.396742241398545,1.6205132093472479,1.7014400565420977,2.0260969210834587,1.994810616676939,1.9233662146961605,1.940365521832244,1.9833132349587486,2.318307074907285,2.600635015437476,2.7131505325525107,2.879410022827653,2.9795638149895884,3.1222150267450224,2.9862984929228085,2.9297707903073054,2.8881320329965914,2.8267285397954156,2.7217808799366208,2.6265346028220713,2.560393770235499,2.508701970134193,2.464155759956639,2.4119152225532425,2.578817428389162
78-2806226,,,,,,,,,,,,,,0,0.9902024248998372,0.9905873201089068,0.9983469970127603,1.0024897046440242,1.000574577436751,0.9954908384146528,0.998421080017759,1.002607441898205,1.0067097104143314,1.0034411703510555,1.004594660610092,1.0047326578478684,1.0037047248258324,1.0046091444481893,1.0043353528386958,1.0041035310647397,1.0041837170142245,1.0035148850298987,1.0036384467792625,1.0033431427981236,1.003390147131503,1.0035831797065449,1.0745155667102733,1.0711675117025803,1.0685734629113144,1.066178826291697,1.0656613959825705,1.2405724102468214,1.4349093919836295,1.504937823260796,1.7816810872798199,1.7620648021578316,1.7118020801405631,1.732021806946003,1.7687124100592198,2.054863240986931,2.294044984404764,2.387921907480257,2.525193210162472,2.607634442856761,2.728952295060921,2.6284194971906683,2.585329861121603,2.5542722455152465,2.5078734896644974,2.4280290534447775,2.3550754766839805,2.3037902784169013,2.263816998086488,2.2295184687556513,2.1880561351225634,2.3351456660329735
79-2803613,,,,,,,,,,,,,,,0,0.990882192294933,0.9997326995557898,1.0040040963118635,1.0017712136901196,0.9960389768309638,0.9991087484360073,1.003560214984022,1.007859225353228,1.004204786556797,1.0053648958046009,1.0054140898477093,1.0042866938428208,1.0051951417096272,1.0048441841514586,1.004573291539758,1.004620723372685,1.0039021760873184,1.0040037226448761,1.0036695309496992,1.0037069511535504,1.003900101038887,1.0764184787657234,1.0729030193011837,1.070197171448205,1.0676906608806596,1.0656127518133718,1.1956468140361034,1.3821846881379354,1.448602006160651,1.712339223008545,1.695754812382828,1.6510834878641016,1.6720987438710444,1.7075185154283923,1.9804997244688833,2.2075091941391194,2.296425552256239,2.42683271438703,2.5052913375375883,2.6203663737508776,2.5280121476502466,2.489188140237807,2.46085219878982,2.4183359878120134,2.345036272942784,2.277948410040875,2.2306039421357773,2.193754061338693,2.1620674482396653,2.123640613946595,2.2647085527426842
80-2803860,,,,,,,,,,,,,,,,0,1.0022610854933467,1.0026544185248452,1.0001367458628456,0.9937176603895583,0.9976572277783154,1.0027261858442567,1.0075312942932488,1.003646359281104,1.004935023737532,1.0050439267145193,1.0038824324720808,1.0048647663295767,1.0045366395609896,1.0042732368068912,1.0043461054997203,1.0036196194555702,1.0037439156748924,1.0034219321979945,1.00346892418022,1.0036715629031936,1.0783566504189637,1.0746420391628673,1.0718027793783496,1.0691657348228545,1.0669890424085626,1.1567775391051076,1.337574811281413,1.4022198540708097,1.6273237622812873,1.6142828821104205,1.5762003673712064,1.5981210329292128,1.6315924302428606,1.8887079199854748,2.101789289296219,2.1848414545107944,2.306408871664354,2.378781051558977,2.487794310798009,2.4057672045810206,2.3711865537220405,2.3460511644313087,2.308114153283771,2.242562442421217,2.1824491371061674,2.13981029002556,2.106697657299768,2.077774061128058,2.04336884883668,2.1776380109273266
81-2803861,,,,,,,,,,,,,,,,,0,1.0034467826806421,0.996692702071715,0.9834228842866338,0.9942070386453294,1.003022693083446,1.0103597416564796,1.004197183441942,1.005887169236601,1.0058659326875388,1.0043092763799761,1.0054999511914655,1.0050110024140055,1.004660598244637,1.0047106238986803,1.0038370745986245,1.0039628739938462,1.0035761227149846,1.003623229170743,1.0038486925957688,1.0873971409991423,1.082746975775655,1.079293384450086,1.0760502881801657,1.0734201058176902,1.172135569277979,1.3742736923318863,1.4471801004616678,1.5661188684130933,1.5371365874961986,1.503495918583829,1.476823612733494,1.4711137300031862,1.6065965391611774,1.7798831042159422,1.8467450520860609,1.9431270221086332,2.000280879219471,2.090375810369349,2.0366914629466057,2.013265103611119,1.9968859390189095,1.9715617278688,1.9275277473656034,1.886977466473703,1.8576608444011393,1.8351831604756539,1.8153018415975355,1.7913345550741089,1.905422204696328
82-2800256,,,,,,,,,,,,,,,,,,0,0.9692481663551694,0.9537933500178762,0.9887536503011499,1.002826153648583,1.0128618601089867,1.0043808487414134,1.0064091873157106,1.006280080113168,1.0044386613025351,1.0057817992984919,1.0051908373165284,1.004788300137155,1.0048302248254097,1.0038705323580837,1.0040036168987,1.0035850923527738,1.0036350144203399,1.003875362890341,1.0926446266111733,1.0874022371348406,1.0835668740966853,1.0799483855753629,1.077040893444287,1.1810534134863035,1.3955229353163954,1.4735986176463967,1.5996747538951546,1.567353164103224,1.5298256767861287,1.5005168029980833,1.4940792839967236,1.4873462115679406,1.6448614598434226,1.7053038796538584,1.7926108607825921,1.8440109886424825,1.926822590790933,1.8828691788629786,1.8641186798597136,1.8509647651285648,1.830322896213753,1.7940322995359546,1.7612119498284355,1.7369962613983871,1.7186127465575307,1.7019689614351197,1.6820848811604527,1.788251574925452
83-2806225,,,,,,,,,,,,,,,,,,,0,0.9449353079843803,0.9920672521917152,1.0071269684930446,1.0171292767485034,1.0066395819249485,1.0084760645757118,1.0079104031691406,1.0057877215148707,1.007060529982372,1.006238808356,1.0057345617925644,1.0056800541329156,1.004620724859622,1.0046922804679175,1.0041905648855427,1.004216227497323,1.0044502793275691,1.0945729550032228,1.089134788974016,1.0851747172838218,1.081431024463103,1.078431726190832,1.1838085914734566,1.401621924019053,1.4810527660899069,1.6088793882241625,1.5758070642527908,1.5371870835050363,1.506957194449199,1.500501408325108,1.4597640493929833,1.613784633825972,1.6727840610054476,1.7579634073525177,1.8077090308601358,1.8888457687754583,1.8471506665682926,1.8296986031432527,1.817256642982514,1.7976516358580272,1.7634702398998265,1.731983790625466,1.7089097836493343,1.6914439242959582,1.6755942513445696,1.6566271446745602,1.760628678981399
