순번_정류장ID,1-2807210,2-2800306,3-2800305,4-2800402,5-2805665,6-2804856,7-2800418,8-2800434,9-2800443,10-2800454,11-2800461,12-2800463,13-2800466,14-2800470,15-2800353,16-2803672,17-2800309,18-2800480,19-2800491,20-2800494,21-2800496,22-2800499,23-2805303,24-2800514,25-2800516,26-2800518,27-2800522,28-2800531,29-2800540,30-2804975,31-2805675,32-2803658,33-2806604,34-2806174,35-2806731,36-2805743,37-2804896,38-2805037,39-2805221,40-2805232,41-2805872,42-2805230,43-2805331,44-2805579,45-2806912,46-2805449,47-2805840,48-2805330,49-2805707
1-2807210,0,1.0000297542890808,1.008953210593517,1.0077359895913698,0.9937675317445023,0.9926025951938521,1.0017981917383878,0.9981452984569712,1.0013318926715429,0.9989306602025183,1.0005974366187809,1.0019330504748578,1.0012733687075748,1.0916710953952111,1.2562084522733525,1.3402090371206568,1.3470953199602052,1.332255950562957,1.3113902458476825,1.2868236365981076,1.2652278474784746,1.2505292941918513,1.212371577280991,1.190515327090659,1.1876255219430771,1.1854500683008562,1.1803149923706897,1.1720355542121752,1.162535528266828,1.1586325358465461,1.14362292366589,1.13097415417894,1.1584154814948198,1.1624604169266037,1.1603839956172526,1.16172078486721,1.1597761686995414,1.153548139191663,1.1514555857830673,1.1473485325049342,1.1453659739110242,1.143053952050524,1.1372456978798313,1.1346081647166977,1.1314809110180655,1.1264783033332795,1.1308313242135408,1.1294657487466602,1.1810580801485784
2-2800306,,0,1.015756211976173,1.0113643368281844,0.9919505916194299,0.991130781177586,1.0020725359901184,0.9979791205527271,1.0014315916091052,0.9988585658228982,1.0006278390195256,1.0020290956155378,1.0013301809160224,1.095952179867039,1.2684282491690777,1.3570566514404308,1.3629622777795158,1.3466491320384828,1.3240509428867056,1.297551610074037,1.274298233312783,1.258621558047492,1.2181139469718572,1.1951568831253196,1.1921031572542191,1.1897696883660254,1.184410013716902,1.1757608751969029,1.1658556761997256,1.1617849334292976,1.1462218619560742,1.1331336001698258,1.1608121429009444,1.164873992900398,1.1627332247690756,1.1639304539733608,1.162011750093731,1.1556388248840455,1.153479669595985,1.1493543798629424,1.1471420800630678,1.1448569466319434,1.1388223046996706,1.136195783070363,1.1329128830341788,1.1277985492063705,1.1322611062621162,1.1308678454324492,1.1829818767795763
3-2800305,,,0,0.9897606978322718,0.9719059076595554,0.9793588947359225,0.9962673148371921,0.994473635078548,0.9988205464750735,0.9964310652165245,0.9988000654945697,1.000412644931891,0.999832371201835,1.100535261082213,1.2845147424459944,1.3798989235267398,1.3843102522688462,1.3658390658893336,1.3407354286577078,1.311477592345573,1.2858939683299728,1.2688585737152955,1.2253515605255294,1.200720493482779,1.1974513693909268,1.194912999551527,1.1892578168797219,1.1801262334604208,1.1696967251986854,1.1654109384462885,1.1491409786795233,1.1355011212696222,1.1635357686959682,1.167627564950124,1.1654056795212968,1.1665562792656103,1.1645491132519765,1.1579919285024747,1.1557503478041107,1.1514020895458674,1.1492112231600704,1.1468526231140572,1.1407213605343351,1.1379264789560024,1.1346255080267729,1.1292924108636198,1.1338810260402161,1.1324529587166328,1.1852844876276192
4-2800402,,,,0,0.9607812260984586,0.9764255736810274,0.9975065674617379,0.9948944275844256,0.9995026808440712,0.996847394988282,0.999250226550251,1.0009088010418585,1.0002519914702241,1.1052693627632522,1.29740741196979,1.397693651250057,1.400773597759899,1.3806266228834192,1.35360813110711,1.3222508205910188,1.2948944769013282,1.276835947126671,1.2307125727462616,1.2051878158337153,1.2017548715843247,1.1990565261704307,1.193181311428939,1.183687679580134,1.1728636545731477,1.1684147687986584,1.1516131792820188,1.1375538350226202,1.1657747493110586,1.1698765149839132,1.1675944194641192,1.1687014791135393,1.1666266122888431,1.159936149888695,1.1576322755177924,1.153184630270672,1.1509431727523634,1.1485295366823043,1.1421802910497572,1.1394038858625444,1.1360306057691816,1.130590699992253,1.1352101740708191,1.1336819837431076,1.187108785928091
5-2805665,,,,,0,0.9893607919142018,1.013701239182449,1.0006106598594424,1.0048298204740316,1.0008624947033207,1.002592068863359,1.0041510322870992,1.0030826564277129,1.1159105413101638,1.322824411688472,1.4322050553062948,1.4323560081937328,1.408907789330255,1.37817915854312,1.3427821141336125,1.3120290906741638,1.292032400308739,1.2413601985967044,1.2137871186663904,1.2100444098034013,1.2070396005606188,1.200756415896759,1.1905882985441498,1.1790290030409052,1.174274793079642,1.1564855383867478,1.1416423033795318,1.1701033258807572,1.1742078430645246,1.1718150530885316,1.1728310160969688,1.1706299532697115,1.1637001567664145,1.1613775163103492,1.1567451507297588,1.1544094523958037,1.151802138076619,1.1452061645533977,1.1423091586714194,1.1387208752636226,1.133242312084333,1.1378309825145703,1.1362553226252505,1.1906311325679928
6-2804856,,,,,,0,1.041517695823148,1.003470065250464,1.0079174559000752,1.0026520547057187,1.004144979513119,1.0057524658893036,1.0043858626413111,1.1282847796615474,1.3563361526245428,1.4789796539017972,1.4744696742506973,1.4461193897872913,1.4100003074919345,1.3688514086595938,1.3333658859131294,1.3107200400564556,1.2539846389779643,1.2237616674285816,1.2196245088107636,1.2162325590967624,1.2094320112888446,1.198415547601942,1.1859405528015505,1.1808096857500294,1.1618107261241473,1.1460245613257551,1.1748400017236509,1.178957826216297,1.1764323834789543,1.177346593699495,1.1749963820857914,1.1677784734698389,1.1652226055878503,1.1604743261863997,1.1579348228490893,1.1553004860690959,1.1485029466761048,1.1453782316145606,1.141632919313582,1.1358509323191754,1.140500379169009,1.1389479615955544,1.1944015462177149
7-2800418,,,,,,,0,0.9925874765318728,1.0008069841464051,0.9965259468553621,0.9998661496310839,1.0020081527798363,1.0010203322784503,1.136403450849108,1.3866898063228812,1.5235291902055255,1.5137530950201568,1.4801632000721139,1.4384242349513712,1.3914369841419767,1.3512901981805188,1.3260948422169505,1.2639718860423252,1.231136066112404,1.2266572706652716,1.2229367888319453,1.2158791680274084,1.2039440176880853,1.190697379394397,1.1852546032731401,1.1652609104920206,1.148724029208283,1.17796916865403,1.1821193519847841,1.1796010940000032,1.1803361446130363,1.1778704235975583,1.1704170083323484,1.1677554582111993,1.1627411223286692,1.1602125458583141,1.157485891794619,1.150376260056624,1.147321640245926,1.1433704895117693,1.137498558942637,1.142129719047499,1.1406152452364875,1.1969494063960588
8-2800434,,,,,,,,0,1.024184344674464,1.0013594965535044,1.004724296975752,1.0074470900678087,1.0049316295530004,1.006714074840054,1.1427270177500566,1.211456023121097,1.1745922269923812,1.1658131507320488,1.1505090843700108,1.134157826111441,1.1224466358808136,1.1134064946902609,1.0932027107988693,1.0807467454657085,1.0799109529205406,1.0805008843273893,1.0772776791510048,1.07304799556803,1.0683778073988954,1.0667571724485314,1.0588070899560247,1.0528823410925408,1.0906852846968853,1.0965441831687983,1.0953524205739733,1.0985458802952373,1.0977621139050298,1.0927893905766148,1.0917025365060473,1.088815236488766,1.087647021700251,1.0861671544483829,1.0821807819212639,1.0808099779515317,1.0789502079068396,1.0757615827860616,1.0810261397382852,1.0801031967984986,1.1348060358669863
9-2800443,,,,,,,,,0,0.9840345244876585,0.9987571408725675,1.003184194416429,1.0011794932627345,1.0038065742385556,1.1602418146625815,1.2393415253861975,1.1930446692004757,1.1818099788245577,1.1634902561172022,1.1441778230963695,1.130351308462384,1.1200504238253859,1.0972795919551357,1.0836790624757957,1.0827272236310164,1.0830801740805978,1.079802948048265,1.0752419126682766,1.0702281426024838,1.068482294732493,1.0600638861322902,1.053817817054527,1.0926501301227698,1.0986385229070603,1.0972716508595723,1.1004980958535515,1.099752511326157,1.0944902652626878,1.0934376382824593,1.0904268364616254,1.0891117015626226,1.0875688564326986,1.08351330131507,1.0820767079976261,1.0800583285487142,1.0768329180532683,1.082118679432762,1.0811663078002351,1.1370286997521988
10-2800454,,,,,,,,,,0,1.0087342382495226,1.0128534670291869,1.007102302353862,1.0093578000583712,1.2028318197766752,1.3016493319709022,1.2333395243572933,1.2163843246852477,1.1915889617505204,1.1660231881442393,1.1476965465391173,1.1348456285845963,1.1068359368942728,1.09098343967773,1.0897669423134104,1.0899235050141796,1.0862049541051924,1.080976031771914,1.0752601906205095,1.0732448249321709,1.063882471072362,1.0569491636427542,1.0970491881362778,1.1031817976999347,1.1016866597827586,1.104903700974782,1.1040289180432958,1.098445078676549,1.0971704937080178,1.0941382397268025,1.092525628966231,1.0910537626900787,1.0866184831043704,1.0851404302784882,1.0828860877034077,1.0794438373034005,1.0849306796695375,1.0838452180062548,1.1413462104024716
