순번_정류장ID,27-2803478,28-2806276,29-2805175,30-2805166,31-2805164,32-2805167,33-2805162,34-2805160,35-2805158,36-2807491,37-2807490,38-2800900,39-2800403,40-2800432,41-2800435,42-2800325,43-2800321,44-2800395,45-2800399,46-2800316,47-2800410,48-2800416
27-2803478,0,1.0164091921701126,1.010291609014282,1.0020029275141398,1.0062608146238845,1.0048512623226151,1.0066044213019145,1.0060697585409282,1.0044734783270537,1.0037941961024752,1.002525724211756,1.0096846783093198,1.0078364563122426,1.009101741075194,1.0088239301873614,1.0080501262048462,1.039464113693099,1.1231522926898596,1.121564169087932,1.1209117732335694,1.1154402393170217,1.1142361094679274
28-2806276,,0,1.0016534776700583,0.9938957520287753,1.0011130804783075,1.0002924951569023,1.0032481749205004,1.0030934181057893,1.001744841742578,1.0026762468441595,1.0017081224557625,1.0093113720599092,1.007525323118961,1.0088082915961392,1.0085611520616076,1.0077379149638652,1.0399023735260198,1.1257193211517895,1.1240899783817668,1.1234090326860953,1.117651292315739,1.1164311440047283
29-2805175,,,0,0.9843194647710642,0.9998558931597004,0.9989762729490483,1.003427747448938,1.0031884509758622,1.0014793495931213,1.0026658364878331,1.0016408468633773,1.009599280401714,1.0076842211104782,1.0089605653825764,1.0087041507632355,1.007853514401111,1.0410363121448407,1.1295144528825198,1.1276982724463507,1.1269014581785635,1.120985351786482,1.119623179905429
30-2805166,,,,0,1.0179990208707685,1.0058773982872249,1.0103090621696393,1.0080781561476169,1.0044605630832302,1.003615191869477,1.0022453809840266,1.0102440259636645,1.0081977850710597,1.0095512258725672,1.00924392829693,1.0083596745523715,1.0425072167593408,1.1335958595204398,1.1316207721031935,1.1308599537201893,1.1244282444706284,1.1230287701461608
31-2805164,,,,,0,0.9968827499989853,1.0075452632241158,1.0057244230804172,1.0023074698082473,1.0030314751540128,1.0018019846078845,1.0100245205563358,1.0080130419231688,1.009397867349024,1.0090507897313574,1.0082314395473744,1.0427577023703,1.1350113681385166,1.1331088078781486,1.1322091384632944,1.1257035055290656,1.1242352364101396
32-2805167,,,,,,0,1.0098602873709999,1.0060415783742283,1.001569341876239,1.0029161854571433,1.0015951453322645,1.0101370960879077,1.0080726033200762,1.009479023263769,1.0091246313948279,1.008214496778685,1.0434026943291743,1.137409008551991,1.1352665447100059,1.1345858863450389,1.127726999912023,1.1262112941341527
33-2805162,,,,,,,0,0.9852587046654491,0.9911902430256413,1.0013293793971565,1.0005618263060396,1.0098090993868492,1.0076948228800562,1.0091571285339302,1.008838152570721,1.0079150760709825,1.043836489540762,1.1396573711672446,1.137476727613647,1.1366449261439755,1.1296279092696349,1.1280239390194111
34-2805160,,,,,,,,0,0.9953584716468323,1.0024758026475598,1.001186491981791,1.0103955561040887,1.008207526107086,1.0096627258970536,1.009331119653125,1.0083414979898544,1.0449604833471187,1.1428319812031638,1.1405512985529276,1.1395995426709347,1.1323661934315166,1.130659932333033
35-2805158,,,,,,,,,0,1.0032795142122715,1.0015995139826777,1.010919477636331,1.0085498291098138,1.0100238784644497,1.0096777460291935,1.0086921127642523,1.046413599406911,1.1471843050388513,1.1447573636147057,1.1438417314426206,1.1360824142576067,1.1343661496706068
36-2807491,,,,,,,,,,0,0.9987681676437193,1.0148294929757982,1.010781737156378,1.0125788144571521,1.0120610839733113,1.0106579986244113,1.062109711386313,1.199473273269659,1.1948999224498527,1.1932687096725114,1.1792397353164075,1.1762824126275042
37-2807490,,,,,,,,,,,0,1.0218338860913296,1.0148136217184078,1.0165830830387663,1.0158327994356966,1.0139242392673675,1.079552377358172,1.2548097554702626,1.247209650576456,1.2447116400788234,1.2224205424385066,1.2179870551145444
38-2800900,,,,,,,,,,,,0,0.991005405531895,1.0059479873680752,1.004452272955286,1.0002739980339241,1.1784422813894264,1.1188970437208292,1.113156383803664,1.110934969302045,1.1993208238753765,1.2497033970495093
39-2800403,,,,,,,,,,,,,0,1.0278181675148064,1.0214076668160417,1.0099120655415323,1.3760488717978765,1.187081206575868,1.1726943645646355,1.1678732321605136,1.2876765800121273,1.3612076254325018
40-2800432,,,,,,,,,,,,,,0,0.9815336275704137,0.9659692052301728,1.3471986119472847,1.1091702224174764,1.0989348733406554,1.0948704849784168,1.3937054915799618,1.5003644387319632
41-2800435,,,,,,,,,,,,,,,0,0.9558234325615902,0.9949440926255162,0.9947239554698981,0.9969370778489286,0.9963861338477451,1.4226434821299627,1.537688422959125
42-2800325,,,,,,,,,,,,,,,,0,1.0138517003647405,0.9999168912100147,1.0015195822960752,1.0009828703255272,1.2861875063061101,1.394969538575065
43-2800321,,,,,,,,,,,,,,,,,0,0.9949963089452047,0.9978359247104651,0.9973203759747784,1.0008906314327346,1.0004805404797112
44-2800395,,,,,,,,,,,,,,,,,,0,1.0134250565203269,1.0069745903547196,1.0036512293737787,1.0024599387632265
45-2800399,,,,,,,,,,,,,,,,,,,0,0.9869160378873014,1.001011482446335,0.9999820138376784
46-2800316,,,,,,,,,,,,,,,,,,,,0,1.0023521702062683,1.0010059544746628
47-2800410,,,,,,,,,,,,,,,,,,,,,0,0.9830009326244995
48-2800416,,,,,,,,,,,,,,,,,,,,,,0
