순번_정류장ID,1-2804935,2-2803261,3-2806613,4-2803246,5-2803245,6-2804860,7-2803247,8-2803235,9-2803238,10-2803228,11-2803224,12-2803220,13-2803218,14-2803232,15-2803181,16-2803260,17-2803270,18-2803269,19-2803267,20-2806495,21-2802802,22-2802790,23-2802606,24-2802764,25-2802635,26-2802730,27-2802727,28-2802734,29-2802752,30-2802748,31-2802738,32-2802714,33-2802696,34-2802012,35-2806038,36-2801801,37-2801793,38-2801779,39-2801766,40-2801756,41-2801749,42-2801743,43-2801185,44-2801687,45-2801184,46-2801659,47-2801612,48-2801582,49-2801516,50-2801498,51-2801460,52-2801419,53-2801407,54-2801410,55-2801427,56-2801443,57-2801471,58-2801473,59-2801486,60-2801519,61-2801571,62-2801610
1-2804935,0,1.0303650718969624,1.027409755726761,1.0160828379560312,1.0063505846001786,1.0120341735361955,1.002748560382185,0.999018888811306,1.003285978217438,1.0034491140385218,1.0030692265824104,1.0029332675621283,1.0030282251888385,1.0724867344106377,1.2928340310600943,1.3656328461089267,1.411666756743541,1.389633038728178,1.353246821569487,1.3519617395491708,1.3326433005808624,1.3100190110651517,1.2900973513038343,1.281806288438474,1.2528931718754952,1.236318820647509,1.2223212621660968,1.2111367005869231,1.2000939194556057,1.1922948003044396,1.1843442927216856,1.1714168362598119,1.230153056395867,1.2595964590106898,1.2549004502767247,1.245650289291473,1.240395731506249,1.2353543056222323,1.2340657833756954,1.2263275636307225,1.2189372391101343,1.2134400165958887,1.2049038039415465,1.1999598563483156,1.1929248595937194,1.187766120727999,1.1820336540512004,1.1788275274418978,1.1743597540738908,1.1714824267315331,1.165357023509346,1.1643852760561593,1.1699044269325014,1.1704474339051278,1.18699853616697,1.2126448757441537,1.2432548480673526,1.2485456537197168,1.2594690174272465,1.2994662337186924,1.3032024502987383,1.3167976686426583
2-2803261,,0,1.0112791288156633,1.0014560718691363,0.9920118253843082,1.0041577729345947,0.9949988668952292,0.9933849988616239,0.9995772500247049,1.0002625462469859,1.000039892441353,1.0001648322537475,1.000525207280423,1.0752098798057639,1.3132666597502392,1.3919356699089724,1.4399762844953112,1.4147305681207836,1.3734029155356025,1.3709766713714495,1.3494451708514914,1.3244493258591337,1.3026200923812545,1.2934772497723594,1.2621784929695898,1.2442856860375446,1.2292772019181288,1.2173272433922755,1.2052607640295416,1.1971691125551662,1.1886345189758722,1.1750265683947576,1.2355073007488335,1.265890471886845,1.2609403434416995,1.2512309257137695,1.2458285101995317,1.2404260986442655,1.2389643599717974,1.2306671725972163,1.2231677937839887,1.2173342136554197,1.208546150612655,1.2033940153484934,1.1961865871202617,1.190753814365877,1.184980230678416,1.181421241798152,1.1768112953082208,1.1740735833546898,1.167599386919409,1.1665677977786841,1.1721640019210244,1.1725474588802396,1.1893127084675854,1.2157870478550916,1.2469655480140192,1.2523379474268905,1.2634176793244438,1.3040945584271533,1.3078719647812875,1.3215866557078713
3-2806613,,,0,0.993791907921367,0.9838577186849293,1.002387398128796,0.9907915475186501,0.9906355729398756,0.9980994258862615,0.9990507431741129,0.9988918953347565,0.9991337619407064,0.9996157422995131,1.0780287271144027,1.3293049243459878,1.4123299624990704,1.4616551342632353,1.4338656695554934,1.388666624217382,1.3853036074224745,1.362073841773541,1.335273532523743,1.3120043509535517,1.3022160966414795,1.2691370997083664,1.2502621021352258,1.2345047107155167,1.2223117509745718,1.2093743989589458,1.2013915224472367,1.1920870842880171,1.1782121614896883,1.2399206180375852,1.2704916622534954,1.2653583751918978,1.255319336502599,1.2497275097914684,1.2440311649157958,1.242443402103694,1.233900892355396,1.2260727026130314,1.220380133364705,1.2111433350775827,1.2059382272848922,1.1984564298164444,1.1928055600831224,1.1868937455921866,1.1833393277265567,1.1786288286393802,1.1758295817385647,1.1691424737140497,1.1682882998905018,1.1739344023097338,1.1743011194519555,1.1913358270679988,1.2179013250403052,1.249456436812983,1.2548030327645254,1.2660644709597162,1.3071618218562533,1.3110492329779562,1.3249793213457186
4-2803246,,,,0,0.9720616419399143,1.0064102828102284,0.9912364347673275,0.9908472030918186,0.9991669096288617,1.0000443768427143,0.9997994085706788,0.9999679625018043,1.0003986536761058,1.0839594429371935,1.3549368502079664,1.4443882499952683,1.4952370716510905,1.463404827103287,1.412116412204411,1.4072077251735433,1.3813601265841442,1.3517999097768603,1.3263441021448696,1.3155698276377998,1.2798133076410902,1.2594599696630917,1.242580538246329,1.2295520660573958,1.215781850824333,1.2070380947176529,1.1977902355761942,1.1828705220115627,1.245959650211897,1.2773876320711914,1.2719876482725632,1.2615982415525937,1.2556028790397504,1.2497680169327827,1.2480967817071822,1.2391831443297985,1.2307962777372086,1.2248626739771171,1.2154547918615448,1.2098354274925083,1.2019007758696951,1.1962360710888487,1.1902829745556611,1.1865265751962497,1.181745024208035,1.1787712199533964,1.1718724734727377,1.1708034685273814,1.1765870574057598,1.1769271360974136,1.1941495951993204,1.2212096503885796,1.2531955051228716,1.2587722679685522,1.2700865555882157,1.3119520272918277,1.3157880978135212,1.3300624911082977
5-2803245,,,,,0,1.0287692004324558,0.9965577822112378,0.9932253587822617,1.001689287796987,1.0022038122433243,1.0017700765631259,1.00173187560707,1.0019920806511784,1.090278692394667,1.3803072727131702,1.4759397435406592,1.5279209486846694,1.4919570219156666,1.4345343455436754,1.428025359225196,1.3996049922159537,1.3673596200370128,1.339796013708565,1.3280715741467812,1.2897704869447384,1.2680190870008803,1.2500852391096184,1.236274645791898,1.221727281241057,1.2123918216310723,1.2026856976021287,1.1873266185716203,1.251733982539283,1.2836631225409556,1.2780192660025282,1.267197970884063,1.2609481582915603,1.2547568743659092,1.2531480767420602,1.2435575281565345,1.2350926872316583,1.2288343002136324,1.218901215024447,1.2136752581624761,1.2053881442099852,1.1993637671818085,1.1931362900303792,1.1892768335384778,1.1843644642832138,1.1812274851363656,1.174148521433005,1.173171361428811,1.1789334938979372,1.1793235251535832,1.1969230378863565,1.224351814938721,1.256702737566289,1.2620944915044976,1.2736842498901662,1.3161410460196925,1.3201761113938615,1.3342543893650425
6-2804860,,,,,,0,0.955913370275919,0.9814101235412667,0.9965927901214332,0.99824987389224,0.9981028799233967,0.9985245776845834,0.99922235805214,1.0968385731960963,1.4215379191155406,1.5285985153675574,1.5823715833435499,1.5386618712696334,1.4700506115612664,1.4606795653739848,1.4277508721573837,1.390884926407792,1.3597601210621675,1.3464542989225208,1.303976209242486,1.2799835862862319,1.2603846411179986,1.2453565137442877,1.2299496082250092,1.2200801815344215,1.209344116233139,1.192647311834827,1.2595302435806432,1.2923108012758215,1.2862925511755428,1.2746730799321753,1.2681722180871826,1.2617513368333275,1.2595133627337858,1.2496644319479175,1.2407473716980533,1.2342711295938609,1.2239436002258672,1.2180354864960874,1.2095835762349623,1.2033936083998833,1.1968016430318311,1.1929636672853092,1.1876867871940968,1.1845103383307665,1.1772404469089528,1.1760272253864557,1.1818794972207858,1.1822407157239259,1.200042582577753,1.228036826061875,1.2612396379869997,1.2669765473053907,1.2784186112110991,1.3218911359616525,1.325711331090745,1.340290619717594
7-2803247,,,,,,,0,0.9903909471274152,1.0039217481272165,1.00408223379622,1.003330106370974,1.003062428308089,1.0031963034438347,1.1076641226996127,1.4631779664104965,1.5801575310157256,1.6343187471628875,1.5830245806431131,1.5036493720774404,1.4913669121356325,1.4542362619990987,1.413109902084522,1.3787305774211136,1.363964818268846,1.3177114940215229,1.2916816128560589,1.2705746741032073,1.2540617021126221,1.2376099734359658,1.2271505085838845,1.215936225492448,1.1982790333512516,1.267103219710217,1.3004616617057034,1.2941180277604847,1.2819220090539905,1.2750880282624708,1.2683603596249693,1.2657435119223257,1.2558338868780072,1.2463950936572252,1.2395181461437585,1.2286549657224473,1.222699550713445,1.2138302750489802,1.2074151016661272,1.2004878309033213,1.1965212428410519,1.191159565365444,1.187875480617307,1.180368405645247,1.1791516098490942,1.184983906657361,1.1853113629395742,1.203458256800902,1.231885449604661,1.2656152669092005,1.271336781437352,1.2829017269652176,1.3269875614021225,1.331013862091596,1.34567288265515
8-2803235,,,,,,,,0,1.01629050788054,1.0117806663574855,1.009425370053557,1.0078155960954922,1.0071088117279636,1.1398380941486714,1.6231300665713817,1.7816259318445455,1.8316328996123166,1.7456093860003825,1.6199441816974562,1.595310367070321,1.5416746795615344,1.4844088003246694,1.4381170533298246,1.4181055836083623,1.3587205396671636,1.3258287551339087,1.2997611456501068,1.2796291103299056,1.2597732826205834,1.2474187282354317,1.2340353563693383,1.2134320119149313,1.2880252687376565,1.323202171234116,1.3158546224483063,1.3020434010776674,1.2940434969615018,1.286386808922776,1.2828713188278282,1.2714431448215764,1.260962492568799,1.2532450179685455,1.2412395036960675,1.2343425489406394,1.224670193153178,1.217612997793544,1.2100830523783621,1.205652938817321,1.1998092927271138,1.1962248291510031,1.1880581760179696,1.1867896751330795,1.1928002343593405,1.1928781775336743,1.2117301067091397,1.2414218342712569,1.2766938163425674,1.2826213990856925,1.2947403183072992,1.34090704510811,1.3449304635272206,1.3604763183379216
9-2803238,,,,,,,,,0,1.0046067166546422,1.0020272788820679,1.0018202224466635,1.0024440802332546,1.0257963461568391,1.5892431207236215,1.784166328727846,1.8440272147636525,1.7411368516166954,1.59840049918487,1.57263009223399,1.5150731693727941,1.4550033414142074,1.407427552577475,1.3874133836381157,1.3300128294625695,1.2977877801877737,1.2724903738651967,1.2536147523502288,1.2347507338689971,1.222755767522871,1.210289047729338,1.1911840658196042,1.2683807511452447,1.332591731699578,1.324539477558003,1.3095024635174384,1.3072401446476787,1.2982892352709203,1.2991387032300212,1.2863471685817969,1.2748951981200576,1.2665368721505519,1.2530760134750574,1.245061285554268,1.234787089466922,1.2270633009820404,1.2187191793196335,1.2137131230761853,1.207670866002995,1.2037813060380689,1.1949489186978381,1.1937326310550247,1.2000165985446607,1.1997462350107082,1.2194078477796733,1.2503204610500425,1.2871904055517835,1.293049718017896,1.3058495254697924,1.3538690511500446,1.357983424042099,1.3562123677886146
10-2803228,,,,,,,,,,0,0.9966098497131638,0.9995885624867913,1.0014292695971303,0.9979553092863036,1.067936712838709,1.218719334634133,1.3251120686392928,1.292486501536882,1.2460959243201468,1.2528738714797358,1.230690386200197,1.2062739901258832,1.2898079595601681,1.3829228661821682,1.358940240678343,1.3209965104002426,1.291752387534759,1.2696634673658467,1.248313600534926,1.234952466376433,1.2210918542449964,1.1998234990031291,1.2812854731584722,1.3488790367897971,1.3400005914955417,1.3235420150616501,1.320481474539379,1.3109190906680483,1.3118556789435822,1.2978564500682643,1.2851846200182004,1.2758994197211133,1.2615912700699337,1.253473553371254,1.2420469955965872,1.2336226192196866,1.2251834915998436,1.2200924682438992,1.2134001940931747,1.2092893815197303,1.1998846182953338,1.197553105784515,1.2039639801092035,1.2044990121569583,1.2247045393065388,1.2564041491669617,1.2946411454052256,1.300924962995648,1.3136055346506448,1.3633874847575185,1.3674536883299115,1.3654428518377042
