순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2806293,24-2804201,25-2806291,26-2807291,27-2804203,28-2804206,29-2804332,30-2804208,31-2804210,32-2804212,33-2804579,34-2803703,35-2807382,36-2804632,37-2806358,38-2806322,39-2806320,40-2803881,41-2803879,42-2803877,43-2803875,44-2803876,45-2803878,46-2803880,47-2803882,48-2803884,49-2803886,50-2803888,51-2806219,52-2803890,53-2803892,54-2803894,55-2803896,56-2807380,57-2807379,58-2803898,59-2803900,60-2806222,61-2804630,62-2803902,63-2803904,64-2807377,65-2803906,66-2803909,67-2803910,68-2803912,69-2804628,70-2806314,71-2803914,72-2804626,73-2804099,74-2804624,75-2804622,76-2804096,77-2804620,78-2804095,79-2804618,80-2804616,81-2804092,82-2804090,83-2806224,84-2804088,85-2804614,86-2804087,87-2804612,88-2804067,89-2804571,90-2804538,91-2804536,92-2804065,93-2800297,94-2800261,95-2804064,96-2804535,97-2804537,98-2804539,99-2804541,100-2804069,101-2804543,102-2804544,103-2804071,104-2804547,105-2804549,106-2804551,107-2804553,108-2804610,109-2804608,110-2804606,111-2804061,112-2804059,113-2804060,114-2804062,115-2800299,116-2800293,117-2804058,118-2804601,119-2804056,120-2804604,121-2804598,122-2804053,123-2804051,124-2804596,125-2804050,126-2804594,127-2804047,128-2806409,129-2804592,130-2804044,131-2804590,132-2804042,133-2804040,134-2804038,135-2804036,136-2804033,137-2800268,138-2804528,139-2804527
1-2800269,0,0.9989815947701196,1.0016723380552544,0.9953788190315304,0.9989439209921254,1.0021359445539517,0.9973750582398728,0.9984169514126175,1.0117511958386158,1.0041681022363205,1.0032962183588445,1.0028160152622954,1.0016753033034196,1.0021065968145098,1.001836687424888,1.0019763118109803,1.0018923839031812,1.0027147360384792,1.0022539956386496,1.00103317387722,1.001943061928432,1.001897312562814,1.0024859238641566,1.002524124938377,1.001633101522961,1.001633512513764,1.0020819407015824,1.0017240136032972,1.001971666673652,1.00178148928921,1.002095758482135,1.0018351042317828,1.0018268744741756,1.0020620722356128,1.1214513655142493,1.3925167557591323,1.3741455970388516,1.3401470038077177,1.290504722091262,1.2694250633196698,1.2915074126353971,1.3333279138144993,1.4592619252264702,1.4383016430963516,1.4293540397158015,1.4926986869398984,1.5143032174838542,1.5026858665508256,1.4847613260444086,1.4746782933888114,1.4556671341619767,1.4268254099639581,1.4182519912278944,1.412320661331664,1.4007711548847905,1.3974478159299732,1.3775895983285242,1.3742630347282783,1.370744689871345,1.3661572800001454,1.3596695039452389,1.3496511247869614,1.3438577906475797,1.3386004306667112,1.3447714272795444,1.382490798238368,1.4236588499102545,1.4674950573183423,1.5010140631075382,1.542877802516529,1.5672917012507932,1.5993871303685228,1.6556902088915137,1.69160850808124,1.7730905614051864,1.839458565953046,1.9244361679215403,1.96847611508023,2.019970875104908,2.1444618681505423,2.1947130745038863,2.284011120778988,2.3374813568363466,2.4455047076208922,2.5334185335870787,2.63107694000815,2.7671983976776815,2.9575445873304727,3.1829072524231257,3.294092291309096,3.4534946616919884,3.5218995484927773,3.7073236006049024,3.7888562210053407,3.6641195951645105,3.6121987028486346,3.5237562811679104,3.4020032869369046,3.373073484383849,3.3226412626307837,3.295869862909868,3.242782102183003,3.209531362385025,3.162060842435553,3.134569488610695,3.0737854761232053,3.02111305689597,3.0309645003930146,3.104047997002816,3.169951273776512,3.284538300048883,3.2465465613499975,3.31592349461442,3.422528654635862,3.6204248571986466,3.744620673990778,3.854065018621392,4.098417924535762,4.605924846945465,4.7923896080300254,5.311338882681131,5.380362312243042,6.485360416920786,7.209079233222439,8.10549439039786,11.192621524452287,12.215046480250713,13.551107160866547,17.70227016589895,24.70844368809552,27.446790228370272,32.015249798841715,37.572252423954296,46.50937051562029,54.1317259933775,121.00752552491109,100.25104326025844,121.0170157298621,207.16460859255056
2-2805488,,0,1.0048549440877443,0.9937551860976039,0.9989318868348576,1.0029910926734393,0.9969835647870999,0.9982974142610239,1.0140444901412675,1.004866011382269,1.0038224776229427,1.003247977911277,1.0019421549697904,1.002378436559707,1.0020624966282123,1.0022062664046083,1.002102848700692,1.0029639022840309,1.0024617362697528,1.0011551713525448,1.002110885698878,1.002055041780775,1.0024212525487746,1.0024632408715004,1.001533141830756,1.0015356619027742,1.0020065475349327,1.0016345352036202,1.0020960471152742,1.001703372596862,1.0020329826722831,1.001939400897958,1.0019263640081586,1.0021682268185028,1.1253720563635055,1.4071856330743562,1.3870754839078328,1.3510036894325244,1.2982075192504456,1.2761692654308066,1.29854801024658,1.3416216140665418,1.471333139718391,1.4490493578240595,1.4399172302431347,1.5048438675052123,1.5269760030418924,1.514948046402846,1.4961565770157963,1.4854306907884298,1.4657190511672895,1.4354847167154103,1.4265555659843139,1.420525576308895,1.4085201855809324,1.4049291592525073,1.3843482784353272,1.3808998727414878,1.3772543056912976,1.3725063223515266,1.3659010318528786,1.3554209433296769,1.349433942780879,1.3441104337755003,1.3504640687267884,1.3887902760463564,1.43081423304282,1.4754697445981508,1.5096164690568419,1.5525538851554943,1.5773634719866596,1.6100255227873959,1.66759085949408,1.7044135741334676,1.7879296736198627,1.8558775446066529,1.9430690711310141,1.988298303968514,2.0414221260280088,2.1691967192746127,2.221193255826077,2.3131562873205356,2.3683470406709066,2.479973988316769,2.5709410672519626,2.6726000505453134,2.813558328946216,3.011559599016934,3.246674030705284,3.363175899254171,3.5299469695928543,3.601444076551147,3.795958465388126,3.882428615219411,3.748955957873276,3.6934454472933838,3.599501521601984,3.4704816653885757,3.440122717235803,3.386612268353456,3.358571967403593,3.3025887691860523,3.2671339174810443,3.2171818429490515,3.188280288056814,3.1244430829618217,3.0693790641643988,3.0061939827724258,3.0789518816008257,3.144234026059785,3.258046039227219,3.22051835286832,3.2894262568673893,3.3952992440408076,3.5918240605301333,3.7151588479442936,3.8238410345222498,4.066472805471338,4.570333944782653,4.755439015388616,5.270546108311607,5.339194668944838,6.435763169005717,7.15372086580835,8.042775269932768,11.102551220933117,12.115246151126433,13.438074637864483,17.24580555537936,21.48218170977405,23.54901537857197,26.878679883956615,30.739653567685032,36.55196839136483,41.15946174519772,71.58480676834908,67.17779510927843,116.8384108328281,195.98132738027178
3-2807373,,,0,0.9869228044341957,0.9967404611782976,1.0024368597476068,0.9949410360957184,0.9968672241785842,1.0156899311576617,1.0048674320955018,1.0037037673726608,1.003078696047412,1.0016756366607023,1.0021818439145187,1.0018623942712728,1.0020223773725625,1.001923500811922,1.0028508105611245,1.0023260040792268,1.0009593188477781,1.0019726567851175,1.0019207131867927,1.002312314433393,1.0023596185254868,1.0013956519830334,1.001401151166701,1.0018941880852434,1.0015101414966983,1.001789355488649,1.0015946818901016,1.001940118037231,1.001665991106733,1.0016649911930233,1.0019178809408902,1.1288822973583668,1.420509432894083,1.3987571912978565,1.3603618582021495,1.3050584456880072,1.2818570315266073,1.3047824808307513,1.348741679774201,1.481802120141343,1.4586607224444545,1.4488767733160628,1.5156221674652472,1.5382231092959122,1.525486388588073,1.5059254722625393,1.494936881493095,1.4743001933728637,1.443105040975413,1.4338565928605154,1.4274831763653844,1.4150789726599204,1.4114938320179602,1.390267921251562,1.386710809390409,1.382951852118006,1.3780608778954473,1.3711381704361159,1.3604602289295618,1.3543012043670288,1.3487227866683817,1.3551463074839278,1.3941971927116101,1.4369202437539517,1.4824021478721194,1.5170905062081372,1.5608042078021966,1.586072069877807,1.6193493110794392,1.6781792700879399,1.7155877460712101,1.8008298894026074,1.8702454030974582,1.9593022553620905,2.0057828694330926,2.060078309502575,2.1911633445814576,2.244642987587731,2.3391038795258905,2.39570894681575,2.510721170012795,2.6039802210468594,2.708975543730565,2.854559766375679,3.0590542358290795,3.3036515692579265,3.424543060815359,3.597966334344473,3.6727983260336594,3.875919777931925,3.966734428389116,3.824891169952176,3.7660247813661973,3.6670254933340543,3.531105832973476,3.4992458163020848,3.4433698291562025,3.414211253033893,3.355158199383585,3.318277639914238,3.2660685381341534,3.2356873282473555,3.169090996969911,3.112080206617452,3.045489518764983,3.120427125511669,3.1877127855965113,3.305099019070026,3.2660077520569635,3.3371029298662305,3.4464449176230274,3.6497137475477537,3.777467058233822,3.8901676888053878,4.14221459411256,4.667560567341407,4.861208419470922,5.401937293636746,5.473722984742379,6.634388337017634,7.401209400427425,8.358299971227753,11.71778264000729,12.852534747689635,14.352515160009242,18.78334762137491,19.319870793378975,20.99367012444549,23.62948401128007,26.59492302962338,30.885530253188747,34.14729827158438,53.02833653473443,50.69256278390878,74.96914546653652,101.5257706578508
4-2800272,,,,0,1.011532534672168,1.0169355100451138,1.0007846095049113,1.002321584162187,1.027490770045012,1.0095958549127968,1.0075582654518667,1.0064144461458648,1.0042485844361106,1.0044410724904687,1.0038307286483321,1.0039419565278818,1.0036996730660142,1.004564846551905,1.003889279342215,1.0022800313044786,1.0033125559738787,1.0031870924588178,1.0037907460303555,1.0037923745614612,1.0026900165377672,1.002420572740913,1.0029193103707392,1.0024859036879004,1.0027249248667756,1.0024655117451924,1.0027883109063758,1.0024720377959098,1.0024324273507923,1.0026862504019591,1.1359332248461615,1.445448413776077,1.420273782807247,1.3779214748770083,1.3177850961978042,1.2925496205542575,1.3161358379514938,1.3619181813864458,1.500980908568235,1.4759410744183512,1.465434862867827,1.5348098400027477,1.5582157347094185,1.54452011373878,1.5235634544732346,1.5119785929378422,1.489789430104929,1.4567573856752205,1.4469366731295206,1.4401897082144675,1.4269267052660162,1.4232570257645771,1.4007550616422233,1.39700564444268,1.3930462018405425,1.3879027370470658,1.3806181650932376,1.3693919884359818,1.3630409921159958,1.357085510462603,1.3637332566302272,1.403790386721323,1.4475896830469734,1.4943780064031127,1.5301581848960708,1.5752005731514012,1.601182950178507,1.635658063204597,1.6962574017806142,1.735080407317503,1.8232115025384203,1.8951564864666868,1.9877961782486826,2.0357001967526074,2.0922922914442004,2.228912769894709,2.28475382619072,2.3835268554907665,2.4429457488550956,2.563455651732975,2.661810200949793,2.772236407991091,2.9259701789825407,3.143091366825423,3.402752239062924,3.5324106062462,3.718251539629679,3.798617097091938,4.017283602118067,4.115057272447859,3.957942582360955,3.8931855630939696,3.785628945048202,3.637400604687691,3.6030920977448933,3.5422992057351337,3.5105033987017027,3.4469665718675504,3.4071663571184607,3.3509346288091644,3.3184730348941294,3.2469477233901127,3.185652645061259,3.072919256727854,3.149865119562805,3.2191911603456136,3.339913157483252,3.2994211690610613,3.3725611597196385,3.4851574027483085,3.6947959448753473,3.8267526610910956,3.9432940123011,4.204399259235049,4.750691327573405,4.952760123748108,5.519012057340032,5.59397274717368,6.819989626945632,7.637696035797376,8.666892333594452,12.357343970310248,13.631946137912287,15.339308699267395,20.535211425146844,16.96300285120212,17.822165526388915,19.72010459359125,21.779090979926334,24.624964953725286,26.69013065003637,37.20940641010973,36.11803413077589,47.17165395061777,56.637030959754696
5-2803582,,,,,0,1.0257610140300943,0.9907152083808235,0.9970490610444618,1.0294306913799325,1.0069517911762493,1.0049516995574377,1.0039333042991352,1.001922486283346,1.0025249346552836,1.0020877856773796,1.0022759017197762,1.0021371322832715,1.003221385447083,1.0025794486614945,1.0009659880601995,1.0021376980313936,1.0020690458080441,1.002502900287326,1.0025497667314176,1.0017186392047155,1.001460100479013,1.0020100033302934,1.0018220658075145,1.0018839932952273,1.0016638017903083,1.0020393334062614,1.001736156244018,1.0017315917643959,1.002005618346353,1.139970621671854,1.4615693884745138,1.4346867865838488,1.3894900912974513,1.3254583828306317,1.2991430381726403,1.3231960190283838,1.3703305840918918,1.513418241934909,1.4872571928081253,1.4760605257121064,1.5473257282731119,1.5712928930304064,1.556931137369972,1.53519386076294,1.5227180205187114,1.499756600159922,1.4652191967050676,1.4550173765506726,1.4480219854753027,1.4344176682888183,1.430603114030544,1.4074604016489167,1.4034529502125495,1.3993594276126105,1.394047231475851,1.3865214248491269,1.3749308301504026,1.3682674924129283,1.362247173188786,1.3689213363039228,1.4096916177681327,1.454356221865447,1.502034272222049,1.5384489226796567,1.5843935196757535,1.6109800225789739,1.6461787134545567,1.7080083586883898,1.7476934998754847,1.8378542078684708,1.9116297656130683,2.006609272185705,2.0557691356224557,2.113998801488648,2.2544855391490484,2.311718144838517,2.413497773210004,2.474789065775593,2.599405865171148,2.7009622761864547,2.815318178900637,2.9748054759429503,3.200593345687986,3.4717392065559256,3.607073599851097,3.8021596290490485,3.8862057514132258,4.116491796743361,4.21958212693706,4.050867143682271,3.9826768979126337,3.868146686566449,3.7114605328021004,3.6749318228568137,3.6107661438534895,3.5772352517988675,3.5105569896868967,3.468420923251099,3.4093112781978814,3.3752219993335126,3.300191685762158,3.2359869218590864,3.111172598093876,3.19039694347363,3.261829395220497,3.3863103816631446,3.3441688262668032,3.419611467272895,3.535872320404123,3.7526752286302467,3.8893527930024487,4.010204415924842,4.281473439091282,4.833266876054979,4.771905806189662,5.302778326420437,5.373586797038484,6.512268197981208,7.2638182325043825,8.201102941222766,11.484335836066457,12.59099891108361,14.052005565551262,18.356172585700453,15.455934983318741,16.176191070679753,17.743253063716175,19.412279834219177,21.668212202491155,23.269615073742493,31.002465446267937,30.26394791628426,37.755309396290585,43.65550594975087
6-2803603,,,,,,0,0.9435803703831431,0.9815682433600278,1.030515402970821,1.0041543068199659,1.0023820970158352,1.0015870806581493,0.9998486888160961,1.0008659353306804,1.0006140339208514,1.000873202163275,1.0008368903525455,1.0021085263335803,1.001507873418442,0.9999126773910694,1.0011939487018713,1.001176204901273,1.0019927839494522,1.0020597211874673,1.0009557455113323,1.0009731869930825,1.001554193204801,1.0011214335137266,1.0014642389506774,1.001263804500469,1.0016691858215847,1.001371381447789,1.0011935437445796,1.00167113856633,1.142404478820064,1.4722858166693464,1.443880021048265,1.3965662831763106,1.3306611021693604,1.3035023412419007,1.3278543298645946,1.375815986515879,1.5215965256324255,1.494169018398831,1.4828401485113603,1.555529500228303,1.5796537031019853,1.5650561819392574,1.542304139193137,1.5298506294025966,1.5062635328971425,1.4706761988825423,1.4603768309398557,1.453216355303121,1.439294210623697,1.4352437850603172,1.4116079129917323,1.407645448742246,1.403464154489419,1.3979160661212664,1.3903579976841487,1.3785292129263305,1.3717346338151173,1.3655993966583875,1.3723248131027848,1.4134375220076325,1.458740207648053,1.506860820218347,1.5438572069796763,1.59024342719455,1.6171716488478534,1.6527565918700498,1.7154976521694176,1.7558197144741194,1.8472009164357381,1.9222887434664413,2.018471686754464,2.06854440315216,2.127642759960162,2.270601131151384,2.3290213451293993,2.4327517873168807,2.495560563535397,2.6222836280250816,2.726542929703701,2.843113928979391,3.0065748491017397,3.2380815001327927,3.516119554867026,3.6553553257815747,3.8566686744607344,3.9433574741661106,4.181155261415571,4.287786728812843,4.111511590769057,4.040948534651459,3.921330486211086,3.7588903680640895,3.7216320033143693,3.6546921997280597,3.6202834441736975,3.551382202508459,3.5078615166341875,3.446860399687459,3.411929031210418,3.3345887765992708,3.2682657862016287,3.140022845408668,3.220729610467252,3.293702778222402,3.4209346771663287,3.3773639825831134,3.454698712369398,3.5734158104156353,3.7954486861423185,3.9358479556612087,4.059582207866018,4.338301742697881,4.906358427466027,4.773400539212929,5.177043493529306,5.245493686396262,6.335201041279974,7.0501033352643745,7.937032299160243,11.003437213640828,12.023125693515949,13.35869952038384,17.22616181694871,14.65123946732367,15.302570657096188,16.708026454550048,18.19056134355205,20.177215032852587,21.562137426681925,28.08858786244336,27.50961573186551,33.61129489063496,38.24212906943693
7-2803602,,,,,,,0,1.0069899670698306,1.0550035537868472,1.0116849111643749,1.0083266172260454,1.0066256575856565,1.0037399054549994,1.0040771411999743,1.0033818078654442,1.0035357293774052,1.0032799742781742,1.004338991099691,1.003569474122438,1.0017499861275874,1.002957824384391,1.0028367014847732,1.0035409554364272,1.003552056318948,1.0020636271381342,1.0020530636747327,1.0026142566701124,1.0024014395851655,1.0026684599891234,1.0023896036647917,1.0025301978674457,1.002197448645064,1.0023639311294827,1.00263814825532,1.14539343479814,1.482132024783856,1.4523847723352379,1.403687615982491,1.335535986549982,1.3076503062356117,1.3322141013964142,1.3808212793920582,1.528487903762929,1.500746765641442,1.489138938880231,1.5623825619121963,1.5871956403968825,1.5720289209534908,1.548941950558095,1.535825859924633,1.5117372752680907,1.4757460957617095,1.4649283388293637,1.457635210857574,1.4434572635968115,1.4394701505888687,1.415287415619813,1.4112566824064965,1.407004371805509,1.4014926082229193,1.3936811571764,1.3816588520295165,1.374873501016543,1.3686425981527506,1.3752906026372191,1.416930385595268,1.4625760695747594,1.5112691034354304,1.5484143641297057,1.595389769036949,1.622586325116256,1.6586098211894347,1.7219311988155124,1.7626886675572149,1.8551844662737578,1.9308637675466616,2.0284184486912835,2.0792377041773045,2.1388786471744905,2.2840343765287012,2.3430218773324354,2.4485672238805147,2.512036863977131,2.6410936602686386,2.7465582195815874,2.865307054646043,3.0319299884183666,3.2676814521346333,3.551797588303878,3.6944354152546808,3.89982231791844,3.988592920590225,4.232698509902391,4.34214518441191,4.159445074628138,4.086045741849691,3.9639137462577994,3.7968665916634396,3.758021488361041,3.690140642855246,3.6545551163303402,3.5836332915602496,3.5387732583191505,3.4765289183911094,3.440298334134607,3.3616109400181498,3.2937858315571353,3.162373664536231,3.2447479615697232,3.318313059593545,3.4478649527624134,3.4035521791719714,3.4819774942259083,3.6029905561249453,3.8291010232842564,3.972199135037651,4.0986846179415535,4.382937902935999,4.964886969315574,4.827235888131969,5.087944403180858,5.154733812896279,6.210257185389119,6.89975550968059,7.751994697015516,10.671460491472855,11.633148391566714,12.885886772605607,16.471242847727037,14.104956101513165,14.714505297688667,16.01628064142367,17.380578500164287,19.189685141788324,20.450346197452614,26.265777262307278,25.76175487160295,31.06796798719353,35.00391571801701
8-2800274,,,,,,,,0,1.089891755286435,1.0127560379223124,1.0085637393535032,1.0065707492937577,1.0033654048614848,1.0038108555222938,1.0030997120149179,1.0032777060019133,1.0030270897816598,1.0041787019290174,1.0033773600845777,1.0014813617807874,1.002764523291247,1.0026497282643052,1.0033987449372548,1.0034156282337456,1.0021678793929418,1.0021541430196144,1.0027321242806186,1.0022436920710183,1.0025298250065529,1.002251312784346,1.0026226520530406,1.0020660316402925,1.0020437345822633,1.002330423500731,1.1488040868876965,1.4957313310075142,1.4639921022876858,1.4128951993272387,1.3416385626064042,1.3129179233278667,1.3378219855445228,1.3871211544080726,1.538468245471767,1.5093417108869913,1.4974356302649843,1.5723349757151515,1.59714884759896,1.5814549100033661,1.5576075736606958,1.5442601219016938,1.5194215182662274,1.4822044440601145,1.4713985807801304,1.4639059536378547,1.4493440208158177,1.4450969587927447,1.420316693708584,1.41631908801542,1.4119611026365477,1.4061878490173008,1.398189894446767,1.3858863030019337,1.3789477711495899,1.3724665185454314,1.3792278463139669,1.4213952709795379,1.4675108427443124,1.5168545008935275,1.5546507823166635,1.602370504438021,1.62989150789876,1.666375013530963,1.7307483463665896,1.7720668872908556,1.8661728994474525,1.9431596883249018,2.042474735595517,2.0941337576794603,2.1551569902196235,2.302861267046843,2.3635033066364026,2.4710746301374935,2.535979936128057,2.668074165052088,2.7763167600012135,2.8985202282048483,3.0690513527743977,3.31186097710387,3.604925552452986,3.7523397221673416,3.964953679502767,4.056957725709192,4.3103013170586975,4.424115455486296,4.2323608727062165,4.155942701914151,4.027640477117918,3.853502205634712,3.813666735764708,3.742488003237215,3.7055081755875645,3.632139463954815,3.585584267471534,3.5210470617443543,3.483749856007491,3.4018278295459026,3.3319187450608676,3.195737763470271,3.280083699307051,3.355662268149749,3.4884906586867532,3.4427110470377,3.5231412998863987,3.647354433438029,3.879749197272339,4.026442447341759,4.156705401401844,4.450245786562867,5.052051660193987,4.908786139846465,4.958203708911277,5.02262497629717,6.029786988846726,6.683639903947412,7.487551450593437,10.205935970547412,11.089589991574618,12.231983236000234,15.449671315350194,13.353373082344286,13.903721591675627,15.066591808049456,16.28114611712078,17.87091906697417,18.96283490778611,23.906928730312913,23.51144454078088,27.89019901690217,31.046363154011864
9-2803847,,,,,,,,,0,0.9712435249626593,0.9777648855898521,0.9815136083779274,0.9844660643089386,0.9894328974938863,0.9909660383605227,0.9917802890456231,0.9926117374062724,0.9951514118081908,0.9949654587198022,0.9937227824514931,0.9956276336080843,0.9959686210566511,0.997357216341809,0.9976217915257006,0.9966437533129845,0.9964905180567604,0.9975689387956339,0.9969224009848984,0.9978507720743592,0.9978714249611954,0.9985032889781289,0.9980781784525437,0.9984800905839104,0.9988409065751185,1.1505331693114218,1.5118510694711074,1.4771390090468268,1.4228961099486794,1.3479504361274526,1.317972755256787,1.3431179190602276,1.3942092550674794,1.549410457836878,1.519233046628929,1.5067072793414116,1.5837201615347012,1.6091271782735952,1.5929420714205627,1.5678679436440268,1.5539686068493745,1.5283382881427519,1.489565466115129,1.4782184322741527,1.4704789289959526,1.4555947292025415,1.4510546769128565,1.4258079637437842,1.4215512673416688,1.4169303199862797,1.4111258618020195,1.4028973693143432,1.3903706432721674,1.3830022925279506,1.3764729580831865,1.3834358474545154,1.4262623501731475,1.473253707629865,1.5234983611613004,1.5619362169282924,1.6105023556509992,1.6386419796960545,1.6758625299941592,1.7415778403656703,1.7837863692811065,1.879903903678947,1.9587978194766076,2.0604459181979102,2.1135406995834147,2.17617353874817,2.3281061512771464,2.390373755654092,2.5011889011182573,2.568124880359119,2.7045257834744802,2.8164636978635817,2.9428179947744924,3.119741448730513,3.372570688464303,3.678506315120131,3.832492185333582,4.0559145182579,4.152620783253261,4.419018438775575,4.53920552643067,4.33367858560174,4.252385095142974,4.116493768798559,3.932082473664062,3.889374547181995,3.814588090841864,3.7756095912887018,3.6983746102592567,3.649674482772106,3.5816165168119904,3.542480675740512,3.4566201081794836,3.3834638515092963,3.240845525737513,3.327764439231802,3.4063247884978427,3.5435540457716432,3.495706579426449,3.5789643743265365,3.7076977520098944,3.9489960828925996,4.1018868731010665,4.237595031349059,4.544089000085109,5.175298173554653,5.022808347359097,4.787605342949681,4.8490039940576,5.795105672328381,6.4044485379284,7.148598352504434,9.624136360588357,10.415634268724682,11.429395656661951,14.230266993339699,12.437109801791545,12.917348809509912,13.929624166936549,14.97006221832047,16.318962379690436,17.239020998112284,21.282238735202267,20.98493563764971,24.44603293752551,26.864263563382593
10-2806301,,,,,,,,,,0,0.9937138984399775,0.9916106108188611,0.9920054572454681,0.9966601683162629,0.9971528400968619,0.997820117734951,0.9981426384980522,1.000459908422353,0.9997413192261119,0.9977096791645828,0.9996396641128094,0.9997338678979771,1.000559488721717,1.0007127819038597,0.9993991429173367,0.9994707722155578,1.0002538934749055,0.9997556730918418,1.000569086350814,1.0001263445050246,1.0006811762958634,1.0003673103160184,1.0004434015441905,1.0007972227185613,1.1650310245843065,1.5646200629021298,1.5214947089947086,1.45763555461931,1.3715949381684007,1.3374958334005413,1.3640080386834739,1.4182120429223326,1.5849516745996926,1.5505448020764485,1.536535079315099,1.618466157255499,1.645529321317778,1.6271487748695994,1.599449659812241,1.5839996686269606,1.555453571341398,1.5129996317893184,1.5005645981068518,1.49212179636524,1.4757366444689592,1.4709311171118151,1.4434327183206284,1.4388234395751085,1.4339697326916914,1.4277037734143034,1.4188149954354836,1.4051716934615366,1.3973805621306146,1.3903758218714115,1.385575323740782,1.3793602050676215,1.4222270220049533,1.470830142347137,1.507987171901935,1.55499638439285,1.5821136114185914,1.6181352241747677,1.6814934805448165,1.722128687629571,1.8148848606754868,1.890876487527518,1.9887196511345606,2.039780480761861,2.099860403045168,2.245733442009417,2.305588677708753,2.4116441174938683,2.4758851698183832,2.606354830145532,2.713307266357058,2.834090602434271,3.0026962031090902,3.242409350019654,3.53301851654027,3.6784239769452447,3.8897354640351183,3.9809616624377,4.231918705379212,4.344415488978716,4.156890760028178,4.0821253106653215,3.9557220387430068,3.7847668852499923,3.7450885171045005,3.6755429007993814,3.639272855337387,3.5673153107896822,3.5219337440136522,3.458906651124216,3.4223421889835652,3.3420507078051607,3.27355102322327,3.140654865580786,3.2238823974951702,3.2994261080997864,3.430763454731749,3.3858318793544773,3.465396931961216,3.588609744321561,3.8197417926032418,3.9654125247581624,4.095106786537746,4.386505450451606,4.985559980833204,4.842957272294782,4.553687879055526,4.61124355204342,5.480483959364359,6.034747948308524,6.705996712331089,8.89496273718957,9.58096779780836,10.449947499027413,12.797844019621866,11.33032128862097,11.158960796243239,11.924639089101005,12.696875320259982,13.676942918865475,14.332323427382107,17.091480826367942,16.924093950285688,19.15946752558904,20.64743938759432
