순번_정류장ID,1-2800106,2-2800104,3-2800102,4-2800100,5-2800099,6-2802246,7-2802243,8-2802239,9-2802232,10-2802240,11-2801840,12-2801838,13-2801836,14-2801820,15-2801828,16-2801904,17-2804910,18-2801833,19-2802219,20-2802216,21-2802209,22-2802207,23-2802211,24-2802214,25-2802206,26-2802197,27-2802190,28-2806588,29-2802180,30-2806775,31-2806621,32-2806503,33-2806507,34-2802175,35-2801848,36-2802181,37-2802178,38-2802797,39-2802812,40-2802844,41-2802867,42-2805711,43-2802906,44-2802953,45-2802616,46-2802968,47-2802992,48-2802986,49-2802982,50-2802977,51-2802973,52-2802954,53-2802913,54-2802880,55-2802890,56-2802893,57-2802896,58-2805500,59-2802934,60-2802984,61-2803578,62-2802646,63-2803032,64-2803031,65-2803025,66-2803023,67-2803016,68-2802995,69-2802957,70-2802946,71-2802943,72-2806403
1-2800106,0,0.9974697933664582,1.001070903605501,0.9943901813283976,0.9973744975283011,0.9970337396257782,1.0039922654355926,1.003400260441468,1.008169372077953,1.0039042371873637,1.0788313034409276,1.120133529060884,1.1114632403904092,1.0984699176811348,1.1584057359556352,1.1663597098711036,1.154382831857384,1.1404468842536801,1.1854071738981913,1.2449440741774018,1.3364290596684076,1.4140936195558895,1.3711511881168823,1.3457403077830856,1.3104856481736542,1.2970862009667052,1.2873271896722098,1.270581763320623,1.2634235535313223,1.3079606782810318,1.2936895459414162,1.2844317178211997,1.2743507091525563,1.2836066111196787,1.2740518798773248,1.2671900510860838,1.2569717580687314,1.251779089993181,1.2747040025927008,1.3255458554381967,1.3755046309576289,1.5053948085393953,1.5046702771545124,1.4736182178375783,1.463815200025436,1.455390526936076,1.4415029523924265,1.4307790630487198,1.4705474496512012,1.4621016270751959,1.451261459736406,1.4430398228551489,1.4568000913368817,1.449523389521055,1.4417884763139734,1.4309190464644983,1.420468655809365,1.411765293559108,1.479206112212309,1.5101107777733476,1.5518593064958852,1.536129871126597,1.5248303637407632,1.5158165935348822,1.510050217705373,1.5058591345773262,1.4989267765939611,1.491090077762548,1.5147863584960546,1.5215821014156528,1.5150701200900698,1.540356741483039
2-2800104,,0,1.006845321220496,0.9925457759702493,0.9973405211532615,0.9969709791034064,1.0047743558100577,1.0040801954962295,1.0093170928860797,1.0045223366325706,1.0866609560793494,1.1316910212093834,1.1212713251177338,1.1063200638996302,1.1711106012983818,1.1791165144365483,1.1653262612267874,1.14933455511385,1.196930025313951,1.2605613785272731,1.3587400777846967,1.4418562173008482,1.393292625516573,1.364851019790136,1.3259059743136035,1.3111460522381795,1.300453825717307,1.2822772075630897,1.274445874844304,1.3209275627021364,1.30542514219025,1.2953818706545976,1.2844671518405708,1.2938297004261312,1.2835051442640826,1.276371632972722,1.2653299206859676,1.259793189983831,1.283331626329549,1.3359863753996337,1.3878001493410592,1.5228402533054903,1.5218072784746086,1.4886681747756743,1.4782739687533366,1.4692853790244496,1.4545524430602792,1.4433215366128882,1.4841123388601316,1.4751877469318189,1.4637308414303725,1.455052560822664,1.4690879450894885,1.4612407871651996,1.453091666285104,1.4416740979341094,1.4306963729850228,1.421458787124156,1.4908007473990523,1.5225464163453917,1.5654256907389275,1.5489304112098214,1.537097197466464,1.5276546548021965,1.5216180139403965,1.517250998689413,1.5099972185817627,1.5018184027981865,1.5260765000121377,1.5330190717467045,1.5262193831179431,1.5517514144441216
3-2800102,,,0,0.9840074432975212,0.9946229026798622,0.9959972767566153,1.0046069772755986,1.0038672640568955,1.0094946524956485,1.0043743062201702,1.091756605414469,1.1394845761629857,1.1277590941861386,1.1113873446435987,1.1796164245088845,1.1876324818724953,1.1725328113668085,1.155081044517127,1.2044871010649696,1.2709555393935694,1.373803247803765,1.4607181077027702,1.4081203567309128,1.3775363102661522,1.33601919406783,1.3203197729126617,1.3089869455333567,1.289834529351461,1.2815458135051776,1.32932629060983,1.3129890234321615,1.3024155873878407,1.290940375226933,1.300514970691163,1.2897583071592817,1.2819986751603027,1.2707560890765925,1.2648640593898348,1.2888038978922296,1.3426508145631897,1.3956871410583584,1.534134560056235,1.5328915540025658,1.498356632518438,1.487568832591139,1.4782050952471504,1.4630448911955931,1.4512638205223016,1.4928021376300056,1.4835609092829212,1.471696665698722,1.4627174185649,1.476930388881056,1.4687066685376966,1.4602855191329134,1.4485083901944482,1.4371853992467778,1.4275981798055823,1.4981755329364321,1.5304679194243938,1.5740821796475435,1.5570848393412968,1.5449023493496872,1.5351794916524149,1.5289663331144225,1.5244845871812056,1.517021070514222,1.508619444099953,1.5332408958136798,1.5402784765252182,1.5332912424187817,1.5589785226073902
4-2800100,,,,0,1.0043765323239708,0.9983690308003152,1.0078317262088243,1.006807716133616,1.0129723247225109,1.006807581566013,1.1046564496174212,1.1576370093826998,1.1428412241902166,1.1232679708597764,1.1981903891930092,1.2060119193653636,1.1880728955513142,1.1674725230010787,1.2202141789182026,1.2920934787757985,1.4039053216735387,1.4980450185257603,1.4372449177437894,1.4023621708611944,1.3557525891965583,1.3382025181361497,1.3256139696421854,1.3045647244377219,1.2953814485166268,1.3455159536643606,1.3275648334012815,1.3159680996661272,1.3034130222787739,1.3129229981916781,1.3015093775677165,1.2930613136899078,1.2809508498520654,1.274620688323324,1.2992530819834425,1.3552393738756505,1.4104738626862556,1.5550682432117233,1.5534176604131635,1.5162813186400854,1.5047641865055381,1.4945559038662486,1.478368328446634,1.4659507124212539,1.5088046801978596,1.4989800178502521,1.4863651607917228,1.4768315987138907,1.491345842520192,1.4824213719717019,1.4735007845903518,1.4610656771794936,1.4491105720833315,1.4388784477935317,1.511641132758444,1.5448966967958508,1.5898050865111037,1.5718953393379262,1.55907888452084,1.5488471044822423,1.5423136547207268,1.5376246374466285,1.5297806872179656,1.520975837001233,1.5462329709282057,1.553435375990325,1.546109158375839,1.5720400342456395
5-2800099,,,,,0,0.9967208109023081,1.0085413083864485,1.0072747422313066,1.0144709895690724,1.0071709343911937,1.1196800616065468,1.1799461224860355,1.1606900772374176,1.1367002135760502,1.2205285636028782,1.2279777556963027,1.206176736466945,1.1814303550891168,1.2383808754064916,1.317171394809856,1.4405665960255292,1.5440340894861535,1.472210622730906,1.4317021048473897,1.3785835847647,1.3587081842059807,1.3445565846627117,1.3211712244955016,1.3108940241519393,1.3638588358006674,1.3439387672187573,1.3311034723569755,1.3172503418730375,1.3270103566179254,1.3144807207887248,1.3053643056811652,1.292083360565871,1.2852398035569619,1.3106817167365516,1.3691754094763495,1.4269947430379262,1.5788603514428388,1.576711927694587,1.5364625604922,1.524078791582919,1.513033703060129,1.4956250690005897,1.4823002617954848,1.526683752414385,1.5161728317881398,1.5026771280167674,1.4924949537369443,1.5073551038444544,1.4976107440198558,1.4881087334493561,1.474910018047732,1.4622231613862602,1.4512461877786091,1.5265239888581075,1.5608891485054393,1.607289579158317,1.5883201312315787,1.5747693260902247,1.563949103335708,1.5570458779938634,1.5521179551128934,1.5438356727873037,1.5345670422176998,1.5605517404818137,1.567942494179986,1.5602264273659254,1.5864307846117829
6-2802246,,,,,,0,1.0437263442607114,1.0319202622101504,1.045441501032732,1.0196765327359676,1.2676006849862027,1.3870322098227497,1.3060095108917689,1.2346963697170572,1.382655648171845,1.3802710795825734,1.3235956031779175,1.2651656292547488,1.3453261267989272,1.4663768235391081,1.663611934766494,1.8254161520735843,1.6706186385593784,1.5915277644534997,1.4970845027289585,1.4631325821075616,1.4397829357186849,1.4031149612958331,1.3866565024418689,1.4533492044486591,1.4225781890515619,1.4030408096978155,1.3822784147191822,1.39185277442865,1.3746094417845478,1.3613257222942508,1.342867157529326,1.3333053902875067,1.362329890610446,1.4322234169158294,1.501902832895601,1.687664363651352,1.6828088428071915,1.627034622982488,1.6104187436483006,1.5952730315243233,1.5719583442090554,1.5542845165574994,1.6053060678728854,1.5915342970989232,1.5738699741168707,1.5606374300372827,1.5768717056769144,1.5632172837278284,1.5510199302423109,1.5343091612428472,1.5182715873526436,1.5038606473518048,1.5899638552748463,1.6290840377602238,1.681873505131038,1.6580854037176596,1.6412160560459943,1.6277436958701554,1.6191794008630138,1.6131878368282535,1.6029437989842308,1.5916124595495205,1.6206458311535286,1.6288157625016975,1.6193670366758006,1.6464672495339254
7-2802243,,,,,,,0,0.9889378232129868,1.0349967595593002,0.9976169583349233,1.3626350534209724,1.539259251584293,1.3812132994294828,1.2694261619982654,1.48746786428748,1.4722085866287402,1.385710138871308,1.3028940441478782,1.266972835055111,1.2655174644847236,1.4411939200749289,1.5928938706651419,1.4847748932556262,1.4291852221387238,1.36131775614096,1.3373652530225297,1.3207182913610314,1.2937084871964895,1.282368122992369,1.346931231936474,1.324029919168713,1.309628655921359,1.2943859269711386,1.3063970784602996,1.2924733056806184,1.282737910732015,1.2686609681963843,1.2612472228815772,1.291095809403486,1.3581982460474307,1.4250286689601834,1.603011380099858,1.5999917047554424,1.55158207631237,1.536955427476614,1.5241116069341196,1.5037986522616715,1.488227213873238,1.5387216343406471,1.5265328404545664,1.5109659119896384,1.499294383234268,1.515967849283762,1.5047150352092367,1.4939245143231528,1.4790312284375582,1.464799659049629,1.4525431044747938,1.536239927315576,1.5745556982601105,1.6263648534180843,1.6046614338489233,1.5892535150763478,1.5769915119529425,1.5691948659625896,1.5636618770947126,1.5543472291137925,1.5439738406342756,1.5725794418545016,1.5807009928754663,1.5720396939417955,1.6003738402819427
8-2802239,,,,,,,,0,1.063742754237711,0.9995686331602476,1.444029344075651,1.6456779685903686,1.4314366965097969,1.2947803519743828,1.5356298425219956,1.5130019477790124,1.4126599788703569,1.319164368087954,1.27960949206724,1.2775603944848413,1.4624702517149561,1.6219717277881809,1.504096819938324,1.4442697779456282,1.372076149825088,1.3467170525340244,1.3291657229050882,1.3008630347669965,1.2889430541949558,1.355039971381512,1.3310785443656759,1.316034229516572,1.300137590046078,1.3121979196454205,1.2979836695942066,1.2876785368429668,1.2731208351758705,1.2656240263573388,1.2957041534635276,1.363994154227966,1.4320694962020877,1.6136591334027854,1.6103603325629265,1.560336238081215,1.5452737010114717,1.5318335736711115,1.511100357542918,1.4949220396423784,1.5462799164132095,1.5337596943661658,1.5177713033122688,1.5057927337514316,1.5226145180712325,1.5109722649820247,1.4999122398328044,1.484668779136565,1.4701049145004967,1.4575115619488321,1.5423081456300443,1.5811103133111388,1.6335750438447634,1.611384239824523,1.5956421082483483,1.5831140060527589,1.575151105767925,1.5695116241514204,1.560001448314129,1.549422501416284,1.5783371787076779,1.5865380157973554,1.577703705986888,1.6061346144128674
9-2802232,,,,,,,,,0,0.9634232345908644,0.9956104141591205,1.2313307439359804,1.1603409802693394,1.3296768358003814,1.622051826460657,1.5832641565372076,1.4552701797136767,1.3422940031467523,1.296563107769895,1.2786281800717048,1.359517754858103,1.5139637369605452,1.418009646104694,1.3691694837202533,1.309367700715954,1.288657977712224,1.2742207392124656,1.2504037795252152,1.2408557586710942,1.3059055813137401,1.285599758223981,1.272938543830208,1.2596008470731055,1.2727756712806138,1.2600097601784717,1.2516929527892064,1.2387571859287314,1.2324074161913383,1.2662305896449253,1.333471196587997,1.4004786795126016,1.5791732798677214,1.5766198705490853,1.529530197763364,1.5152599766998507,1.5030250073316211,1.483307074629637,1.4681996209368529,1.5190860613136945,1.5071973839154276,1.4922030388140421,1.480694223650467,1.4977170630566101,1.4870451431901481,1.4765488477326794,1.4621673684680923,1.4481942960019512,1.436472180652716,1.5205086368006226,1.5590295102459932,1.6110129491129468,1.589786236499158,1.5744851351833207,1.5624380773220299,1.5549079821177236,1.5493227726914571,1.540305603681013,1.5301047871955846,1.5588757320994,1.567065440853375,1.558541599894896,1.587381978953275
10-2802240,,,,,,,,,,0,1.000845763493772,0.9960675950641268,1.0021977734461873,1.4864499834631228,1.9393962367345503,1.7982365692752746,1.5767179334628556,1.4057959078020028,1.3432059969526209,1.3196582884084473,1.294854701890639,1.3038708272616115,1.250110514322393,1.2225089800046698,1.2189863859783818,1.2047621083140012,1.1946845291270018,1.1771622489460178,1.16922287895239,1.2089556197272802,1.195866671497245,1.1879035667792917,1.1796088165720546,1.2253162356085399,1.2143858766427194,1.2116884524087175,1.2009281532827734,1.1953030303780217,1.2779761870777882,1.3487728800830594,1.4193488578257811,1.6082125701265964,1.6048854262534764,1.5532523338287751,1.537758951401,1.5240019773997444,1.5028058914603568,1.486475224601018,1.539536467819631,1.5267233078536286,1.510401108451099,1.4981948862141246,1.5158126457824823,1.5040618977971265,1.4928145773734245,1.4771838895658724,1.46242811420704,1.4499116828238665,1.5369315735314513,1.5766882993013185,1.6308264181741448,1.6080914616537336,1.5919913660331417,1.5791990610125497,1.5710765917862761,1.565189707291946,1.5556340251419178,1.54486264565598,1.5743811143578001,1.5829237509361513,1.5739191468196296,1.6031739869555663
