순번_정류장ID,28-2807362,29-2807234,30-2807226,31-2806248,32-2807344,33-2806484,34-2807326,35-2805694,36-2805636,37-2806053,38-2806032,39-2806025,40-2805697,41-2807639,42-2803156,43-2807330,44-2805699,45-2805701,46-2807440,47-2806806,48-2805704,49-2807625,50-2806162,51-2805635,52-2805633,53-2807037,54-2805631,55-2805677,56-2806627,57-2807428,58-2806628
28-2807362,0,1.8894379365887362,2.0333773117371297,2.0735077743803263,1.3514841553706842,1.3423988026747629,1.3158982737719438,1.2814501503338762,1.3060997258006641,1.3352301335169736,1.3300731040222014,1.3226295751033734,1.3194181276549382,1.3379577189586613,1.3270018060105901,1.3442693902711145,1.5800692111164945,1.6110301173111532,1.6408804407244066,1.6737234844842843,1.7448983036857502,1.787437219771153,1.8623140930685569,1.918545069889168,2.043238183990277,2.1139408393695533,2.1851048675288545,2.301062502951277,2.4721249719240137,2.4768383408272814,2.4696587791173936
29-2807234,,0,1.114112961709534,0.9995825008200877,1.0876250020499527,1.0847097163954262,1.0784101749438897,1.0705130265761844,1.095083552442025,1.123057288367096,1.121520264609666,1.1183606877707724,1.1173610284034359,1.1422208732755217,1.139618859313192,1.1574283005578612,1.3774032342053317,1.4059639656834344,1.4334997316389702,1.463804036165821,1.5294842368068302,1.5687443431867236,1.6378466830030485,1.6896326986818042,1.8046969546374192,1.870041275073842,1.9356433099852628,2.043015828253686,2.203627173655927,2.208460142629642,2.202048799000085
30-2807226,,,0,0.0,1.0569435488374979,1.0547544652108436,1.0508192864342867,1.0460244650468855,1.0705880063243518,1.0982852332703477,1.0972380714358192,1.0945850072427767,1.0938450521443746,1.119375728269784,1.1176956047451347,1.1355238401274887,1.3531255434631826,1.381322269519201,1.408424024739613,1.4384206036531078,1.503251355613725,1.5419059666535953,1.6101930594355318,1.661276280984714,1.7747881050588958,1.839126422890255,1.9039366912406985,2.009687882619114,2.1683676222513437,2.173198505979324,2.166911182184719
31-2806248,,,,0,1.0598892137412474,1.0576251828685592,1.053454812935968,1.0483544069431778,1.0729100598604548,1.1007457375978478,1.0995905247593065,1.0968834969645687,1.0961170284527109,1.1216283236700266,1.1199070567533604,1.1377642206095264,1.3559485418983972,1.3842386133317597,1.411513162346969,1.441530384175381,1.5065876872379518,1.5454749725033945,1.613919205724976,1.6653043889495776,1.7792753823505625,1.8438821324816528,1.9089744781369773,2.0151949801924633,2.1745560553628533,2.1793982944347947,2.1730750981963207
32-2807344,,,,,0,0.9632208495888741,0.9955914467457341,0.9989353694635275,1.0000723643058635,0.9977248370220813,1.0397763481514084,1.1129130924950172,1.1092514714012103,1.0768867121825498,1.077443781796908,1.1298675029809477,1.881599431214129,2.0056165508081403,2.0479475323901615,2.051948441379721,2.3505593178670043,2.431223100776197,2.3053820732955397,2.2231160830686174,2.5827750041485102,2.694542770845576,2.579506116269234,2.444530195743528,2.33667102952047,2.3469087991203397,2.332356115087729
33-2806484,,,,,,0,1.004491560416965,1.0026897560211843,1.003492942713919,1.0006160668382442,1.0459970395664142,1.1249887202997768,1.1204958337944884,1.0837659967370328,1.0834454221159153,1.138548294605523,1.944522287443293,2.080329999191652,2.1257689073089754,2.1284674454034516,2.458318574633317,2.5464816623916606,2.4008447574532066,2.306981068989385,2.3543195801568597,2.4557819531088603,2.362641945534993,2.2535620059100574,2.1715122633002286,2.181378854277856,2.168525009857196
34-2807326,,,,,,,0,1.0015740639326562,1.002983632533962,0.9989170377806807,1.0634070695262814,1.1750163039218977,1.165616859927909,1.106138710499072,1.1020962137882462,1.1698806314796801,2.2564846245531722,2.4596314665013974,2.521598652508726,2.514403448170098,3.030671382499685,3.1627375877782793,2.8880682285969677,2.722998055601611,2.469619572939767,2.3711288508771364,2.2775829771360923,2.169703849913029,1.9858872771207754,1.9958980504146633,1.9957792360326925
35-2805694,,,,,,,,0,1.0095533272561532,0.9924689168783597,1.0034956746790484,1.1130302805150258,1.1017597221838686,1.0349027718244652,1.045897904770279,1.1447792719126006,3.059455814809839,3.5330602093382626,3.7449067489218293,4.39956052326458,6.577396748876165,7.101802287390643,5.326094810560869,4.558712717427214,3.6236642639168086,3.319465932811834,3.0664831672734767,2.7928264772482883,2.3951527524234937,2.4088278231186426,2.408624881937786
36-2805636,,,,,,,,,0,0.9739096449810396,0.9997919211916375,0.988675721578381,0.9945631226190236,0.972422543267876,1.0002890865303178,1.1077518031273261,3.28151564255627,3.8663405596038833,4.585104627503687,5.636673636288637,9.918526762921969,11.014277997895611,6.982215320621331,5.611686426272355,4.154025673247072,3.72252599610191,3.3810658424219353,3.023304343236381,2.530266656795867,2.5450971768724866,2.5454669090566715
37-2806053,,,,,,,,,,0,1.033110196199756,0.9972004513433564,1.0037808297318416,0.9721413036149933,1.0038301341699012,1.1253820225891618,3.905846751586235,4.791172549656665,4.979572399013732,5.800350815986356,10.896834003788895,12.265016306720424,7.286518935896203,5.740641779566308,4.168235481647246,3.7164677502560592,3.3632286010305177,2.9972625402667625,2.499227143744443,2.514443169039625,2.51481692503738
