순번_정류장ID,88-2800977,89-2800972,90-2800995,91-2801013,92-2801023,93-2801031,94-2801040,95-2801058,96-2801074,97-2801255,98-2801250,99-2801248,100-2801245,101-2801244,102-2805070,103-2801261,104-2804870,105-2801343,106-2801171,107-2801172,108-2801159,109-2801400,110-2801406,111-2801422,112-2801439,113-2801180,114-2801495,115-2801506,116-2801512,117-2801529,118-2801544,119-2801187,120-2801581,121-2801606,122-2800694,123-2800708,124-2800720,125-2800737,126-2800757,127-2800769,128-2800782,129-2800803,130-2800809,131-2800816,132-2800818,133-2802653,134-2802657,135-2802663,136-2802664,137-2802675,138-2802683,139-2802685,140-2802695,141-2802702,142-2802707,143-2802715,144-2802729,145-2802736,146-2802753,147-2802762,148-2803139,149-2803138,150-2803231,151-2803232,152-2803181,153-2803255,154-2804952,155-2803250,156-2803238,157-2803228,158-2803110,159-2803097,160-2803102,161-2803108,162-2803114,163-2805713,164-2803122,165-2803104,166-2803094,167-2803080,168-2803075,169-2803047,170-2803670,171-2802637,172-2802652,173-2803058,174-2800370,175-2800369
98-2801250,,,,,,,,,,,0,0.996097114262976,1.0088746809170503,1.0149570874039957,1.004350584061372,1.0056930296942515,1.060185428054824,1.3249968050848262,1.3637864587080086,1.4598942541051108,1.5256432316901982,1.4731830623022637,1.4344397958628248,1.4651117068122423,1.4802102507384771,1.4101545992319913,1.38987875058888,1.3890350097399586,1.3714024394314672,1.3440974865100423,1.3218019887345536,1.3053446164479192,1.2934372108303893,1.2732494487764494,1.2390313716027852,1.2242726017163617,1.214958779588729,1.2085480896838767,1.2104958588326882,1.2026668232183715,1.2544361895835834,1.232483154573228,1.263611404166892,1.2653914744609351,1.2600931566016258,1.2533986585192618,1.2467359878597064,1.2422556341723534,1.2774434091379665,1.3294959077606556,1.3470120234305012,1.3387817711805174,1.326564598437046,1.3184403137387597,1.3563287042399308,1.3497160618199608,1.3337033350220295,1.3200730822461118,1.3126210797123314,1.3080590547687698,1.299783864059979,1.3111405390890174,1.3439899983899666,1.3329765605950772,1.3262393166840973,1.3188138082079544,1.310274985613113,1.3043338778564166,1.327298629383538,1.382631362550411,1.4669275055015414,1.5188189159592784,1.5276575574083928,1.5630196986188767,1.6041300031541474,1.6847737750732927,1.7245315782376758,1.771258354644602,1.820673041400298,1.9149665522416575,1.9581810767017076,2.031541776070808,2.1271005516036148,2.228696595057294,2.2871657872113778,2.3991625793511364,2.416493501406207,2.53866515105175
99-2801248,,,,,,,,,,,,0,1.0243083446359675,1.0257025019255137,1.0075208330425316,1.0084557615730523,1.004129244987741,1.030494532728702,1.076825929336654,1.1755700013294001,1.2462319226304488,1.224814189102749,1.206872500064646,1.2486313314504818,1.275541314918219,1.2392476379312394,1.2351158220069594,1.240367180699411,1.2300921502785027,1.2149188211586133,1.2021262903039391,1.1924212182495293,1.1851461810191561,1.1730646255829589,1.1531166704707267,1.1440039253912913,1.1379047410148877,1.1341446529056056,1.1379296786956903,1.1326269437818948,1.1823674717449513,1.1668490718739302,1.197662013073929,1.200805542600408,1.1972312799420486,1.1922522845736356,1.1871921253554074,1.1838371202856817,1.217863414393952,1.2671951354184103,1.2839608623537917,1.2773031940634045,1.267765581244733,1.2615019022369036,1.2984692160634754,1.2931486987257859,1.2799150820620586,1.2688765973648548,1.2626910271431206,1.2590684176045797,1.2523024428019278,1.2643294342107847,1.2961749200313017,1.2871453878428536,1.2814694227046228,1.2751802277015618,1.2677875963183156,1.2627315661937555,1.2857976527138075,1.3389914239615859,1.4200798647521635,1.4700962657592793,1.4790179283671756,1.513127941388594,1.5526472905876538,1.6303306658467167,1.6684817179255125,1.7135459957130044,1.7606501922998328,1.851287991979581,1.8926109782484812,1.962891204494527,2.0539309060390165,2.1505656918087976,2.20640624458097,2.312859369261453,2.331494469605571,2.450914989482191
100-2801245,,,,,,,,,,,,,0,1.0269432447896663,0.9996909461550426,1.0034946255022494,1.0012775463172559,1.0023145076363231,0.9987956481969174,1.007005834459882,1.0554510373488364,1.0519201206073014,1.0463642971766065,1.0943514052216508,1.1282489533379756,1.113536433424074,1.1199667313978698,1.1292356179183796,1.1241481594551028,1.1170582015535047,1.1108577231720176,1.1058882169863633,1.1018880170643692,1.0955838413598404,1.0859611029938239,1.0809933720264875,1.0772701541227856,1.0754757388119356,1.0806200619671067,1.077205459416858,1.125375323118544,1.1146947057761551,1.145136591882038,1.1496282760177694,1.147042901966143,1.143578676480676,1.1396297002560172,1.1372262428807167,1.1701552263111132,1.2174900286994026,1.23399557929813,1.2284153670418012,1.2208229780039421,1.2157701572265776,1.2521149462802725,1.2477881390349181,1.2366985686701222,1.2276656901391652,1.2224630614896774,1.2195701007456552,1.2139785074153089,1.22635584628166,1.257573430961136,1.2498517656681727,1.245320566879544,1.2396082760790466,1.2333551435707286,1.2290629571334428,1.2519949581316183,1.3037188158518824,1.3824532079614613,1.4307192397917514,1.4399853819877573,1.4728228293657666,1.5110873414795836,1.5866493889440774,1.6235441553539478,1.6669710956036783,1.7126113019184972,1.8001371673352478,1.8399790910548914,1.9075608261475072,1.995361600021246,2.0882880437917812,2.1419283728408596,2.2440786756693543,2.26369272655519,2.3803572102824884
101-2801244,,,,,,,,,,,,,,0,0.96990000942499,0.9908398528792811,0.9964525160244605,0.9987065127342186,0.9951143003587906,1.0047823426573426,0.9989018458442089,1.0002336388035173,0.9979150207451514,0.99896766099217,0.9978741441182396,1.0003580102528935,1.0154263955110452,1.0280278904239315,1.0274606114021452,1.025827711221633,1.0253034302622044,1.0244483673128373,1.0233113953034711,1.0220971445484808,1.0216951770676683,1.0204728696734386,1.01890780809844,1.01890693056213,1.0253035827914967,1.023619706233327,1.0704088753516223,1.064173231486513,1.1305972995811941,1.1355019569586753,1.1331753892737035,1.1300347374772275,1.12635871210911,1.124284306043147,1.1573376596543208,1.2048808185666446,1.221553065442517,1.2161817377078403,1.2090672934776396,1.204296291448015,1.207149288934606,1.2037464722729687,1.1946534512426286,1.1874963427594554,1.1832143929649146,1.1810070680028146,1.1765199565095168,1.1893304332827326,1.219985261585282,1.2134936160797396,1.2099560379918588,1.2050325275298814,1.1996105458972577,1.1960420003468573,1.218791238111414,1.2690758897095544,1.3454538332775356,1.3925721019195294,1.401691019938955,1.433744022113789,1.4708629530154518,1.5441692979868042,1.5799086384763323,1.622308954462436,1.6663789790895451,1.7512147469091597,1.7898579177472174,1.8550130366896809,1.9399133364956591,2.029353177019894,2.081203168084845,2.179331196334543,2.1998423735880057,2.314074749236807
102-2805070,,,,,,,,,,,,,,,0,1.0112536969271644,1.0019672953825947,1.0031643198900013,0.9985409687362088,1.008745348193157,1.0017592978341812,1.0029346779521877,1.0002301176573882,1.0011005440164167,0.9997260355558203,1.0021041900796503,1.0178201294203122,1.0309700142863465,1.030036780918103,1.0283441781495268,1.0276410358189823,1.026639554437964,1.0253821987928695,1.0239901228383417,1.0233373655265816,1.0219834907875647,1.0203202923871908,1.0202758493923971,1.026812567909163,1.0250378562868128,1.073076044161936,1.0665901048816833,1.134754340507042,1.1395535723737726,1.137203687046344,1.1338825141749926,1.130031224928747,1.127840511620812,1.1615584353442503,1.2102920252865093,1.2274717076782853,1.2218495621958083,1.2142581183441228,1.2092376068944188,1.2120110563347204,1.2084462308092945,1.1989812766858228,1.1915108754553438,1.1870662940830718,1.1847557850532051,1.1800902917325358,1.1930585669087166,1.2242558959773493,1.2176038597189816,1.2137350562581843,1.2087478497405608,1.2030725682326044,1.199380917722039,1.2225283941474785,1.2737533853526464,1.3515085597314604,1.3993237672402143,1.408539005360348,1.441004255508135,1.478945872666945,1.5540061220739478,1.5906191096244984,1.6335802891771332,1.6786182301898969,1.7654824291227864,1.8049049438378257,1.8717965027360222,1.958700705570622,2.0508693578810724,2.10379505028712,2.2049292749189866,2.225360408877887,2.3422188065476233
103-2801261,,,,,,,,,,,,,,,,0,0.9994527926231018,1.0016375175926757,0.9964815101702013,1.0084139905938274,1.0006916337205483,1.0020982147542532,0.999208975516922,1.0002739849892939,0.9988860889826565,1.0015325442505187,1.0181944296614207,1.032049575389615,1.0312442023923127,1.0291707631541456,1.0283820061134372,1.027300444528523,1.0259670575390352,1.0244821687964552,1.0237435162211888,1.0223224357402931,1.020596318094506,1.0205419304733145,1.027259528849576,1.0254214628693235,1.0748056839646292,1.0680134904460583,1.1380188911138356,1.1428555148180586,1.1403765595931015,1.1367711147829966,1.1327582328945038,1.1305738844004154,1.1651114891951282,1.215106264803206,1.2325797149969382,1.226710826572196,1.2189955792583032,1.2136125731776886,1.2163206343831536,1.2125962536538122,1.202763301948394,1.1949872021058618,1.1903834917583245,1.187973997749203,1.183136197864383,1.196282475889044,1.228052644166975,1.221072475781496,1.2172174606760362,1.212000840280105,1.2061538913722958,1.2024204268118504,1.2257526810806125,1.2779532918649552,1.3572348387376068,1.4059802666786008,1.4151027737738429,1.4486189233768647,1.4873433799224,1.5637142768750445,1.6008880351564907,1.6448032527347638,1.6911266818158712,1.7798769535785928,1.8202742993344185,1.8890193540219433,1.978070896500387,2.0727989051680504,2.1272502026122875,2.231414305431291,2.2517553322012844,2.370991279172641
104-2804870,,,,,,,,,,,,,,,,,0,1.0066605288891664,0.9920532389199277,1.0169291748907543,1.0015715732355537,1.0036606848325316,0.9990821771862529,1.0006270427497335,0.9986774221346332,1.0021563958769575,1.0231944465811018,1.0403163510553926,1.0388606923923094,1.0356388295445653,1.0341862427525383,1.0325555842399132,1.0307563491998664,1.028649586152355,1.027187714972826,1.025345750230022,1.0232773660915966,1.0231208398236533,1.0305624440501002,1.0283975777503829,1.0834929193845828,1.0752143895150355,1.1528765026019874,1.1580627855122423,1.154705484678502,1.1505701106678794,1.1456753608111216,1.1428873938320974,1.1809654547978592,1.2361335898984582,1.2554693907274124,1.248477880537446,1.2390316327527626,1.232528420369196,1.2350037893704189,1.2305674027739792,1.2191140703263086,1.209989435378721,1.2046916679742663,1.2018449798650896,1.1962546581197857,1.2100830836874985,1.244169995643733,1.2362391971776001,1.2316099890156695,1.2257747554759195,1.219283492979395,1.2150361805411096,1.239630934767094,1.2953596861887593,1.380443554030066,1.4329448505992866,1.4429891984063175,1.4786185218961572,1.520599133752629,1.6030127299237367,1.6436911724040888,1.6915601159635825,1.742160628603858,1.8390846912745802,1.8835318267138714,1.9593638705622498,2.058224859790271,2.1635248134096576,2.2246335818676006,2.34142950331871,2.361133055049089,2.491009775615642
105-2801343,,,,,,,,,,,,,,,,,,0,0.9652050459614624,1.0241579503366,0.9992971213342846,1.0026234669115237,0.9968676425116294,0.9992395860047957,0.9971555651598119,1.001480560521326,1.0253637171091807,1.0444867474010755,1.0426043171253916,1.0386668735872169,1.0368161827583287,1.034869508082111,1.032809439877913,1.0303654508647941,1.028536170708585,1.02648487630755,1.0242468328126573,1.0240449014560762,1.0318637033621734,1.0295373621802961,1.0875467997762724,1.0783598750462036,1.1602443024853015,1.1653111354935173,1.1617592280529168,1.1570800367117244,1.1519204905013523,1.148744838118175,1.1885320275928783,1.2463587328815744,1.2665627141961453,1.2589839377201486,1.2486946947997066,1.2417375706369163,1.2438880576671154,1.239086604888752,1.2268108308160102,1.2170051944637257,1.2113601393833564,1.2082942542437871,1.202329506183889,1.216478377141095,1.2516796399400625,1.2431351849521874,1.2382641992577894,1.2321263425650368,1.2253705224200324,1.2207833122693788,1.2461008192142657,1.3034660000081788,1.391337849184635,1.4455406022560935,1.4558927519106117,1.492784531727186,1.5362929238211496,1.6219564429373865,1.6638281040624383,1.713767105550201,1.766312340308666,1.8676401305517558,1.9139269119474727,1.9932800290945667,2.096957181091134,2.207436226247314,2.272030996457406,2.3953390390875215,2.4145903544671574,2.5502329599945353
106-2801171,,,,,,,,,,,,,,,,,,,0,1.0607537091988128,1.0102432817792677,1.0112841517358275,1.0028507836945288,1.0041043307624613,1.000851568794317,1.004705215467679,1.0299881019134682,1.0502181029415476,1.0478307322347928,1.0430954937446582,1.04074327477102,1.0384298358549153,1.0360961473211587,1.0332545051393751,1.0308835603647482,1.0285874880760404,1.0261823974906572,1.025899001425846,1.0338986389878202,1.0314265528296673,1.0911626082844714,1.0813835941657408,1.1654749286388828,1.1705132048121623,1.1668833356927661,1.1617815267127702,1.156362426259974,1.1532735320834684,1.1940722347514938,1.253344285379019,1.2739034195476602,1.2659499326065706,1.2551182172197988,1.2477880041000295,1.2499149969032926,1.2448760035293027,1.2320709017267926,1.221822637149297,1.2159541679364687,1.2127443707749255,1.2065366410601026,1.220952698672315,1.256799223794595,1.247920030417886,1.24273078426773,1.2364035456602338,1.2292423762612554,1.2244986048895854,1.250350327105754,1.3088107742377741,1.3982041900947393,1.4536881305170237,1.463688084799772,1.5014241082768252,1.5456915499212724,1.6329384180223052,1.6761376810989972,1.7270612801870209,1.7808210236713344,1.8847034674996472,1.9321630186906757,2.0135860593148527,2.1201010058156937,2.233988186902253,2.300060398560194,2.427471243381413,2.4463960157413376,2.5850924095878884
107-2801172,,,,,,,,,,,,,,,,,,,,0,0.9561276621448487,0.9818729998553368,0.9775109601279893,0.9871584340514976,0.9871322192674187,0.995337112114135,1.0256399180354683,1.048829462570063,1.0458746221103892,1.041196187611589,1.038804223432459,1.0364270444822472,1.034000927891719,1.031139315971276,1.0289867771018162,1.026705530308502,1.024254864771142,1.0240351032535444,1.0325096605211972,1.0299702965468172,1.0926826135044752,1.082456084608901,1.1705098687186213,1.1756112647868868,1.1715357654632286,1.166208254437647,1.1604344741945238,1.1569875340617959,1.1994785751571604,1.2613741188627219,1.2827949737925408,1.2742765863371415,1.2627912205227798,1.2547766223196952,1.2567429901982363,1.2513667975930305,1.237805718735783,1.2269446707578595,1.2207648828707913,1.2173628309950326,1.2108259252756515,1.2254687324816398,1.2623793904917542,1.2531440182095275,1.2477560035338529,1.2410578722002998,1.2336754108089618,1.2287094048230478,1.255086451194745,1.3151694841187107,1.4073081059707395,1.4642908840673574,1.4748248928177774,1.5139025932396726,1.5596449001619,1.6497986367380149,1.6944088174493581,1.7470633692742532,1.80286063652129,1.9105890063093838,1.960194080020741,2.0448997483530316,2.156187474135507,2.275461325445277,2.344798239307172,2.4787960641415663,2.4971741330796613,2.640793918918919
108-2801159,,,,,,,,,,,,,,,,,,,,,0,1.0099690072448033,0.9901032824770272,0.9979496375889114,0.994702377970736,1.0019955391068112,1.0357023861146226,1.0613600063122168,1.0574083289819578,1.0503169770233773,1.0466947159637328,1.0434625379889106,1.0404243091792835,1.0366860632342854,1.0333700613883203,1.0305931291734989,1.0278155129815207,1.027431079550398,1.03621698622009,1.0333992203243987,1.0991951532146187,1.087841824802619,1.1800755807793037,1.1850740412178908,1.1805653120838406,1.1747049178461075,1.1684399054785715,1.1646622706935,1.2087493770129079,1.2737341415699701,1.2960293876907554,1.2868010397180663,1.2741423181852867,1.2655687340807569,1.267083825244707,1.261275333051266,1.2467625658826094,1.2351087613207854,1.2285330547849054,1.2248746208561414,1.217908696958827,1.2327033030116548,1.2707918911916365,1.260874271036945,1.255004118390527,1.2481829792698769,1.2405112471907667,1.235169484237698,1.26212753776549,1.3238673381945938,1.4185875946314321,1.4774468908001532,1.4881404869615318,1.5283317817873605,1.5756944172727343,1.668478430352975,1.7148018751468188,1.769523875331226,1.8274057487467696,1.9390501415789454,1.9908698300356376,2.0789357482717583,2.1951383236409323,2.3199739373296455,2.3929543194380587,2.5338140451813094,2.551464458416131,2.700593390405251
109-2801400,,,,,,,,,,,,,,,,,,,,,,0,0.9653399333763059,0.9925108353491431,0.9904266444393839,1.000602271245584,1.0392883413575937,1.0679010484506408,1.0624002091820537,1.0542991520932699,1.0498903090652876,1.0461220060718037,1.0426933580689508,1.0384601167404435,1.0346204663838217,1.0315988319194476,1.0286405745458782,1.0282022837884777,1.0373345481319112,1.0343533357342216,1.1028553714872285,1.090690386132166,1.136684618665131,1.1431265157549764,1.139787184276176,1.1353693849745286,1.1303404338201315,1.1275139397027583,1.1711437331853352,1.234703107088402,1.2568680679617388,1.2486315363419835,1.2379742198818697,1.230612716599059,1.27450992913495,1.2683535016417131,1.2530755722874347,1.2407937140131189,1.2339048503662642,1.2300470170598024,1.2227463834695673,1.2377773762389104,1.2768871578000567,1.2663964265744199,1.2602255209774522,1.253251441845727,1.2451758644396218,1.2396156100388445,1.267167413773798,1.3301874808521448,1.4272738570347634,1.4876199565060473,1.498201655466052,1.5396888454100426,1.5880401443826184,1.68372217715745,1.731078609153172,1.7874271761492424,1.8470788076011775,1.9624025324294787,2.015566099607926,2.1068812650234383,2.227322655242432,2.3572370562780605,2.433180045173225,2.579723582552631,2.5967101318510624,2.7500182073364354
110-2801406,,,,,,,,,,,,,,,,,,,,,,,0,1.0079969257696795,0.9976959149541679,1.006351687377586,1.0485968942933617,1.0795660734493948,1.0728407568708385,1.061949396764406,1.0562360489216585,1.051619648082254,1.0476119999361686,1.0425748674615054,1.0377236390230162,1.0342974534179414,1.03107954197492,1.0305115765170194,1.0398809181934792,1.0366842898670199,1.1075355776290337,1.094480990508274,1.1295853638130053,1.1363904493568804,1.1331787823515318,1.1290673773090094,1.124005953690269,1.121291127036861,1.1657184984699396,1.22987905708918,1.2522505548206593,1.2441709169079103,1.2338580270543502,1.2263946711654075,1.2818449861681722,1.2753596361298452,1.2593651613491676,1.2464900199291058,1.2393077947090245,1.2352595544531861,1.227642748226215,1.2430776130024197,1.2827263009572383,1.2718084078317178,1.2654634244303835,1.258043818903826,1.2496924267142502,1.2441290887580265,1.2717898285350722,1.3362863972937513,1.4350585558006914,1.4967851910428316,1.5074680441538395,1.5495762649561409,1.599263691509251,1.6967366103279518,1.745697171991323,1.803446035105427,1.864440907761761,1.9825545079362779,2.0373981833779866,2.131339373716248,2.2556799453854457,2.3895166178724625,2.4680114189594935,2.619715871975515,2.6360574323538466,2.792833941779271
111-2801422,,,,,,,,,,,,,,,,,,,,,,,,0,0.9870465795372494,1.0056924759292,1.0601039375261851,1.0974058935480848,1.0863198764884818,1.0715352206592519,1.0635506498057985,1.0575335183443013,1.0525863878475905,1.0463624484323149,1.040258767576836,1.036321122840459,1.0327529329277505,1.0320625510840937,1.041990173531179,1.0384911923264604,1.1138559512817883,1.099325778219563,1.0952727750888853,1.0956220598846806,1.093524919749443,1.0906365080713816,1.0868857592819532,1.0850799726485718,1.1266032382993387,1.1902836528129406,1.2127753656247215,1.2059381787028396,1.1968088607123926,1.231061977381944,1.2937371743157797,1.2866626182838672,1.2693885311919608,1.255467661046986,1.247769641845689,1.2433911069828683,1.2352252253037366,1.2510166393614606,1.2920660113137676,1.280398770868416,1.2735681883902812,1.265734355624242,1.257002717203377,1.2509911066942374,1.2794989410973523,1.3459122615348622,1.4482757123967307,1.5123101628813944,1.5231843864854637,1.5669124912625043,1.6185690441137748,1.7200573830495887,1.770627577447472,1.8311101900101294,1.8952730771307578,2.018951691529768,2.076578617260331,2.1752095467686083,2.306421124185249,2.448103350325878,2.5311195575599528,2.6929379119636305,2.7079850896085773,2.8725888605534617
112-2801439,,,,,,,,,,,,,,,,,,,,,,,,,0,1.017492475959774,1.0080821984554291,1.0055473248739561,1.006757912386165,1.0022196046246195,1.0045970051801763,1.0048437484560937,1.003706575647116,1.003720874489006,1.007228400987039,1.006487700846986,1.0045657627999727,1.0053071311156898,1.0167217685597139,1.0143486550631609,1.0923064277342833,1.0797478743076792,1.0894383909109768,1.0981069453752603,1.0958376939729024,1.0927318789352818,1.088747313314813,1.0866724400057937,1.1330065142072518,1.1997379279511822,1.2236313833656338,1.2158297006471255,1.2059588280935154,1.2195489076896906,1.2836810633767988,1.2767069485891043,1.259614198622079,1.2459506889556946,1.2383644484303804,1.2341063239152912,1.2261116701542398,1.2424111681401162,1.2840789235519954,1.2726562130734673,1.2660784204788855,1.258280601164287,1.2493127838739408,1.243605628919388,1.2659966695610294,1.3326723885345657,1.4358025753207115,1.5001612041094736,1.5112822094241922,1.5553423594401665,1.6074160568832563,1.7098851786768237,1.7609342602554607,1.8222009992953445,1.8868649926471817,2.02588022941335,2.0848992516094205,2.186019226215718,2.3207650943087836,2.466243035038619,2.5520978422800233,2.7191585298007945,2.7338493108572473,2.8789437172690504
113-2801180,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9964335041616691,0.995939309579303,1.000123624254852,0.9956186791475617,1.0002198838539846,1.001185254227212,1.000118454323917,1.0007297925970093,1.0055999720496351,1.0049449252010612,1.002877328121352,1.0038080884177267,1.0166313221906527,1.014000061451972,1.1006795190274572,1.0857847621094983,1.0958960321132512,1.10507473137426,1.1025627494611845,1.0989304214542241,1.094250406723148,1.0920145410971067,1.1417086861246872,1.2142869112252015,1.240120125806791,1.231348049794628,1.219911063555648,1.2341446233269313,1.3031149821050343,1.2950817368970287,1.2757140587442402,1.260218964884106,1.2517378816078222,1.2469112445344024,1.2379762688762,1.2546479993934465,1.2989901868170297,1.2864103412622825,1.2788834004779814,1.2701453675547023,1.2605771056190653,1.2540814072205821,1.2709358515270308,1.3407072849250719,1.448662009088462,1.516313120635525,1.5277771112342118,1.5744655498596654,1.6292432604911526,1.737382934677866,1.7916838909998563,1.8563960804206292,1.925218148471637,2.087702005062824,2.1517158070434452,2.2619760618329887,2.4093099484325284,2.5696125584824965,2.664147864082744,2.849731622121018,2.861553661782615,2.991790975861846
114-2801495,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9908420911258102,0.9992762054223713,0.9939690847127556,1.0007906114462015,1.0019400931355449,1.0004944313012492,1.0011595743395862,1.0066110201028025,1.005740030054396,1.003368590930255,1.0043698337373115,1.0185041411560984,1.015501206649982,1.1107904457163704,1.0933793516247996,1.0890408435288634,1.0895883266532806,1.0872817669943942,1.0841136789827788,1.0799255408968718,1.0780076250296298,1.1101839471299582,1.1838416874290627,1.210244645162789,1.2022167601951788,1.1920781468825743,1.248699928509264,1.3221481067382548,1.3130412599635841,1.2914011578828333,1.2740811919703046,1.2647201544014384,1.2593289802477685,1.2494711671665222,1.2666405365869475,1.3131673799037307,1.299220827638265,1.2908926293774452,1.2817237181670231,1.2712513177160336,1.2643139386903397,1.2813995849887976,1.3542891138659852,1.4674162076836876,1.538525655868334,1.5507029629848916,1.5997204866085772,1.6569972089898881,1.7711986648724967,1.8285488716248022,1.8974669383909109,1.97069611918149,2.14453147370955,2.213212315024056,2.3318206405400077,2.4907013693506492,2.664780614178954,2.7682895819991917,2.97175874684383,2.980395847985682,3.116588269189119
115-2801506,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0090628700062854,0.9952446013196488,1.0033440274677963,1.0041309128040892,1.0021176940790009,1.0025018277757485,1.0079737007510186,1.0068454723780906,1.0042224037797023,1.0052288776689422,1.0201657792210903,1.0168879114529934,1.117608997822692,1.098323826509557,1.0932503515441903,1.0937945512452627,1.091246440686915,1.0877796626470724,1.0832923037097337,1.0812010175268585,1.0780443260026775,1.1074700131312998,1.1332328578006154,1.127640631866285,1.1559950306754871,1.2576477311752696,1.3337798171626616,1.3239929212932549,1.300927323293306,1.2824668679942457,1.2725610376676868,1.2668189892940156,1.2563918464418227,1.2739730991346625,1.3214937784784462,1.3067973602765648,1.2979811642378012,1.2884128717177616,1.277713100120444,1.2702043899697084,1.2877714413364285,1.3623649297559193,1.4786689564211895,1.551669222857798,1.5636896432116931,1.6141399271864523,1.673491478416155,1.7909890876304808,1.8506563465861203,1.9217692206352903,1.997632359863764,2.178143406329837,2.2496337158495368,2.373592469357379,2.539361246847635,2.721883038686777,2.831118242949952,3.0452288676843065,3.051719618951784,3.1920716709945505
116-2801512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9877441127308888,1.0017199629163265,1.0031200063918186,1.000940599374035,1.0016738120361968,1.0078861077542087,1.0066940262596182,1.003920379956111,1.0050070274316534,1.0207717082499699,1.0172862435551426,1.1231976169672175,1.102192244115006,1.0966420329772255,1.0970220181902712,1.0942634958942687,1.0905381892567048,1.0857900807570882,1.083551789413314,1.080204539642373,1.0948366464949053,1.120680116217457,1.11573837884306,1.1603159951178146,1.265307004842123,1.3439061425193586,1.3334916104320036,1.3091191308783525,1.2896218071424528,1.2792233775686375,1.273165414398882,1.2622269927359002,1.2800619769921338,1.3290305975292365,1.3133529333763043,1.304095401605494,1.2941667650206625,1.283174360879233,1.27548044433876,1.293038135522994,1.3692590677974403,1.48829147509722,1.5632833947921974,1.5749515723263403,1.6271987863223747,1.6879712661070674,1.808623422050926,1.8698407858169603,1.9433411136922805,2.021608483148345,2.208237351103686,2.282604975860337,2.410935015424578,2.5837172955016188,2.7741448877676724,2.8879544016855125,3.1124259308393034,3.116805217770664,3.260514822141935
117-2801529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0141122614920743,1.01082545495909,1.0057230096890601,1.005087561292905,1.0109239566996024,1.0090375498418078,1.0056755922405645,1.0067488781315148,1.024160790178334,1.0200640288950913,1.137076837907078,1.1116127996329854,1.1051380709497705,1.1050487323638414,1.101778790131153,1.0974324495481793,1.0920788556273169,1.0894870054833048,1.0856895469486885,1.1010935774361392,1.128489929696834,1.1229913365337973,1.1700238376585321,1.2818069017605065,1.3653958084939402,1.3536231261724183,1.3264516322531144,1.3047385584799964,1.293296991980432,1.2865659743963132,1.274546688340115,1.2926850256465057,1.3439303131665727,1.3271193614198424,1.3169295590367527,1.3062530872150309,1.2941387270670106,1.2858319840569414,1.3039254411422299,1.3833493846111673,1.5077719357927357,1.5864029662550927,1.5984424277871547,1.652966527082296,1.7170707053611993,1.8442081828593133,1.9089468820757396,1.9866058309228147,2.0697083368790192,2.2689996979482876,2.3480237280230463,2.485801015289142,2.6721963964078554,2.879229293796865,3.00284527675193,3.249411520218182,3.249043282263313,3.3987385748787617
118-2801544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.00675185756847,0.9997849422723615,1.001635789932698,1.0103216206272787,1.0082691124637855,1.0045395870616118,1.0058478269029074,1.025303872277197,1.020685618132773,1.1500981157606636,1.1200073045909802,1.112333966365279,1.1117848480983763,1.1080026270653884,1.103041217032218,1.0970903563790786,1.0941591262598434,1.0899319390960722,1.0861539223087107,1.0849648884034333,1.0809328150579431,1.1786364845355422,1.297385871314201,1.3861178331353565,1.372915040580693,1.342832202826275,1.3188454671775711,1.3063452719885273,1.2989342444048584,1.2858306867865654,1.304573693485024,1.357771632173936,1.339545395707726,1.3285906215564713,1.3171792356063938,1.3042109214872848,1.2951693426918605,1.3138045961694218,1.3965195645585917,1.5261296896890866,1.6083798436338275,1.621152909429702,1.677742041150326,1.7452115373311965,1.878679106492177,1.9469750921430238,2.0290783060798416,2.1171174815122282,2.3288235570012445,2.4132390553661187,2.5612183207030554,2.7619341787984633,2.98566828388648,3.1207075274938334,3.3899620116659612,3.384109754237916,3.540839745977382
119-2801187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9905318387789173,0.9993567464813073,1.0000006378869102,0.9999955459612262,0.996863695485613,0.9990766958981258,1.020887390846445,1.0162658744782067,1.1568881995481533,1.1236411464325662,1.1151614166396728,1.1141375618362925,1.1100371477654354,1.1046982786045758,1.098364456929161,1.0952412497040673,1.0907658396901334,1.0867843836842455,1.0855260972376157,1.0813030129337253,1.1832821146899475,1.307763869513679,1.4007910167992799,1.386431870015027,1.3540209831651107,1.3282544005104646,1.3149332250630401,1.3070033713179647,1.2930753888086721,1.3122256710015558,1.3674306978374287,1.348096502922519,1.3362893349570226,1.324317208406358,1.31070506950358,1.301344296758092,1.3200707145287642,1.4052730860365328,1.5391073735672844,1.6242470536134224,1.6370254091022534,1.696056148782064,1.766091172260522,1.9042108639212283,1.9758668836050937,2.0613269769391946,2.1533888186956327,2.3755281138433584,2.4647753617556956,2.6206029206052994,2.833306144891216,3.071528212773962,3.2159092980343766,3.5057905424896414,3.4949402450453437,3.656295088509655
