순번_정류장ID,72-2805726,73-2805739,74-2800372,75-2800317,76-2804990,77-2807301,78-2806057,79-2805448,80-2803067,81-2803040,82-2803077,83-2803101,84-2803115,85-2803134,86-2803231,87-2803232,88-2803181,89-2803254,90-2803258,91-2803263,92-2803276,93-2802859,94-2802877,95-2802883,96-2802900,97-2802928,98-2802622,99-2802996,100-2803018,101-2803022,102-2803030,103-2802644,104-2802645,105-2803577,106-2803020,107-2802390,108-2802452,109-2802470,110-2802465,111-2802473,112-2802495,113-2802517,114-2802357,115-2802379,116-2802558,117-2802569,118-2805553,119-2805205,120-2805308,121-2805204,122-2803623,123-2804872,124-2805550,125-2803821,126-2803767,127-2804877,128-2803768,129-2805055,130-2802388,131-2806726,132-2805771,133-2807230,134-2806723,135-2806721,136-2805032,137-2805030,138-2806669,139-2803663,140-2802587,141-2802580,142-2802578,143-2802585
72-2805726,0,0.9427561043740694,0.9553776213878155,1.139410114108486,2.271408225414943,1.7255090679197571,1.560013032642578,1.4932178465975992,1.3745627658119575,1.3479626196213492,1.5333329533058928,1.4640105385090318,1.4194287001358445,1.3639059020044544,1.3690872581375286,1.5064469247140326,1.4678499347026,1.4276192653482072,1.4540345257306209,1.5373165475455608,1.4895917346706558,1.4692486255799824,1.4679342077569648,1.4510223480918123,1.4307612379994359,1.4146489379849032,1.397795911631692,1.3828966368853057,1.3918667697580345,1.3836018627563407,1.3651094909862147,1.3537213198346791,1.4072466108287942,1.5684732924304476,1.5832698067312765,1.50570576457914,1.482907433409367,1.462535296363675,1.4496246374338853,1.4351658794741353,1.4239552264633752,1.4450185318526545,1.4448170142488186,1.5078007713574086,1.511560469707753,1.4793210442221403,1.414900798211654,1.409133095632595,1.3969315722207643,1.4480431737885457,1.4567424040122505,1.445630578086507,1.4328258116690535,1.4205101672543334,1.4142242146420385,1.3954047793129722,1.3829981820224106,1.3945778292160458,1.3832379762113935,1.386851803136268,1.3914319892905431,1.3973481732536763,1.4355716777526069,1.5062360610591214,1.6006340348674177,1.676190019471454,1.7426463910470618,1.883903907936349,2.063116680455824,2.1548827521478593,2.205960992271833,2.247996213479864
73-2805739,,0,0.9633030465334819,1.246925529869596,3.5643630819642285,2.0304083375929247,1.730433778930923,1.6213216320973283,1.4460620657294028,1.4102685092484695,1.6282693852191967,1.5358325297234816,1.4772259485380157,1.4076751597259642,1.4102306145436154,1.5612327983754146,1.513860495183916,1.465825764598606,1.4931915349658083,1.5835388378784314,1.5279619824849067,1.5047201349547252,1.501620200806417,1.481970747202817,1.459577371727459,1.4413936286450397,1.4219966736659932,1.405419670501892,1.4144114945120314,1.4052205023492863,1.3847186751380065,1.3722223113113539,1.4288244528920646,1.5994903089015582,1.6147468429938507,1.5294837264592323,1.504474777775047,1.4825503529617143,1.4683679106712004,1.452914484972531,1.440822895648986,1.4625072817479805,1.461987857559129,1.527086374097302,1.5303462481713395,1.4958978970387629,1.4273902635356561,1.4212844678934016,1.4083855053342762,1.461296005074446,1.4697195613623655,1.4579972944245965,1.444643420406945,1.4317662986014366,1.4250334845688064,1.4052434441576034,1.3924154788988456,1.4041502469947824,1.3922897528689895,1.3958588785168462,1.4002437947116575,1.4061886527108387,1.445256225111015,1.5178618585947394,1.6146166657021495,1.6922702567334174,1.7605349279542313,1.9061013025614124,2.0905504382591817,2.1850817372638276,2.237926395776792,2.2813607539498615
74-2800372,,,0,1.5502297983262452,4.539875634336359,2.0131592234652578,1.679772726228808,1.5676444697164351,1.395769794180569,1.3612773925766495,1.5929264318455238,1.5004465863096486,1.4428560479031065,1.3751955459785379,1.3801707582913791,1.5376043886145672,1.4912208115510421,1.4434631826531836,1.4722750566228733,1.5657912067459805,1.5102638684566658,1.4868949938340457,1.4844419256965447,1.4654289945756922,1.4429935296628194,1.424805319385382,1.4059396838117881,1.3898203483303835,1.3995346021665147,1.3904898546685707,1.3703547673694112,1.357672810300203,1.4153084927892101,1.5886641956853822,1.6044218418326426,1.5188845359998906,1.494127953718395,1.472292469049742,1.4582078606841056,1.442856725810114,1.430860446074663,1.4527062992201405,1.4525879865838731,1.5187831215811498,1.5221237757426442,1.4880196600065922,1.4197206442063148,1.413658933356691,1.400858724559315,1.4542186659156258,1.4629409517783953,1.451264078568935,1.4377429537995696,1.4251530322400412,1.4183724098478352,1.3987674265829375,1.3859478915405983,1.39791509745932,1.3862211591970837,1.3898181369457447,1.3942680940845922,1.400380757718023,1.439735537985733,1.5129090241491727,1.610172108623731,1.688638677177077,1.7572376437218307,1.9043677755203157,2.09070724913951,2.1861028170857097,2.2395397442660783,2.2834687344501448
75-2800317,,,,0,0.9987056887869572,0.9989183426823148,0.9974096361535089,1.001974455904544,1.0034435035216092,0.9990201856270279,1.1877129604655174,1.1621598801807635,1.146038890871077,1.1241550302904368,1.148472980960204,1.2906421009967781,1.270418591934926,1.2436760803589229,1.2779736064542546,1.3631125488008924,1.3294531719530358,1.3159380905273903,1.3202677660733773,1.309969927065588,1.2958580560036026,1.2844775507981736,1.2724694675823882,1.261671550477515,1.2732145954900462,1.2673470502697985,1.25413765148919,1.2455193326676919,1.2987354268129683,1.4570185481431361,1.474008468751451,1.4095064908268882,1.3905632920667546,1.3738023111367421,1.3631775581050423,1.3513851143873559,1.3420506152184328,1.3632939639099493,1.365334658883833,1.42766703417324,1.4349627467137163,1.406666588081844,1.3515847411615662,1.3466483029739442,1.3363018102225437,1.3870371934303545,1.3964161968832098,1.3865507737650293,1.3751624555053719,1.3647342451001088,1.359250217577562,1.3422031490766828,1.3318291882701254,1.3445296163698366,1.3344424245537048,1.338815750329742,1.343255008052781,1.3503255694422762,1.3887685154977152,1.4589841940478592,1.5526859934653452,1.6276678460002785,1.6935266256110157,1.8346426010343486,2.014742672892285,2.1064945341108516,2.1575871870172714,2.1996054847686
76-2804990,,,,,0,0.9991222517779661,0.9966700429047787,1.0034569464544139,1.0048509551725056,0.9991058029965101,1.2415568035587976,1.2006772973336235,1.1763329517011065,1.1458744650716013,1.1717190165623692,1.336867911303683,1.3088103531548074,1.2754373453751129,1.3126865083358907,1.4086565421294175,1.3667887434793062,1.3496511312562418,1.353255156707187,1.3401948796642476,1.3230551189569557,1.3095202448108803,1.295339381437335,1.282773941204282,1.2947958418895067,1.2879597756015153,1.2728376906906544,1.263023543131291,1.3206418085347045,1.4924144864599427,1.5103190974109202,1.4363287484509402,1.4147382633199137,1.3960708585717463,1.3841149206138987,1.3707981805860594,1.3605596120030323,1.382971042415355,1.3845861273596374,1.450665697785384,1.4573794869435284,1.4265296573377912,1.366079571403118,1.3606149131716017,1.3495216303070297,1.402764695407921,1.4119750982873434,1.401541660948633,1.3893083105300172,1.377956982701339,1.3719402579300555,1.3542285375282221,1.3427527591038557,1.3555586921864493,1.3450744675249147,1.3493574436085332,1.3539662530021792,1.360874787338521,1.4003999491331396,1.4733295960509032,1.570575425827812,1.648923878849374,1.7175948001258008,1.8644350116755966,2.052403041798674,2.14888253788795,2.2021053582165466,2.2465509212680823
77-2807301,,,,,,0,0.9930627779245677,1.0073454705220088,1.0074215420429586,0.9990985239751682,1.34402561880868,1.2663481087466768,1.224705711015029,1.1782097491461092,1.2056727903639985,1.403848182104436,1.3624674447090326,1.3182460836898329,1.3593874694751522,1.470567012782924,1.4158466621281915,1.39375286610473,1.3956803447806614,1.3786263104751393,1.3575690757677759,1.3410515498563933,1.3238989263659746,1.308953990758157,1.3214715560266774,1.3135632833043815,1.2956678570801832,1.2842971901476365,1.3468965338470227,1.5361850496200051,1.5548294867988846,1.4684798056941781,1.4437262523185317,1.4222692066530762,1.4086492615353081,1.3937821765529117,1.3822474217572553,1.4060250060370056,1.4070732608305927,1.4775758205952376,1.4833268420156194,1.4492126851357714,1.3825025052747917,1.3767690879703784,1.3643294267753834,1.4201863042581802,1.4298989498013899,1.4184327024126377,1.4052115028151038,1.3926837312928484,1.386359960673521,1.3670711586114632,1.3548284705814009,1.367920741621022,1.356612303975801,1.3608762144855848,1.3656679545104116,1.3726437302175871,1.4134709923207636,1.4893565512602145,1.5903851155807898,1.6720577505544698,1.7439978752866094,1.8981448164506158,2.094916259926088,2.1961344397994718,2.252883492125722,2.299567787554892
78-2806057,,,,,,,0,1.0297341248330842,1.013734128332664,1.0013268451505262,1.4856753889875265,1.3441788566730628,1.2775331130709928,1.2108583330194123,1.1771711710149737,1.35243390667774,1.3155319476498653,1.274249462348029,1.3493721058109558,1.4685220660889096,1.4105545454471409,1.3938518061270797,1.3958935750395987,1.3778393672558698,1.3556794727838317,1.3383977928775264,1.3205449240691622,1.3050492314105415,1.31823199395778,1.3100584396135109,1.2916319415392457,1.2865005585053744,1.3674834202910142,1.5705821984977797,1.5897113361549515,1.493132963846769,1.4658197224751826,1.4422563936963946,1.427301687177906,1.4110794502487085,1.398521470109913,1.4233227714401393,1.4238982708367351,1.4977434235456455,1.5027997944295077,1.465880015372589,1.3946092116693405,1.3883830161642026,1.3752880135074181,1.4330738295576093,1.4427735562489594,1.4306164764981475,1.416771135956967,1.4036175596127334,1.3968070717134775,1.3766486417852084,1.3637575615623145,1.3769792689306064,1.3650274216459346,1.3692696287756714,1.3741305753770967,1.3810852915268763,1.4229987059430422,1.5007684418988296,1.604890548666235,1.6890808019220145,1.7633441675930561,1.9227856424170753,2.1259085561952666,2.2309953857025513,2.2901866620291003,2.3382737438386783
79-2805448,,,,,,,,0,1.007497660201094,0.9925720789486551,1.6437367083037961,1.413974208354161,1.3197134084544657,1.2338105710880598,1.1924090172468924,1.1620883216625255,1.1512840734276226,1.1295225394289337,1.3731646941577917,1.5017492220025197,1.4355551363668453,1.4163299929863051,1.4172832933347685,1.39682616372955,1.3723848455662992,1.3534049143969133,1.3338945919498806,1.3170973959524652,1.3307978437550334,1.3216894565124175,1.3015769858330615,1.2961568721825247,1.3806466627735219,1.59353945993996,1.6129915186990413,1.5091274659993164,1.4800274703855543,1.455006592640216,1.4391342733125838,1.421985537608293,1.4087316669340761,1.4342340237878843,1.434490709103962,1.5108037857484935,1.5152041180802611,1.476481013894822,1.4020663488753835,1.3955914722344502,1.3821070636439985,1.4410645328838905,1.4509627801757128,1.4382215922377692,1.4238903814290658,1.4103685387439346,1.403197601396147,1.3823076874671918,1.3690036148721534,1.3824150984998067,1.3701973187506546,1.374337898876517,1.3792464091223224,1.386282146853167,1.4288589249598316,1.5079016998295078,1.6139392562382562,1.6999173554133344,1.7756003469870771,1.938566959036591,2.1457604084648616,2.253614804662546,2.3139352640660147,2.363805218069672
80-2803067,,,,,,,,,0,0.9361201862809414,0.983884721356314,0.9928632042860082,0.9973004074904763,0.9934432031015138,0.996600942394609,1.0004694093565731,1.0102550032739093,1.002802470883892,1.244956308820869,1.3783207004888771,1.3261777389388671,1.3129087140797737,1.3196922128333552,1.3051575025725182,1.2855492455778827,1.2705244284159556,1.2551524925497446,1.2416201864565324,1.2576315528719677,1.250380819678705,1.2346517228749767,1.2310171786896165,1.3154227640238478,1.5287816560633296,1.550182127163774,1.454696026520615,1.4280462552128044,1.4052047512564017,1.390882570927072,1.3753113540207886,1.3633173234994493,1.3892581968831468,1.3909232643124025,1.467473322049503,1.4743819791968051,1.437710427073064,1.3687420735429021,1.362490115325099,1.3502345123715183,1.4091973883065136,1.4196965131780157,1.4076859067084824,1.3941098386842756,1.381345808441128,1.3747781092144173,1.354976892795495,1.3425386134825779,1.3566643380718004,1.3450691769355885,1.349711215122,1.3547922288452616,1.3624235376345035,1.4051331706858687,1.4843312510374207,1.5906116252282396,1.6766692865642854,1.7525752010241809,1.9163553838297338,2.1159602896168352,2.2135354893348587,2.284537771127802,2.3345288887343245
81-2803040,,,,,,,,,,0,1.0053077906831085,1.005150542972997,1.006520051949018,0.9994091824139159,1.0015433196231924,1.0046943952128085,1.014448494859663,1.0061427379692784,1.2623280769683236,1.4036751093680577,1.3452718737758875,1.3305467606947867,1.33659431751693,1.3202623958984658,1.2989354060125453,1.2826388523709655,1.2660305032779569,1.2515275592748818,1.26777876224374,1.2600061901156727,1.2431828608178939,1.2391681012250244,1.3262603985100339,1.5472132710837387,1.568856203326602,1.4676787745598974,1.439646048029896,1.4156789834013441,1.400648513982822,1.3843633092703997,1.3718332358952507,1.39829641621199,1.3997056583112846,1.4781549509541256,1.4843168436239915,1.4465875410382552,1.3750422984635193,1.368843105146899,1.3559523154018596,1.4158612931637935,1.4264057065944762,1.4140395430730082,1.4002067952991872,1.3870678045812348,1.3803035870363496,1.3601109668014781,1.3472420377496817,1.3614212147787077,1.34954504874709,1.3540787102326763,1.3591905853431994,1.3668040249750457,1.40998943711123,1.49018529986991,1.5980919720260602,1.6852677985998743,1.7623121607000922,1.9285545068902366,2.131416723827536,2.2275884142245,2.3028441307824923,2.3533111662743154
