순번_정류장ID,1-2806160,2-2805528,3-2807269,4-2806830,5-2805759,6-2805529,7-2805839,8-2805340,9-2805817,10-2805339,11-2805228,12-2805226,13-2805328,14-2805335,15-2806172,16-2805231,17-2805400,18-2805038,19-2804895,20-2805744,21-2807080,22-2807078,23-2800622,24-2800627,25-2800336,26-2800658,27-2800669,28-2800345,29-2803643,30-2803791,31-2801474,32-2801178,33-2801179,34-2801439,35-2801584,36-2801628,37-2801621,38-2801633
1-2806160,0,0.9959671160731965,0.9973451897319587,0.9995844252742125,1.0023766976610933,1.001560178751685,1.004382411154559,1.126646019776636,1.2397572818745166,1.3670494417284949,1.4662740023368803,1.7508667523931847,2.045774117163915,1.9333476753673409,1.8197970447984424,1.7438457457770722,1.7784243329312641,1.762951056412933,1.7276258035352137,1.6630673168998402,1.5940508542710492,1.5676965494730752,1.5493734174389537,1.5278172608941978,1.5010092788853329,1.4874415582027503,1.4783818297763347,1.4555961742538737,1.4296567141778462,1.3623567292789407,1.392272341663629,1.3984491900595288,1.3805847500003774,1.3987377118180875,1.3680101670423788,1.366697496943982,1.395854639334045,1.3917370056183773
2-2805528,,0,0.9991296193348046,1.0024013477417915,1.005696761495099,1.0042406635547332,1.0078545395033809,1.1759019148047358,1.332519589819207,1.51927351959521,1.561071909220462,1.953032398552217,2.3609807416997044,2.1649950229461976,2.000779782039331,1.88593421381146,1.7922781612145253,1.7617121993781453,1.7225265170110247,1.6489115882944685,1.5759161792554641,1.5478474468133827,1.529363357935838,1.5069462692733084,1.479411473843207,1.4654916588192342,1.4562196113144825,1.4330442342832428,1.4066207867969016,1.3396377383414795,1.3573588880727856,1.3649955161469756,1.3480620312148222,1.3397397111045544,1.313183116374108,1.3141529236660732,1.3442037420833994,1.3405519906278984
3-2807269,,,0,1.0150076404008168,1.0146801552415137,1.0098934958649008,1.0157136055811027,1.3360641819378598,1.6419637906872655,2.0818948859732305,1.9408960783997438,2.784826962319884,2.6768862289690776,2.6897103383769982,2.6135089261293394,2.332533031877025,2.1316969884296997,2.069885489936225,1.993568201626464,1.8596557727151963,1.7360584623845623,1.6909419409526276,1.655439549747031,1.6212199949139232,1.5806230880339074,1.5602053825440483,1.5465859290188293,1.5136352202370376,1.4768638854075489,1.387239893403126,1.4071658954748276,1.413612972723705,1.3920335162738513,1.38168996902837,1.3483281809524137,1.3478675794431882,1.3807089143250824,1.3762583916019233
4-2806830,,,,0,1.0010855992831225,0.9980525677315002,1.0084390017356346,1.4241123747585958,1.826805431945255,2.474777776964508,1.7255701740127896,2.3156642559106784,2.266998091098297,2.3162487261937765,2.286496486245635,2.3733169602507824,2.152650124168023,2.0857488439478793,2.003821323373789,1.861404302396345,1.7327333791316737,1.6854223230014005,1.6497281115398699,1.6146695783625329,1.5727590726154725,1.5522502329423824,1.5384303098203163,1.504898008379329,1.4681816252612014,1.3783769572101763,1.3986692962445306,1.405715554179241,1.3840249667329452,1.3735807398271156,1.3405131953137654,1.340413934612362,1.3739338241338277,1.369493275952248
5-2805759,,,,,0,0.985685154152113,1.0010270436621027,1.420346301501057,2.0979490730188495,3.5126589006234097,1.8096035574386062,1.6241941461005858,1.5338529238978589,1.6321136294343315,2.3227466780572836,2.582861673033149,2.282832363999752,2.195722798196369,2.0915106462381328,1.9173439286894716,1.76517864911355,1.7115437603901653,1.669461894998278,1.6302594973376716,1.5841900179737594,1.5611880856270153,1.5465940833975813,1.5102129922655707,1.4707807369977426,1.3757931026938879,1.396975643649494,1.404706252519474,1.3820960324579419,1.3711214404319176,1.3371985946627365,1.3370467330441895,1.3719539213422176,1.3673731622866998
6-2805529,,,,,,0,1.0102775500489252,1.0058909624965107,1.5076867913797154,1.9839694614454881,1.450632409895823,1.3552684379267799,1.311412375728944,1.4152662100029412,1.9840500462239394,2.214527536130107,2.003778459015181,1.9413547491007517,1.8657136549779971,1.7360968042259457,1.620097223884551,1.5789664749526273,1.5516736118413186,1.5208875860230533,1.4838154152661276,1.466243617407847,1.4544009760444787,1.4250020093135647,1.3932466771201968,1.3158451252865129,1.3374488633443673,1.3470157833439291,1.3281504248945941,1.318967512455386,1.2904074554705764,1.29261220789015,1.327248129582313,1.3231802679686662
7-2805839,,,,,,,0,0.9991450763064871,1.2713833730326576,1.3756105242756083,1.143936467389027,1.1124691872230061,1.1031903749652554,1.2117996624122023,1.6838789720198717,1.8904043190580293,1.7479452892163625,1.705214021120738,1.6528716709299607,1.5607966993043318,1.477150581684455,1.4466657475589273,1.4323035489051394,1.4093624818630217,1.3814698008171291,1.3679251981964342,1.359147728827161,1.3370638710515879,1.3123661475696538,1.2526082234811284,1.2743703987579174,1.2863486613031256,1.2710911915212733,1.2635824514079375,1.240474514271864,1.245088164232673,1.279390890653453,1.2759558967201674
8-2805340,,,,,,,,0,0.9974981152626862,1.0046170308433957,1.002762731592287,0.9961140280982531,1.0013460410660169,1.1239120491460688,1.6114763914106773,1.8331742428256435,1.691376507335491,1.64962953533105,1.5984537715500267,1.5101052307790321,1.4310554073124797,1.4033973873915222,1.3920299830011098,1.370432424101913,1.3450709870432769,1.332137247034658,1.3240299074034632,1.3037052388559718,1.280687386300181,1.2263893277231384,1.2483545259977338,1.2617225374262957,1.2475212036326344,1.2407283515270642,1.2192606901066338,1.2249547083962122,1.259732801367981,1.2565769212653488
9-2805817,,,,,,,,,0,1.0183603757472248,1.0041779960579154,0.9958284758775804,1.0028390265746907,1.1441781144425556,1.7372301457407842,2.006012158105543,1.806550822879326,1.7500919589079238,1.6824756356671886,1.5700158961212518,1.473096230372867,1.4398815482523277,1.4236846531092606,1.3990104646274344,1.3690558392404475,1.3546995705608238,1.3452387599834916,1.3225720536313064,1.2966283885897514,1.2365030234070566,1.2594481202515662,1.2729152682286056,1.2575236952789834,1.2501951693525708,1.2270737597860908,1.2323762749982479,1.2684342191455416,1.2650694670734959
10-2805339,,,,,,,,,,0,1.0018836238367546,0.9931324431494185,1.0004010281892037,1.1555724274827062,1.8225494972084084,2.1245179014797486,1.8806935894927643,1.8135458662230843,1.7343265230771432,1.6060403199003708,1.497508219717705,1.4598111207948872,1.4419946228230436,1.4148686017030208,1.3823090536835894,1.3668710851180483,1.3569530892714572,1.3324974665597114,1.304985862530431,1.2415448520819656,1.2653725950940633,1.2787578443642285,1.2627074005154286,1.2547282527386667,1.2308484646257591,1.23625421601459,1.2728076174215588,1.2693306941277276
