순번_정류장ID,47-2806665,48-2805423,49-2805016,50-2805042,51-2804898,52-2803800,53-2803817,54-2803805,55-2803803,56-2805284,57-2801827,58-2801825,59-2801829,60-2801831,61-2802240,62-2802256,63-2801828,64-2804878,65-2801815,66-2802248,67-2802217,68-2802190,69-2802180,70-2802167,71-2802135,72-2802074,73-2801983,74-2801945,75-2803645,76-2801666,77-2801568,78-2801189,79-2801421,80-2801160,81-2803546,82-2801287,83-2801270,84-2801057,85-2801035,86-2800998,87-2800971,88-2800941,89-2800927,90-2800925,91-2800923,92-2800911
47-2806665,0,0.9782683253827207,1.0190208440084911,0.9931484554073178,0.9935159891920782,1.1996117671410613,1.4108532910005158,1.3294939545197764,1.2712218948030642,1.2481427812684767,1.2202205319656292,1.2039099552550645,1.1851834618652082,1.176249766560305,1.683696053995873,1.8193900764102415,2.1533989178329955,2.032175719190934,2.0751614749133354,1.87582791477829,1.666755614057585,1.5471305041781567,1.4936314216888789,1.4630762567531042,1.4283479466358961,1.3983830572589835,1.3663108030381728,1.3523191435480586,1.281049784260199,1.2763665800696857,1.2618781236453056,1.2526097974479482,1.2413677357842805,1.236391703365575,1.2316138264295424,1.2222964099643057,1.2167311414734157,1.2047205537250651,1.2006678176254504,1.1944349740053302,1.190639821703231,1.1846684349887888,1.1811863604840656,1.1789580925123053,1.1736978529272835,1.1635596771414938
48-2805423,,0,1.0620482409318992,0.9982097744497556,0.9963604095914739,1.2352404847531968,1.486474442594701,1.375802817507156,1.3024502356405478,1.2742705002698995,1.2407029822202371,1.2214558111927785,1.1997503619237255,1.1895138548307995,1.74142683189675,1.8888682501146998,2.2618576595911355,1.990218683721336,1.8818968262756024,1.7286029930748066,1.560447242222951,1.4634774514339788,1.4190765747536405,1.3945913752561883,1.3656042275540639,1.340527913235065,1.313840201224467,1.3031084305685472,1.2432715576719287,1.2392791272593802,1.2269790662538962,1.2190612974392725,1.2095259830487177,1.205293996118004,1.2011267889877402,1.1931821398780456,1.1883063552826103,1.1781105964108056,1.1746363170811207,1.1691742478189735,1.1659604276285966,1.1608126807848582,1.1578824724648435,1.15596452051273,1.1512984747082389,1.142572994972423
49-2805016,,,0,0.9678806645040795,0.9761105629933061,1.2684119066044772,1.5736753101945722,1.4224260235103363,1.3307581728853208,1.2968214022922138,1.2571935777587397,1.2349369284984915,1.2102821677097806,1.1987939358952495,1.7998952232604364,1.9605756678832924,2.3789044310244467,2.0596707152270954,1.9097908187683748,1.744829093380291,1.5676485602200592,1.4668730045769938,1.4211062639939196,1.395944198499205,1.3662696878887792,1.3406723115593095,1.313508479867033,1.3083292831835898,1.24628674988545,1.24227455183016,1.2295321924800127,1.2214059861902526,1.2117119157890384,1.2072941915054436,1.203106708620259,1.1949056951794046,1.1899976550254698,1.1795143546470725,1.1759704716385664,1.1704659622791158,1.1671911538430406,1.1619487969632187,1.1589068850333513,1.157013307088424,1.152213526830616,1.1434014807538246
50-2805042,,,,0,0.9952011774216953,1.460625960917451,2.0223283348968955,1.6233042932234916,1.446432869813172,1.388275623896713,1.3242486974730305,1.290345921511768,1.2546329432029388,1.2385300644177113,1.9813029392438077,2.1794038372797955,2.7395194093048647,2.26137954119856,2.055823066990313,1.8392205739299614,1.6223674526270395,1.5036802287056357,1.4511761804196022,1.4222653967796934,1.3888980464666068,1.3602827534343187,1.330171009745675,1.3241702605126429,1.2564930918240325,1.2520634497087009,1.2384389537714693,1.2297235023542725,1.2191799105903256,1.2146268777498848,1.2101616094217713,1.2014422276106644,1.1961621280806412,1.1851124492185583,1.1813616692138587,1.175478207748629,1.1720259497431156,1.1665065178487672,1.163364010079385,1.1612528071110626,1.1563937786651681,1.1470391333257803
51-2804898,,,,,0,1.235186992644083,1.7865894157451068,1.4740750290322318,1.336065740510679,1.2912429482082795,1.2426606482984555,1.2169792095145255,1.1896252832608498,1.177256773896716,1.9136175484630433,2.113705573111419,2.6721964763924797,2.2073901557837394,2.0086064593385107,1.8006553607547098,1.5922282871718219,1.4787938807022005,1.4285856316949763,1.4012243660257044,1.369349611686327,1.3420893426820586,1.3134118915924542,1.3079794086368504,1.2436171774996978,1.239498420482692,1.2265469865717746,1.2182486297586068,1.2082112994242968,1.2038111731163457,1.1995645523557872,1.1912583426737318,1.1862955863353741,1.1758071880617962,1.1721765758475362,1.1667168801598242,1.1634308249858867,1.1581771709334057,1.1550760599926746,1.1531853941133832,1.1484423299720299,1.1396112784393875
52-2803800,,,,,,0,0.9926266640864954,1.0195819672131148,1.0074930342644286,1.0047543305912467,1.0044713601335782,1.0039965414983156,1.001749857481546,1.0004921994126361,1.845522459064379,2.0907851011948755,2.799878538547327,2.2063181115865382,1.9777192490938922,1.7535011427700748,1.5405070641463348,1.4301704120726129,1.382192690359555,1.35693414851815,1.3270204203464466,1.3017806028901133,1.2754123506707247,1.2711406505216138,1.213131952806311,1.2094237595682356,1.1978233654673767,1.190371783340849,1.1814638702682756,1.1775587027800969,1.1737673954503318,1.166324879187968,1.1617269396974226,1.1525475924822763,1.1493320690514155,1.144395046128942,1.1416137608571533,1.1369033019262345,1.1342923804350062,1.132516692877234,1.128416493252185,1.1206113500073531
53-2803817,,,,,,,0,1.0303592754412485,1.0099763609322259,1.0061843502657035,1.0055126417980247,1.0048250299231651,1.0022039458335006,1.0007848794574319,1.9628306361818875,2.2443965795101333,3.114698094143061,2.3395472798205126,2.0637863902516775,1.802702985169577,1.565810387049109,1.4460445293181934,1.3947480097896943,1.3677285434738584,1.336098929911042,1.309496966157499,1.281830144772481,1.2772250027948673,1.2168172790399001,1.2128791708310025,1.2009893067922481,1.1932131550388867,1.1840413021567968,1.1800215548299133,1.1761243245137978,1.1684848914350479,1.1638471578279148,1.1543579195311633,1.1511335934102174,1.1461440483525345,1.1431680838104084,1.1384171233933653,1.1358077875731913,1.1339934186666243,1.1296345198482292,1.1218400056551128
54-2803805,,,,,,,,0,0.9861290240358882,0.9879520489542056,0.9933532304974798,0.9948215476693473,0.9934692369623481,0.9925356887577896,2.3276879734816647,2.407366404714277,2.767611813516606,2.1175108603878985,1.8860363599284826,1.6703560618388935,1.4706531218163297,1.3709664915507245,1.3279007135112015,1.306189896275144,1.2796119080070696,1.2574771244495033,1.2595256912904034,1.2671797410984382,1.207771217678713,1.204014579764341,1.1923051349277964,1.1847103134317747,1.1758620819094012,1.1718750426685358,1.1680869871956128,1.160734103106721,1.1561435493506498,1.147047908679054,1.143863227467066,1.139049288543024,1.1361100395512203,1.1315265573297666,1.1289621764941933,1.1273939197016702,1.1231787534678244,1.1155844405775948
55-2803803,,,,,,,,,0,0.9914277383613567,0.9987307044305812,0.9993494302868083,0.9962322441989321,0.9946356036846493,3.1389787610537625,3.138187790067486,2.4224343967936854,1.9594097325030733,1.7556011406874883,1.570676592181175,1.3972625791147635,1.31240718179556,1.2755078490620875,1.302741209687506,1.2753977868356743,1.25576625981252,1.2727551583736525,1.280364976290651,1.2157320476348923,1.211478918976176,1.1990289470534254,1.1909260197574987,1.1815038142985739,1.1773509481828086,1.1733303077889221,1.1654675891126827,1.160706630635208,1.1510247329390229,1.1477447458736054,1.1426131276659646,1.1395981042444558,1.1348581840725787,1.132043227510743,1.130338692095181,1.1260037745954625,1.1181913267477273
56-2805284,,,,,,,,,,0,1.0034050764897209,1.002325509173248,0.9974141795728554,0.995300584047208,4.136581170341008,3.9310181446185326,2.7368823460944163,2.0876022473500964,1.8335192303023125,1.6130139650229756,1.4179476903429198,1.3251108423557432,1.2854534902970127,1.3080253687607457,1.2794850739910508,1.2590361007258215,1.2762050863177168,1.2838764809393912,1.217179102936283,1.2129376700743804,1.200104376055586,1.191935478648047,1.1823304558194152,1.1781007707775002,1.1740091920364975,1.1659348165700547,1.1611025752437034,1.1513571072100552,1.148032551318114,1.1428345381363558,1.1397826722641908,1.1349230252783777,1.132141288030273,1.130418499694265,1.1260392014239478,1.1180985344645402
