순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2806293,24-2804201,25-2806291,26-2807291,27-2804203,28-2804206,29-2804332,30-2804208,31-2804210,32-2804212,33-2804579,34-2803703,35-2803704,36-2804633,37-2803707,38-2803709,39-2806218,40-2803710,41-2803712,42-2803713,43-2803717,44-2803722,45-2803724,46-2803725,47-2803753,48-2804637,49-2803726,50-2803727,51-2803729,52-2803731,53-2803733,54-2804300,55-2803738,56-2807372,57-2803736,58-2804795,59-2804746,60-2804640,61-2804188,62-2806152,63-2804190,64-2804192,65-2804642,66-2804194,67-2804196,68-2804199,69-2804644,70-2804330,71-2804328,72-2804326,73-2807375,74-2804647,75-2804650,76-2804170,77-2804652,78-2806207,79-2804169,80-2804655,81-2804167,82-2804165,83-2804657,84-2804659,85-2804146,86-2804144,87-2804143,88-2804662,89-2804139,90-2804664,91-2804137,92-2803741,93-2803742,94-2803743,95-2803744,96-2804666,97-2803745,98-2803746,99-2803747,100-2803748,101-2804688,102-2807370,103-2803604,104-2800266,105-2807368,106-2804602,107-2803580,108-2800263,109-2800267,110-2804032
1-2800269,0,0.9989815947701196,1.0016723380552544,0.9953788190315304,0.9989439209921254,1.0021359445539517,0.9973750582398728,0.9984169514126175,1.0117511958386158,1.0041681022363205,1.0032962183588445,1.0028160152622954,1.0016753033034196,1.0021065968145098,1.001836687424888,1.0019763118109803,1.0018923839031812,1.0027147360384792,1.0022539956386496,1.00103317387722,1.001943061928432,1.001897312562814,1.0024859238641566,1.002524124938377,1.001633101522961,1.001633512513764,1.0020819407015824,1.0017240136032972,1.001971666673652,1.00178148928921,1.002095758482135,1.0018351042317828,1.0018268744741756,1.0020620722356128,1.0383469132419225,1.120247435858247,1.216081026548029,1.2331116683502108,1.2261255247743508,1.2238480489148509,1.2208229911125148,1.315133380326164,1.4284677480397703,1.416448472011139,1.402346500162362,1.4793933272567785,1.4724646099625505,1.46410976533647,1.4515471394879198,1.5649856268845386,1.6398046056896742,1.7068801954023503,1.7903777665825489,1.8983486366132551,1.975797132391756,2.053603899362182,2.13488117064668,2.2088571869879456,2.0487579888410257,2.001168553489051,1.9749768425444656,1.9554207412277713,1.9430760935442501,1.9094448633405587,1.8994737971188933,1.8724098200591563,1.8495874104429766,1.8380566960451026,1.8655060388429858,1.9466784283723568,1.991031675850196,2.042142587250092,2.121677892688289,2.1945968162102525,2.674627193898426,2.7739778222914966,3.015709415723531,3.3072992219892035,3.6527245393434375,3.8210570542454483,4.0764497739631675,4.489877238391911,4.427095180109112,4.351873571997313,4.151976848988908,3.971243359659248,3.8263825758709116,4.184025650373754,4.419249309673067,4.740221290202178,5.03275168785377,5.079128853935205,5.969463830169486,6.251530356412193,6.931132658092652,7.353451572247174,8.423447935376085,9.375818707390193,11.324444763560482,12.752698828523453,14.649530737410798,15.338310524488143,17.280621128003435,23.48781288407168,27.83013574326554,32.34095004630762,36.27835517501579,43.921608325554736,57.49823596078519,250.92175297478138
2-2805488,,0,1.0048549440877443,0.9937551860976039,0.9989318868348576,1.0029910926734393,0.9969835647870999,0.9982974142610239,1.0140444901412675,1.004866011382269,1.0038224776229427,1.003247977911277,1.0019421549697904,1.002378436559707,1.0020624966282123,1.0022062664046083,1.002102848700692,1.0029639022840309,1.0024617362697528,1.0011551713525448,1.002110885698878,1.002055041780775,1.0024212525487746,1.0024632408715004,1.001533141830756,1.0015356619027742,1.0020065475349327,1.0016345352036202,1.0020960471152742,1.001703372596862,1.0020329826722831,1.001939400897958,1.0019263640081586,1.0021682268185028,1.0263855852105122,1.0767394322441033,1.1697008535571158,1.1869393399993353,1.1813529079197251,1.1795631768887402,1.1772374006514676,1.2693144483056022,1.3799151914955863,1.3693377566191485,1.3568540028898493,1.432033004506043,1.4258148275634714,1.4183872365281598,1.4071135874456213,1.5199509896400518,1.5927911644526456,1.6580694055096024,1.7392831227838732,1.8442433796747222,1.9194776923888461,1.9950249482979063,2.0738947703496855,2.145716875957442,1.9954206949845188,1.9506286347418298,1.9259976499494058,1.9076176353300152,1.8959893745382532,1.8643019038888802,1.854914833111235,1.829376400853066,1.8078322219260408,1.7970064413373161,1.824224129876251,1.9036006834791104,1.9469671829595574,1.996791870488364,2.0744886748534297,2.1458386214063325,2.613785841590993,2.710747438508295,2.9456569600933187,3.2291979113242126,3.564226845858236,3.7272682329067774,3.9743710840662763,4.373139396334049,4.313385986928847,4.241676169406176,4.051346576444763,3.8785005371487813,3.739792757644531,4.086982283276362,4.314780612722623,4.6252543034556375,4.907783216186152,4.954195565371729,5.811877869953584,6.082860271635041,6.734239297913622,7.137953235308351,8.157243624876429,9.060241893542504,10.895220558687514,12.22962489682387,13.9882906126437,14.623124148004214,16.402275027435902,21.9830791520039,25.79478966486374,29.67631244070874,33.00108549472342,39.29340340445134,45.702108508444894,78.1839105648245
3-2807373,,,0,0.9869228044341957,0.9967404611782976,1.0024368597476068,0.9949410360957184,0.9968672241785842,1.0156899311576617,1.0048674320955018,1.0037037673726608,1.003078696047412,1.0016756366607023,1.0021818439145187,1.0018623942712728,1.0020223773725625,1.001923500811922,1.0028508105611245,1.0023260040792268,1.0009593188477781,1.0019726567851175,1.0019207131867927,1.002312314433393,1.0023596185254868,1.0013956519830334,1.001401151166701,1.0018941880852434,1.0015101414966983,1.001789355488649,1.0015946818901016,1.001940118037231,1.001665991106733,1.0016649911930233,1.0019178809408902,1.0268345284023173,1.0256483513066876,1.1079268010794632,1.1248071955176597,1.12112208184157,1.119992236111452,1.1186088604236937,1.2062637601708328,1.3115926023000404,1.3031290062110632,1.2932693675555267,1.3647078940499693,1.359553788216049,1.3535025400188752,1.344151953722914,1.4546040376888343,1.5236585689600393,1.5854681715690901,1.6622439887289981,1.761295814134861,1.832153700732428,1.9032037157825608,1.9772545041469158,2.044703044866664,1.911505085316528,1.8715375283379099,1.8495772983238243,1.833199154083263,1.8227921320197498,1.7944070223770514,1.7860065260634699,1.7630482379118706,1.7436577286890622,1.7340037240309616,1.7604608059083244,1.8364778606634675,1.877735987774142,1.925373483608603,1.9992268895442147,2.067214150427644,2.5104967265278937,2.6017157373020643,2.8228757929896062,3.0878662271239614,3.400409426519674,3.5513922329132215,3.780854991626781,4.148108575466681,4.094757297036367,4.030483810920817,3.859338690581197,3.702757088813585,3.576979401454604,3.9005988104334914,4.1116408069206,4.398260988642597,4.657943051381163,4.70375164130973,5.48609732767181,5.731349163822142,6.317011687453694,6.677296084064608,7.578047201575054,8.365622539061096,9.936122118563087,11.053908307159167,12.4970911563015,13.009891910875254,14.423970619824248,18.654220535177398,21.376700316845266,24.020622866951886,26.188701146703583,30.06834380684905,33.76137973211943,49.123725886832474
4-2800272,,,,0,1.011532534672168,1.0169355100451138,1.0007846095049113,1.002321584162187,1.027490770045012,1.0095958549127968,1.0075582654518667,1.0064144461458648,1.0042485844361106,1.0044410724904687,1.0038307286483321,1.0039419565278818,1.0036996730660142,1.004564846551905,1.003889279342215,1.0022800313044786,1.0033125559738787,1.0031870924588178,1.0037907460303555,1.0037923745614612,1.0026900165377672,1.002420572740913,1.0029193103707392,1.0024859036879004,1.0027249248667756,1.0024655117451924,1.0027883109063758,1.0024720377959098,1.0024324273507923,1.0026862504019591,1.0287741814399354,1.0274536040373283,1.0264687872055431,1.031837235443992,1.0308126745842525,1.0305322171975766,1.0304726322546154,1.1119631982075904,1.2093692806775393,1.2038760780890168,1.197566977962244,1.2636932543351924,1.2600428484459172,1.2559386094559981,1.2493179050575833,1.356086516013128,1.4196097382290507,1.4763639545270792,1.546689458090424,1.6371823676242592,1.7017224370583106,1.7662979685272666,1.8334313619678053,1.8946113632397332,1.7855293089539288,1.7524433382109665,1.7343057131649096,1.7207996251121438,1.712148591885367,1.6885234219372987,1.6815478931614094,1.6623256773581676,1.6460620109573487,1.6381103031811832,1.6635866074550114,1.7341549095464708,1.7725916920000804,1.8167954483569608,1.88531151721472,1.947868753329867,2.3552012246475598,2.4382294496691537,2.6393911770855123,2.8789478620123066,3.1586243086699715,3.293512667673297,3.497100036294761,3.8205575605648123,3.7759389467925173,3.7218472025342377,3.577129566281498,3.4440464009222564,3.335986855834865,3.6262673380579207,3.813814868040522,4.067216431546716,4.29533148599988,4.340042126581067,5.01973426672637,5.230416014438996,5.728819332962672,6.032195320440477,6.780343530215447,7.422756977679935,8.671499230726086,9.535303412397113,10.621427824365059,10.99972069170699,12.022088780562264,14.913555182591589,16.652474974772105,18.25745928208412,19.516001782215795,21.649787680927815,23.56450066140937,30.407218841732103
5-2803582,,,,,0,1.0257610140300943,0.9907152083808235,0.9970490610444618,1.0294306913799325,1.0069517911762493,1.0049516995574377,1.0039333042991352,1.001922486283346,1.0025249346552836,1.0020877856773796,1.0022759017197762,1.0021371322832715,1.003221385447083,1.0025794486614945,1.0009659880601995,1.0021376980313936,1.0020690458080441,1.002502900287326,1.0025497667314176,1.0017186392047155,1.001460100479013,1.0020100033302934,1.0018220658075145,1.0018839932952273,1.0016638017903083,1.0020393334062614,1.001736156244018,1.0017315917643959,1.002005618346353,1.0289899352936465,1.0276185729989216,1.026596867891554,1.0258865074803685,1.0250023379863002,1.0248508874429034,1.0248722397311214,1.0529903416332362,1.1456071766100118,1.1419299566637646,1.1376965448996,1.2006251091453506,1.1978549480282255,1.1948918886955535,1.189876692449661,1.2943325774895673,1.3545268420105998,1.408246401363882,1.4747113880536038,1.5600999635069093,1.6208857464000035,1.6816248894585417,1.7446718706177777,1.8021552329379686,1.70710430856468,1.6780686628836874,1.662189128533657,1.6503838762016445,1.642775054586368,1.6219822035951172,1.6158564653571192,1.5988679425932986,1.5844789640889458,1.5775488228639922,1.6024129932448852,1.6697336782015326,1.7062749695846628,1.7483883695897933,1.8135785086658402,1.8731409061168496,2.2586525465159757,2.337105908132059,2.5260990786358315,2.7505149479509283,3.011665656012557,3.1370531452917785,3.3254422588045944,3.623907593361063,3.5841811710995324,3.536178053723992,3.4057169137776224,3.2861584762986147,3.1884976599637453,3.459698837968559,3.6337194184126624,3.8681246178982938,4.078325131426821,4.12226683613186,4.744489892215634,4.936079843538288,5.386831811061377,5.659518235296644,6.326727288124443,6.893801676758636,7.980534852365231,8.720642240027422,9.638202024571003,9.954446920844084,10.800239427786723,13.126459169101553,14.480408715559143,15.701146393264017,16.639464177168506,18.194266781562423,19.558218773497153,24.165800537088696
6-2803603,,,,,,0,0.9435803703831431,0.9815682433600278,1.030515402970821,1.0041543068199659,1.0023820970158352,1.0015870806581493,0.9998486888160961,1.0008659353306804,1.0006140339208514,1.000873202163275,1.0008368903525455,1.0021085263335803,1.001507873418442,0.9999126773910694,1.0011939487018713,1.001176204901273,1.0019927839494522,1.0020597211874673,1.0009557455113323,1.0009731869930825,1.001554193204801,1.0011214335137266,1.0014642389506774,1.001263804500469,1.0016691858215847,1.001371381447789,1.0011935437445796,1.00167113856633,1.0292403464180253,1.027830669036445,1.0267799879547543,1.0260524173399614,1.0251474276313313,1.024991767997826,1.0250114265055026,1.0233697927250194,1.1082359511623754,1.1054478617798817,1.1023870527022526,1.1634740310329874,1.1612017406104902,1.1588842231570318,1.154779413905101,1.25786794427287,1.316145645698207,1.3681206767831837,1.43237044306229,1.5148363366519575,1.5734771105068852,1.632028095864769,1.692748558873822,1.7481294123506224,1.6609860691654288,1.634249144197686,1.6196542039825508,1.6088176165411725,1.601803314604497,1.5826286524994964,1.5769890804460385,1.5612804757884093,1.547967549172246,1.5416240828281562,1.566127683777825,1.6315642102275603,1.6671746297842398,1.7080843570357156,1.771361918111137,1.829009948057182,2.2022493437831443,2.2778213280983555,2.4600041989006525,2.6760760216345147,2.926400627141902,3.0467328797967417,3.226528986895482,3.5114717379680176,3.474067564476239,3.4291973329583847,3.3070324193038627,3.1947830752106103,3.102921528388615,3.3631969598507148,3.5296331151758995,3.7534299946566363,3.9536706935050208,3.9971330727312835,4.587659242669342,4.768802302227286,5.193648192617214,5.449769688069932,6.07370254611042,6.60098018317758,7.603558319981555,8.280567269962654,9.11355737169642,9.39905009072386,10.158367774489715,12.2166998530787,13.394832228278805,14.44468381464721,15.243735934616756,16.553238923935744,17.690379556178787,21.434314115271306
7-2803602,,,,,,,0,1.0069899670698306,1.0550035537868472,1.0116849111643749,1.0083266172260454,1.0066256575856565,1.0037399054549994,1.0040771411999743,1.0033818078654442,1.0035357293774052,1.0032799742781742,1.004338991099691,1.003569474122438,1.0017499861275874,1.002957824384391,1.0028367014847732,1.0035409554364272,1.003552056318948,1.0020636271381342,1.0020530636747327,1.0026142566701124,1.0024014395851655,1.0026684599891234,1.0023896036647917,1.0025301978674457,1.002197448645064,1.0023639311294827,1.00263814825532,1.030401334382772,1.028920131751743,1.0278057772041072,1.0270463342215357,1.0261008764793063,1.0260928728000533,1.0260962838434171,1.0242301505154987,1.082174620869204,1.0801243706136883,1.0778570052298755,1.1376522855538285,1.135717949676162,1.1338386454416498,1.1303527880905584,1.2324393008690204,1.289374676642235,1.340128558144209,1.4028286917534687,1.4832515530234442,1.540394279467369,1.597418074620742,1.6565160642673387,1.7104304035872346,1.6287108900495146,1.6035564804879119,1.5898465350799829,1.579677784898975,1.5730737599657154,1.5550166244532126,1.5497129477715592,1.5348896583405935,1.5223216417139134,1.5163840088990965,1.5407165884067189,1.6048300697697109,1.639612945990494,1.6796710303259492,1.7415959667874887,1.7980942134106046,2.1623158084444163,2.2363088147701444,2.413555356459035,2.6236299377414403,2.8668276002413564,2.9831809092169874,3.157518776519057,3.4325284213157254,3.397320565658139,3.3542596409123555,3.2381022110623245,3.130868604515652,3.0429954377157835,3.295388627809769,3.456550553879079,3.6729841439441757,3.866329184979985,3.9094252277779127,4.478096250827556,4.652067154568643,5.05919147711232,5.304026871666725,5.898628958361118,6.399119582259084,7.34558734238526,7.980953437109284,8.758652198349731,9.024178836013448,9.727720502987603,11.61637571427148,12.685396309981568,13.6306981755805,14.34556513480527,15.508801556852783,16.512626976348127,19.76482125643638
8-2800274,,,,,,,,0,1.089891755286435,1.0127560379223124,1.0085637393535032,1.0065707492937577,1.0033654048614848,1.0038108555222938,1.0030997120149179,1.0032777060019133,1.0030270897816598,1.0041787019290174,1.0033773600845777,1.0014813617807874,1.002764523291247,1.0026497282643052,1.0033987449372548,1.0034156282337456,1.0021678793929418,1.0021541430196144,1.0027321242806186,1.0022436920710183,1.0025298250065529,1.002251312784346,1.0026226520530406,1.0020660316402925,1.0020437345822633,1.002330423500731,1.0309646244988313,1.0294241822071406,1.0284360557632548,1.02747669784574,1.0264990525287185,1.0263239186876187,1.0264843437889863,1.0247141014386363,1.0433845474071906,1.042211744636572,1.041097297164103,1.099090301264298,1.0976456350414756,1.0964017880766324,1.0938148662888414,1.1944469281341448,1.249434987611813,1.2984198464431949,1.3588781887481254,1.4363506803222594,1.4913336951887894,1.5461587822221514,1.6029241451782419,1.654732158380851,1.5807997330363093,1.557928792100655,1.5454980437331565,1.5362959123354618,1.5302861682374644,1.5138496719416816,1.5090336621167066,1.4954969773668123,1.4840129304267067,1.4786664068338713,1.502615134376081,1.5647934051949601,1.5985163164155425,1.637237168650004,1.697192497703937,1.751845096314009,2.1037070978563537,2.174798434344039,2.345385117751907,2.5466990717833387,2.7793636325576743,2.8904390654507948,3.0565968888375523,3.31769395836068,3.2850785403262437,3.2450676657345463,3.137241060789184,3.0368692153310244,2.9546969598513106,3.1965070038787005,3.3501908390823707,3.556215133969927,3.739842053115789,3.782396252791085,4.320431733863197,4.484402204959473,4.866920813676874,5.09615929709705,5.650466843455857,6.114438395762066,6.9851808902454655,7.564957471925418,8.269551790656328,8.508859495684925,9.139663651864655,10.810928406443837,11.742874098256122,12.55858463333094,13.170261578423462,14.156423509281026,15.000952326894092,17.68168467657588
9-2803847,,,,,,,,,0,0.9712435249626593,0.9777648855898521,0.9815136083779274,0.9844660643089386,0.9894328974938863,0.9909660383605227,0.9917802890456231,0.9926117374062724,0.9951514118081908,0.9949654587198022,0.9937227824514931,0.9956276336080843,0.9959686210566511,0.997357216341809,0.9976217915257006,0.9966437533129845,0.9964905180567604,0.9975689387956339,0.9969224009848984,0.9978507720743592,0.9978714249611954,0.9985032889781289,0.9980781784525437,0.9984800905839104,0.9988409065751185,1.0284543903329824,1.027167419803153,1.0260759516578253,1.025315563161326,1.0243738334969468,1.0240493270980748,1.0240848955956734,1.022394215066825,1.0214305999511906,1.0209154594304302,1.020423415120576,1.0465184991729901,1.0457141003655925,1.0453020109973195,1.0438934243799258,1.142625495083438,1.195067034341288,1.2417427034704822,1.2992807301964606,1.3729192279280114,1.425102214238734,1.4770822183133125,1.5308347863011023,1.5799270661484477,1.5160380813713652,1.4961327339164494,1.485367764188153,1.477426002212582,1.4721921916750838,1.4578752642130632,1.4536979427438859,1.4418487957929815,1.431789071316774,1.427220304525732,1.450664928205301,1.5102133471947716,1.5425424548265323,1.5798303613574656,1.6372212958855914,1.6894747936788042,2.024814552319724,2.092357903804804,2.2541187448695323,2.4444396729754914,2.663666882086666,2.7680372269400078,2.923836803748965,3.167847942035109,3.1387554410405984,3.1025413621552533,3.0047392475255807,2.9131108802802976,2.838137403302823,3.066148568481271,3.2103613221629472,3.4032514734062778,3.5746669808128146,3.616497041188304,4.116322069380029,4.267907789122031,4.62012622564333,4.830275950883479,5.335663140236145,5.7557396132736285,6.53667664729337,7.051448258441629,7.6716177790540625,7.88092116418946,8.429184620061388,9.859241087369291,10.642774991392258,11.320503839342086,11.823784082510436,12.626744314247665,13.308954947659604,15.426193440148666
10-2806301,,,,,,,,,,0,0.9937138984399775,0.9916106108188611,0.9920054572454681,0.9966601683162629,0.9971528400968619,0.997820117734951,0.9981426384980522,1.000459908422353,0.9997413192261119,0.9977096791645828,0.9996396641128094,0.9997338678979771,1.000559488721717,1.0007127819038597,0.9993991429173367,0.9994707722155578,1.0002538934749055,0.9997556730918418,1.000569086350814,1.0001263445050246,1.0006811762958634,1.0003673103160184,1.0004434015441905,1.0007972227185613,1.0328975749521587,1.0310891008111154,1.0297199426723243,1.0290052905992726,1.0276992226861084,1.0274929182595458,1.0274734343443435,1.0254849585311971,1.02428092238909,1.0235125598813692,1.0229119134255698,1.0222740745972123,1.0217350351191792,1.0216925501310103,1.0207778610414016,1.0419293447202735,1.0894642527229685,1.1316975962247866,1.1836289784986553,1.249923195608951,1.2967563812131966,1.343310406250085,1.391330311954001,1.4352534985101608,1.3897637218833991,1.375345339351648,1.3676695647665658,1.3620692785323743,1.3582808074195778,1.347920020752227,1.3449368155359789,1.3362514169811937,1.328868255670756,1.3257591889648597,1.3481639499317841,1.402743908302721,1.4324328754337827,1.466459347594876,1.5188357223668638,1.5663147906689447,1.8698393838640675,1.9305473453210924,2.0755119112761373,2.244871685730447,2.438644842061239,2.5303819847491837,2.6667488348154658,2.879174652399895,2.855637929766185,2.8261144209049904,2.7469527192814795,2.6721794682899196,2.6107328897651376,2.8121810774316907,2.9385724877556294,3.106870191347291,3.2555538884685307,3.2957594638794796,3.7251460643911387,3.854128198071725,4.15149178973962,4.327392787312215,4.746000378785391,5.089340737814515,5.716305492214897,6.121902693140308,6.602815630460992,6.763264773142536,7.178796961155681,8.233171848086261,8.79346052141876,9.26838549696377,9.615313174669527,10.159400722611352,10.61673966966755,11.98616213368046
