순번_정류장ID,1-2806577,2-2800268,3-2804133,4-2804131,5-2806884,6-2806882,7-2807172,8-2807174,9-2807175,10-2807176,11-2807177,12-2807178,13-2807179,14-2807173,15-2806881,16-2806883,17-2804130,18-2804132,19-2800267,20-2804032
1-2806577,0,0.9962851093171265,0.9945503773726633,0.9938828794345732,0.9987258898286387,1.0008999737185587,1.0010558863767565,1.0014133943862396,0.9965306459178208,0.9996118299800889,1.1328540705980445,1.2217008976356256,1.3816577073455072,1.6683729181126423,2.11080527570401,2.8031021828328773,4.089756223657239,4.816795327443641,8.349044553358343,30.99237362386194
2-2800268,,0,0.9908859538427937,0.9905046370979234,0.9994396732710604,1.0023641683110842,1.0022967056934484,1.0025911015787616,0.9962686948138844,1.0001280615078225,1.1684099330554891,1.283773941078264,1.498015508787721,1.904189394655236,2.5954873043197013,3.8679488657654275,7.140342967904317,9.826850887175622,39.83069016502909,13.11975730200127
3-2804133,,,0,0.9893506171592771,1.0070254398129777,1.0084719498317234,1.0067652287437285,1.0063402043575487,0.9977613623168409,1.0023993302599643,1.2160641406064239,1.3678551694799759,1.6617039713312187,2.264986686223897,3.4622617857669566,6.472096682079276,11.880141294007855,23.0225494069485,10.39640368428315,5.481093267840096
4-2804131,,,,0,1.0143496153838836,1.0125512031704593,1.0093535349676208,1.0083505424049455,0.9986100297400835,1.0035525657622235,1.238130576061398,1.4075210062002386,1.7419731727593413,2.4564980239060845,3.9995492112693194,8.811575638275995,7.6415966329386045,11.545253688771872,7.2865988894363545,4.498148960398421
5-2806884,,,,,0,1.010641882689083,1.0054910552537437,1.0051884104224131,0.9929376854599408,1.0001108024675451,1.3060420864545712,1.5395752933016429,2.0347646783300095,3.2719461374819616,6.325856187747305,36.99554075359398,7.861184132746378,6.055993105073354,3.9893825654605757,3.019664756119466
6-2806882,,,,,,0,0.9997598630097021,1.001894149467164,0.9852326269556805,0.9964977900085964,1.4262294409042477,1.7871951317431398,2.665559712158686,5.8726207770387875,55.0290648226898,6.343254890904365,3.754968433635922,3.3123407695706533,2.6269618812507214,2.2061492255734274
7-2807172,,,,,,,0,1.0044285207406836,0.9758958462849948,0.9950431485264051,0.9967876698375856,0.9938649379382373,1.4001938048372107,2.482612215739969,5.46534101829317,3.1609347142643274,2.3593387354248785,2.197852333862667,1.9141474121751303,1.7142972913789327
8-2807174,,,,,,,,0,0.9423093832433113,0.9894071088005559,0.9936782176981677,0.9902004697555532,0.9911551704113326,1.4065880601905094,2.571069003748608,1.9870207301412586,1.6922682577656545,1.6251306137678123,1.4994695268877283,1.4030906433587875
9-2807175,,,,,,,,,0,1.0384289781363074,1.0208209922327809,1.0102109635990038,1.006461797060601,1.0134960214186473,1.6035411362630065,1.4211578638312534,1.3124138037201476,1.2864938032086963,1.2364827637756368,1.195228463014368
10-2807176,,,,,,,,,,0,1.0026624337340464,0.9912841804367556,0.992690636946711,1.0064573747759202,1.0507887617520988,1.0361405713396887,1.0263926679875066,1.0250153110702163,1.0231592007701855,1.0199631293667824
11-2807177,,,,,,,,,,,0,0.9701118141739987,0.9855344117021071,1.0078878900751567,1.002820574247874,0.9999137579759403,0.9980693529338229,0.9989031596221577,1.0015728636065384,1.0019208618008828
12-2807178,,,,,,,,,,,,0,0.9952126738161604,1.017484606377301,1.007667481644415,1.0029440740705315,1.000163505098258,1.0008701557154576,1.00331699000453,1.0033645046045234
13-2807179,,,,,,,,,,,,,0,1.0326204467850528,1.0115144143048291,1.004437572666013,1.0008344136963352,1.0015605304072668,1.00410158633313,1.0039998821668774
14-2807173,,,,,,,,,,,,,,0,0.9939251752867925,0.9932400535862377,0.9929192005213643,0.9947584638736029,0.9993623004854343,1.0002928786470324
15-2806881,,,,,,,,,,,,,,,0,0.992615802264433,0.9924905204937895,0.995055494522092,1.0007165472421262,1.001464658195807
16-2806883,,,,,,,,,,,,,,,,0,0.9923804491036137,0.9966232714832273,1.0037640425388787,1.0037040770044852
17-2804130,,,,,,,,,,,,,,,,,0,1.008177274760321,1.0095889497753423,1.006830987337682
18-2804132,,,,,,,,,,,,,,,,,,0,1.0101223871932512,1.006596464721744
19-2800267,,,,,,,,,,,,,,,,,,,0,1.0035792454045662
20-2804032,,,,,,,,,,,,,,,,,,,,0
