순번_정류장ID,1-2804802,2-2800361,3-2800359,4-2800357,5-2804804,6-2804927,7-2804806,8-2805728,9-2804808,10-2806859,11-2800313,12-2806263,13-2806261,14-2806259,15-2806257,16-2806255,17-2806253,18-2806697,19-2806698,20-2800474,21-2800329,22-2800365,23-2800454,24-2800461,25-2800463,26-2805581,27-2800353,28-2803672,29-2800309,30-2800480,31-2800491,32-2800494,33-2800496,34-2800499,35-2804977,36-2800507,37-2800503,38-2805796,39-2800509,40-2800511,41-2800514,42-2800516,43-2800518,44-2800522,45-2800531,46-2800546,47-2800539,48-2800537,49-2800533,50-2800529,51-2800527,52-2800997,53-2800991,54-2800982,55-2800836,56-2800835,57-2800965,58-2800843,59-2800956,60-2800966,61-2800995,62-2801013,63-2801023,64-2801040,65-2801058,66-2801268,67-2801281,68-2801289,69-2801311,70-2801342,71-2801346,72-2801335,73-2801377,74-2801423,75-2801448,76-2801486,77-2801519,78-2801571,79-2801610
1-2804802,0,0.9860900914042496,1.00202827857633,0.9902972937680294,1.0016415062573658,1.0008266355836437,1.0009056901594229,1.0007878667265866,1.0021761629724502,1.0021697565039498,1.003670830861626,1.023982762364729,1.0251794201141906,1.0227137917798446,1.17974046148114,1.3965642758594192,1.4886173565815861,1.9360099018493953,2.172453559995465,3.0011674975618825,2.838152302314476,2.727696916474852,2.64722221326024,2.802916043587883,2.9820967347370955,3.424917753493117,3.221687137717112,3.155322164920874,2.958951558177619,2.879238804398214,2.813036554082303,2.6914657735110734,2.5707418712157577,2.495961328781655,2.2131284225007493,2.175780199635558,2.1516031427849374,2.2035909212203912,2.513879516617331,2.472321956203113,2.4137492128276516,2.3889166352576656,2.3613100955577693,2.3306810323020524,2.2751244002517774,2.236895448212225,2.291386395580573,2.2246303354198935,2.166047187653319,2.1189424060426703,2.0855279950961307,1.948414850884156,1.9187291478294843,1.8982438905356283,1.8762262214505268,1.8557572889265552,1.8353629722562446,1.8252615327624684,1.7918950487393488,1.7818000054309733,1.7594853527739702,1.7467602181773016,1.7416618574185314,1.7425535999550001,1.7984014592245454,1.7655719099627998,1.7443337004992918,1.7346467585023115,1.7225208451720069,1.7078568605434166,1.6893939513143716,1.6973134619236576,1.6840360869371467,1.6663012717295744,1.6568963813825583,1.647040762455404,1.6468335927840307,1.6484833103077203,1.6380527148242257
2-2800361,,0,1.03627824704585,0.9946117536717698,1.0072745869450905,1.0051581291460128,1.003777493062369,1.0033575092658857,1.0046951441629688,1.004431958605802,1.0059962569925465,1.0290601067314777,1.030300567581329,1.027195523274816,1.2055994319924968,1.4578887376120067,1.5670407094127572,2.116152405594703,2.419457620797736,3.5513479020244003,3.2920848402616048,3.123120107479153,3.003487173343418,3.1968735249406017,3.439845839288835,4.054536451280393,3.7393499536199135,3.63772933859308,3.351167817140438,3.236048023284614,3.1417741512036566,2.9744127198876438,2.811685841356883,2.713088189970152,2.352207601112572,2.3063901146841004,2.2760712551066797,2.3356558439710153,2.69473075465537,2.642127485313634,2.5698703832045946,2.539239253433135,2.5052020391153884,2.4676002321418657,2.4003751787864296,2.351587223589577,2.412394739004528,2.3332771979982763,2.2642262171750507,2.2088643886822013,2.170225660110959,2.0123390446251057,1.9787589148275904,1.955580070513023,1.930564658690315,1.9078253680300086,1.8846548622091448,1.8731838350614547,1.8359445912933663,1.8248573721530454,1.800189712985421,1.7859673641247504,1.7804432387068336,1.780862936786465,1.8400115940027537,1.8035885130796718,1.7800781855106613,1.769342643606544,1.7560692932265385,1.7400598001308412,1.7199668585762096,1.7280601031261709,1.7135189552100638,1.6943447990547236,1.68432661741566,1.6735521483014062,1.6731847039080525,1.6747936309794005,1.663415432217677
3-2800359,,,0,0.9565553047519473,1.0007340332000125,0.9996634723721194,1.0002098381204896,1.000130059635361,1.0019746492646782,1.001988729886416,1.0038389828430125,1.0285613613842812,1.02989780616663,1.0266250439039517,1.2169140145161943,1.489541516963845,1.608777591462039,2.2209791809530226,2.5682406061576737,3.9182265273760852,3.583149248185059,3.370218515399673,3.2220954296836366,3.4399021426675787,3.727627236271062,4.467510554986453,4.066481388334239,3.940577593965391,3.587669867794424,3.4484524450716574,3.3346099660920316,3.1369347972005652,2.9471791071969813,2.8336254648552903,2.4256637081038877,2.3747715612432856,2.340906273413571,2.4049037359062826,2.7914137856711294,2.731871563320696,2.652096441343941,2.6181183035301165,2.5803851713058266,2.538968462501598,2.4651316018491674,2.4103559585640606,2.4742737189092607,2.388475519164567,2.3136871428080226,2.253952580761425,2.212388264354237,2.0435583302635587,2.007860136190624,1.9831137575083464,1.9567858191803358,1.9327323528915392,1.9084216587886753,1.896165205660515,1.8569426315223583,1.8452886377763484,1.819368959119627,1.8045720676012578,1.798652773349025,1.798712385879501,1.8595689298039308,1.8211180298077005,1.7965354594034708,1.7855527449412036,1.771707592692541,1.7548777132988578,1.7341829385407952,1.7421069777028342,1.7272840347817122,1.7072589811019532,1.69676462463634,1.6856735453949214,1.6850108640241903,1.686601271226838,1.6748914568558024
4-2800357,,,,0,1.016069316647235,1.0106128338423988,1.0065246027967276,1.005678759153152,1.006972385794696,1.0063910536972789,1.0080569665539307,1.0346709466946096,1.0359500329587956,1.0319941952663023,1.2377157787936994,1.5376264751377673,1.6706230124529264,2.372066312683576,2.78433382557456,4.4833142699923245,4.016935839442101,3.7311509141957555,3.53717021367037,3.7900433685609367,4.147281967710238,5.088428440039134,4.543264030835947,4.374524670303628,3.920307386301787,3.744161814485146,3.6006712528295415,3.3582181797220914,3.1294014907422496,2.9946325797364337,2.5212940856196373,2.4640008712133654,2.424981327013939,2.4946488517345835,2.917019672511216,2.8491010346028283,2.7582762951599715,2.7194133675108616,2.676782246702534,2.6303433239771765,2.5481960414211664,2.485132364361012,2.5536096728133106,2.4584575601536,2.376578427211945,2.311232524848929,2.2659274032119856,2.083198412700622,2.0448271000842455,2.0184849324273175,1.9901290641837652,1.9644244984753443,1.9383489066176804,1.925442576755568,1.8837368375767818,1.8713747400112721,1.84375657520532,1.827836322936723,1.8218341455807683,1.8215685784774895,1.884714173400346,1.8439688565120118,1.8179132332990966,1.8060064270996048,1.7915699373960483,1.7740647664217961,1.7520653739826404,1.760330896267221,1.7448000737092717,1.7239363122287013,1.7127717460856409,1.7010878863351802,1.7004492551318244,1.7019171281337535,1.6896895986518599
5-2804804,,,,,0,0.9958015623470269,0.9961347885138798,0.9967624758903919,1.0003993498304515,1.0006812101957383,1.0035178996530107,1.0391159544337976,1.0406450104135707,1.0351069314383854,1.222171475403729,1.6003720461169686,1.7758591270518376,2.7916043344657986,3.4703304928661867,7.095986565494542,5.754223588593894,5.0578763811971585,4.630441459584062,5.032594682164135,5.732731185949467,7.808366415051956,6.3848466744486005,5.994893320256175,5.037634072561186,4.697296331636535,4.426213482009767,4.006245134803976,3.6331119570559376,3.424240273992044,2.743428401397092,2.666328819995256,2.613985829771848,2.7001699112887736,3.228142382481505,3.133284072571969,3.0106766440854766,2.9591121571966204,2.902161644488548,2.841211346912534,2.7336578228452884,2.649149611624575,2.7299514116260415,2.610102540878966,2.5082909121155628,2.428371415854913,2.3735089500996382,2.1565090404820504,2.1117982787598244,2.081317606105642,2.048452896128679,2.018784745668147,1.9893915088645107,1.974855638976313,1.9274445320385967,1.9133653162492634,1.88232780865515,1.8647966750532141,1.8580791737386815,1.8571114157694504,1.9252565922921656,1.879407999116751,1.8506134623303574,1.8375804197293524,1.8215372128765437,1.8022033823109065,1.7781245919968154,1.7869094949374444,1.769707291856839,1.7468525298082578,1.7349185310323902,1.7223250328429969,1.7213469483050088,1.7229929420998387,1.7093561885598259
6-2804927,,,,,,0,0.9962530773097805,0.9970218959796517,1.001347439981408,1.0014932928756175,1.004648435193608,1.0451489266700578,1.0466402009462885,1.0398096294524628,1.0342475027478135,1.3063397378721315,1.4434822709151922,2.1974118679158203,2.6665806195718615,4.8297560838747025,4.1839278932657615,3.8133216000898718,3.5717478126528954,3.879069820126944,4.327503657812311,5.57344071945232,4.819733052658007,4.599290195046365,4.024301313341632,3.8100383897387022,3.637674882484533,3.356208761620717,3.0981790540300542,2.949499467383214,2.4459418801102704,2.3864383853882196,2.3471811215703804,2.420987820295227,2.874071398305731,2.8019415024976455,2.706376592150716,2.665578284403648,2.6210563757751197,2.572643985304758,2.487201739796644,2.4241935622122797,2.496649319017964,2.3990165055208457,2.3153635946652704,2.2492950715817814,2.2039618165003234,2.021953375365963,1.984122627711007,1.9580106309810656,1.9303572472712165,1.904872601582041,1.8797021693117266,1.8671324076714375,1.8264087558468738,1.8146755670252281,1.7879197800079831,1.7726409632829825,1.7664649385764852,1.7671248764598773,1.8316593036499529,1.7924972429421515,1.7675383206322755,1.7561195904135163,1.7420344923406568,1.7252482960370568,1.7039445267964572,1.712480101874516,1.697503216113876,1.6772278094021564,1.6667708177966036,1.6556430748194746,1.6553301678436059,1.6570343396913314,1.6452257360356037
7-2804806,,,,,,,0,0.9994609759415596,1.0084083599665281,1.006118334888419,1.010548127749926,1.0767227081095694,1.0770815449805515,1.0619534734649183,1.0494218334961811,1.0400720408434032,1.0392161034436265,1.2203724791172041,1.436679388834813,2.2652370436995404,2.137211987070014,2.0530742257014585,1.9925438689982686,2.1752089747046957,2.3597761459250246,2.839974985539359,2.6495145916231966,2.589666143350538,2.4155895680261397,2.3471657986957837,2.2941714436256118,2.192673771671443,2.095100865698747,2.035245575343491,1.8173355519664451,1.7897691180465682,1.7735152707195059,1.8240417187435103,2.137742508410065,2.104504512555397,2.0552506861699444,2.0349456072322547,2.0127728604879027,1.9872533110261288,1.941971489706986,1.918968901368565,1.9753049230270572,1.9205875004645228,1.8727448105957036,1.834267694645586,1.8077206070616345,1.6987201858164622,1.6756624189878206,1.659573488659499,1.6422954677410877,1.626649330955067,1.6106649519105254,1.6027024322833479,1.5770962219194662,1.5692527807819325,1.5522994748193708,1.5424684860343103,1.5385842607395055,1.5422307261300348,1.5980664312910595,1.5746593624924963,1.5582373494143906,1.5504657814128193,1.540935468479077,1.5301738547911141,1.515380396770066,1.5237140095264619,1.5132863743182652,1.499443039087809,1.4922471977712903,1.48460804189376,1.4857783529160022,1.488143002227537,1.4801644400433562
8-2805728,,,,,,,,0,1.0153351978071565,1.0086795882480788,1.0136989399004603,1.0964408545093647,1.0953157957575517,1.0738643257184677,1.0566081485280376,1.04487188627755,1.043626441157927,1.034048703162003,1.2029906443567844,1.866411653629624,1.7889432814654818,1.7365541429991158,1.697810684804807,1.8593864587652977,2.008335331682558,2.393606240376237,2.264468983524148,2.2231252596865025,2.101002393461915,2.0529889697809156,2.0176791063461375,1.9439780794918389,1.8727229699781298,1.8281923420846997,1.663902946811686,1.6424471123381366,1.630841868214532,1.6762710887631243,1.9601094891467379,1.9345424897059373,1.894783604448528,1.8785857604080325,1.8610309066304136,1.8403148917847265,1.803573917200812,1.7890434569805576,1.8412544816092233,1.7960539531130255,1.7563066334282293,1.7243997316113555,1.7020435321452947,1.610605180303094,1.5911431574969814,1.5774696869723046,1.5627960582890215,1.5493937158603432,1.5357506210045786,1.5290958526519214,1.5072327322199708,1.5004865067166009,1.485898267631315,1.4775634063803877,1.474235002597719,1.4786274244909778,1.5321497394526844,1.512552389477078,1.498276998799265,1.4915860236529173,1.4832576999719371,1.4740595827725544,1.4609197588289624,1.4695358110085706,1.460371347785926,1.4482165293622593,1.4418182338465058,1.43511622530236,1.43677576523931,1.4392149391303724,1.4321505207786096
9-2804808,,,,,,,,,0,1.002103427349269,1.01274920231062,1.1363114484184564,1.1301437212410368,1.092971884162177,1.0660236702489456,1.050192194497394,1.048357401292008,1.036476450733052,1.0326938841891355,1.4737521630005235,1.4372914975882012,1.4115923502890846,1.3916339600692764,1.5321303842730059,1.648462573202069,1.9486322606423692,1.8711496105035328,1.8468503512714831,1.770619638957175,1.74106267192617,1.7210453046884007,1.6734686906365803,1.6274806011303433,1.5979484997205151,1.487558984079205,1.4727464578873277,1.4659823205848461,1.5056908754501985,1.756808888339114,1.739419158823455,1.70940129435719,1.6975333105721597,1.6848607871352344,1.6692600317948538,1.6416663407545888,1.6361675229355017,1.6839855204011585,1.6491351779108823,1.6182694335486498,1.5934121641502337,1.5759241133412816,1.5040615114957485,1.4888122798694865,1.4777854742062158,1.466098997851305,1.4555291702794568,1.4444764248495803,1.4391918605499485,1.4217648783679693,1.4162937533829274,1.404492105921567,1.3977811628794168,1.395103252808825,1.4003545856455561,1.4511946623912302,1.4363744518719939,1.42455974950612,1.4191911091091416,1.4122765633239032,1.4047630377210742,1.3937582426776933,1.4022167666665608,1.3945590413318298,1.3844216139936398,1.3790030513972091,1.37342316827951,1.3755721986753586,1.3782574245514105,1.3723788565030801
10-2806859,,,,,,,,,,0,1.027862818904224,1.2691986076269375,1.2310442438978337,1.137812762583918,1.0852121681638978,1.0609133321803021,1.0577803775897985,1.0416724187940631,1.0368723779915077,1.1737008667156348,1.1625661645705383,1.153918439891033,1.1462629146165677,1.2703144481812325,1.3635093526051763,1.6043034932651348,1.560165541143062,1.546716599336875,1.501330959900892,1.4848437098148821,1.4757767422904209,1.4469017644474176,1.4193742023497684,1.401014343436207,1.3319072422688096,1.322524472885956,1.3194370205989923,1.354710487268383,1.578783727969638,1.5674023958652832,1.5453720488760796,1.5369692784350044,1.5283893924563061,1.5169221229004548,1.4966007603054845,1.4983855312915433,1.5423878776709905,1.5162654349000733,1.492677780352802,1.4737601154551663,1.4605257390394168,1.4053238690074616,1.3935147903379372,1.3851144540086904,1.3759378197928194,1.3677488195410161,1.3591714626270226,1.3550929486074461,1.341317199962211,1.337066953332367,1.3279185053720983,1.3225725426301742,1.3205559841820322,1.3265565243441353,1.3747494702998917,1.3641208346567641,1.3547658526212931,1.3502038599114219,1.3446477718057215,1.3389597824536197,1.3297491558492804,1.338335875830492,1.331839176252817,1.323475115107984,1.3192168622861795,1.3145956519619995,1.3172494485614894,1.3199613631764733,1.3151700927326864
