순번_정류장ID,19-2806391,20-2806389,21-2803927,22-2806341,23-2800260,24-2800275,25-2804713,26-2803598,27-2803600,28-2800273,29-2803601,30-2804331,31-2803581,32-2800271,33-2805489,34-2807150,35-2804581,36-2804582,37-2800267,38-2804032
19-2806391,0,0.9988877072974448,1.0021864224363648,0.9974916186823015,0.9993323677309577,0.9974570889949618,0.9992927487120817,0.9975054183153105,1.0054822314150997,0.9994759337985308,0.9973043241731882,0.9999917079004276,0.9991794520012213,0.9985884147865453,1.0001119372116538,0.9983652502244812,1.0006413805570016,1.001314740735422,1.0004830516614702,1.1757739441891628
20-2806389,,0,1.0039412178057499,0.9970172023624071,0.9994399937668872,0.9971597730685562,0.999363340324401,0.9972847173687688,1.0063423916792382,0.9995413474476865,0.997139355290396,1.0001011060431508,0.9992063852159994,0.9985641666112193,1.0002015508051092,0.9983297944923593,1.0007532294552495,1.0014615450410387,1.0005737903363572,1.1865775959147526
21-2803927,,,0,0.9847420860065377,0.9956761327638006,0.9928065668766631,0.9971298399015605,0.9944271202983748,1.0071233110827156,0.9983771942233773,0.9954812882425592,0.9992210870124573,0.9982111038718956,0.9975860452462988,0.9996042477731009,0.9975084375043322,1.0003185047068495,1.001143106676355,1.0001704317873774,1.2102900153213771
22-2806341,,,,0,1.0054374499834386,0.9973842479751374,1.001833445417209,0.9975218043134283,1.0121509292531297,1.000769172661922,0.9971933670353853,1.0013705657634362,1.0000229511541152,0.9990543161302888,1.001075812899726,0.9986573379806156,1.0016164534789516,1.002423723558466,1.001288740250515,1.2281134087953836
23-2800260,,,,,0,0.9833106583628389,0.9991661790782522,0.9931073816544711,1.014409364826938,0.9996274935757424,0.9954005656231714,1.0005593917290074,0.9990623446445338,0.9981166959538263,1.0005317191750662,0.997897236158431,1.0012230899673022,1.0021350525002273,1.0009220611517795,1.24973803218559
24-2800275,,,,,,0,1.0108133273328264,0.9976989415527194,1.0218184673714645,1.002281775563758,0.9971188287960993,1.0027817047658605,1.000842137827027,0.9994754020560518,1.001855483403281,0.998897111637326,1.0023443440451838,1.0032273402630867,1.0018602065470716,1.2654144891909944
25-2804713,,,,,,,0,0.9745828546419387,1.027102096284861,0.9998551713967042,0.993833668379123,1.0010734033620103,0.9990296049476608,0.9978568165595372,1.0008085499532609,0.9976707020507853,1.0015554437640584,1.0025765647365552,1.001160194716637,1.2875836635373188
26-2803598,,,,,,,,0,1.0467620448001438,1.0047189084904546,0.9968663546810766,1.0047086450783698,1.0018406173805612,0.9999079133305337,1.002670553745574,0.999102032453029,1.0030601053530934,1.0040086918896407,1.0023938121973455,1.30384889731166
27-2803600,,,,,,,,,0,0.9602130583894452,0.9606091585082938,0.9803690099879461,0.9819236360103616,0.9854807983952893,0.9923478781183837,0.9896396209583708,0.9954052205217939,0.997240884317486,0.9961133629527078,1.3452915952906876
28-2800273,,,,,,,,,,0,0.9614762227906247,1.0046805339469453,0.9975691336211002,0.9958454455964122,1.0014731466239517,0.9964327609469398,1.0023830330112828,1.0037516171749508,1.0016546834568796,1.4144657137349508
29-2803601,,,,,,,,,,,0,1.0576964515546652,1.015280349344978,1.0037698766610164,1.0074344551272985,1.0005532997138953,1.0064569005081485,1.0074436020418822,1.0047023484021844,1.4549621384228932
30-2804331,,,,,,,,,,,,0,0.9870141966732126,0.9912911071734165,1.0004855154555752,0.9944805783571583,1.0019310580387366,1.0035926438931748,1.0012106435328227,1.4861752607038434
31-2803581,,,,,,,,,,,,,0,0.9935658861923546,1.0040119352279204,0.9958971579792988,1.0042102866197091,1.0057464773393059,1.002768284259913,1.5528934039643858
32-2800271,,,,,,,,,,,,,,0,1.0001282392747575,0.9892622936858061,1.0026602740677872,1.004989862888343,1.0013987636148283,1.732229390008798
33-2805489,,,,,,,,,,,,,,,0,0.9745271156058538,1.0044883929957709,1.0074555375484615,1.0018708676148564,2.1255475907068835
34-2807150,,,,,,,,,,,,,,,,0,1.0386031931713289,1.0271425326845995,1.0121912182433053,2.880736763206075
35-2804581,,,,,,,,,,,,,,,,,0,1.0110687855548655,0.9975883807915058,2.392148132338817
36-2804582,,,,,,,,,,,,,,,,,,0,0.9865866852924662,1.1885185533315326
37-2800267,,,,,,,,,,,,,,,,,,,0,1.0035792454045662
38-2804032,,,,,,,,,,,,,,,,,,,,0
