순번_정류장ID,1-2804988,2-2804989,3-2801261,4-2801267,5-2801193,6-2801278,7-2801295,8-2801309,9-2801329,10-2801343,11-2801171,12-2801366,13-2801380,14-2801199,15-2801410,16-2801427,17-2801443,18-2801473,19-2801486,20-2801519,21-2801571,22-2801641,23-2801664,24-2801678,25-2801183,26-2801685,27-2805307,28-2801700,29-2801706,30-2801713,31-2801720,32-2801737,33-2801748,34-2801751,35-2801746,36-2801725,37-2801708,38-2801694,39-2801196,40-2801657,41-2801618,42-2801596,43-2801188,44-2801469,45-2801430,46-2801376,47-2801364,48-2801352,49-2807081,50-2801326,51-2801319,52-2801291,53-2801272,54-2801263,55-2801257,56-2801255,57-2801250,58-2801248,59-2801246,60-2801245,61-2801244,62-2805070
1-2804988,0,1.2995768955500357,1.1934097765343394,1.1305141971550339,1.1042068278039519,1.0891895479877491,1.0754323520260778,1.226190823064268,1.2777033961084416,1.3475256094852606,1.3109365178557542,1.2896952431692617,1.3416717547609833,1.4749807925451115,1.4323210203990844,1.4250504925004255,1.3932499091880621,1.3697650642611938,1.4809122878152974,1.442620492987899,1.422780358255687,1.3673076134170024,1.344163181023413,1.3273141200262932,1.3167864566149132,1.3165057706529788,1.3244693425171044,1.3169263888232061,1.3053489218836083,1.2958867927895124,1.316095966262244,1.2991476363258627,1.2792559336353562,1.2712764584597946,1.3543407076901528,1.4970825483483023,1.5463055240847798,1.5263135267478167,1.5690847688973348,1.7203751764470183,1.810993149943497,1.9047301034056474,2.087648007892598,2.2773642598150183,2.5177397207524232,2.9195965941449193,3.1550108854561185,3.550782055981145,3.9606446397619206,4.71884444070716,5.1398538389835196,6.001001009522165,5.892843849341142,6.331573274796554,7.088934137623774,8.360269176556175,10.107824887969663,12.301522585351071,13.254808076830786,14.907312944876315,19.375758594843855,26.396064060642964
2-2804989,,0,0.9601191608037015,0.9834386799485457,0.9895626254265387,0.9869708596096647,0.9880456843382294,1.195916832370576,1.2669511363644248,1.3590743925044948,1.3110255964675548,1.2845023560322542,1.3489618809066706,1.5130628140406934,1.4578153758175967,1.4478728926001914,1.4084074063113758,1.3794365358262026,1.5090255275871904,1.462441013022157,1.4387845877188439,1.3741690386398477,1.3479632553480148,1.3290965965563422,1.3174205800163468,1.3168109306233595,1.325237166783169,1.3172463600669426,1.3048893997703257,1.2944120625987712,1.316320317154814,1.298030647120715,1.2769655672416986,1.2681306341945189,1.3577134685516044,1.5112610514941962,1.564120046356428,1.5422128822831245,1.5879592152466298,1.7521865672994676,1.8512374597015013,1.9542347895058219,2.1567841669465246,2.368336027139018,2.640503788104496,3.1033261237549103,3.3806873733065537,3.8545339667909677,4.3571175395591775,5.318496844138382,5.872687559052421,7.046482048253657,6.865923638807854,7.481238692517155,8.584923569199923,10.561946151653173,13.569782333554715,17.917911467791377,20.03975751641238,24.136039434476633,38.766997990183334,83.91978541942518
3-2801261,,,0,0.9996619347328255,1.0009583760595697,0.9950787878787879,0.9944553714134973,1.2477331458874417,1.3272054521933163,1.433475650791099,1.367204914655819,1.33071888656837,1.4009428952963692,1.5859018625443289,1.5163505721706303,1.5021829047901571,1.4539095093228358,1.4169637512106188,1.5586667262813036,1.5034233234161525,1.475745242332231,1.400973117405983,1.3713659720279825,1.3500006463662961,1.336868836253353,1.3351002061877453,1.3431834854077511,1.3346280887470088,1.3209614229907132,1.308966424279989,1.3316528272044288,1.3119080991789462,1.2888269780988255,1.2796085169055216,1.372714825458948,1.5331506937596204,1.5885800245134754,1.5645973552419052,1.6118692598082418,1.7843324285260556,1.8887601879129143,1.9976682845903886,2.2127775008615593,2.43872415888852,2.7316035886289534,3.235129119191753,3.5392286426201336,4.067373007044863,4.63478556607533,5.744823428688447,6.399795284229215,7.818157923778985,6.780011984728959,7.251085844735319,8.305020577819116,10.182024724530141,13.010795472546645,17.043478852226098,18.98805397490315,22.69787286651327,35.50170364777319,71.06421792236868
4-2801267,,,,0,1.0025840460041284,0.9915663085184567,0.9918919349212713,1.0039079300873606,1.0059654184659577,1.124056836076438,1.1022655364230767,1.1173625449262061,1.1777245055534094,1.3611647736057562,1.3167315216673336,1.3132735068035684,1.2823245623071382,1.2659643015601811,1.403619017298419,1.3641853379836333,1.3442688595566568,1.2914224149107187,1.2695158209827704,1.2545404958536817,1.2452546778528422,1.2567061017795074,1.2691737490670787,1.261975071048481,1.251675193294509,1.2428479968343562,1.2660526423014926,1.2498963869963864,1.231757650597804,1.224357494307723,1.330841744437294,1.4908855630009745,1.5465087371336728,1.5239932999600154,1.6087074415097147,1.787054964005068,1.8954249439042907,2.0087506483062003,2.233496812606976,2.549274260332245,2.8769292474029617,3.4504596035363777,3.8031718136508297,4.427685103629581,5.115800537431127,6.516542195614851,7.378696988800255,9.328705325801394,7.83003229658173,7.967810285636883,9.276664963704723,11.714527969841795,13.527157503423647,12.307444854004993,13.337966921696845,15.150951274451247,20.228601898445348,28.766467262176928
5-2801193,,,,,0,0.9742134313025612,0.9849798754637938,1.0044009323497356,1.0025689478178668,1.0079262289537827,1.0015731407367388,1.13956249073134,1.1194997839556668,1.2967989704765603,1.25680987184085,1.2564564093775439,1.2290703483013674,1.2184321870853345,1.3619678347547455,1.3250658569318463,1.3065079035782494,1.2581426992684326,1.2378648189604573,1.224425610144607,1.2160844607937935,1.2733887915916509,1.2856104277761358,1.2775512663697228,1.2657227072172443,1.2556627292459654,1.2801722180056332,1.2623129049992896,1.2419899360390416,1.2344531083463592,1.3460524269635539,1.5144219237120604,1.5726831734285593,1.548016184434011,1.6373350028622484,1.826753596828728,1.942457705252153,2.0639354311484337,2.3062905418426256,2.6502127585868442,3.0113475286047593,3.6541426513299773,4.056271733242541,4.781658234121882,5.601055287111938,7.338257421152061,8.456210470316412,11.11534013696918,8.986634527418795,9.156814921090387,10.937624640830911,14.508135415615195,17.355207639726853,13.483602694297668,12.559363194819213,11.879302775965229,14.91661409624998,19.274978315496025
6-2801278,,,,,,0,0.9924759136246207,0.9993760900699062,0.99874838520974,1.0057430715851514,0.9989174544968698,1.1552075989459547,1.130185908647042,1.3257625072720425,1.2785596592684245,1.2768716627064556,1.2453311028235732,1.231855644806708,1.3854500814343873,1.3437715881890069,1.3230505324497992,1.269503863388817,1.2475013848792347,1.2328783145487867,1.2238529026741631,1.2828080400283255,1.2948994296219103,1.2862926237299601,1.2736536808453507,1.2629608553471994,1.2881722546459822,1.269479943168754,1.248241084029259,1.239833507273791,1.355277662820905,1.5292398201324755,1.5896989869427813,1.563570724422107,1.6155075052847097,1.8042926135373054,1.9196660729335373,2.0408501212330505,2.2827854708834012,2.6225648726672497,2.98288727870576,3.625097490448482,4.027430308201489,4.754263335544662,5.577005879470202,7.327283413019409,8.457976152924106,11.160726501051005,8.99518019103418,9.167616116988256,10.977345286440375,14.630629897561136,17.565481501977196,13.574850053082042,12.62861393371209,11.488376691941657,12.737668505816282,15.864960410971356
7-2801295,,,,,,,0,1.0047625810727643,1.0014532398700633,1.009918488979598,1.0005185392868878,1.195824364567345,1.1572829637502566,1.3885253377979692,1.3248358156635975,1.3197033899595139,1.279165460698046,1.2592506735775748,1.4310033326787643,1.3797117970617165,1.3547204729807718,1.2911013286952662,1.2658437879754096,1.248974448513986,1.2386608685662122,1.3016834248196956,1.3132635608945809,1.3039224805584015,1.2894309631354115,1.2778128966245903,1.3041454033598925,1.2829314885876486,1.259879041024047,1.250828096651431,1.3715038052031114,1.5546902392254058,1.6179812076723112,1.5896710108625836,1.6436788438381098,1.8437643257660523,1.9666968474265176,2.0963451238891175,2.3567709933167174,2.6323439307649905,2.7369979299008524,3.296657206742345,3.6417688500709766,4.254407302077103,4.9319476061727485,6.319179918458522,7.1784592661437125,9.139053446735856,7.639999956272729,7.77977094805144,9.09605707990934,11.572485615305409,13.435752262200104,10.97465901795157,10.35063264108708,9.574230323487766,10.47954347937392,12.583118453241147
8-2801309,,,,,,,,0,0.9973630523059639,1.0134012420559373,0.9985359553444264,1.0064348375438685,1.1710645235423178,1.5105334295281203,1.408493437713965,1.3949882567918594,1.3359308331608557,1.302969134276308,1.505335537852377,1.4362625300010754,1.403677145527701,1.3228706664925143,1.2923398604382108,1.2718853060434088,1.259549323833546,1.262117669949932,1.2764324523097221,1.2675989576714692,1.2548053043889018,1.2439980306914709,1.2715457042181435,1.2523541665827211,1.2315153327053492,1.2230619086984476,1.3298956958763357,1.5129081984637578,1.5766145745307845,1.549561208025046,1.6049504990804515,1.804725385893037,1.9276429400388455,2.0574323884255965,2.3186388424665627,2.5960790668757707,2.4681883520377585,2.9454645313987897,3.2348835697366107,3.7393559723007406,4.284214157013067,5.3585162450936235,5.997762089364179,7.3994038532896935,6.390663840136018,6.503012946777703,7.443755248664156,9.110317997572654,10.306665692591809,8.798447568041047,8.395226676248203,8.410267448534773,9.96411015510969,11.903029658441715
9-2801329,,,,,,,,,0,1.0327260760207797,0.9992462704609125,1.010280502102567,1.2334289911947147,1.6882544931859198,1.5187551065884275,1.4903347706928323,1.4039917066851517,1.3523037192879934,1.5887837171911618,1.4972660500617818,1.4555354028497132,1.3549724261700364,1.3187275992854801,1.2944350508137212,1.279969509453406,1.2815922564991613,1.2958171512054304,1.2851094716102989,1.2712021190172238,1.2587379313013796,1.2876863100264055,1.2667794217568158,1.242917084652903,1.2337669474066322,1.3440678268301565,1.5372394644999376,1.604780272250886,1.5750452501691428,1.6318762022824027,1.8440977250079902,1.9754545052184787,2.114795165404031,2.3971946804591795,2.699028585361285,2.54380128512328,2.6953871384973502,2.948145712256027,3.3830304349403266,3.84505308573677,4.733075719374227,5.247650752092851,6.3496443646313505,5.597103715126968,5.693251845316593,6.431333465750193,7.692163290816841,8.576567733338093,7.510165322929016,7.216390942448455,7.720414243272479,9.050659096896005,10.669940047629597
10-2801343,,,,,,,,,,0,0.9652050459614624,0.9980996497743813,1.0044218472684836,1.280924921623662,1.208179255227869,1.212397980213435,1.1729618525253054,1.1670158560851276,1.3910561252977218,1.3320182025696143,1.3046629744254876,1.2399828632749166,1.2149813473020064,1.1994900794709888,1.1901270603269818,1.2969752366665668,1.3108683482079273,1.2997325348877307,1.2839157811713087,1.2705302846888056,1.3004651627562773,1.277292206727409,1.2517067360436323,1.2417634747425421,1.3570324232133064,1.5601224423212863,1.631010716833338,1.5986588512826643,1.6576471332868103,1.8819271551892316,2.021538314454933,2.1702870972478423,2.473798748011517,2.800203761567565,2.626700110260692,2.649629519637686,2.9001228122822855,3.331342577067169,3.7898371584252346,4.6720951942996605,4.945563669604732,5.947755758599756,5.280251055141294,5.35365401102536,6.01988832910539,6.785230478119191,7.497195339754144,6.675408648800751,6.834095531910803,7.363365179930185,8.592506155977457,10.072288765239023
