순번_정류장ID,1-2801796,2-2803545,3-2803552,4-2800816,5-2800818,6-2803063,7-2803062,8-2802651,9-2802638,10-2803042,11-2803043,12-2803115,13-2803133,14-2803106,15-2803109,16-2803239,17-2803252,18-2803249,19-2803226,20-2805712,21-2803122,22-2803094,23-2803630,24-2805651,25-2800679,26-2805253,27-2805251,28-2805249,29-2807222,30-2800563,31-2807520,32-2805676,33-2805630,34-2807038,35-2805632,36-2805634,37-2806163,38-2807626,39-2805703,40-2806807,41-2807439,42-2805702,43-2805700,44-2805698,45-2806024,46-2805696,47-2805694,48-2805636,49-2805692,50-2803651,51-2806491,52-2803678,53-2803679,54-2803155,55-2805705,56-2803154,57-2803655,58-2804981,59-2805148,60-2805812,61-2806027,62-2803298,63-2805832,64-2803179,65-2807423,66-2807232,67-2807362
1-2801796,0,1.7700984100035828,1.5715022648163066,2.024081694584955,1.8674327533689843,1.4171921327512171,1.3910193110454956,1.327937050034212,1.308346231114573,1.2804827208000313,1.2647043542015053,1.2372658866679123,1.2028814056587065,1.1850088652903679,1.228341945305392,1.2059619627588642,1.320798924154005,1.6072363628801698,1.8344004955347228,1.9768868167782943,2.0848485878309524,2.3322790820477888,2.7218473394039298,2.9858337476222845,2.4586535162607546,2.1583428385620316,2.1001683196949346,2.0505018271539326,1.8703827489717209,1.844299543927814,1.7093284801702069,1.437595482607335,1.4283964472622415,1.4232566097526518,1.4174229315271867,1.4075043894716508,1.4035442572767645,1.398311058708818,1.3939683226938937,1.386912224117739,1.38439503665573,1.3801325174759542,1.3777246397000058,1.405339851836653,1.423284201811583,1.4378811322311849,1.4762647340166728,1.512881135057387,1.5526188801758676,1.5961673800890939,1.6086121458891565,1.6762094306787647,1.6692058154450164,1.657898834706406,1.6380219395118933,1.6883969952579503,1.6924158409219439,1.7247622344110818,1.7222068831502646,1.750054991900675,1.788763912743537,1.788901896281091,1.7987987602776003,1.7880591488469704,1.851786767709959,1.7464844629230634,1.7566387350073829
2-2803545,,0,1.0033315996406529,1.0042919795359186,1.007529113473944,0.999239736126636,1.0032753678578255,1.0040092042859854,1.0028289414566505,1.005527746229833,1.0100648173793936,1.0027083076980938,1.0013385512172057,1.007889628291227,1.0625506284375277,1.0579870348786808,1.1694975946568782,1.445072336406604,1.6655186950382215,1.8088454797041078,1.9144044990369158,2.15673679990978,2.542482186778343,2.803941635720344,2.288575558715908,2.0204732219894073,1.968957257517333,1.9246957713642905,1.765106360646921,1.7419884888512007,1.622915409050789,1.3865094093997241,1.378311653512473,1.3737249566919463,1.3685924445137403,1.3598024421819996,1.3563489479538329,1.3516648341203192,1.3479491817577438,1.3415275449168733,1.3392961811864232,1.3355974569975468,1.3333840780114847,1.3611767468274893,1.3787407878524216,1.3933222281718918,1.4317972476298289,1.467812526687027,1.5068996800143633,1.5503132364882988,1.5628323238867148,1.6297506449611345,1.6232761339031414,1.6127206622223837,1.5941637783276947,1.6434519841538073,1.6480055180341755,1.6798427486883343,1.6776738485787557,1.705860433292624,1.745002821686135,1.7454888872795267,1.755564457768866,1.7453779547443038,1.811789215663909,1.713242895201838,1.7234198891392989
3-2803552,,,0,1.0011741787897204,1.0063978560948277,0.9977788296129863,1.0024125720005959,1.003443720285729,1.002206449196355,1.004905408769018,1.0097851708494434,1.0020201666042265,1.0006879590858497,1.0077680895360774,1.0646741652119167,1.0597054675608637,1.1753478661426564,1.4634612205138882,1.69566158120342,1.847075931026381,1.9588941944360179,2.218065017783401,2.6331511685653015,2.918420525764796,2.341358104688815,2.0532806087402786,1.998257579568087,1.9513193701856275,1.783186949942755,1.7589801170148198,1.6349127704782145,1.3907015374236351,1.382282462033383,1.3775962404337987,1.3724103263852763,1.363385234949504,1.3599082555516804,1.3551761229685857,1.3513324701480527,1.344795084807123,1.3425651782582375,1.3387478649846103,1.3365390732746183,1.3645520559414501,1.3823612570844752,1.3969942800643527,1.4359046388962804,1.4723909603313268,1.5119457898916122,1.555822413447209,1.5684710350181312,1.6362000335247657,1.6294078497454918,1.6186413618136046,1.599894031066289,1.6470281906318025,1.6515178200891891,1.6837191352456111,1.6813831528744103,1.7127559024375623,1.7522411440493122,1.7526220630907,1.7627595433607444,1.7523780337445296,1.8190387032547688,1.7183920166722304,1.7286439312758473
4-2800816,,,,0,1.0208364207593585,0.9965752773797261,1.0028009822776354,1.00392077163731,1.0024066938121758,1.0058376447274548,1.0113779911263094,1.002136733720426,1.0008366865091392,1.0087667322440108,1.070492633077941,1.0641091625511516,1.190181902897389,1.5082463721282486,1.7691109053544412,1.937967876293947,2.065983895741514,2.3680096665868757,2.858528952259193,3.2071128400983437,2.3951802907932493,2.0813684107207595,2.0223509336894168,1.972220744784428,1.7945616238522382,1.7693328040781982,1.6397772981117225,1.3896352818733149,1.3811040872254852,1.3763604493890216,1.3711124115837432,1.36198468134788,1.3584201017326831,1.3536921225099354,1.349810993269243,1.3432052692695595,1.3409075955448766,1.3370556475074535,1.3348280340077783,1.363274071997424,1.3813200742405196,1.3962042555756053,1.4356036999590704,1.4725471118757598,1.5126712082626446,1.5571826572262863,1.570073097776352,1.638771707228152,1.631976570431758,1.6210104064844242,1.6018127549468806,1.6603349041227111,1.664755800408751,1.6977216131515078,1.6952925170406128,1.7163389066470225,1.756289660398251,1.7565854000810692,1.76696876914974,1.7563879957222348,1.823666256438251,1.7211844262269267,1.7315444246035985
5-2800818,,,,,0,0.9930055396126268,1.0004925444949775,1.0025281119297365,1.0010152787710167,1.0048625999206158,1.0105316832645355,1.0011553898235503,0.9997615831221286,1.0077746760491189,1.0721951911877114,1.065721888840734,1.1953142533299068,1.5255744604958088,1.7983943389719708,1.9756098931296242,2.1102153145257865,2.4308676432252203,2.9551744813776044,3.333075664214257,2.32497931607781,2.0305624296880374,1.974957801587054,1.927695656197637,1.7597309902592844,1.7356581118263337,1.6128376526987547,1.3753234069877494,1.3670901858461673,1.3625445396860238,1.3575062106818196,1.348744224381527,1.3453403134173922,1.340767736220863,1.3371035598212695,1.330720651512805,1.3285273499246826,1.324823787928146,1.3226870716609613,1.3509838391017208,1.3688696200171404,1.3836693611676782,1.4228894652547246,1.4595579319293734,1.49932256910927,1.543605778026637,1.5563827265118357,1.6245890718573455,1.6179724983873,1.6072319603497665,1.6027841840869093,1.665075767774663,1.6695329318573267,1.7027424206857102,1.7003193655662492,1.702487704556237,1.7424388607997052,1.7428891073863386,1.7532405566003393,1.74288605194931,1.810670947965602,1.7107776261937242,1.7211091239329155
6-2803063,,,,,,0,1.0506241027762233,1.0127522559663922,1.0079117202486672,1.0125028433830168,1.0211372459421786,1.004863243906857,1.0019572356791577,1.0124419904188289,1.095777048766333,1.08393404087948,1.2497155297217977,1.6979879803756803,2.0939077882156627,2.348461327757919,2.559921859417349,3.0966712217079495,4.043677388180426,4.835077229696066,2.691581762672016,2.239761047265974,2.1605889496479453,2.0939482731104473,1.8679899770186776,1.836606265590358,1.6813265315992085,1.3983272616828601,1.3891592633339727,1.3839917222250515,1.3783540135998473,1.3686229197027802,1.3647427709090447,1.359626437738196,1.3555311672201982,1.348507445795046,1.346106492072955,1.3420098009868626,1.3396404460053228,1.3693937902659927,1.388357678727237,1.4039778027985335,1.4452515672827055,1.4842765599124665,1.5265473914153895,1.5734235035894806,1.5869082497786526,1.6595768940299118,1.652134089170744,1.6402504756467415,1.619498096971809,1.6599582600976546,1.664665993019642,1.6988173453371982,1.696292901234521,1.7397533939831988,1.7816256242872364,1.7816895204664558,1.7924395936362216,1.7809914173754253,1.8497399078504035,1.7387500604268067,1.7494841801535383
7-2803062,,,,,,,0,1.0039081321878265,0.9999501105731115,1.0080572788256432,1.018452876009183,1.0011761064685856,0.9990702807444171,1.0109610438507897,1.097922644186567,1.0852575759773,1.2583784161398162,1.7314490107331186,2.1552049662146096,2.4274972254193306,2.6575609360095798,3.2490650550600844,4.3146692467967585,5.237196911839759,2.762011240859753,2.2771303683038506,2.1928824231152704,2.122787612977206,1.8856256388368724,1.8531353963512307,1.6920876760071295,1.4014881383835276,1.3921763029581717,1.3869814302765484,1.3812510493686672,1.3713063221732074,1.367417489167146,1.362217972837135,1.3580569122336823,1.3509350233314932,1.3484433692989064,1.344287744525885,1.3418836342894684,1.3718676655135609,1.3910001087772916,1.4067495364915534,1.448411592093998,1.4877428712382903,1.53047717389468,1.5776946868639894,1.591291766005122,1.664666126848575,1.6571033261289008,1.6450312166914303,1.6239586073438672,1.6648362574129167,1.6695199859794934,1.703939399392831,1.7014841710183075,1.7452880777321564,1.7873197324547883,1.7875476689322658,1.7982834268595824,1.7866618893677177,1.8554921316991804,1.7427851993397625,1.7535822103591132
8-2802651,,,,,,,,0,0.9842906521514391,1.0136363150166021,1.0312900604856912,0.9994563254035531,0.997166881750615,1.0126630516165331,1.1219395008443709,1.1014233027218678,1.3145413945434314,1.9349175914369723,2.53725359612391,2.9237809504076413,3.28261337317636,4.300484239981651,6.192701853208536,6.962503323038504,2.806048982134777,2.2782366514579806,2.188974853221909,2.114975640956467,1.8696184442099397,1.8363945820117864,1.6731587461874016,1.3863861447646721,1.3772156715827935,1.3721398187933767,1.3665334755551015,1.356813297256412,1.3530357909785478,1.347922827556957,1.3438783310675653,1.336885838854857,1.3344725809287512,1.3304176634037377,1.3281297158841354,1.3585123355176787,1.377822586863089,1.393829689427626,1.43608575791768,1.4758241226966295,1.5189613287890766,1.5669288324050805,1.5806713660151743,1.655054302764521,1.6474830725064207,1.63540300208059,1.620805359470393,1.6879797957047327,1.6924599455671026,1.7285940745738897,1.725783818536379,1.7373381742680032,1.7800600023957962,1.7802743807229422,1.7912785708173609,1.7795888264210795,1.8498158374762927,1.7369547489983634,1.7478736990219241
9-2802638,,,,,,,,,0,1.0287486312104843,1.0447917298834917,1.0023268357755892,0.9985888241624277,1.0148940125652437,1.1314438604908974,1.107824039130143,1.334058788715304,2.0072486865496253,2.6794783607387425,3.111250912377047,3.5276304844958384,4.745858254635544,5.746438239677739,6.440506439305558,2.7108766063497876,2.2163224195472773,2.132306925672696,2.063153341303306,1.8306846386641942,1.7991791004601028,1.6443664597015466,1.3719812515939391,1.3630676268726098,1.3582035631343283,1.3528210703308492,1.3434903414729937,1.339938978582486,1.3350449504361492,1.3311755582789448,1.3244165303152022,1.322113271765589,1.3182138904197274,1.315970298165137,1.3463194437065373,1.365526853954508,1.3813498280253094,1.423446186273524,1.4629206121454892,1.5057071702604194,1.5534040234629862,1.5671622178457474,1.6409441570396337,1.6336932199057315,1.6217775489684296,1.6263606105665804,1.694333320966948,1.6987028435291258,1.7351744418937627,1.732284925871086,1.723847021716741,1.7665361419207877,1.7668467377520316,1.777891492947526,1.7663643528951234,1.8372353575487972,1.7269167000072736,1.737812269313562
10-2803042,,,,,,,,,,0,1.061924308588064,0.9856487737519243,0.9897315243843144,0.9974205250918349,1.012047179596775,1.1169024383677995,1.373219369800824,2.1759811763044783,3.034953948701782,3.526346792640843,3.6644095369779937,4.642828170791401,5.345081724935439,4.678211447529521,2.380966789485821,2.007269442135574,1.941832395088498,1.887422270931673,1.702555541862263,1.677005706478661,1.5504864267831564,1.326221052854878,1.318428052199423,1.3142589163319787,1.309666817237269,1.3015583209179464,1.2985080914047293,1.294383279972955,1.2910860796504962,1.2851516205045004,1.283205482677908,1.279767504380417,1.2778834948170403,1.3076942021680695,1.3262209299592844,1.34173513317051,1.3830195461551849,1.4211866091584897,1.462533372841989,1.509203916260363,1.5227044726523167,1.5942002112030038,1.5875425613321554,1.5768711851751034,1.6364657013848,1.7060106408601625,1.7104381419660195,1.7475730250160442,1.7445993865243477,1.7267081727981244,1.7203553377251701,1.7209860156938528,1.7320242835165283,1.7250474905717381,1.793983306226709,1.693013780030149,1.7037756735293987
11-2803043,,,,,,,,,,,0,0.920304963513116,0.9697358936027131,0.9872906954812534,0.9894772570612088,1.1226302266350046,1.4089804226104838,2.354010275744257,3.444507694213553,4.06856388872876,4.238507806599776,4.5527151929703615,5.2744539684494285,4.539998408771207,2.3186474034336126,1.9603966789364535,1.8975016554352364,1.8457475616730072,1.668957019969099,1.6445520286880027,1.5240257363425074,1.3115812937023652,1.3041229994644747,1.3000880958158643,1.2956965374732905,1.2879930893594667,1.2850474636560176,1.2811750537463171,1.278039205849621,1.2722156320683589,1.2703729479212553,1.2671276148688493,1.2653319381423507,1.2952205764047444,1.3136638242292467,1.32916097725157,1.3704482415225958,1.4083974911334654,1.4496234685206673,1.4962193526127832,1.5097864605779563,1.5810670997577678,1.5745526277535327,1.5639870787222536,1.6221377547467564,1.6912797432020077,1.6958346629950196,1.732914558333652,1.7299230965090204,1.7123826158166744,1.7080876838736834,1.7088054384935352,1.7199183970182619,1.7116174304676621,1.7828438273855167,1.6838605052023385,1.6946303273235603
