순번_정류장ID,50-2805077,51-2800301,52-2804454,53-2800294,54-2806305,55-2804529,56-2807416,57-2806355,58-2803939,59-2803941,60-2804767,61-2803998,62-2804000,63-2804002,64-2804004,65-2804006,66-2804008,67-2804011,68-2804012,69-2804014,70-2804016,71-2806404,72-2804019,73-2806406,74-2804020,75-2804705,76-2804027,77-2806303,78-2800283,79-2800281,80-2800280,81-2800278,82-2806663,83-2804031,84-2800260,85-2800275,86-2804713,87-2803598,88-2803600,89-2800273,90-2803601,91-2804331,92-2803581,93-2800271,94-2805489,95-2807150,96-2804581,97-2804582,98-2800267,99-2804032
50-2805077,0,1.0012794354893375,0.9988660790553163,1.000258109885016,1.00012984416232,1.0005925071025694,1.0057740824406818,1.0049193691428406,1.1191278374405402,1.5995656982110988,2.041460011394612,1.8790187684078092,1.789535896124548,1.7184075668615015,1.676654404010488,1.6297176643017657,1.5929812156724565,1.5508187700197045,1.5161670210908327,1.4793847793629964,1.45874627266125,1.435325275305611,1.4109218147180442,1.4003945434594842,1.49475394853348,1.5624780395317828,1.639337584186526,1.8133302497971626,1.9270095154403648,1.8612206795980801,1.7848806566475535,1.7288663713601085,1.7167778155473754,1.6420214550506487,1.6012744645272676,1.5868106979179208,1.568833974925082,1.5583469714290938,1.5356281411331083,1.512592620267118,1.5026381624945584,1.4961846459865906,1.4853384382644303,1.4664013611579538,1.4491179503881018,1.435719859394624,1.4263663374460935,1.417578809029098,1.4066869102294877,1.4945182388231233
51-2800301,,0,0.9958693337485742,0.9996091011588051,0.9996572386392376,1.0003679069860218,1.006611008523534,1.005486027185052,1.0048432068700426,1.2164010984740798,1.5332975674051281,1.462178783858284,1.421045132733817,1.387790873050519,1.3675263157687947,1.3451578923925371,1.3268525520574757,1.3059543296334284,1.2884185426467332,1.2692978418833658,1.258915025462024,1.2462266968673523,1.2336607777023603,1.2280408554717237,1.309348833726866,1.3673842803334584,1.4330896307483154,1.5802164260992442,1.6779257376281929,1.632987452107111,1.581672294019242,1.542951202058969,1.534562752424132,1.4820505866743925,1.4535343410704291,1.443023819064753,1.4302603686105875,1.4227521572216217,1.4068998970620819,1.3897905176608525,1.3824249335672534,1.3779375787798174,1.369995710834558,1.356146453456974,1.3436378767221409,1.3338123283444923,1.3270684291908668,1.3207392368772695,1.3126234324092343,1.394127186683079
52-2804454,,,0,1.003528869460502,1.001532012393574,1.0019758148826168,1.008505940497765,1.0068645102287477,1.0060323419838069,1.0043020957951985,1.2322546549314473,1.2045822013266532,1.1878324088727106,1.1744092518458409,1.1657218013770503,1.1568611819997745,1.1489236588088856,1.140220185665751,1.1327030234733813,1.1241214971824254,1.1199447092417092,1.1138424054474307,1.1086222403070798,1.1060797903240438,1.178719872840272,1.230520965048341,1.2887763914803132,1.418474939258899,1.505969146407395,1.4738781710230324,1.4382346931187904,1.4104008943655257,1.4045513453471616,1.3664128179230919,1.345899150350942,1.338385154119102,1.328998048722307,1.3233981316596393,1.3121945955880767,1.299224507970206,1.293633115570282,1.2904928817323675,1.2845501794412322,1.2742175631899473,1.264935596585325,1.2574586548721092,1.2527037777069558,1.2481140833602367,1.241796205802615,1.318840157015947
53-2800294,,,,0,0.9997454476569346,1.0011721402687819,1.0081632143648322,1.0063380699568223,1.0054317158904629,1.0036211189735942,1.0042465681633796,1.0038728002242128,1.0031003430922405,1.003033445300711,1.0023130383957395,1.002889466509728,1.0023241333883122,1.0024217245792286,1.0022516464777653,1.0015176103679948,1.0020123925852233,1.0009248448035615,1.0013464717008504,1.0011882928806388,1.0670367670267429,1.113544924382028,1.1658070089151604,1.281590464115971,1.3608921386282504,1.3386308290724718,1.3149827642718988,1.2961386526731722,1.292023951848951,1.2655124404420452,1.251475038297545,1.2459646920320055,1.2396705034725521,1.2356399670106593,1.228169551736433,1.2186416373896833,1.214531028662994,1.2125146657643384,1.2082463284969112,1.2009540444877402,1.194474340110359,1.1890624423841227,1.1857564123890987,1.1824950431362398,1.2034436421461654,1.2638506374164333
54-2806305,,,,,0,1.0031293736109343,1.010619523039868,1.0077548472566067,1.0065274012448717,1.0041983159128398,1.0045948352265286,1.004136757056437,1.003262959793292,1.0031777540852491,1.0023845213979325,1.0030065604357754,1.0023891125656335,1.0024903081714365,1.0023041161614483,1.001516484244863,1.002043993723204,1.000886307074699,1.0013352067076682,1.001167988703715,1.000993003159036,1.0066595529180913,1.0539714077585605,1.1583518061049851,1.2309779088140742,1.2166671367758626,1.2031208468355736,1.191354195143633,1.1888216870296502,1.1722423895810743,1.1637419830965339,1.1601634865647668,1.1562370669340425,1.1535675023021823,1.1495328975360692,1.143009798038241,1.140196777469999,1.1391681147194785,1.1363733313411104,1.1495316053515217,1.147958849123511,1.1436718489858286,1.1436601754640376,1.1584682180031918,1.2102722395105991,1.2728479269735944
55-2804529,,,,,,0,1.012643128375255,1.0086140184589703,1.0070826736595409,1.0043284905666596,1.004746444157726,1.0042272369635477,1.0032739181114094,1.0031814112434967,1.002331028162281,1.0029982914295528,1.0023418170874818,1.0024520986970538,1.002257570365091,1.0014312841331379,1.0019889845079553,1.0007776629909384,1.001252892999237,1.0010800983151487,1.0009007773002252,1.0069250007553145,1.0563055787676177,1.1656022953485083,1.241488834677748,1.2261117879303995,1.2112932776007712,1.1985871333641247,1.1958574413330694,1.1780833906252235,1.1689799175131077,1.1651799017797768,1.1609954732477397,1.1582681011734124,1.1539316716014538,1.146978974878516,1.1439377087332263,1.1428328391091562,1.140060475289766,1.1534177067474756,1.151679896329005,1.1471912601526537,1.1471857769626532,1.1622651804361,1.2154607941989561,1.2797163055640883
56-2807416,,,,,,,0,0.9997489664982918,0.9985715613081185,0.9975049307178622,0.9998461446993219,1.0000360583752315,0.9991887400693206,0.9995056145424334,0.9985973224402724,0.9997968029357485,0.9991512122125771,0.9995558167121417,0.9995173878351247,0.9987062982371848,0.999528822867797,0.9981857665751297,0.9989230246088654,0.998780901025102,0.9986676866372267,1.0057224210848903,1.06452882611391,1.1966349833232341,1.2896537280196398,1.2678999483297066,1.24669424729822,1.2294201297731109,1.2257432572206957,1.202333916206677,1.1904421250605812,1.1856343731862662,1.180279485080905,1.1767660226037662,1.171092887956015,1.1627438669822312,1.159168409586369,1.157720578428121,1.1541419758485254,1.1623597075915548,1.1601341239624448,1.1549774509057695,1.1547191503518688,1.1712643881178968,1.2298392520312555,1.300673353946503
57-2806355,,,,,,,,0,0.9958801112369968,0.9961700274253223,0.9998843191073229,1.000119579044102,0.9990502825290165,0.9994534331231948,0.9983704806273889,0.9998053019064118,0.9990532809575283,0.9995271676891081,0.999485834014503,0.998576819949939,0.999503010334706,0.9980134665682389,0.998838204851666,0.9986847235929126,0.9985653863644566,1.0061252594799297,1.070548127615381,1.2165570867799036,1.3199607171492416,1.2938841087074024,1.2682782710348957,1.2479760587881599,1.2436790716580381,1.2166537888734028,1.2030031271822876,1.1975734317034905,1.1914941508471528,1.1875612286803172,1.1810563400137113,1.171821065025759,1.167878114500279,1.1662205410319635,1.162264033895354,1.1555405167157775,1.1499551523157896,1.1449223982387364,1.1423095898882167,1.139529264805465,1.1355464283446977,1.2176407882394158
58-2803939,,,,,,,,,0,0.9962707232364221,1.0007152202221838,1.0007417941051664,0.999434134151676,0.9998229407148397,0.9986053042143328,1.0001357772410062,0.999298260162306,0.9997802334681201,0.9997143811093299,0.9987317308598493,0.9996988896506147,0.9981213582797673,0.9989770649465333,0.998811988685479,0.998681323986928,1.0067133201301084,1.0739736941240592,1.2270946514073378,1.3358465265614736,1.3073958993589148,1.2793886817289994,1.257466821117681,1.2528401868140555,1.2239135138467594,1.2093462052693496,1.2035957642210915,1.197142690619494,1.1929949698257858,1.1860601310541143,1.17637606304342,1.1722474109768146,1.1704818941301645,1.16633433916251,1.1592905808712273,1.153430656863567,1.1481885039608104,1.145439180681429,1.14253279640068,1.138391051134638,1.222256133412409
59-2803941,,,,,,,,,,0,1.00710612470523,1.0039417747528172,1.0010974453947776,1.0013040651546994,0.9994597829749183,1.0013534072435009,1.0001491752609204,1.0006422911862072,1.0004709724813852,0.9992117952405163,1.0003212499183365,0.9984325022402157,0.9993936285364032,0.9991887231169769,0.9990184051745364,1.0079582754555274,1.0847622735988038,1.262266781793747,1.3895998441887212,1.3523486602152874,1.3155960734075436,1.2879491360328479,1.282171876721343,1.2467117613428231,1.2290520634575421,1.222234868286874,1.2145408158655175,1.2096870381528937,1.2013343822544882,1.1901962840135314,1.185469634092941,1.1833536128537954,1.1785926902557762,1.1705251356864987,1.1637919889602455,1.1578890758669789,1.154708783866978,1.1514062019331464,1.146768393575201,1.2360701343189113
60-2804767,,,,,,,,,,,0,1.0008060053856653,0.9976353735251915,0.99893553328187,0.9968480209538583,0.9997400543380389,0.9984587289398061,0.9993105056240958,0.9992742155854984,0.997972444649112,0.9993407694680781,0.9972835473154135,0.9984689003330213,0.9982784159800658,0.9981469526696817,0.9997568982299525,1.078827313305391,1.2741056863999667,1.4156131396264873,1.3722579166695026,1.3301413778176374,1.2987781702279086,1.2923281939680236,1.2533818594897128,1.233958874641757,1.2267510021183956,1.2184497232650087,1.2132445763986621,1.2042640392434336,1.1923053840891427,1.1873038798184883,1.1850553469555358,1.180030187313194,1.1715395346537647,1.1645805182480373,1.158309099184551,1.155088077704428,1.1516475501691164,1.1467357829727514,1.2395212326465002
61-2803998,,,,,,,,,,,,0,0.9932285461742437,0.9976239481222213,0.9947662010089251,0.9993185818932067,0.9976962004383509,0.9989179522136712,0.9989333786411433,0.9974390382783226,0.9990906202580712,0.9967400383340755,0.9981472045714135,0.9979466655950531,0.99782255573049,0.999634008681133,1.000000619071615,1.0328150335654585,1.1502164603230511,1.1337738874983694,1.1223675905818418,1.111664446157888,1.1094902493844523,1.0953254750160006,1.0892497157606675,1.086460890956253,1.0836077179044574,1.0815379919787749,1.0797680153655733,1.0741763159433537,1.071863046872405,1.0717327812265292,1.0695916715541096,1.0663928850166267,1.0640650885395575,1.0613767188866376,1.0606872504820053,1.0596884638192003,1.0575612248942303,1.1434881455326626
62-2804000,,,,,,,,,,,,,0,1.0020956164083636,0.9957017015204079,1.00173600693996,0.9990591772062802,1.0002429540345295,1.0000210130026506,0.9980986836979194,0.9999116847850473,0.9971788329230068,0.9986879328997161,0.998438990013974,0.9982646284911244,1.00022277657323,1.0005936280481509,1.0002231208008767,1.0008980957184952,0.9976875101663949,1.0012942755007221,1.0010420309642265,1.0010899487380636,1.0003589524727121,1.001413735284927,1.0009349948360704,1.0012782314773752,1.000762116101469,1.0030216488799337,1.001123318771046,1.0003361934273054,1.001249554227371,1.0009173803457103,1.0006084102897594,1.0011705693683333,1.0003674882640843,1.0013535597111995,1.0016526668147852,1.0012419815606326,1.0829584126601564
63-2804002,,,,,,,,,,,,,,0,0.9861502639899077,1.0015059211217527,0.9977575669545591,0.9996926188256645,0.9995423090478465,0.9973706150804579,0.9995628313374154,0.9964903469943118,0.9982748493573813,0.9980210726126041,0.9978641659689355,1.0000367613841852,1.0004521126504606,1.0000637552934108,1.00080413569524,0.9973715240844289,1.001243374807306,1.0009809087960466,1.0010327858773085,1.0002723702946927,1.0013823194722713,1.0008830001453763,1.0012429411464834,1.0007057030732265,1.003058822643114,1.0010860848781171,1.000270204745593,1.001218345795611,1.0008749697663515,1.0005572056544751,1.0011401732908802,1.0003123143735013,1.001330579181855,1.0016392241833463,1.0012168025930575,1.0854233507897166
64-2804004,,,,,,,,,,,,,,,0,1.0130103119849476,1.0024287742368165,1.0030539426786556,1.0019888097443141,0.9989288232520513,1.0011687694726923,0.9975594481775398,0.9993456237773427,0.9990042070397757,0.9987455326813345,1.0010258128228544,1.0014148794574076,1.0009053515393098,1.0016162680138445,0.9979371278327203,1.0019136513876006,1.0015801329898069,1.001621469188466,1.0007599570778178,1.0018670512782388,1.001338484393638,1.0016921314958376,1.0011299182423525,1.003525745652573,1.001479041718647,1.0006338461192894,1.0015997380167763,1.0012384362862408,1.0008970928990863,1.0014782006896106,1.0006216033966244,1.0016530206839362,1.0019604157502449,1.0015202098976699,1.0874911422447022
65-2804006,,,,,,,,,,,,,,,,0,0.9901481835078562,0.9981211782235885,0.9984347088266806,0.995724705837061,0.9989163160739235,0.995085128343143,0.9975195960874872,0.9972632012638744,0.9971529957050684,0.9997667873284309,1.0002704212696842,0.9998421303787796,1.0007060459584873,0.9968500901732705,1.0012144372268115,1.0009285585292858,1.0009866551155826,1.0001681282645318,1.0013727285373675,1.0008361006645612,1.001224032157182,1.0006490472630856,1.0031627753697152,1.0010593570112754,1.0001932573437011,1.0012007523449562,1.0008373578303493,1.000503249878835,1.0011203138472495,1.0002497130620864,1.001321627497889,1.00164586184908,1.001202829890242,1.0896212787665749
66-2804008,,,,,,,,,,,,,,,,,0,1.0040600586060633,1.0016230636564003,0.9970846756815219,1.0006351169922663,0.9958750324549844,0.9984788083866867,0.9981164647867875,0.9978985442229966,1.0007237830807283,1.001211211639719,1.0006357827281154,1.0014864647347632,0.9972940052827588,1.0018497559671007,1.0014854207890709,1.0015332990816261,1.000603200077878,1.0018188183520091,1.001247624193895,1.0016333025535304,1.0010283875834494,1.0036065637358924,1.0014126089598514,1.000511020089303,1.0015440808358613,1.0011606321204836,1.0008017101328024,1.0014217584400684,1.000517905131289,1.0016097829247201,1.0019349710128913,1.001472337711157,1.092134318455543
67-2804011,,,,,,,,,,,,,,,,,,0,0.9990192327382267,0.9936892369635668,0.9994118510659186,0.9936339903487978,0.9972974054986028,0.9969752783354008,0.9968713648324086,1.0002096303155772,1.0008049091546007,1.0002127704645936,1.0012028346655395,0.9966332520234107,1.001665172497087,1.0012935718461342,1.001349908183159,1.0003892970634853,1.0016924985417337,1.0010942697282752,1.00150659183304,1.0008739408754632,1.0035848074141427,1.0012923115142227,1.0003535575328173,1.0014345569038159,1.0010378880376942,1.0006705545839654,1.001320689390008,1.0003869398206948,1.0015218784731819,1.0018607273752467,1.0013847484760554,1.0952264759652242
68-2804012,,,,,,,,,,,,,,,,,,,0,0.98922890990345,0.9996089971249789,0.9917785252033319,0.9968720190487982,0.9965275154411347,0.9964742831382766,1.000409989563902,1.001079981737434,1.0003688055982365,1.001453968960304,0.9963932361862464,1.0018895127359921,1.001464076495573,1.0015197526563726,1.000473418841573,1.001841366956886,1.001205861163388,1.001634390703548,1.0009667475305069,1.003799443111462,1.0013932737025273,1.0004113656932452,1.0015371419710597,1.0011211698227684,1.0007352003484238,1.0014062740161243,1.0004359649234638,1.0016088285049287,1.0019567799730071,1.0014621379264932,1.0984951561852758
69-2804014,,,,,,,,,,,,,,,,,,,,0,1.0151814980566465,0.9935629666217962,1.000073672130683,0.9991156768270548,0.9985288034203883,1.0032330346804026,1.0037536918849241,1.0024313348295395,1.003401799228102,0.9973721139079256,1.0033168802717565,1.0026680369615752,1.0026938679347883,1.0013656668177318,1.0027405068418636,1.002028402905638,1.0024458756177188,1.0017144026627316,1.0046667085398135,1.0020751083305381,1.0010219023929947,1.002195232599536,1.0017378627597047,1.0012998916554081,1.0019725752067892,1.0009374865673342,1.0021450745472738,1.0024925586763558,1.0019598480668244,1.103119084393529
70-2804016,,,,,,,,,,,,,,,,,,,,,0,0.9746578948925319,0.9942211075031253,0.9941427211740524,0.9946476297096364,1.0008152335736595,1.0017309563369108,1.0006362604648418,1.0020020868972437,0.9955876152243206,1.0023528157102122,1.0017896508459347,1.001844804578593,1.0005943040135168,1.0021198250473506,1.001397398025727,1.001865256751551,1.0011172686628413,1.0042322966833825,1.00156641920718,1.0004871310777363,1.0017153029626824,1.001256534585403,1.0008304272003976,1.0015500237037624,1.0004995361895404,1.0017574856821487,1.00212624108447,1.0015912915354344,1.1056716022229642
