순번_정류장ID,1-2801933,2-2801941,3-2801944,4-2801878,5-2801960,6-2801884,7-2801885,8-2802001,9-2801887,10-2802025,11-2802051,12-2802076,13-2802092,14-2802106,15-2802113,16-2802122,17-2802720,18-2802714,19-2802696,20-2802679,21-2802669
1-2801933,0,0.989071912699191,0.9932866895164718,0.9919660342896068,0.9969151553315287,1.0997955974169,1.0816870499520663,1.0798627034087909,1.0639794185526594,1.0553178250240638,1.0505705928397808,1.0461222763357432,1.041733699285566,1.0336253931774988,1.0333905398488543,1.0315118868498778,1.0301436495770242,1.029527349071924,1.1407003972629324,1.3825495411054887,1.5145559007578293
2-2801941,,0,0.9968379618554682,0.993349554333771,0.9987862238252556,1.1218370251619831,1.0978178486690504,1.0932118673721651,1.0731770859745027,1.0624766059280788,1.0564118003565761,1.050727602906578,1.0455707314651344,1.036348667238676,1.0359708770257101,1.0338348393018215,1.0322472671202565,1.0311609930638945,1.1476836875383711,1.40362828784723,1.5431945837441998
3-2801944,,,0,0.9887748757992483,0.9995581163031012,1.1605075486423206,1.124130716643093,1.1135860000404583,1.0862006917128761,1.0721335602851403,1.0639819174569491,1.0564376051612,1.0501838127066068,1.039439516140008,1.038876078765415,1.0364055289790273,1.0345390204086922,1.0331656397083333,1.1567796976904663,1.4312477316560561,1.5809790682641873
4-2801878,,,,0,1.0042089095970523,1.2135283582720358,1.1576953812861115,1.1375735153059827,1.1007704197047294,1.082667168317574,1.072049860478778,1.0623851251552974,1.0549613713717714,1.0426535191269999,1.0418825570179853,1.0390704282524865,1.0369148940580475,1.0355101279897496,1.1651974989316727,1.4554071056631042,1.613947520169895
5-2801960,,,,,0,1.0164256866934942,0.9874487353722925,1.0141526450050249,1.0016207620986826,0.9981599049025717,1.0007677534610342,1.0045324262218471,1.0036412652950981,1.0004740275761093,1.0021499113613026,1.0020124610745347,1.0025770005295296,1.004847587535335,1.1446930958141794,1.4608666018193774,1.6356831147164699
6-2801884,,,,,,0,0.9298490194528483,1.0123240970362928,0.9932021886442198,0.9907855723096759,0.9957715770902491,1.0015241254489726,1.0009498111938986,0.9980098795913425,1.0000471385018366,1.000068570190746,1.0008572407665135,1.0035298199641507,1.1078760295716041,1.4346402957616593,1.6180393976555854
7-2801885,,,,,,,0,1.068252367098909,1.0121072540593399,1.003230095508685,1.0056553724422073,1.0092646989205674,1.00734283471029,1.002619435825037,1.0044561171977326,1.0040938293493538,1.0045563067034617,1.0068868940448372,1.115598214527538,1.4612685253104216,1.6552124749585928
8-2802001,,,,,,,,0,0.967984436453319,0.9752097355075128,0.987886877796759,0.9980910851460948,0.9980309710449188,0.9953489527046357,0.9979441871431363,0.9981695027824187,0.9992558235356856,1.0024668321985484,1.1189965659439143,1.4944206851873776,1.7060130981381885
9-2801887,,,,,,,,,0,0.9839821083172148,0.9969814957261264,1.0064284542920139,1.0043588627591222,0.999211235126664,1.0018437113274834,1.0016776881742349,1.0025044305843385,1.0051693614556687,1.134173203616841,1.5570043997711513,1.7965006411953954
10-2802025,,,,,,,,,,0,1.0082667312505045,1.0143666867825496,1.0094130835171857,1.0015886246344277,1.004345353676354,1.0038554150666827,1.0045056336747513,1.0075119934080488,1.1477277352632511,1.6199614720713387,1.8886766686235945
11-2802051,,,,,,,,,,,0,1.0157414299272558,1.008243720087499,0.9992401934985684,1.0028118774074228,1.00245865802193,1.0033953043760488,1.0069504255631236,1.0339961433733211,1.476856198078044,1.738081807494037
12-2802076,,,,,,,,,,,,0,0.9977794769606253,0.9914853948974779,0.9977714495286176,0.9982432112097348,1.000167814848142,1.0051510454158528,0.9987434834410921,1.092268436240107,1.301719094510669
13-2802092,,,,,,,,,,,,,0,0.9882908892769714,0.99776833824269,0.9983796596148908,1.000718273153851,1.0057504312823462,0.9983413804116489,1.0032015751382637,1.0668947931323864
14-2802106,,,,,,,,,,,,,,0,1.0283894092241834,1.0122965113921176,1.0110544439516866,1.0106279305689796,0.9991767363529496,1.0052183621715032,1.0336176203476999
15-2802113,,,,,,,,,,,,,,,0,1.0003066761028545,1.0050437291537204,1.0061105776573789,0.9944994682819338,1.0023488894453163,1.034036356775394
16-2802122,,,,,,,,,,,,,,,,0,1.0091675668571098,1.009650898993273,0.9942600011753572,1.0033649581344837,1.0380990374938128
17-2802720,,,,,,,,,,,,,,,,,0,1.007356398627902,0.98804916806252,1.0021556277709869,1.0420567739094957
18-2802714,,,,,,,,,,,,,,,,,,0,0.9641829669111351,0.9970032538293888,1.0530953228712183
19-2802696,,,,,,,,,,,,,,,,,,,0,1.0196858496699925,1.0912636948462977
20-2802679,,,,,,,,,,,,,,,,,,,,0,1.1760277788947031
21-2802669,,,,,,,,,,,,,,,,,,,,,0
