순번_정류장ID,37-2806578,38-2805419,39-2805722,40-2805399,41-2806080,42-2804477,43-2804478,44-2800034,45-2800047,46-2804479,47-2804480,48-2804481,49-2805071,50-2803585,51-2803586,52-2800056,53-2800057,54-2800006,55-2800299,56-2804058,57-2800295,58-2804482,59-2800300,60-2805078,61-2800297,62-2803996,63-2803994,64-2803992,65-2806003,66-2803990,67-2803981,68-2806017,69-2803980,70-2805721,71-2805719,72-2803976,73-2803974
37-2806578,0,0.9961242124462104,0.9947836647174721,0.9929136114831825,0.9979505293975232,1.0009066238411228,1.000783637988136,1.0684511376529173,1.041011710171983,1.0497560208314098,1.0469056115096234,1.0442094279305338,1.0422163280431618,1.0407670441174426,1.0364923229299194,1.033993466767821,1.0308126605657053,1.0305289714226114,1.0247331787221807,1.0244333697840127,1.023506880630816,1.0229870554843983,1.022449974662099,1.0214115960417294,1.0204631831422957,1.0205101061197837,1.0199236710367927,1.0196416335061038,1.0186427201536905,1.0182850239527212,1.016725052292817,1.016285206630085,1.015433253311559,1.0153655744958878,1.0152963583085488,1.0144429774691055,1.014529236417911
38-2805419,,0,0.991165660247577,0.9889883598803241,0.999460889775617,1.0042818850570774,1.004281870415809,1.106087124403891,1.0525402887191586,1.06315909888784,1.0588220481706432,1.054685152523145,1.051727931268738,1.0494018449422873,1.0432815910214188,1.0397504228936627,1.0358280621527873,1.0348924665866643,1.0276930491905727,1.0272570818144215,1.0259064501970676,1.0252776580441265,1.024545384103677,1.0234139757241163,1.0223044803169612,1.0222740140077349,1.0216125409393206,1.0213314685519546,1.0201598314890379,1.0197725148239165,1.0179710944186278,1.0174152641219907,1.0165719178574748,1.0164478550860587,1.0163179237571858,1.0155427399419579,1.015423049702708
39-2805722,,,0,0.9871852500561881,1.0031256847771708,1.0089251770996652,1.0083002125227125,1.1335368964705974,1.059141745363202,1.0703708694791139,1.064908363609353,1.0601508012752117,1.0564373794025477,1.0537072838990287,1.046582336414063,1.0425048378383397,1.0381552386869572,1.0369289992688995,1.0290531343185598,1.028509007024548,1.0269565116986417,1.0263538470248208,1.025486818849231,1.0242848789881835,1.0231035847613787,1.0230647916136086,1.0223701120833513,1.0220628850844298,1.0208409595743744,1.0204149896997237,1.0185074996518781,1.017972037531723,1.0170424309731592,1.0169135772163722,1.0167765898974916,1.01597897204835,1.0159360461749538
40-2805399,,,,0,1.014610075185322,1.0207260229773798,1.0172263472184904,1.19005444520966,1.069264109304749,1.0809531078462793,1.0742568799120695,1.0678912911360918,1.0635038004026391,1.0601221090373867,1.0514084532029793,1.0464860514617949,1.0415001262469912,1.0398229404838604,1.0309681191956261,1.0302629403009758,1.0284167494797813,1.0276684517693169,1.0267940674432423,1.0254943775217722,1.0242131974128146,1.0241623870839505,1.023422313203257,1.023078048216575,1.021788137675912,1.0213074749611168,1.0191994108646167,1.0186255452021753,1.0176979579354706,1.017562625680006,1.017366761723709,1.0164919845882396,1.0164799410552867
41-2806080,,,,,0,1.0323087568360678,1.0200033670191127,1.0075553388330891,1.0012345633207622,1.019628632776908,1.0174835536218,1.016027947912244,1.0149096863322506,1.0140473638888026,1.0122308111241898,1.0115840920834487,1.009402067120938,1.0113659883044477,1.0081666081009772,1.009095018184089,1.0100480334845907,1.0098385659480906,1.0096417102760837,1.009042371645924,1.00855573794854,1.0086581861391626,1.0082235079557995,1.0082688656898686,1.0073921416090441,1.0075491549070137,1.0070063717063953,1.0068083037537754,1.0063181771257361,1.0062383932225791,1.0062019820836947,1.0054005684596543,1.0057623530309068
42-2804477,,,,,,0,1.0042817429463078,1.0002246686137948,0.9987453401090088,1.018703304097285,1.0164950494278777,1.015048542350339,1.0139375841660547,1.0130860521427734,1.0113475398440446,1.0107797551429274,1.0085912348954016,1.0107125331539544,1.0075722656252006,1.0085656969883146,1.0096097079045063,1.0094096670530772,1.009226163070818,1.0086340954607362,1.0081598964029088,1.0082679950804787,1.0078344560367791,1.007890720487791,1.0070117994841683,1.007188368191586,1.0066234339016642,1.0064367289508962,1.00595503433743,1.0058760902338484,1.0057931885625677,1.0051357164586883,1.0054620897468525
43-2804478,,,,,,,0,0.9990004949317701,0.998730425311085,1.0195769295291188,1.0171674461784856,1.015580549062454,1.0143790133200816,1.0134644049084558,1.0114072528279785,1.010814682745952,1.008560830113147,1.0108735168765348,1.0076368224338579,1.0086435432827485,1.0096931071802835,1.0094874393581854,1.0092981436972592,1.008619903317902,1.008211150382422,1.0083201437310179,1.0078798878941675,1.0078688004428902,1.006979900051463,1.0071599596659024,1.0065924455127724,1.0064579890983545,1.005970891637456,1.005941790671631,1.0058073394495415,1.0050942373839589,1.0054726327926995
44-2800034,,,,,,,,0,0.9981962647114297,1.024332112659235,1.0208578068544631,1.018506518018925,1.0168349134214296,1.0155951607885785,1.0130701076906576,1.012183190874706,1.0095576575864118,1.0118005677308022,1.008125603166114,1.0091575740290177,1.0101892455497494,1.009956470417461,1.0097378251528009,1.009085312748935,1.0085587438883201,1.0086690595878145,1.0082016667147429,1.0082508573034163,1.0073130021538466,1.0074843151329447,1.006916767061188,1.0066558912448729,1.0060924666361504,1.0060094794566279,1.0059735446283378,1.0052352175553922,1.0055221965156773
45-2800047,,,,,,,,,0,1.2021224128270767,1.095616447826495,1.0588568727441705,1.0449503458604161,1.0372444443310556,1.0246167002130537,1.0204861268842234,1.015043088109667,1.017262732390302,1.0107399592818804,1.0118004996206045,1.0125990234802407,1.0122164269310499,1.0118347367926885,1.0109340594683947,1.0101895140016066,1.0103000264460607,1.0097044319067066,1.0097130799471736,1.008561139027423,1.0086909359782932,1.0077562670878184,1.0074866188573728,1.0068726215188006,1.0067743744208444,1.0067248599583978,1.0058807700689232,1.0061795870035288
46-2804479,,,,,,,,,,0,0.9930331378346502,0.9978956895899449,0.9983528288374313,0.9985430787973862,1.000176005750445,1.0017785637967758,0.9990656149749167,1.004743872034739,1.0019037457475524,1.0039584398377694,1.0062492784862618,1.006117759214996,1.0060465404405765,1.0054462269712898,1.0050395754445085,1.0052195897583722,1.0047439049842053,1.0049196065016908,1.0039193423119444,1.0043153148825164,1.0039436106196207,1.0038982209803076,1.003438031327542,1.0034187568869866,1.0033493401465503,1.0026139213522705,1.002977316955598
47-2804480,,,,,,,,,,,0,1.0017416746163073,1.0007184991988736,1.000317596843608,1.00136748027341,1.0028253659200974,0.9996525737369012,1.0056295627930256,1.0023503842762773,1.0044467275825502,1.0067254680256108,1.0065689803685183,1.0064708320419524,1.0058275309320504,1.0053835546554977,1.0055640866372924,1.0050659784055163,1.0052351447736803,1.0041972350627386,1.0045866661195249,1.0042379053280517,1.004178545169814,1.003635071009423,1.003553193111965,1.0035411303081285,1.0027885387922448,1.0032089263782502
48-2804481,,,,,,,,,,,,0,0.999403069273483,0.9993395792276589,1.0012668731453624,1.0030185448343494,0.9993597483158441,1.0060400617165524,1.0023915650937834,1.0046084677457003,1.0069632346481596,1.0067889494912368,1.0066740717993043,1.0059924082599336,1.0055203736424858,1.005705708295166,1.0051855594662746,1.005356417695462,1.0042790988441395,1.0046758303376144,1.0042358901516588,1.0041751633916343,1.003681421526119,1.0035972558589348,1.003584353754177,1.0027527654692887,1.0031839883439944
