순번_정류장ID,20-2801777,21-2801772,22-2800801,23-2800795,24-2800791,25-2800789,26-2800780,27-2800771,28-2800764,29-2800750,30-2800742,31-2800734,32-2800731,33-2800728
20-2801777,0,0.9924617999263802,1.001095754369589,0.9895782978901573,0.998135593107803,0.9974403654602397,0.9986104028120519,0.9985466440806725,1.0597992415456796,1.2086871321725943,1.1911183620120516,1.242774794104906,1.3809868083405852,1.38248209752366
21-2801772,,0,1.0014407594616146,0.9860870171563615,0.9976986500822596,0.9962504684321662,0.9983714991137562,0.9983350771745191,1.0668600621213429,1.234111699276882,1.2122043830511786,1.2687830867022412,1.4246026021852638,1.4240219231300517
22-2800801,,,0,0.967268914171866,0.9929406913490975,0.9927300235177821,0.9960609656592337,0.9964732243567818,1.0908103175615846,1.206393389321089,1.1825502393530731,1.2530544194784574,1.4459579433325724,1.443894298810756
23-2800795,,,,0,1.0565286955076256,1.0269243587206698,1.016215594729213,1.0109078175271873,1.146678063983269,1.1179133658001479,1.1019424606366683,1.1328018741804238,1.3390711617161297,1.3443209339874558
24-2800791,,,,,0,0.997181201747655,1.001793383622412,1.0004683506686478,1.1663665871370825,1.1280656174879164,1.1082770748843012,1.142402162385529,1.3785215992387065,1.381296673387568
25-2800789,,,,,,0,1.0043432087222022,1.0014391744833597,1.006228196503747,1.006822584972725,1.0059916513718716,1.051581544358182,1.286208699643001,1.2966998909397132
26-2800780,,,,,,,0,0.9981165123482243,1.0075719333669864,1.0079401461184838,1.0065721544715447,1.0660237846918914,1.3856080242861666,1.388611368671647
27-2800771,,,,,,,,0,1.0233061081104817,1.0143487644956304,1.0103357617061277,1.0908220334797687,1.558497447226241,1.5367637764826465
28-2800764,,,,,,,,,0,0.9875989948877915,0.9936412130243175,1.0996224707143392,1.7336554911549,1.6721380430838786
29-2800750,,,,,,,,,,0,1.0017072978887804,0.9967448096012047,1.406737822980712,1.4081954001381036
30-2800742,,,,,,,,,,,0,0.9918580651628159,1.0023176849083058,0.9997575070989334
31-2800734,,,,,,,,,,,,0,1.017549563417288,1.0051630443254838
32-2800731,,,,,,,,,,,,,0,0.9941832083517129
33-2800728,,,,,,,,,,,,,,0
