순번_정류장ID,94-2805764,95-2803452,96-2803436,97-2803437,98-2803431,99-2803435,100-2800829,101-2800831,102-2804992,103-2807333,104-2800847,105-2800877,106-2800822,107-2805940,108-2800875,109-2800924,110-2800926,111-2800933,112-2800939,113-2800842,114-2800999,115-2801020,116-2801036,117-2801058,118-2801079,119-2801095,120-2801102,121-2801098,122-2801070,123-2801041,124-2800837,125-2801007,126-2800987,127-2800981,128-2800992,129-2800994,130-2800526,131-2800528,132-2800532,133-2800535,134-2800545,135-2800337,136-2800559,137-2800572,138-2800578,139-2800580,140-2805741,141-2805680,142-2800575,143-2800562,144-2800555,145-2800541,146-2800530,147-2800523,148-2800519,149-2800517,150-2800515,151-2805304,152-2800498,153-2800497,154-2800493,155-2800344,156-2800481,157-2805944,158-2803595,159-2800468,160-2800465,161-2800462,162-2800460,163-2800453,164-2800458,165-2800330,166-2800473,167-2800476,168-2800487,169-2805285,170-2800490,171-2806249,172-2806250,173-2806252,174-2806254,175-2806256,176-2806258,177-2806260,178-2806262,179-2805257,180-2805258,181-2805260,182-2805262,183-2805264,184-2805267
94-2805764,0,0.9974705303425025,1.0025061100981496,0.9985221992605836,1.0008902573511977,1.0036904973461298,1.1298450249857674,1.121418009987089,1.0781955503269445,1.0732416552643984,1.0713658678095883,1.0697905924719346,1.0673091900699567,1.0648544787603036,1.0643941597694555,1.0615018485414098,1.0585979595144657,1.057520985786146,1.0555236497411733,1.053253030035963,1.0517863685885611,1.0504545840358268,1.0495348903701474,1.0495707196466706,1.0470436514352897,1.046193949747008,1.0449837665264587,1.0630150359487924,1.0802712982005824,1.1319041539377046,1.193815105173515,1.2306086303850907,1.266916141080502,1.2853385181413597,1.2776827700864488,1.2715068253927877,1.2421133437152665,1.2372047313098737,1.2321384686739756,1.2265399387871234,1.2208971725183813,1.2186674421517407,1.2146811758488385,1.212326473179892,1.209004095167395,1.2044337816501538,1.202648557801915,1.2020306827964913,1.232405175999392,1.258911673381378,1.301497847273321,1.341767285464821,1.3528641978922131,1.3904463447348694,1.4237520778313022,1.4461754468632346,1.4715118455077763,1.5717940350663333,1.725429665762006,1.712328728371988,1.6898914235331437,1.6780731603967367,1.668171914964553,1.690776500844171,1.7260513799589683,1.715639860128324,1.7048273037120174,1.693128789251764,1.6835705041203894,1.6673191698139032,1.6559778062906647,1.6478806993213155,1.6371902388065618,1.6299132801446305,1.6129600317428872,1.6037340724590274,1.596335989181946,1.5807961687613818,1.585892066375572,1.5789501834678399,1.572900364017838,1.5580726714439332,1.556078867808526,1.6012999757537774,1.6171941716312404,1.605402518211641,1.5942994404786381,1.587328724579301,1.5779794121192527,1.5872617374609606,1.6427777958109666
95-2803452,,0,1.0070637850652553,0.9990817466902149,1.002289330553085,1.0056126955576101,1.1520434154809611,1.140470556558288,1.0854427731219212,1.079603367233165,1.0773490158955052,1.075502651433256,1.0726192874665834,1.069913219481451,1.0691996465807734,1.0660723781489296,1.0626047041952318,1.06142268524193,1.0592167640877057,1.0566154583722331,1.0548753457014657,1.0534714742907871,1.052353845414419,1.0523156609033923,1.0495894355162387,1.0486398652664213,1.0473980622350882,1.0662961744141202,1.0843194799251101,1.1387319831893365,1.2039626082872392,1.2429665308755924,1.281431214966066,1.3006754466960213,1.292300583892906,1.285364720146849,1.253203141086207,1.2478405779843458,1.2423788325570793,1.2362036024954544,1.2300196101427254,1.2276681243344763,1.2232734963245986,1.2206506152458239,1.2172015579078526,1.212209398951379,1.210283255670159,1.2096846938245671,1.2412926417592673,1.2688458874813422,1.313353209328185,1.355285736409014,1.3666507003618271,1.4059430161242348,1.440891133626987,1.4643876962147733,1.4909551560540806,1.5962325893521507,1.7582298078381045,1.744054889106765,1.71952405228945,1.70676026002079,1.6960105242576953,1.7195452342253537,1.7565966762284784,1.745321514975753,1.7336697091835986,1.7209215863435654,1.7105876645106985,1.6931488154491336,1.680822545997255,1.672099871517388,1.6606887898608715,1.6527867980256956,1.6346848623520183,1.6247162945491669,1.616796532247418,1.6002009308297225,1.605462368698356,1.5978940763819383,1.5915171125507985,1.575658730180166,1.5733115328215759,1.6202632952599414,1.6367771921897438,1.624004708674178,1.612217422742552,1.6048254829886206,1.5949135238165186,1.604448938591641,1.661993719877287
96-2803436,,,0,0.9876662566310448,0.998348894457874,1.0048597161925743,1.1841411864485791,1.1674323163230793,1.0939088040150906,1.0868688589102333,1.0841091423290663,1.0819048957242685,1.0784967520123283,1.0753269543658939,1.0744279969846322,1.0708714747926376,1.0668278776474736,1.0654025980115356,1.062942291877799,1.059948257075288,1.057984738303098,1.0563988756793967,1.0552345317443426,1.0550241952010833,1.051976516501225,1.0509976413691453,1.0496350755089698,1.0695128221489771,1.088562591003727,1.146274497811032,1.2158830553984556,1.25741179785874,1.2985517865187297,1.3189231828727785,1.309402920326565,1.3017254161254925,1.2658965195674419,1.2600615515829385,1.2539353240492768,1.2472287804288955,1.2404706056179857,1.237806309463945,1.2330762246748543,1.2302088359455075,1.226369791415384,1.221019973854283,1.2188530935769508,1.2181309897413315,1.2512785968505036,1.280238872294811,1.3269684199090706,1.3709887016044582,1.382664604662274,1.424020833335883,1.4608574427174055,1.4856521598328254,1.513710933962358,1.6251815062067516,1.7974450851673467,1.781780281850331,1.7547554538066965,1.7406812338491406,1.7288745131829428,1.753655391994883,1.7928732753175014,1.78052056187055,1.767697872325379,1.7537680258586308,1.7424715881488158,1.7234500430809925,1.7100210090871855,1.7005275567271483,1.6881247955474445,1.6795613185717928,1.6599535311292026,1.6491776126819573,1.6406219086575877,1.6227428048440222,1.62810581791519,1.6198670950053853,1.6130056475460144,1.595990246145756,1.5931261251879818,1.642050872148247,1.6593794863039346,1.6455853387040347,1.6328974988497722,1.6249994765018525,1.6144127379848738,1.6241626039275596,1.6841041037960354
97-2803437,,,,0,1.0129160769513026,1.010219926462667,1.2192838584100425,1.196267016515092,1.1022369083877457,1.0940183363065819,1.0907560163596992,1.0882038616429865,1.0842895224620557,1.0806758874364024,1.0795893481417689,1.075637284082804,1.071040645194919,1.0693742432236126,1.0666840776801625,1.063313935970126,1.0611412897144028,1.0593837820292777,1.058095595002464,1.057790203446171,1.0546208540897837,1.0534482292090148,1.0518909254370667,1.0727429910636308,1.092582092387497,1.1527726102335782,1.225554473433372,1.2691281167292954,1.3123656256490956,1.3338321823786254,1.3233248054526656,1.3149492371203668,1.2761753026047495,1.269795828951606,1.2633699181722273,1.256164307006606,1.2489394930055002,1.2459992768020653,1.2410171794142812,1.2378737023085873,1.2337760947899932,1.2280831589707168,1.2258494389318912,1.2251536123963713,1.2592727805969834,1.2892488112815088,1.337586251459125,1.3831886208674296,1.395167280105495,1.4380990054406695,1.4763800954124826,1.5021694615065078,1.5313721222418155,1.647610178759963,1.8278249430449882,1.8108376704596933,1.7819523814489313,1.7668339640106956,1.754187794934113,1.7799182692304483,1.8208009048035072,1.807594018773667,1.793842065301907,1.7789789134194611,1.7669227750982293,1.7466548583083026,1.7323589742353653,1.72226067353752,1.7090806936928535,1.7000001957854538,1.6792165816514806,1.667811794451806,1.6587611736243035,1.6398856516555504,1.6453175704643006,1.6365562516776184,1.6293197538778847,1.6114105428169427,1.6082148236244365,1.658681383646391,1.676484167681485,1.6618406352994308,1.648517200457693,1.6402307955814568,1.6291262706007519,1.6390280872692224,1.7007627076681724
98-2803431,,,,,0,1.0083059043741824,1.2517371172221294,1.2217929528631593,1.1080506667376362,1.0988671083778132,1.0952033115289108,1.092374761074221,1.0880621909505799,1.0841038901939235,1.082876149753017,1.0786182496912613,1.0736086916090994,1.0717684762660142,1.0689058292127265,1.065266693463328,1.062944522529793,1.0610662456765714,1.0596918096483343,1.0593264665990374,1.0560074011728284,1.054761331215226,1.0532124454165144,1.0746234266141272,1.0949962245839113,1.1572990549977067,1.2326756285850968,1.27788165056728,1.3229189287320864,1.344839715300279,1.3337503247154237,1.3248158724100112,1.2837092707015327,1.27697092899228,1.2700874199741388,1.2624986274900374,1.2550010874233881,1.2519082326079984,1.2465922051286051,1.2433755059726357,1.2390792200729877,1.233123146721347,1.2307097972883299,1.22990668336352,1.2650374345515543,1.2958026648637835,1.3454539391847284,1.392293457551089,1.4044426292250964,1.44860488667066,1.4880163897823269,1.5145853652956012,1.5446855534340729,1.6646763932900286,1.8511863056612958,1.8333708213796505,1.802763166956385,1.786810855017689,1.7734956416499108,1.7999722053702434,1.8421671118994116,1.8282793406176872,1.8137872680541944,1.798182957718708,1.785524233246134,1.7642697879443336,1.7492892871901466,1.7387137834948039,1.7249219610121158,1.7154348438029259,1.6937286856217373,1.6818312957411827,1.6723936315495478,1.652740410559404,1.6582246385165047,1.6490560033183668,1.641527560672036,1.622924347382638,1.6194121024325177,1.6709828561656828,1.6892972456265172,1.673911484558751,1.6602577847274456,1.6515909983224473,1.6400863703579187,1.6501043002102698,1.7132205105804503
99-2803435,,,,,,0,1.3023896785347577,1.258450086878538,1.1124777551017737,1.1021037465400418,1.0979811445509842,1.0948350907148874,1.0900729785536978,1.0857347087295448,1.0843756415002157,1.0797711273718238,1.0743607766866494,1.0723776887512289,1.0693310355517198,1.065464980690403,1.0630132302682391,1.0610370438042107,1.0594921864256572,1.059215416467926,1.0557452097793367,1.054449693921839,1.052839613429182,1.0751009078698681,1.0964606013819564,1.1617317639897962,1.2408123882648618,1.2883600378639117,1.3356936899675855,1.35874740727184,1.3465526239094199,1.3369632295161,1.2925501564068145,1.2853299843025592,1.277953462817183,1.2698520074377115,1.2618812374658173,1.2586747080435963,1.2529380042602987,1.2495230931845367,1.2449684328632173,1.2386708767657455,1.2361971347483727,1.235271280161151,1.271610683977187,1.3034763475485989,1.3549636880800962,1.403634810430621,1.415944556220956,1.4618345010952938,1.502836438374988,1.5305039238092302,1.561871010136324,1.6871793593404343,1.8826759809889193,1.8634866166550044,1.830602522062157,1.8134629784831966,1.7991976737277227,1.826734954763775,1.870797238419303,1.8559405352368719,1.8403973186797224,1.823742560054931,1.8102317554323064,1.7875858962854791,1.771642550769921,1.7603974296966423,1.7457484127729608,1.7356928145995258,1.712699829638483,1.7001174015018734,1.6901423926339365,1.6695041084619595,1.6749720640466552,1.6652416519719957,1.6573108135517958,1.6377521972232087,1.6338105415255788,1.6870293002728798,1.706030446683495,1.6897309375656562,1.675238422926065,1.6662390704305583,1.654265408818728,1.664369373542921,1.7294007874172805
100-2800829,,,,,,,0,0.9907387677345282,1.0065803529586408,1.0051001150073027,1.0058835454994028,1.005702845437421,1.0051907934319653,1.0046010360101392,1.005773271312134,1.0036383773204898,1.0040070058180501,1.0053193537395348,1.0037404587890644,1.004302605104831,1.0040484356721127,1.0040325886622712,1.0039252330868371,1.0057797049961121,1.0034239787229389,1.0036554246300464,1.003052880326447,1.0302759271315514,1.0559479965633394,1.1329473680499837,1.2275179936349778,1.2851378635432174,1.3431779834646291,1.3713375712987617,1.3560224415092255,1.3439762413610061,1.2909400425272968,1.2825347976569235,1.2740313638993024,1.2646693331555159,1.2555370517462934,1.2519410198660055,1.2456290916329038,1.2419298223506507,1.2368900889599914,1.229954070809516,1.2271627826519134,1.2262359966544942,1.267453610492277,1.303628735904801,1.3625258373385007,1.4184529248004074,1.4032888364697158,1.3951179160841714,1.392446021083753,1.420079450259755,1.4514592997093165,1.577136924612258,1.7747531099677292,1.7570398815066073,1.7267384112730266,1.711135900321134,1.6980937601891326,1.7264994019961997,1.771388745532433,1.7575424191038078,1.7432948656292082,1.727837745943095,1.7153801898438348,1.694517149474833,1.6798887214112976,1.6695968803138919,1.6562071077380682,1.646980312594166,1.6259952180206048,1.6145247335157347,1.6054571972265899,1.5865671257355816,1.5927278062918921,1.5842272563109123,1.5770449447785166,1.559267963451664,1.5570488709778088,1.6104507395670788,1.6294459382607251,1.615061797466882,1.601800172298587,1.5935193472655713,1.582541770876626,1.5934455901875055,1.6587441082636738
101-2800831,,,,,,,,0,1.0081759583634242,1.0063403398872608,1.0070929532951578,1.006837327743402,1.0062054910018816,1.0055088793161984,1.0067187114924834,1.0044053188380717,1.0047145765083432,1.0060519624204205,1.0043699714023477,1.0049026057405799,1.0046092212028195,1.0045685937430058,1.0045641939905916,1.0063423641436635,1.0039953312057563,1.0041047490617607,1.0035765152408003,1.031708304538217,1.0581300171421075,1.1378897856638261,1.2362656390950675,1.2962762699394832,1.3565104710591265,1.3858241303822556,1.3695066342568372,1.3565530136393482,1.2997300305299464,1.2908198099248176,1.2819170955649313,1.2721314283265004,1.2625127046465374,1.258613149828338,1.2520650413292937,1.2480719468480252,1.2427763882633416,1.2354149765498954,1.2324905170782954,1.2316095469104418,1.2738681689772013,1.3110983591767322,1.3716208063206385,1.4289803868123194,1.4130726808301632,1.4046107982854035,1.3973786281916,1.3924941397994086,1.3967443946354494,1.5167287360654347,1.705108591662272,1.689369359236615,1.6623766719740791,1.648556886066107,1.6369382143369176,1.6644495188969695,1.70754309606526,1.6950782638602715,1.6823909441084355,1.6684617288945032,1.6572682646115158,1.6384877870190386,1.625325045996539,1.6160641757595322,1.6040061579162441,1.5956602912197593,1.5767102768760712,1.5663361957880688,1.5581397923532063,1.5410025437300778,1.5472720302358351,1.5397714085473038,1.5332635260624963,1.5170885053455652,1.5158843675123763,1.5675632294760888,1.585937395616805,1.5731521297066358,1.56106550244228,1.5534600008723476,1.5433154733849475,1.5541988416406776,1.6175877781831018
102-2804992,,,,,,,,,0,0.9953199838421145,1.000501022207504,1.000810783715414,1.000195844128689,0.9993644682460036,1.003228859085036,0.9980508665710702,1.0000983572891577,1.0032976549548813,1.0002531578777307,1.001836571011822,1.0015837286899394,1.0017319491707875,1.0018752929196204,1.0048785204874209,1.0011363021385196,1.0014490150634376,1.000770940642902,1.0430765545827307,1.0826312131206672,1.2055997872068045,1.3642587151141505,1.4652282059157726,1.5694923449432951,1.6145264956619987,1.573795000282714,1.5426829708333294,1.4213487687690745,1.403585566299503,1.3859255359672666,1.3675513345654664,1.350467285044934,1.3433903013467001,1.331560828174751,1.3245545197667032,1.3155354147192624,1.303184171404726,1.2982844659602686,1.2967930891707617,1.3528891652807717,1.4032962551889032,1.4861106797132184,1.5645454774221392,1.5374324694312484,1.5229186341069159,1.5108570701138968,1.5030018306942559,1.4951978466814517,1.5504946563497755,1.711657954707878,1.692865300910477,1.6612495350354366,1.6452301720044555,1.6318463897680733,1.617405938888306,1.6023362555278888,1.5907315539839963,1.5793705914927483,1.5663786072711703,1.55626533153325,1.539019345674682,1.5270988644277408,1.518853598012161,1.5080052667803658,1.5003488017713185,1.4833542258251686,1.474070571419137,1.4668634524791686,1.4515399303492627,1.4585759225792214,1.4524605651952527,1.4466185739953017,1.4323009970953597,1.4370950368582207,1.4903759782670172,1.5093246593395542,1.498314408291074,1.487183813124967,1.4801819335356947,1.4708903159620343,1.4828296095258122,1.5479881017306116
103-2807333,,,,,,,,,,0,1.009525660312876,1.0064350749018285,1.003219407576522,1.0011736503451252,1.006251971433424,0.9989121947638528,1.0011996143146882,1.0048825028366655,1.0011519110263503,1.0028135933821147,1.0024353521492533,1.0025337226360238,1.0024195673688674,1.005921479167152,1.001729484054259,1.0022248641209952,1.001270729603379,1.0472055126075395,1.0905153539340118,1.2260372851449854,1.4027983058611713,1.5159441599345025,1.634780419563289,1.68417643147677,1.6341780511247987,1.596373164336852,1.4532090184757571,1.432936205323099,1.4126278711209297,1.3916912891660633,1.3722482865624286,1.3642603693611868,1.3511153886463194,1.3432623770398098,1.333041099405279,1.3194689949308418,1.3140344268616642,1.3122482676792957,1.3716169886173935,1.4250007211082816,1.5133583133481465,1.5971088856651312,1.5667309926011832,1.5507723387858354,1.5374194806691024,1.5286027108388447,1.5199804959476544,1.5777654576378872,1.7486043268818183,1.7278601890884329,1.6932518340062537,1.6756264759391644,1.6609694424236086,1.6448966522618398,1.6286063707680303,1.6160129085457369,1.6034873674589818,1.589561461500342,1.5786105460672373,1.5601053379555643,1.5472451079680083,1.538246865412276,1.5265758997183292,1.518472427380662,1.5002516426627843,1.4902229169484325,1.482422274192563,1.4661859644130648,1.473369131535389,1.4666708699754165,1.4606284599899346,1.4453437183653897,1.45006575604977,1.5051441021699319,1.5248658446506849,1.5129175018569971,1.5010529010275218,1.4936529858848142,1.4839141992999634,1.4960984539414013,1.563435829247184
