순번_정류장ID,1-2801796,2-2803544,3-2801806,4-2801954,5-2802024,6-2802098,7-2802129,8-2802168,9-2802828,10-2802378,11-2802399,12-2802456,13-2802509,14-2802365,15-2804851,16-2807104,17-2807598,18-2807344,19-2806484,20-2807326,21-2805694,22-2805636,23-2806053,24-2806032,25-2806025,26-2805697,27-2805699,28-2805701,29-2807440,30-2806806,31-2805704,32-2807625,33-2803157,34-2803651,35-2806491,36-2803182,37-2803678,38-2803679,39-2803155,40-2805705,41-2803154,42-2803655,43-2806607,44-2805970,45-2805972,46-2807630,47-2807300,48-2803190
1-2801796,0,2.1131675221393884,1.498493754923475,1.3541281084635195,1.23745994884235,1.1910163973280277,1.1707023168105706,1.1368497239464197,1.2604201262681338,1.3849744052996087,1.3851079236750132,1.315437895251554,1.2876525869164963,1.2470575553199763,1.223729676982675,1.2387352349423217,1.1657421808706347,1.250563422341848,1.2471222181123665,1.2369958499026494,1.3088620340335688,1.3430125730333815,1.3609155693112411,1.3574873649854762,1.3525422355598162,1.350349710649397,1.3857652481583627,1.403360498356697,1.4202695796800897,1.4386550264253393,1.4778520014446859,1.5009862057266077,1.5327496543640726,1.5254693962494479,1.5378846461161426,1.5777656064426504,1.604028369298048,1.597783988096504,1.5876947791665892,1.5699528303695465,1.6193339059683602,1.6241564760850107,1.6344593446998459,1.6372336158825282,1.630842315155393,1.6332005520862494,1.6769619574635386,1.7373474037060241
2-2803544,,0,1.003141298059726,1.0089063323648375,1.0008915507733214,1.0024485790889546,1.0020187811814316,0.9999039853790068,1.0170792954215975,1.1616314382883512,1.188854341300385,1.155022402937928,1.1411918572049828,1.1214376234495473,1.1105534710700204,1.1356751219701275,1.1237841470247523,1.2100203339446491,1.2070597189257743,1.1985918181132218,1.244616691808837,1.2771892244821346,1.2944812796628538,1.291799590195257,1.2877209401980263,1.286040535276115,1.3205790982327765,1.3374655164667297,1.3535057562219242,1.3710446008361015,1.4085222423988735,1.4305218982109913,1.460842791056351,1.454634629348945,1.4668836640149323,1.5048349063727002,1.530284926700787,1.524868462036361,1.516301476511596,1.5225776170749392,1.580983153954443,1.5862605186317942,1.5965968720333459,1.5997828716216764,1.593716152376102,1.5833223863001742,1.6067973878509139,1.6645541734382048
3-2801806,,,0,1.0164143472133005,0.9997499287110206,1.0022117089705083,1.001271116421553,0.9992179037949915,1.0003600438556646,1.029028547722146,1.053493216250093,1.0446244608393744,1.0406862518298508,1.035415048932401,1.0331409148362816,1.064768470454865,1.0950442380684482,1.1818319639806627,1.179258940563983,1.1719282730196383,1.1930399000059713,1.224127516306479,1.2408421218438004,1.2387599771219324,1.235505019101141,1.2341148115981115,1.2677771229529156,1.283901729782027,1.299258796972956,1.3159531472023474,1.3516542435614758,1.3726746155452303,1.4017531791609374,1.3963889587538567,1.408320792849046,1.4444871052254942,1.4690932287970817,1.4643722826677228,1.456990251392119,1.4953449707202016,1.5530470514126364,1.558637333361254,1.5690596671972317,1.5724379960097,1.5667236350005662,1.556775232547134,1.5482608297087972,1.6029300868232417
4-2801954,,,,0,0.9891275517251074,0.9971567099188916,0.9975180068305147,0.995876294805428,0.998160817629182,1.0305585921691034,1.0239214030690704,1.0204427676476153,1.0183779316438426,1.0160799181116493,1.015820172924955,1.0129602527676944,1.0705786600770004,1.1578362563064144,1.1554734842152439,1.1492389492557187,1.154618635700908,1.1846240177871339,1.2009148317803133,1.1993025793282115,1.1965351927739014,1.1954562772493411,1.2284383893698798,1.2439662212588516,1.258790310331838,1.2749456931673289,1.3093900198426776,1.3296156339170782,1.357749013105475,1.3531215444345295,1.3646784482942271,1.3996896446219975,1.423688146143059,1.419455252216589,1.412777510994284,1.4716593333057368,1.5286076118154723,1.5344611766304375,1.54494694281453,1.5484823675960995,1.5430887893987353,1.5335383449900533,1.5254142621104623,1.5572605462133593
5-2802024,,,,,0,1.0073082040733694,1.003266984350028,0.9988353964448775,1.0006824699890724,1.0402952152053122,1.030133189608046,1.0247797546143147,1.0219994663807208,1.0189909446731569,1.0182586797766395,1.014837747338109,1.053023517816348,1.141836033264793,1.1396802862179705,1.133955831085308,1.1259829441894746,1.126294925699124,1.1420017329867795,1.1409580218539246,1.1389432072483907,1.1382477304100562,1.1702205616200136,1.1849047946999123,1.1989931720828009,1.2143007655647389,1.2469189792697488,1.2660606540200656,1.2928203385359864,1.2890573331635287,1.3003624691565656,1.333346056433344,1.3563275826627053,1.353002856397765,1.38729199849383,1.4602535053375802,1.5176917161488628,1.5236879351867707,1.5343169684885656,1.538047007521046,1.5326469929304554,1.5232271959788874,1.5151239979149442,1.532318020250775
6-2802098,,,,,,0,0.9936036449876078,0.9935226502288511,0.9978828152257297,1.0474570185413536,1.0337760625049384,1.0268253092786788,1.0234930667524336,1.0199349458273985,1.0190274329822693,1.0152570489581503,1.0541105375752788,1.145088256749027,1.1428396041035618,1.1368864149295468,1.1285876988028134,1.126949592599075,1.1250351691082017,1.1305333244980136,1.1409545560403402,1.140232237139559,1.1501539837558625,1.1647512899597845,1.1712680878824722,1.174578829744216,1.2061527971496264,1.2179421164985265,1.2436902730585804,1.2405054978871635,1.2630852407744129,1.295226191563619,1.334192250850271,1.3570732087378983,1.3958362579475685,1.470763751448604,1.5297950641184217,1.5357865765482508,1.546641246769571,1.5502844154117856,1.5446294879295568,1.5348330050904564,1.5263628893556027,1.54385220613301
7-2802129,,,,,,,0,0.9923117640525642,0.9982816384089451,1.0552222102614204,1.0378982947900846,1.0292782994616176,1.025409004361143,1.0212833825686414,1.020157913005547,1.0160606264202874,1.0549779079192665,1.1472514605223785,1.1449434020469689,1.1388167216198224,1.1302852933916516,1.1285645761857532,1.1266434955671527,1.1322035698251023,1.1427526848412803,1.1420099528283092,1.152021834368706,1.1668103671998609,1.1734070009238289,1.176751489742168,1.2087476988095158,1.2189925707483753,1.2163448043774747,1.2423376752327504,1.2664161051497227,1.298967639344751,1.3384985647389496,1.3617661959139908,1.4010701195112198,1.4771827902807435,1.5372326837651256,1.5432727997916347,1.5542050411731447,1.557824306373601,1.5520113931402302,1.5419495925492208,1.5333066303113851,1.5510026925556262
8-2802168,,,,,,,,0,1.005832237235442,1.0881832031581289,1.0530175165382158,1.0374982363832366,1.0316884784535651,1.0255783165157268,1.0236895908315529,1.0185793761768835,1.0571825756814943,1.1525296796668876,1.1501212824966989,1.1435211142457127,1.1343770251923133,1.132586234633924,1.1305180298247264,1.1362619761161001,1.147112763078224,1.1462811115291152,1.1565008924780513,1.1717812828537764,1.178606125835372,1.1819895679380108,1.214987120836335,1.2255371778133881,1.2224701323732636,1.2495383264110365,1.2743972650460893,1.308027807672038,1.3489077029219108,1.3729881602271146,1.413749599563367,1.4926519156767135,1.5549511190891159,1.5610225746046027,1.5722096409678747,1.5758817900536082,1.5696253227922836,1.5588618167551265,1.5497284858961038,1.5678539965498623
9-2802828,,,,,,,,,0,1.128515510008353,1.0613291234955426,1.0392822596277544,1.0321675110555133,1.0251484809266649,1.0231233675470386,1.017657918222941,1.0579729255491273,1.15587226508356,1.1533082193046384,1.1464377172525728,1.1368757277595172,1.1350064523363474,1.13285830332,1.138684195772301,1.1497807008479912,1.1489521508349185,1.1593524123843446,1.1749974575138082,1.1819764253499014,1.1854247088483774,1.219184667699751,1.2300244143110646,1.2268215304667278,1.254516870702873,1.280048325402399,1.314549619522141,1.3565201909654407,1.3812589103244663,1.4231091281837123,1.5043743133945198,1.5685564977267445,1.5745467614239452,1.586050849359642,1.5896130103612216,1.5831031582058754,1.5718141225789164,1.5621818802548186,1.5807593076123516
10-2802378,,,,,,,,,,0,0.9923550078489584,1.0001241605468907,0.9996148102641819,1.000873089140349,1.0030904071626265,1.0009127369144653,1.0249693028054738,1.125206129103512,1.1230230777824795,1.1174850829679441,1.1098367469774275,1.1083482457344327,1.1065361157764229,1.1125383358326149,1.1237817400799324,1.1231204173185818,1.1340983567954273,1.1497239899773617,1.1567731786875775,1.1603413800230156,1.19407363037128,1.2049901053592158,1.202130682222761,1.2298103125349988,1.2552915545448986,1.2897951687719105,1.331830181118637,1.3565886024493343,1.3984847919757808,1.4798835777419364,1.5442744140293538,1.5506533476082496,1.5623472075401001,1.5661975711185085,1.5598828590453127,1.5489211278446895,1.5395777870202403,1.5584362173132988
