순번_정류장ID,1-2806577,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2804336,8-2804260,9-2807394,10-2804761,11-2804759,12-2804258,13-2804256,14-2806229,15-2804245,16-2804774,17-2804243,18-2804242,19-2806329,20-2804240,21-2804238,22-2804236,23-2804234,24-2806330,25-2803714,26-2803715,27-2803720,28-2803719,29-2803711,30-2806217,31-2803708,32-2806218,33-2803710,34-2803712,35-2804341,36-2804214,37-2804216,38-2804221,39-2806332,40-2807154,41-2804222,42-2804224,43-2804226,44-2807152,45-2804228,46-2804230,47-2807140,48-2807121,49-2806979,50-2807407,51-2806980,52-2806981,53-2806982,54-2806983,55-2806984,56-2806985,57-2807003,58-2807294,59-2807295,60-2807002,61-2806989,62-2807000,63-2806992,64-2806993,65-2806995,66-2806997,67-2806998,68-2806999,69-2807296,70-2807412,71-2807297,72-2807298,73-2807125,74-2807126,75-2807128,76-2807130,77-2807132,78-2806962
1-2806577,0,0.9962851093171265,0.9991117210565283,1.0002815134276188,1.0022222829937075,1.0035451171239866,1.0064684504523107,1.0048625743858106,1.005346388761894,1.0047532710642528,1.0032906038398381,1.0052759228697512,1.0035152947142523,1.0040785899117621,1.0020087751314395,1.0018945100995378,1.001942631998972,1.0019422632715522,1.001714389910924,1.0019646793782842,1.0026186533702952,1.002439240945338,1.001850885992095,1.0019818087688874,1.002153843444506,1.0019303147244323,1.0020228817668038,1.0234357369354332,1.0615475960387475,1.081106210626699,1.1424241026282078,1.1617056407888595,1.1600229697397095,1.157986625809117,1.2405605345973052,1.227627684848246,1.2211542612633606,1.2087799703103244,1.2050903114928364,1.1964057429168753,1.194307481973213,1.189289370152271,1.1848342400037362,1.207994195959133,1.2396096172572653,1.2905296030099975,1.3489346224345444,1.3344599661125531,1.3228896853162992,1.310339337396386,1.2995443184845423,1.2945505317896706,1.289437428635364,1.2857214730075077,1.2784523227396027,1.2748817494376796,1.265933824218573,1.255305186158896,1.2505367549605102,1.2243792273456782,1.2155638895895564,1.2949277995489776,1.2890222923251493,1.2853833736119007,1.2706622147176831,1.3913698091362192,1.4273659778450827,1.4753395382176273,1.5654126966335324,1.6135129367459953,1.8593562974902187,1.9132379652506113,1.9755081650682247,1.9288567397450023,1.9068988660123396,1.8804580823953336,1.853253959016434,1.8382052925828225
2-2800268,,0,1.0039856855786276,1.004193236448981,1.0076051987443617,1.0086678491798389,1.0120999527945258,1.0092144390852897,1.0093240497654428,1.0079343594054135,1.0055054158798171,1.0077215490158613,1.0051058088959437,1.0056767926017844,1.0029420502643693,1.0025715382769016,1.0025256326518823,1.0024553949066408,1.0021662043280557,1.002416566626205,1.0031030779663528,1.0028930205878321,1.0023373489759753,1.002444605741517,1.0026150849890632,1.0023638122448064,1.0023416525245876,1.0252048073460571,1.0660973782363654,1.0869858545801934,1.1529412599293796,1.1732427865550383,1.1714125245622142,1.1690515957055916,1.2576169568254263,1.242972762066353,1.23562723996319,1.2216640602720192,1.2173956313256897,1.2077521218588148,1.2052902493072448,1.199695312049905,1.194831176518623,1.1906235631077988,1.1878552349425804,1.201472501014751,1.2560149659595277,1.2496111463272068,1.241225576802051,1.2321394750879628,1.2241748980816494,1.220528238253591,1.21688865573977,1.2142732183105827,1.208818167973455,1.2062844291239725,1.1996130330448205,1.1919606301290673,1.188384599242129,1.1691501862010116,1.1623292812183943,1.2401976293343209,1.235444359978914,1.232426816600224,1.2206392159167887,1.3365936139686077,1.3711267550382928,1.4173468300292806,1.503595258838442,1.5496272235847843,1.7843444281599086,1.8355222101474509,1.8952217050148599,1.853207450871922,1.8333893291523122,1.8095752948392334,1.7851798103363627,1.7716209312544857
3-2800264,,,0,0.9979549906217147,1.0052962351982582,1.007588681687158,1.01226273393144,1.0086718074405308,1.0088951641369572,1.0073402812647523,1.0046498797702965,1.0072903082540898,1.004501168024614,1.0051751585933095,1.0023206504771343,1.0020978267491165,1.0021232269897518,1.0021004194233754,1.0018270272018461,1.002105616505104,1.00283499635683,1.0026264866145902,1.001958203539614,1.002095921080933,1.0022824711102287,1.0020325650748192,1.0020371807542703,1.0254314300029934,1.0672801349170467,1.0886715438400745,1.1562829276826008,1.1769522660542842,1.1750370291101098,1.172561886591097,1.2633002578530754,1.2480074081532877,1.2403516682418674,1.2258276810391742,1.2213852072367315,1.211378377440949,1.2088170126395472,1.20302168973163,1.1979907565636319,1.193640854955843,1.1907815553443786,1.2046819375792455,1.2602516935946189,1.2533806728249473,1.244737419337889,1.2353132979105585,1.2271306658889822,1.223448393882239,1.2197075227618643,1.2170218603948422,1.2114234228097343,1.2088251182651815,1.201987235580747,1.1940946529193197,1.1904899469556196,1.1708319536306981,1.163923464587303,1.2425573668791527,1.2377104765507452,1.2346768658360137,1.222620755560201,1.3398856642881214,1.3747671972681412,1.421536024178704,1.508857222643348,1.5554887181283545,1.7935454539240565,1.8455145703895108,1.9061312419474077,1.8631074428451402,1.842827081667366,1.8183990361097588,1.793544182267118,1.779621088887531
4-2807245,,,,0,1.0221610511634738,1.0154400237498764,1.0128520675484607,1.00782691561777,1.008305054990846,1.0064917120638879,1.0034175829101646,1.0067429977037439,1.0037186789014738,1.0045438707929049,1.001537416139254,1.001524560388826,1.0016449904989904,1.0016834336080012,1.001430498077161,1.0017444548875059,1.0025269566429393,1.0023203294375262,1.0017589000615974,1.0018105983144685,1.0020128805262694,1.001761758873473,1.001880399618478,1.0258252158887384,1.068934799292032,1.090844580178069,1.1604811191812028,1.1815866502500785,1.1795640457577636,1.1769443206704902,1.270449414372719,1.2542281106685322,1.2461844911869235,1.230960693843202,1.2263011839430726,1.2158427258205684,1.2132437216007594,1.2071968508366204,1.2018762552296964,1.197350367837309,1.194378848189008,1.208605375935213,1.2654132496588262,1.2578844165524534,1.2489288202491287,1.2393140855688787,1.2307933219159186,1.2268596791854134,1.2231251446539337,1.2203538511910388,1.214520177920332,1.211844205045408,1.2048062232085661,1.1967440819856736,1.1929863414748256,1.1727743427963615,1.1657560789082264,1.2453438348986143,1.2403379978512559,1.2372784875066396,1.224956903549011,1.3437090492522528,1.3790600494796816,1.4264215629940775,1.5150670783887177,1.562344192721059,1.804427549416382,1.8573378381402013,1.9189555021245344,1.8748118600357355,1.853978574022358,1.828905547087486,1.803487135606888,1.7892104092463406
5-2800262,,,,,0,1.0117446684855433,1.0107004947303415,1.0049155471136628,1.0062088556427182,1.0046387761408577,1.0016262101866142,1.0056296688741722,1.0026632791771894,1.00363939638103,1.000669803533561,1.0009126498537104,1.0011384753564123,1.0012453399864534,1.0010220195604072,1.0013668526290394,1.0021895768121556,1.0019902249860435,1.0013223090110994,1.001514846670847,1.0017302436561593,1.0014826299470758,1.0015346986240512,1.0258694518618716,1.0694151055209487,1.0917010613612337,1.1622647267286188,1.183572709720216,1.1815015427774802,1.178816606327855,1.273422353825727,1.2569439093366637,1.2487237321626816,1.2331826304969444,1.22842509102401,1.2177630968440643,1.2150224092315927,1.2088668705091685,1.2035369908186953,1.198932411022154,1.1959107406670784,1.210172800437492,1.2675330265394813,1.2598307086876646,1.250735166855336,1.2409051619270814,1.2322009493752393,1.2284118175749068,1.2244303460690231,1.2216865024675767,1.2158388683684436,1.2131284695607047,1.2060019229804428,1.1977306050635992,1.1939315984396546,1.173557421000795,1.166472825759382,1.246436163295868,1.2414783051065947,1.2382931393172762,1.225992228516538,1.3453143215997478,1.3808202507408724,1.42846583618064,1.5177306999457973,1.5653227136749372,1.8090891597816603,1.8624154212543544,1.9246052733643375,1.8798386344838973,1.858924094938499,1.8334828480229524,1.8077816808730465,1.7932764395563825
6-2807367,,,,,,0,1.0099432150802012,1.0009149866298466,1.0041074525521054,1.0026917156203554,0.9994972945616102,1.0047056584994585,1.0016082507483288,1.0028046007590334,0.9997522146028862,1.0002951771776278,1.0006398319283722,1.0008202658609107,1.0006234632815232,1.0010056117858037,1.0018811899880797,1.0018120106352655,1.0011343540221183,1.001346832488887,1.0015738841543904,1.0013238647455465,1.0013910876044065,1.026186464597133,1.0708382184151144,1.0935565621336125,1.165879500415093,1.1875561742507248,1.1853890229818924,1.1825749139881057,1.2794805336539623,1.2623871540007467,1.2537119636029412,1.2375530328049449,1.23260438675743,1.2216370702814114,1.218697408126546,1.2123250445677098,1.206898852438283,1.2020582014500927,1.198939208047667,1.2133304948731904,1.2717326994639182,1.263690788486676,1.254322908495747,1.2442083037436336,1.2354067470640617,1.2313787916102001,1.2272905401398495,1.2244104115933674,1.2184778089329515,1.2156392625190895,1.2083427684004235,1.200048480278582,1.1960524827523733,1.1751967759400428,1.1680729794642963,1.2488327011168314,1.2436349142090735,1.2405306624595445,1.2278253823749892,1.3484685046790927,1.3844709243263074,1.4327174041663675,1.5229327020208652,1.5711847407555792,1.8182186557772038,1.8725138017497363,1.935541133227936,1.889821451273566,1.8682675811269989,1.8424342006269423,1.8160351905881111,1.8011571199172776
7-2804336,,,,,,,0,0.9629843698119704,0.9976951044275213,0.9982883529796521,0.9952284004076614,1.0033272012375123,1.0000184243084742,1.001622537427612,0.9984378132254323,0.9994718973218576,0.9999947245558733,1.0002808771466203,1.0001198541953156,1.0005548655808614,1.0015058720288117,1.0013144512784444,1.000637328019623,1.0008985170882168,1.0011505230577096,1.0009025740014057,1.0010101279770498,1.0267053458097721,1.0727262915785576,1.0963204717685262,1.171220085561122,1.1934210489434316,1.191109419519017,1.1881009011203687,1.288368462560895,1.2700768082652696,1.2609985230222944,1.2439202897583541,1.2386877501472082,1.2270438274424205,1.2240342250554361,1.217341926106389,1.2115680279773111,1.2065858917621612,1.20332393892562,1.2179290864831662,1.2778347770561505,1.268980409601986,1.2591504277761516,1.2487100880236697,1.2395830596749104,1.2354070942279953,1.2311688435154189,1.228186147603421,1.221982520804122,1.2191123523764746,1.2115750639910994,1.2029568824481733,1.199009156091885,1.1775868012782265,1.170087477681976,1.2519516862302265,1.2467197109441828,1.2434816753562195,1.2305090300249364,1.3528359426372651,1.3893321846435123,1.4383330701252468,1.5301561491673406,1.5791787606475391,1.8309794174393093,1.8863120521160903,1.9506341569768288,1.903367696199239,1.8811508527588239,1.8546289092950206,1.8274648980244512,1.8123878361263575
8-2804260,,,,,,,,0,1.009984374931994,0.9939276042105784,0.9921294876334624,1.0019062492070936,0.9988587557113241,1.0006841965193514,0.9976179129216561,0.9989550947847392,0.9995845164789913,0.9999356367316086,0.9998028179744219,1.0002641752009929,1.0013855668581109,1.0010632399092243,1.0003946276109994,1.0006778701853905,1.0009402339540865,1.0008035113359257,1.0008231324473507,1.0267098729878057,1.0730694400349137,1.0968430305682244,1.1723390869064858,1.194664748544977,1.1923203899997386,1.1892678229469558,1.2903148614193198,1.2717734884414247,1.2625777056212997,1.2453929171372382,1.2399933376622436,1.2282169479629588,1.2252634420037714,1.218406964738309,1.212573707255617,1.2075412424482581,1.204247322342488,1.2190855003513752,1.2793496601197656,1.270231338452097,1.2602324954959427,1.249700847446805,1.2404997073007618,1.236221784998419,1.232084640993087,1.2290118359777216,1.222824608240545,1.2199949062343634,1.2122777856206677,1.2036564641833085,1.1996250580188463,1.1781168503851576,1.1706207178157269,1.2526946085168507,1.2475299617393103,1.2441253238892085,1.2311278063037425,1.3538554928094193,1.390478805743095,1.4397134414322867,1.531760735566829,1.5811082019645715,1.8340183121354776,1.889346972723996,1.9542458564496634,1.9065415111349082,1.8842531645615144,1.8573848551780578,1.830122664141694,1.8149475435331974
9-2807394,,,,,,,,,0,0.9795470491931083,0.9843879738522623,1.0000352818312679,0.9971374431326917,0.9994687065906548,0.9964051178623641,0.9982702619696087,0.9990678039069597,0.9995137284455703,0.999414283896014,0.9999191696138332,1.0011047385433152,1.0009195599662128,1.0001108804500125,1.0004256700381369,1.0007046390590777,1.0005706736233657,1.0006125308891862,1.0271786505430578,1.0744980900389778,1.0988328835450063,1.176196931116367,1.1988910369611188,1.196438930861318,1.1932412948360185,1.2967207465258352,1.277371048206458,1.2677951641345298,1.2498310559127241,1.2443257303675672,1.2321208279829843,1.2289576531190929,1.2219605338126938,1.2159353224470961,1.2107399859888164,1.2073426462370314,1.2223902425669915,1.2838171923236052,1.2740633388537546,1.2638578132241907,1.2530301412925178,1.2435181997298899,1.2392011257748636,1.234955461858892,1.2319395559279178,1.225401438530332,1.22244118047091,1.2146725894753252,1.2059133515293423,1.201737147603767,1.179689950958207,1.172063428522085,1.255057876289161,1.2496488625658098,1.2462798409783336,1.2330572629902499,1.3569469957253264,1.3940643190438653,1.443719397434908,1.5368742371827757,1.5866755837721567,1.842953507530646,1.8991610275259243,1.9649841539200896,1.9163166367759241,1.8932903556549128,1.8661207492118714,1.8380733179793107,1.8226788993771046
10-2804761,,,,,,,,,,0,0.9889308341746779,1.0071817825831575,1.0008107474505414,1.0028719191973012,0.9984781196749167,0.9996653387704161,1.000214618865983,1.000495809679639,1.0002986947508,1.0007600823972447,1.0017730253104011,1.0015564258742762,1.0008133361017215,1.0010771287949753,1.001338657431044,1.001069636068169,1.0011673784272614,1.0282832697193671,1.0769613169440047,1.1019642425543523,1.1815565529540966,1.2046425036676656,1.2020504571195167,1.1986636478039179,1.3050252423062378,1.284655277960219,1.2746000319321087,1.2557828838980212,1.2500137542413097,1.2372682627193443,1.2339560252159865,1.2266649610664733,1.2203976528321019,1.2149966343832044,1.2114687492895302,1.226580635693939,1.2893468770684915,1.2789030241833288,1.268509768490239,1.2572408870063327,1.247507103947584,1.242984594658748,1.2385370086989989,1.2354309390661713,1.2288360314067976,1.2257259095693718,1.2177409004637578,1.2086834462352656,1.204401586986357,1.1819202735884964,1.174030211204808,1.257799919952803,1.2524301579093373,1.248985465642722,1.2354454181729155,1.3607200485202149,1.3983348271775697,1.4486610127371071,1.542961478402232,1.593508097930858,1.8534464573051233,1.9106563557262748,1.9772484062892102,1.9274671104357681,1.9040617106630993,1.876165609830463,1.8476404954024406,1.831818607064259
