순번_정류장ID,80-2801595,81-2801562,82-2800171,83-2800236,84-2800224,85-2800215,86-2801374,87-2800205,88-2801343,89-2801338,90-2801310,91-2801288,92-2801241,93-2801275,94-2801270,95-2801057,96-2801043,97-2801024,98-2801003,99-2800969,100-2800959,101-2800841,102-2800964,103-2800840,104-2800839,105-2800981,106-2800992,107-2800994,108-2800526,109-2800528,110-2800532,111-2800535,112-2800544,113-2800541,114-2800530,115-2800523,116-2800519,117-2800517,118-2800515,119-2800508,120-2807101,121-2805797,122-2800504,123-2800510,124-2805304,125-2800498,126-2800497,127-2800493,128-2805026,129-2805415,130-2805596,131-2800462,132-2800460,133-2800453,134-2800458,135-2800330,136-2800473,137-2806699,138-2806696,139-2806252,140-2806254,141-2806256,142-2806258,143-2806260,144-2800312,145-2806860,146-2804809,147-2805729,148-2804807,149-2804928,150-2804805,151-2805322,152-2800356,153-2800358,154-2800360
80-2801595,0,1.0434665135600663,1.0147152663637244,1.0099581576533285,1.0038957357866767,1.0104783551588958,1.0044892407601047,1.0019484987336955,1.0068457477091728,1.025165807145333,1.0195639240404561,1.0200804847326086,1.0486278715394965,1.045584207803668,1.0438842656270102,1.038915259807855,1.0370822325227913,1.0352248007636728,1.0324300414246461,1.0310252253735757,1.036475595008997,1.134461713797237,1.1307596450687967,1.1678787077187407,1.160874197399906,1.153513337398801,1.1548340607850747,1.1492711973659333,1.1230554127283983,1.119211481285607,1.115933874264693,1.111712640924993,1.1041648812047384,1.1024862535491364,1.0981016301664566,1.0962032080162354,1.0943597607448374,1.0931039218485437,1.0921028218320477,1.1394169576001398,1.141220835654185,1.174768015823215,1.2080791159617281,1.2519021382927813,1.2781286246318568,1.2588414711232407,1.253763140012239,1.244898725945844,1.23485538398794,1.2249219211416484,1.2240726471957375,1.228700823081116,1.2256489619348374,1.220006201439616,1.2163859125145675,1.213841343617064,1.2102230020606566,1.1990830344245718,1.1950638591697784,1.1873182544793703,1.1854707972191554,1.1803847300385522,1.1890312704398394,1.2282187673891596,1.2642738462803402,1.3019461303036257,1.3599900292226275,1.4124089337662367,1.46988822768351,1.6324201776785543,1.6959359871741284,1.6995616767867985,1.6699651789814995,1.655042964322192,1.6462082028009615
81-2801562,,0,0.998693892914275,1.0007328555511947,0.9963493447756598,1.0060337947108282,1.0009548851963395,0.99871609026606,1.0043382342396687,1.0241044422672145,1.0183693825839844,1.0190365458622637,1.0488446559636535,1.0456674028724497,1.0439001467523812,1.038777485694843,1.0369037034602488,1.0350099708041895,1.0321598125145233,1.0307427248705654,1.0361648177828908,1.1364900577694907,1.1326494814591237,1.1705574725900267,1.1632954517119722,1.1556836579090783,1.1569463987816468,1.1511993223926653,1.124375363270895,1.120431945633617,1.1167443425268397,1.1127417680779104,1.1049317019256175,1.103216879781455,1.0988397950716304,1.096816706453515,1.0949406421528824,1.093580193392189,1.0925617128921423,1.1404891773238361,1.1424708256954104,1.1761025208984937,1.2100670193595158,1.2542381888436043,1.2808264532508535,1.2609730474782315,1.2558027254905175,1.2467017953551258,1.2366466062301795,1.226554464373562,1.2256084006508325,1.2303770244624765,1.2271337971356593,1.2216147344660757,1.2177340603081548,1.2150855263025047,1.2116123181000276,1.2002554595067576,1.1961232073481995,1.1883367782260972,1.1864653510073522,1.1813729555210954,1.1899523472615285,1.2295349365097403,1.2658584703428934,1.3038235234811368,1.362335864161438,1.4151964930549927,1.4729542404801153,1.6373336236105303,1.7014043866909483,1.7050918948541185,1.6748519607982608,1.659531599996275,1.650572107245609
82-2800171,,,0,1.0027247856207804,0.9951294886256817,1.0083743830539071,1.001394312434253,0.99871908532298,1.0051285973096489,1.0270563111279016,1.0203080312927746,1.0208080666372097,1.0529264774547447,1.0492302325090088,1.0474986492595737,1.0410800824844983,1.0391291306463155,1.0367920985713277,1.0338767332334429,1.0321041397881012,1.0380447779810802,1.1424110177221798,1.1380641409672327,1.1776432126155618,1.1696212056775752,1.161443674323256,1.162522776364944,1.156208185968961,1.1278857815464738,1.1237190139676303,1.119923385372867,1.115486676809823,1.1073961073982903,1.1054967313220236,1.1010243152115031,1.098908454801138,1.096866540761725,1.0955391462360071,1.0944733937032507,1.1433908822219279,1.1452908044411196,1.1796146383191806,1.2142265002132107,1.2594830161570298,1.286554466570909,1.2660039456057004,1.2606391569588475,1.251126137619913,1.2407111210782342,1.2302937619669605,1.2293713509803987,1.234108195338253,1.2307605978120963,1.2249290947817133,1.220999511418208,1.2182692688432455,1.2146908121049955,1.203017982599003,1.198773145985746,1.190777414667127,1.188912358457516,1.183636597265576,1.1922789219913752,1.2323367937297944,1.2692726382810227,1.3076558722270255,1.3670974023183295,1.4207751668633792,1.4795369681255952,1.6465940462645068,1.7120435192748356,1.7154731412114175,1.684541066028896,1.668691028710643,1.6594008621874334
83-2800236,,,,0,0.9864753892305886,1.0111121406730008,1.0010638939064904,0.9979209460832017,1.0055317267681636,1.0298289733440473,1.0218596294003706,1.022209911361805,1.057489785175344,1.0534708362566327,1.0508140157035557,1.0434763231402546,1.0412109344607778,1.038593851098385,1.0354148873434195,1.0334396977998788,1.0392734690547103,1.1482591571259038,1.1439055977907215,1.1849625419621062,1.176278322180308,1.1678048142033464,1.1688238903357242,1.1618625841258192,1.1318145111530158,1.1272760152804935,1.1232411830368367,1.1185542779912987,1.110041235208308,1.1081373335862976,1.1035473458537466,1.1011446115295007,1.0991904561478918,1.09771719988376,1.0965984566478049,1.1465809041278336,1.1485716146801925,1.1833633118970377,1.218766326729299,1.2651928237983494,1.2928808727608807,1.2715490120329318,1.2656096210553631,1.2560042217750882,1.2453538816192917,1.2344919865738462,1.2332057363166136,1.23790920454945,1.2344518184209363,1.2286504790245316,1.2244517742999939,1.2217025869558693,1.2181441837133467,1.2060572309272195,1.2018121488123916,1.1935221499685458,1.1914860252135162,1.1861288498391978,1.1948905722496572,1.2354019515664336,1.2727428577529036,1.3118847262180486,1.3722531626039807,1.4268782033050176,1.486562058662063,1.656761465403977,1.7234035303426054,1.7265580004915875,1.6948713989534852,1.6786308072393992,1.6692456471610688
84-2800224,,,,,0,1.0261628625831503,1.003957506665827,0.9994600000355264,1.0080863466894017,1.035068354191221,1.0252532226045465,1.0251628140434685,1.0632592673274517,1.0581092250833746,1.0554004852812555,1.0465286999923458,1.0436411146356006,1.0409185195878787,1.0372380306262374,1.0352110726884538,1.0412364938029643,1.1546446907411267,1.149724671274388,1.19233829016023,1.1833528331835186,1.1738872847912727,1.1746831337076877,1.1675597951978747,1.1355430066763081,1.1307575522558229,1.1267206939988197,1.1216688451996695,1.1127367204708971,1.1106344680137294,1.105752997772508,1.103434694004264,1.101215885768035,1.0997770160648135,1.0985203773709844,1.1494609924403678,1.1514532511328122,1.186911789584969,1.2231324392252045,1.2704416411981068,1.2984911522952023,1.2761811756670938,1.2705036880906022,1.2602152209392492,1.2491304027268668,1.2381894904879145,1.236924416625779,1.2417394888372169,1.238100244210736,1.2319806666540694,1.2278041289105492,1.2249025909310436,1.2211717140681173,1.208706379377455,1.2042282998980949,1.19585836013912,1.1938308183833204,1.1882923949342155,1.1971108984796646,1.2382396272574845,1.2760516352970823,1.3156460675554902,1.376769830965065,1.4320963235916264,1.4927353752219013,1.665741003840245,1.73333054602936,1.7368082780783334,1.703880753332886,1.6873062423246046,1.677418633542737
85-2800215,,,,,,0,0.9886490690778279,0.9874634995158161,1.00164207316672,1.0370479072743808,1.025095321442254,1.025016992299829,1.06775714001385,1.0615829342359986,1.0584054233428595,1.0479899323258453,1.044739627109007,1.0417332075304508,1.0377524692211255,1.0355598245247115,1.0421123411340176,1.1619325856962561,1.1564866536898295,1.2016425486312499,1.191520676761898,1.1813454101681373,1.1816724068877882,1.174072037162505,1.1394898148386092,1.1345150949051204,1.1299477166090146,1.124707495006112,1.1152693773377123,1.1130481680440416,1.107925048905637,1.1055847184840408,1.103260931818978,1.101664540544996,1.1005274894077468,1.1527444251670858,1.1547473285615344,1.1910436092208911,1.228281676218872,1.2767570047304395,1.3056827256473593,1.282277648460608,1.2761497945023001,1.265601250786009,1.2540313126158387,1.2424146691387887,1.2412397711678418,1.2458671313241045,1.2421698353599746,1.2359020578038014,1.2314998012283753,1.228493463809222,1.2245594853732655,1.2118900635981904,1.2072032356403588,1.1985089606183492,1.1964185451118028,1.1907801187496452,1.1996867976208847,1.2415077511486752,1.279965903748192,1.3202681154505271,1.3826000150401072,1.4389322851977444,1.5007194239945714,1.6774046990098137,1.7468889108562584,1.7500654141843481,1.716143764298582,1.6987883469722913,1.6887496268967765
86-2801374,,,,,,,0,0.9851024693932264,1.0147773474491213,1.0651839565577967,1.039764517838007,1.0365689396521927,1.0900617941929696,1.0798473052266075,1.0749016871693244,1.0577318980062846,1.0529332240884883,1.0487488648788896,1.043702780311568,1.0406936201871493,1.047795424066064,1.1804321473974289,1.1739529581805668,1.2231365150265265,1.2108665213297514,1.1988939580256406,1.1987886797786316,1.1891716492902704,1.1492565042524236,1.1437254933674408,1.1383604407615617,1.1325625541604976,1.1218739638051691,1.119382606959532,1.1137231821901772,1.1112231621446773,1.1086674937365595,1.1068246435442506,1.1056526635773412,1.160401531275013,1.1620976409341934,1.2000261552040847,1.2390020502565795,1.2901795730232613,1.3199305125950613,1.294510462193704,1.2880633161479813,1.2766489278546873,1.264127834724438,1.251657153900594,1.2502592376876454,1.2547666073425614,1.250804124898221,1.2440232903426858,1.239545446394024,1.2362545157285458,1.2320514415071617,1.2184504233705522,1.2136794945458607,1.204457301643991,1.20223951081484,1.1962259476821624,1.2052008238551613,1.2483050759667822,1.2879682814548432,1.3293907239390428,1.393736731494336,1.4520527388273017,1.5161062351546124,1.699363007360608,1.771601451339336,1.7747872282166197,1.7385777525780652,1.720320837766657,1.7095786491281197
87-2800205,,,,,,,,0,1.0374078518772503,1.008417681641927,0.9989644811675072,1.00514173192537,1.1060143255473898,1.0923043424529355,1.0859118706866002,1.063545190751909,1.0576786051447848,1.0527153777499378,1.0469941605131863,1.0434743088649674,1.0506683697886912,1.1909937377512572,1.1837462662724518,1.235488365981873,1.2221216874263547,1.2087074041723749,1.2078996420262986,1.1974030689251047,1.1547078378199598,1.1486393451655101,1.1431573654950717,1.1367122104702772,1.1253866207230336,1.1227444537540339,1.1169995366552197,1.1140438364768257,1.1114646229716973,1.1097350351704354,1.1081994339898804,1.164141135980348,1.1661285527772898,1.204822799472248,1.2447867910784998,1.2971965977060365,1.3276687063038597,1.301072670721952,1.2942440374733597,1.2824597488017115,1.269148796214806,1.2564905812105802,1.255100267063858,1.2594514244832984,1.2552643606862444,1.2482495033383707,1.2435378893451716,1.2402117246337407,1.2359403008045828,1.221912820235142,1.2168600014198638,1.2074301312375735,1.2051462852229773,1.1990287634130052,1.2079474628865523,1.251810073781969,1.2919363159002104,1.334074023817832,1.3994707084320763,1.4588642844229136,1.5238075363341588,1.7109833463221706,1.7846336685706086,1.7875985541752695,1.7502234805867312,1.731388072136136,1.7205159790790554
88-2801343,,,,,,,,,0,0.991393235400717,0.9871733300615217,0.9981466094681495,0.9980598335342389,0.9981474712192393,0.9976735562828726,1.0021585802012791,1.003628062500907,1.0041886597940937,1.002728017493609,1.0037644177464462,1.01254612262074,1.1553828768770176,1.1492021422442602,1.2021524325777093,1.1902679053277139,1.1787413541448815,1.1792522718250709,1.1706745981933984,1.1328620989771914,1.1274703349124897,1.1227380302888665,1.1173119789398052,1.107748617190207,1.1056232558489392,1.100406909230737,1.0979674707777647,1.09562590794016,1.0940126343551015,1.092904942975856,1.1492074472134057,1.1514150590084269,1.19055306193884,1.2306674717814383,1.2831575408649976,1.314157493419891,1.2883736521512135,1.281678838868255,1.2702039159926193,1.2576698749132396,1.2451783509136432,1.2439020670866308,1.2488828285765974,1.2447601637782917,1.2379119021899687,1.2333798618656113,1.2302579614129405,1.226006150301137,1.2125470070815616,1.207681560968526,1.1986201974532449,1.196431188339662,1.1905375471885788,1.1997838832225682,1.2434935464749726,1.2837418004788022,1.325922831537366,1.3915481516396204,1.4507955710290954,1.5160152487363248,1.7035158352963535,1.7773658330045277,1.7805486903543395,1.7433110635131632,1.724263025810291,1.7135395275112324
89-2801338,,,,,,,,,,0,0.9730368052090246,0.9968780119305009,0.9971308515046071,0.997415280303338,0.996860470228739,1.002484693240797,1.0041358852917819,1.0047126734318301,1.0030196490148942,1.0041347930806042,1.0138226936785641,1.171414224272505,1.1638983904333307,1.2225338513270456,1.2082374701037302,1.1943127747297135,1.194222505800723,1.1839321646978944,1.1408543459318152,1.1351049386779568,1.1296126382636176,1.1235638911206638,1.1128721469394243,1.1104012319637242,1.1048343066526052,1.102168204013506,1.0997345856226097,1.097889840359723,1.0965736064990712,1.1554112577729991,1.157408770189815,1.1981469789849228,1.2397951232331343,1.29478174657485,1.326889990455935,1.2990646499834213,1.2920910472129008,1.2795976861555327,1.266091075318595,1.253002027335726,1.2515103480792578,1.2563077959103544,1.2521074867733406,1.2449369693735521,1.2401326888218913,1.2367455489945292,1.232249571926657,1.2180772656394212,1.2128921693302464,1.2033088895312656,1.2011392648976684,1.1949711117604351,1.2042748205997773,1.2491443538244105,1.2904189474503338,1.3338008639330405,1.4010340377234551,1.4621719159046487,1.5293858685097126,1.7230113762608041,1.7996284580300428,1.802383614758494,1.7632018373891063,1.7433292082367504,1.731843205788492
