순번_정류장ID,1-2804802,2-2800361,3-2800359,4-2800357,5-2805323,6-2800474,7-2800329,8-2800365,9-2800445,10-2805599,11-2800437,12-2800405,13-2800400,14-2800398,15-2800396,16-2800394,17-2804826,18-2804827,19-2804828,20-2800322,21-2800428,22-2800432,23-2800435,24-2800440,25-2800446,26-2800393,27-2800472,28-2800478,29-2800482,30-2800488,31-2800494,32-2800496,33-2800499,34-2805303,35-2800512,36-2800521,37-2800524,38-2800539,39-2800545,40-2800337,41-2800559,42-2800572,43-2800578,44-2800580,45-2805741,46-2806742,47-2806744,48-2806174,49-2806730,50-2807462,51-2806214,52-2800622,53-2800627,54-2800336,55-2800658,56-2800670,57-2800345,58-2803643,59-2803791,60-2801474,61-2801464,62-2801178,63-2801179,64-2801439,65-2801180,66-2801507,67-2801536,68-2801557,69-2801602,70-2801647,71-2801634,72-2801667,73-2801680,74-2801698,75-2801714,76-2801712,77-2801701,78-2805300
1-2804802,0,0.9860900914042496,1.00202827857633,0.9902972937680294,0.9990107244699755,1.0014215933879114,1.002639480056334,1.0022725566092836,1.0007213452986474,1.0014364491683734,1.0002150111096195,1.0017166826292079,1.0028597799979377,1.002804066520862,1.0019290037122197,1.0009696280756233,1.0026329755392167,1.0028470795592834,1.1179955485768616,1.4045131105673592,1.4928281596203743,1.7460456644113125,1.8762680681977837,2.001034192920458,2.422542077350221,2.852704136750829,2.9298428410360553,2.871155144449659,2.7924364028296815,2.8670685038496027,2.757203963935055,2.6317146642015534,2.5540464241675425,2.3341408078976498,2.249784844710541,2.180325940494232,2.1424348181096047,2.0501885503659603,1.984971217254884,1.966218097854584,1.9343740826576061,1.9170836154906545,1.9566813056522834,2.0089896469956097,1.9923402967407469,1.9645222700703195,1.8702535057262522,1.8460443568137423,1.812866818701137,1.8123710570471563,1.9604107854145902,1.9482662885698785,1.9242550515987416,1.8936870432458606,1.8777441770172243,1.8614450310254878,1.8384718082238176,1.8666837880424172,1.7657293375020326,1.7919472241840961,1.7794528932968787,1.7864513026144515,1.7672211469981982,1.7928134321723121,1.769274706621634,1.7911355662644592,1.7803152697492244,1.767576980303658,1.7928263897515317,1.7679611402115167,1.773759366937328,1.7645515207876457,1.7507803042672931,1.773805846992663,1.7997614544446061,1.7950182878938736,1.7842212195387852,1.8014373604672829
2-2800361,,0,1.03627824704585,0.9946117536717698,1.0047432227052628,1.0052585673067398,1.0063830746806302,1.0056569378753193,1.0035737321626974,1.0043049291558572,1.0027313178244242,1.003973803850759,1.0047492888003684,1.0046183199082226,1.003573466594196,1.0024535085542494,1.004222343898817,1.0043711154348607,1.131266033671472,1.4532836243502454,1.552192329384182,1.8456446504862447,1.9989517095094642,2.1484191159276964,2.6651209881856115,3.215716730141279,3.3066024501655136,3.2241857366344036,3.1138431793989634,3.206845543289415,3.051066075319273,2.88193698736322,2.7795333334084136,2.497427399403224,2.3917304926517513,2.3062055405643997,2.2600287101693537,2.1488144171636225,2.0716227989451363,2.0492139449333524,2.011777875867821,1.9914598790004336,2.0347164710763797,2.09206949450636,2.072380190098789,2.0399089532796473,1.931261322037265,1.9036295492902293,1.8660310146674879,1.8649629850814566,2.0259194137231056,2.0097954774456,1.9824372049662704,1.9483061018926187,1.930210849394047,1.9119370032281717,1.8862103053122972,1.9159738619340023,1.8037901234205747,1.831275612294387,1.8177891099799743,1.8246027496201835,1.803412218220631,1.8304966124412594,1.804481739456416,1.8272803688753474,1.8154646475326592,1.8014947275824025,1.8277827090899819,1.8004157341615892,1.806476304381296,1.79630472456711,1.7812903331056182,1.8050764428847383,1.8324082085860702,1.827185892260327,1.8155973187845844,1.8336953306239916
3-2800359,,,0,0.9565553047519473,0.9953454229992827,1.0007336598398604,1.0025257312938252,1.0020314836889754,0.9999563504249797,1.0009462048160003,0.9993594462825238,1.0014171127496285,1.0028484153316601,1.0027829769626755,1.0017557579792014,1.0006408137134133,1.0025868091156211,1.0028359534257267,1.1359863690408887,1.4775486702327123,1.5824402779192572,1.8983804776139435,2.0657108866871017,2.2294658795349003,2.804707452370947,3.4330569064301635,3.532661969385648,3.433520657421322,3.3018098421196167,3.4064809037216426,3.220015912280619,3.02279158951387,2.9048470091928884,2.5847075313787946,2.4666725675685504,2.3718733822287104,2.3209718766325107,2.198816065450035,2.1151765381553327,2.09087946195238,2.050401097770429,2.028444252462071,2.073630104485711,2.1335415714095842,2.112084998258631,2.077116460684318,1.9608542601840453,1.9316073833092364,1.891462632225575,1.8904185334413246,2.057697197389602,2.039560123281433,2.0108781583368853,1.9745830577856294,1.9552944097113552,1.9361587943375682,1.9091635415017196,1.9392891709203244,1.8216856654413247,1.849739092660051,1.835884821038514,1.8425395587344313,1.8200919214861355,1.8479776313559815,1.8208355199748576,1.8443201961912052,1.831898122342275,1.8172108452310463,1.8440229706836648,1.8156583128945978,1.8214559063630744,1.8111083328878965,1.7954274632305667,1.8195366245737432,1.8476540782274273,1.8419467352536172,1.8299288416759878,1.8484577686172905
4-2800357,,,,0,1.0153898794248692,1.009620951430042,1.0105132205146847,1.0091889995592906,1.006290861619719,1.0070500593432066,1.0049700399993677,1.0059173851421739,1.0063020855452136,1.0060903133951022,1.0048510497436383,1.0035487409189625,1.0054623986237963,1.00555240651435,1.1466473696824606,1.512893860458357,1.624989768334233,1.9711160335671518,2.156274473133613,2.3403529004626136,2.9968579218335245,3.7377597293615117,3.85027181992595,3.724466079142782,3.560664593163286,3.6818619633219276,3.4497216487410536,3.211927103622508,3.0719552782690585,2.6986403627321254,2.563975442353721,2.4568101636031066,2.3996557156306046,2.2637760540383014,2.1711154270153337,2.14437326530226,2.099966963676957,2.07589612281407,2.123422222693194,2.1864341026050766,2.163474896516769,2.1252688775226507,1.9990085271496871,1.9674876067184948,1.9243094389153494,1.922878714709481,2.09845271467287,2.0776641756268996,2.046541359293282,2.007742380601558,1.9874724092592027,1.9665956364685475,1.937853660416507,1.968843919539508,1.8443490817499342,1.8733240877855228,1.858482242987691,1.8651745741340455,1.8416705633560617,1.8702551152432645,1.8417134573353617,1.865623341452624,1.8525886175992883,1.8374695351712111,1.8643081989974568,1.8347112873094134,1.8407371885172044,1.8295027904238,1.8133237720398443,1.8380031645067825,1.8666127109319424,1.8608637957494232,1.8482153595178876,1.8672554163891892
5-2805323,,,,,0,1.0002997907031483,1.0035339340725387,1.0025793129135445,0.999234222831835,1.0008138932206496,0.9984354084379603,1.0014977625366124,1.003265573579336,1.0031645512325977,1.0018842005411204,1.0005209414061473,1.0028729915732464,1.0031503368326025,1.1631570758084633,1.5912240567568512,1.7222879212978455,2.148029305682054,2.3830608054698494,2.624639492146185,3.526613232308476,4.647168001927998,4.793606921653419,4.57368453759408,4.2977884555033565,4.47100429422975,4.0816662539426005,3.7131777437049185,3.5052938380497887,2.9781192700383756,2.7980637400459547,2.657115883277555,2.583454384168222,2.411735951371128,2.2970068058142092,2.264170447267293,2.2097745914902416,2.1807985162544137,2.2336089075012056,2.3039898274283233,2.276234038573682,2.2299367688484715,2.0808535499153296,2.0437887116411737,1.9935628471122302,1.9910388763023283,2.185474495497835,2.1586633948529843,2.122671856483685,2.0777080035489384,2.054838635663529,2.0311964310676283,1.9984449542858798,2.030880709215256,1.890747815954687,1.9216340838613992,1.9051279556969285,1.9117716907854192,1.8853016928862245,1.915544910173226,1.8838133518145452,1.9090212067474188,1.8945215158255024,1.8777707496350209,1.9058289998939753,1.8731960340586318,1.8791734808221618,1.86688301219291,1.8489924965712208,1.874915626942447,1.9049111948545758,1.8986494630895605,1.884955843745638,1.9052116220298516
6-2800474,,,,,,0,1.0099367491879963,1.004090252150364,0.9949700347933601,0.9993917734209179,0.9945149466349641,1.0012575329806048,1.003760650048241,1.0035939003009586,1.001881109271648,1.000112344610694,1.0031430332575857,1.0034673640360656,1.0023560205293076,1.2316675358278903,1.3486954799705844,1.6825368671446703,1.8632195062927348,2.0435250030124115,2.7057015914502034,3.4808323025269488,3.6068146456043544,3.4789842954593873,3.3131687363843287,3.3859479985378593,3.1649736441214933,2.93887394844429,2.8072566744730687,2.4628783369531306,2.340684228810157,2.2442836163614177,2.1931054144077806,2.0723757034107995,1.990482483348099,1.9670666404903259,1.9282130563759012,1.9073725410645808,1.9554278016073192,2.019324286535703,1.9986881455799057,1.9649371257704127,1.8534994398442082,1.8255807107110646,1.7879632600452715,1.7878253564004882,1.9602319035253537,1.946066942096072,1.9180593592459254,1.8829645649997708,1.8649733437780602,1.8463623126946855,1.820686513914215,1.8532183835631537,1.7410756677369414,1.7703794715885823,1.7571882683463758,1.7650552108933886,1.7442716216282403,1.7728750677218184,1.7471065047762129,1.771599148945162,1.7598609692171012,1.7462467899502672,1.7744236720538795,1.7474922153297627,1.7540129699316709,1.7444327333467482,1.7295809910705473,1.7547724658657522,1.7834473298487235,1.778136222265722,1.7666252994692446,1.7854330752641878
7-2800329,,,,,,,0,0.9965177273843503,0.9823983659798389,0.9924516912983501,0.9869431682679962,0.9990847704194136,1.0028134820387167,1.0026971240986389,1.000899206124766,0.9990449991868513,1.0023899949394734,1.0028050816073508,1.0017166661155004,1.2455844134055762,1.3699170570727226,1.731230612854899,1.9295772557005797,2.1298447410588013,2.881095797824119,3.796323290543355,3.937692753770755,3.7762871910534725,3.5697632477701977,3.6517136593382267,3.3780096741704093,3.1076058240264173,2.9529682105404427,2.5566030795377612,2.4189261273630422,2.3113333338993143,2.2546015205624954,2.121716882876221,2.0324291957363565,2.0069792793513175,1.9648838519692002,1.9423193138067159,1.992525111758171,2.0592871309343685,2.037003817298151,2.000594859817832,1.8812328505393732,1.8514938488576445,1.8114918895798713,1.810912387449966,1.9904825588429613,1.9741200795921978,1.9446010594303493,1.90764469781108,1.8882960071369257,1.8686704067783266,1.841608962305782,1.874836945962637,1.7573983111245635,1.7874063566112965,1.7735128275591372,1.7814812047695672,1.7597050913407775,1.7890047995153877,1.7621467220064604,1.787120508582235,1.7747937299740575,1.7607086836689159,1.7893182556654545,1.7612365673572077,1.7680065603971025,1.7577781993976815,1.7423878051251156,1.768099230455292,1.7973605709631266,1.791863084548258,1.7799380989268134,1.7991721153680826
8-2800365,,,,,,,,0,0.9659872855786278,0.9898245833073225,0.9825244269717617,0.9995105531550625,1.0033510331865374,1.0031849846455836,1.001218234591648,0.9992169916644408,1.002755662654713,1.0031590346008403,1.001968202955713,1.2582684881741089,1.3891445957540844,1.7750901025283503,1.9896118663801867,2.2084728791617616,3.0455366630310126,4.104003999354086,4.260133099892887,4.0625810322288,3.813115665320201,3.90391004715825,3.5757663484948825,3.261287346566525,3.0842838093256577,2.639389438887861,2.487433922804504,2.369230275599513,2.3075147057254846,2.163827107687593,2.0680445269417285,2.041092013573114,1.9958989686175554,1.9718371157700665,2.0238471843722614,2.093013478122006,2.0695618525680177,2.0305967079179332,1.9046380289269358,1.873337863381919,1.8312960507172495,1.830470057051526,2.0156925906344356,1.9975846255527034,1.9668204965958371,1.9279745179904706,1.9080850276670085,1.887267406305829,1.8591914638697786,1.892822974790532,1.7710964066443606,1.8015509266410668,1.7872946694194127,1.794989292053465,1.7723882646552145,1.802252265862958,1.7744924912904885,1.7999684011316202,1.7871281418102762,1.7725641978155335,1.801515124395198,1.7725688906462609,1.7794790765579107,1.7689794563008774,1.7531380200294737,1.7789880037023555,1.8088244776438207,1.8032755019888917,1.7908060683400298,1.8103845541728125
9-2800445,,,,,,,,,0,1.0196797572107357,0.9934168554389533,1.0019699698020788,1.0048227806836874,1.00452605332645,1.0023196899417532,1.000119758634031,1.003774859899104,1.0040956692720275,1.002716092855244,1.1900592111586417,1.3173765691412,1.6825835876803552,1.884363547624864,2.0889269446029846,2.8662308841393513,3.832832292656211,3.9826026904612033,3.809466883620551,3.5895763636643077,3.675896755976321,3.3866767137899996,3.104294949338766,2.9441257839695627,2.538435466208604,2.3982298313494352,2.289981183851108,2.232837515280126,2.0991768100399195,2.009962129639317,1.9846061093888645,1.9427100127670351,1.9205450530198558,1.9712396947777877,2.0390081658335792,2.017018665764728,1.9807288244073284,1.8617871076578274,1.8324672614120898,1.7926675748733074,1.7926393557332616,1.9736407082031444,1.957946990978042,1.92800420954336,1.8915768780940199,1.8725053200779775,1.8526759825566732,1.8261187754487886,1.8596948249674212,1.7430038832324508,1.7736506496435995,1.7594856503057577,1.7679401457494328,1.7461840808790696,1.7758024061073836,1.7491599319267128,1.7742674682214958,1.7620313608341354,1.7479812202611529,1.7771635471542622,1.7492873697572295,1.7559756654193193,1.7461008567333556,1.7308255093085883,1.756772028024475,1.7861113343878046,1.7806439519835806,1.7688964923507695,1.7882080175511361
10-2805599,,,,,,,,,,0,0.9642675995890286,0.9992650961864669,1.0038203951603848,1.0035912750780045,1.0013421144835533,0.9990989638083799,1.0030220076591547,1.003435490488119,1.0021072144484606,1.1171021614585557,1.2391708050605714,1.5786514549936683,1.7645605361071326,1.9513656794719125,2.653888290563375,3.5063777742391684,3.6467954930180166,3.502890749601276,3.3186067025171204,3.3987649915420803,3.1565441322265495,2.9134841709915134,2.7740336364312883,2.416212944582341,2.2915892592966993,2.1941361425702848,2.1430327285433277,2.0224763651070927,1.941289173103582,1.9182122242198818,1.8799945762455246,1.8596038385772986,1.9087979421706402,1.974832865968089,1.9541667592742016,1.9208802740207311,1.8115180028430264,1.7840135776170016,1.7475101317545934,1.7476648495128346,1.9227065517813602,1.9101083628181008,1.8822925843310263,1.8478585033403045,1.8301743004767954,1.8118710222592038,1.7865462146624118,1.8202264735740112,1.7102243347124506,1.7400437632780836,1.7268621147903935,1.7354752788074013,1.7152866552503638,1.7442777974298593,1.718911237604612,1.7441196458927928,1.732372740282804,1.718981092593673,1.7480938059624411,1.7216497078204382,1.7285317366477209,1.71908395836909,1.7045046069378589,1.730361008768443,1.7593850939531315,1.7539479886106635,1.7426226477946682,1.7616673894456834
