순번_정류장ID,59-2806146,60-2804303,61-2804304,62-2804307,63-2806402,64-2806145,65-2807471,66-2803700,67-2803699,68-2803697,69-2803695,70-2803693,71-2804775,72-2803741,73-2803742,74-2803743,75-2803744,76-2804666,77-2803745,78-2803746,79-2803747,80-2803748,81-2804688,82-2807370,83-2803604,84-2800266,85-2807368,86-2804602,87-2803580,88-2800263,89-2800267,90-2804032
59-2806146,0,1.013334253895345,1.0134657423021671,0.9993288358991873,0.9873378299637724,0.9934160268801057,0.997794595321907,0.9975442698222455,0.9980587637131936,1.0025584184578533,0.9980270316509837,0.9988353567629285,0.9989271911190082,1.000182351978324,1.0002458610842166,1.0006924692375678,1.0004218973230488,0.9998734348122951,0.9993476626995389,0.9999193432536357,0.9993532605991517,0.9992066417362369,0.9998330963677999,1.000066332905973,0.9999718307402007,1.0003693107758531,1.0006190419349283,1.0005493795502682,1.0002299997385051,1.0001562089835876,1.0002880977084354,1.0004282646939333
60-2804303,,0,1.0136624106400018,0.9875533260680275,0.9735837013026244,0.9860478669108756,0.9941161573046495,0.994241874016513,0.9950938796165691,1.0005532547116374,0.995516656679833,0.9965857127435933,0.9967822147597288,0.9984515997822133,0.9987587894960289,0.9993019610685476,0.999102537426414,0.9985525008636045,0.9980773712232164,0.9987556964068132,0.9982303910453899,0.998115621111344,0.9988257633269612,0.9990864120348304,0.9990120420378328,0.9994859021115354,0.9997713469805237,0.9997125356583458,0.9993842552413436,0.9993202658024662,0.9994750493820425,0.9996592027798447
61-2804304,,,0,0.9540349490472306,0.9532083455914034,0.9776957324996536,0.9907733074039135,0.9913605300586253,0.9925718881334662,0.9989171043764983,0.9934764051160966,0.9947890925169769,0.9950864726401102,0.9971281058077702,0.9976527678267387,0.9982762455051701,0.9981393074176087,0.9975911987021825,0.9971606797407191,0.9979238015374348,0.997433174048736,0.9973441592193416,0.9981186722246003,0.9984001618918744,0.9983416564052939,0.998873723789215,0.9991861516918028,0.9991356240303769,0.9988009819467549,0.9987445062861506,0.9989164314229361,0.9991335040821349
62-2804307,,,,0,0.9526679524268722,0.9849889600897995,0.9964197087096843,0.9962378957318583,0.9971316703018968,1.0037504636562211,0.9972621669598002,0.9984271333343901,0.9985715119952008,1.0002613315031035,1.000328881589276,1.0008827392208548,1.0005356015331166,0.9998624026710836,0.9992314342548994,0.9999184933941565,0.9992527574038368,0.9990854948194128,0.9998184046282416,1.0000891316435327,0.9999792903792992,1.0004344645489984,1.0007181485786774,1.000636868588174,1.0002722826162016,1.0001877296660509,1.0003365274952933,1.0004921118931784
63-2806402,,,,,0,1.0136610431857727,1.0098160667540745,1.0070829023285282,1.0069218171936813,1.0137897914158678,1.0049097447337736,1.0056393751788395,1.0053993017059248,1.006197168463862,1.005249339388145,1.0056430276200872,1.0048607610242897,1.0039398975054212,1.0029110402582018,1.003437612715747,1.0024353243028243,1.002118001664144,1.0027641920878343,1.0030123645752718,1.002805768456939,1.0031125507395144,1.0033403676489736,1.00320247117447,1.0027845584536572,1.0026484759246521,1.0027536409048685,1.0027951406206645
64-2806145,,,,,,0,1.0077902140372619,1.0045178441224618,1.004697246402012,1.013826851957662,1.0028125398765648,1.0039062217591044,1.0037352779638822,1.0049761391414946,1.0041414770246129,1.0046389013997052,1.0038627480419802,1.0028909664832497,1.0018597806221443,1.0025006263566336,1.0014987964835396,1.0012004438137585,1.001938692220485,1.0022171378333542,1.0020220365000279,1.0024008935748785,1.0026638463889588,1.0025314529765341,1.0020966770190707,1.0019657787111829,1.0020923786542977,1.0021714911819184
65-2807471,,,,,,,0,0.9952059143785476,0.999511433736272,1.0209115551731711,0.9986625357861183,1.001208675187587,1.0012267610377659,1.0037096486411587,1.0029260462563083,1.0036568182860988,1.0027860593184885,1.0016298481913957,1.0005090211509293,1.0013872638685632,1.000315552452591,1.0000299650076812,1.0009563565916322,1.0012973194385515,1.0011063848227715,1.001609933661008,1.0019357664045967,1.0018027148490267,1.001320241142437,1.0011895362106862,1.0013519384245615,1.0014847910833435
66-2803700,,,,,,,,0,1.0056867795676545,1.038954912289032,1.0000949469246694,1.0031466042748718,1.0028992851501197,1.003250820478287,1.0024994467821788,1.0033498256209266,1.0024281855412587,1.0011823511010456,1.0000208671594732,1.0010086417190376,0.9999051013502149,0.9996250339690481,1.000632420793602,1.0009997496932939,1.0008098667172738,1.0013639040463436,1.0017151623051526,1.0015808626074298,1.0010782299639909,1.0009468003047681,1.001123222673128,1.001276314817144
67-2803699,,,,,,,,,0,1.0708402075771666,0.9978229022544152,1.0024084178204729,1.0022297331837822,1.002884516279939,1.0021753293149416,1.0031309665547583,1.0021668567550308,1.0008471279869005,0.9996552857795993,1.0007330076382162,0.9996052643324997,0.999330198561114,1.0004015589464659,1.0007896341852673,1.0006004897975855,1.0011936240111485,1.0015642564662335,1.001428958992779,1.0009107083718387,1.0007787270027497,1.0009657750236582,1.00113393393539
68-2803697,,,,,,,,,,0,0.9440880533688891,0.9726304550147695,0.9792844144561682,0.9902384863876371,0.9940253136434406,0.995798406682008,0.9958959028055119,0.9949547470176466,0.9945171198456314,0.9961408729710405,0.9955303236345634,0.9955071899233788,0.9968767013811592,0.9973523623336598,0.9973066111042964,0.9982085511789441,0.9987045145229468,0.9986420549616662,0.9981539624413956,0.9980871196624831,0.9983565546162197,0.9987042075977994
