순번_정류장ID,1-2807485,2-2807487,3-2802551,4-2802375,5-2802965,6-2802959,7-2802964,8-2802975,9-2802981,10-2802624,11-2802636,12-2807507,13-2807526,14-2807531,15-2807534,16-2807543,17-2807510,18-2807277,19-2807554,20-2807558,21-2807561,22-2807500,23-2807499,24-2807509,25-2800107,26-2803386,27-2803399,28-2803395,29-2803392
1-2807485,0,0.9958371693548709,1.0015545802222316,1.0370240004746616,1.0162897647371822,1.0174277263246316,1.0722945506241355,1.2111432524921937,1.334157056203838,1.4540012424464899,1.6089594620602823,1.6106032516387243,1.4695380622408658,1.3370933842414634,1.268736180612126,1.2387284260604985,1.4165988178600477,1.413959817417464,1.3809666709933912,1.274390519400743,1.2450392656646718,1.2399427558560712,1.2255906335473916,1.2152158244405835,1.2063357921746212,1.1970554946300294,1.1934483371952904,1.1975148946183825,1.2512454596677363
2-2807487,,0,1.004550314491676,1.0479225863595214,1.0185070805256542,1.019744344224837,1.0794612623799715,1.1339499244280353,1.254151139615935,1.371454778939644,1.5226770067887119,1.5561789853980026,1.4269366838273836,1.3058759255001149,1.2436645554538581,1.2163155735659723,1.3544012337909468,1.355964709787316,1.3287237316045422,1.2384623773365981,1.2131583355898106,1.2095195713839046,1.1973176321102126,1.1883955081788118,1.1808088164108452,1.1740129872533709,1.1708431812912448,1.1885715885753014,1.24217947373108
3-2802551,,,0,1.0556951239082308,1.0136616509383758,1.0152516155078253,1.0882245548483496,1.1030261575063198,1.0966168485669916,1.0921848058970798,1.1978516230612963,1.3410287468186866,1.2655506851098353,1.19278215684707,1.1544716812427536,1.1375560447332398,1.2491591517141083,1.2573835006397345,1.2393213849665374,1.1759409468092514,1.1574410460511002,1.1561376736932973,1.1475771406088404,1.141202871881085,1.135670675459351,1.1332324154379427,1.1309400594579713,1.1570710048071828,1.2095357237756355
4-2802375,,,,0,0.99667101124482,1.0014628008028126,1.0990153103044222,1.1159261234970792,1.1077269907701324,1.1013032692932783,1.143483498639711,1.2825883106085463,1.2167484405002746,1.1550443427417652,1.1232026070520882,1.1093472408438543,1.135888416527024,1.1506450700926334,1.141884049371907,1.1062670731003077,1.0949590249861476,1.0962181775511939,1.0915689454508077,1.0879399396365272,1.0847185727287132,1.085883425924861,1.121739578108011,1.1481264305667302,1.2010189151212154
5-2802965,,,,,0,1.0272811813397371,1.03181547027242,1.009293624248839,1.0077154774744337,1.0068105081116692,1.0049867909287398,1.083975889026447,1.0620778832932007,1.0425875041787316,1.0329365243727178,1.028952743760682,1.0256091497829454,1.0323097238911358,1.033061558855316,1.0262846601201518,1.0226196737993543,1.0268252698763798,1.0264577709981475,1.025789546075336,1.0250881691004383,1.0813639439292748,1.1188486255676395,1.1464226038039784,1.2019676677713629
6-2802959,,,,,,0,1.0348836908661716,1.0006633178207283,1.0003454881064324,1.0003175325073168,0.9990341287821628,1.0884905525199404,1.064031530384858,1.0431241450592248,1.033048789211946,1.028999217476743,1.0254697935140722,1.0323738021666293,1.033135497419014,1.026239038325039,1.0225297765726333,1.0267926462448123,1.0264227895969842,1.0257485688931027,1.025041202410385,1.08139779740035,1.1192620578664156,1.1471744069101084,1.2032933364368532
7-2802964,,,,,,,0,0.9830146185223064,0.9876096289467136,0.9901166862745996,0.9904461419446268,1.0922484084883521,1.0654796636546455,1.0434880488254508,1.032933074131172,1.0288071486017458,1.025340272213811,1.032329458935064,1.0331071970520598,1.026137089889011,1.0223983625251893,1.0267101327274748,1.0263419349124028,1.0256653502073898,1.024955217671124,1.0817375781127416,1.1199510775354078,1.1481113026474778,1.2047144496013766
8-2802975,,,,,,,,0,0.9991336083039797,0.9996148050396341,0.9968910227124206,1.1094312963913464,1.0742715272789256,1.047658360811188,1.0356213114016317,1.0309558247764936,1.0269720683889425,1.0340768207314677,1.0347304513089344,1.0271462059831253,1.0232277883461307,1.027591593798139,1.0271598935600554,1.026432236257638,1.0256541347967474,1.0787894524877173,1.1174182374761736,1.145869497769282,1.2031425902416826
9-2802981,,,,,,,,,0,1.0001604186161983,0.995705840339997,1.1168098946473741,1.07760648360821,1.0489306958064561,1.0363998359824402,1.031480586348951,1.0273529325467416,1.03457738790713,1.0351962977282898,1.027409981522419,1.023431742155029,1.0278222599719395,1.0273724082995292,1.0266293163375573,1.0258612249587942,1.0688587023730192,1.1072009475129485,1.135343716132305,1.192182034911267
10-2802624,,,,,,,,,,0,0.9918640854665972,1.1240698770675934,1.080738580119899,1.050168573861352,1.037014429433971,1.0319961941259868,1.027729721546753,1.035014716541859,1.035602470404418,1.0276365417049926,1.0236055797211339,1.028020055612199,1.027554304647362,1.026797714418815,1.0260177805347892,1.0684501886258688,1.106929068008981,1.1352872216236187,1.1923952653986922
11-2802636,,,,,,,,,,,0,1.1343618085688332,1.085115252809294,1.0519379944074785,1.0380346842561785,1.0327778781474273,1.0283159110719853,1.0356605010470665,1.0361990113390234,1.0279851151336072,1.0238831242645678,1.0283225668059932,1.0278333698418962,1.0270575961681674,1.02623690112937,1.0677058556830927,1.1063607316077335,1.1348708389513078,1.1923810685870326
12-2807507,,,,,,,,,,,,0,1.0003229298739251,0.9994378914231531,0.9987445214289651,0.9989627188498611,1.000200959949792,1.000514266882147,1.0054444120432178,1.0060897090868461,1.0039782100330505,1.0099121226528252,1.0107058170314094,1.010740376350925,1.0106334194716522,1.023627684044541,1.0635794613315075,1.0930485543319552,1.1528034647265535
13-2807526,,,,,,,,,,,,,0,0.9989152781741262,0.9982526125936421,0.9986356626248888,1.0001786955018985,1.0005445500068182,1.0061570549667458,1.0066085393483923,1.0043012202769914,1.0105955963388313,1.011421803090455,1.0114468566914023,1.0112705402080684,1.0219553099344247,1.0484245706117332,1.0788505819727658,1.1405739498955798
14-2807531,,,,,,,,,,,,,,0,0.9975116578263121,0.9984432592427118,1.0007443025701872,1.001141461242124,1.0083103478799966,1.0079451163460278,1.0050910953410175,1.0122895035197206,1.0130415396525512,1.0129660882483063,1.0127153606006456,1.0243244519693793,1.0235993813251856,1.0227849473431336,1.022577200830278
15-2807534,,,,,,,,,,,,,,,0,0.9999302927009487,1.0029035419672756,1.0029108129798048,1.01242495031817,1.0099450693969956,1.0063030026545694,1.0144918185909229,1.015125556437397,1.0148908013820974,1.0144911824804224,1.0270399471012808,1.026177361865884,1.0252395722208196,1.0249227488856503
16-2807543,,,,,,,,,,,,,,,,0,1.0050426586180305,1.0044261612696175,1.0164909836862368,1.0113760541006696,1.0070644733234895,1.016039910306905,1.0165636723998699,1.0161968358381723,1.0156780173608317,1.0289088810734588,1.0279410184319393,1.026910202554554,1.0265088310917727
17-2807510,,,,,,,,,,,,,,,,,0,1.002929922390405,1.025070105490103,1.0127792648875982,1.0073728145426364,1.0178197875779589,1.01819843092596,1.0176381756107937,1.0169049899049498,1.0313535887312282,1.0302184376729528,1.0290399126207594,1.028510083956192
18-2807277,,,,,,,,,,,,,,,,,,0,0.9997533833330823,1.005991366973667,1.001575580939112,1.0137630911324318,1.0147328430968894,1.0144567043605266,1.013923490944124,1.0298417055340752,1.0286784123619868,1.0274575893916214,1.0269668128533398
19-2807554,,,,,,,,,,,,,,,,,,,0,1.0057401756798499,1.0006726236102101,1.0147347660257529,1.0156749252533432,1.0152678066417977,1.0146084303109555,1.0317091624921095,1.0303924027689044,1.0290374694091957,1.0284340017112177
20-2807558,,,,,,,,,,,,,,,,,,,,0,0.9879887152687645,1.0303738126456963,1.0272168957753787,1.0240638082811855,1.0215814281898137,1.0461881142225165,1.0434490989432068,1.0409471826566117,1.0392075227396997
21-2807561,,,,,,,,,,,,,,,,,,,,,0,0.9907976493360968,1.0084888937454792,1.0095489587505004,1.009180889501617,1.0448010930578384,1.041468969668993,1.0384581229831493,1.0365572672896688
22-2807500,,,,,,,,,,,,,,,,,,,,,,0,1.0133011730828054,1.012673692686853,1.0113080463251318,1.0518138903407688,1.0474770794529233,1.043740368972223,1.0410769713112014
23-2807499,,,,,,,,,,,,,,,,,,,,,,,0,1.0113521686360318,1.0099662397856466,1.0635652922572838,1.0569333792666507,1.0516281918696075,1.0473982772117088
24-2807509,,,,,,,,,,,,,,,,,,,,,,,,0,1.0084619289784416,1.0179661145547338,1.0150139765424628,1.0117848624142858,1.0124582502438153
25-2800107,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9991853189518276,0.9980736329927041,0.9955782614408901,0.9991874259262324
26-2803386,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9914762179839227,0.9831335736288228,0.9991912035049519
27-2803399,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9715470254831521,1.0025309202043837
28-2803395,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0165628674254406
29-2803392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
