순번_정류장ID,78-2807484,79-2806581,80-2806049,81-2807456,82-2806088,83-2807452,84-2806640,85-2806641,86-2805878,87-2806093,88-2806094,89-2805553,90-2805205,91-2805308,92-2805204,93-2802589,94-2802362,95-2802595,96-2802598,97-2805538,98-2802587,99-2802580,100-2802578,101-2803629,102-2802575,103-2802567,104-2802564,105-2807041,106-2802565,107-2802290,108-2802292,109-2803631,110-2801866,111-2802294,112-2802298,113-2802297,114-2805667,115-2801812,116-2801813,117-2802277,118-2802269,119-2802259,120-2801851,121-2802234,122-2801825,123-2801829,124-2801831,125-2801860,126-2801858,127-2802188,128-2802186,129-2804814,130-2802127,131-2802109,132-2802072,133-2802044,134-2801932,135-2801690,136-2803662,137-2800166,138-2801643,139-2801646,140-2801664,141-2801183,142-2801949,143-2801960,144-2801974,145-2801964,146-2801955,147-2801952,148-2801805,149-2803542,150-2803543
78-2807484,0,1.010667753097803,0.9869541697691155,0.998906052694746,1.0053616526627687,1.0089435020512176,1.2086019722403756,1.3492263209683308,1.5188373850015457,1.4298134740820878,1.4091648044736773,1.3937068405319935,1.3802511797102346,1.3496191476000787,1.3288017790751052,1.306554053587631,1.291174181404955,1.3253743151684094,1.3117290124387777,1.2932098023451404,1.2452696803145302,1.2337317167862354,1.3039746013593356,1.3477629844645527,1.4190636385672923,1.5205820083302266,1.5513661894856188,1.5225457577570056,1.4989454811121705,1.4625827174719066,1.454707293994866,1.4403584634491327,1.419513469498411,1.4129115665238445,1.4034288466629234,1.389356195621067,1.3688855017635833,1.3599191545341198,1.352846552990937,1.3406991585322097,1.3308374881783551,1.3204627187045375,1.3103493856384438,1.3069736692871814,1.3019519278250182,1.3022591338069096,1.3261300912216198,1.341703348527154,1.3417440109249847,1.3704345044045068,1.449816755634772,1.5296910661000962,1.5474886964626877,1.537004580205452,1.5270025070722038,1.517261393779748,1.4765209927715945,1.4496438276031482,1.52278142968472,1.5426800566208492,1.6882818707732459,1.7021692433601534,1.756133134352837,1.8235980933929186,2.251556787325135,2.297497130182289,2.3647465295772174,2.4462388457381974,2.552770250617712,2.627300787764163,2.764876885509939,2.759157796435615,2.815192980724522
79-2806581,,0,0.9542118069368762,0.9936897006262756,1.0036720552203382,1.0085389414628338,1.2554928229695455,1.435784514437944,1.6570129728153924,1.5193736627003944,1.4896510375218575,1.4675520297889613,1.4479447445171558,1.4058968689969198,1.378519442954116,1.3488077131888907,1.3289695506708734,1.3673722585701373,1.3502095126377351,1.3272107941705646,1.2680424289109078,1.2542257894288957,1.3320758661051633,1.3807433091126555,1.4603507985633568,1.5745144273804486,1.6073553999309456,1.5726149248769536,1.5439851827154356,1.5011431274728073,1.4915895041627334,1.4751000242711898,1.4508146844103618,1.4431451087316742,1.4321982430689861,1.4161732532938829,1.3925167085687253,1.3826252290747865,1.37472485528479,1.3610085593880084,1.3496071267624792,1.3385300870099244,1.3271392034630212,1.323189676884841,1.3175914113122287,1.3176756235758496,1.3429910795701427,1.3592744155620748,1.3581158237004378,1.3881309350318387,1.4720577538133883,1.5567700545720788,1.5745741013106753,1.5630049252963287,1.5519799472034823,1.5413136783571748,1.4967820160810013,1.4446984978687998,1.5195236556075418,1.5398496994833466,1.6893265669425763,1.7034790568137297,1.7589736098312088,1.8278854548242187,2.270048008051629,2.317205962296837,2.38746561820766,2.4712865549444323,2.582313181269413,2.6608246759638265,2.8034958817177382,2.79694892309644,2.855900189925691
80-2806049,,,0,1.0123691014103473,1.013435771527883,1.016189228629762,1.3133658435233224,1.5394006319852573,1.821926060499242,1.617920009943702,1.5769018332656222,1.5466847240611887,1.5200064281329626,1.4646621932298245,1.4296535113158382,1.3919404217445621,1.367035513657286,1.409069645598945,1.388251030974171,1.3606622440858214,1.2908601139247247,1.2744289363277903,1.3585653362680017,1.4114806627264636,1.498368463561331,1.6237326719165095,1.6580738632107275,1.617712931978183,1.5844984525324566,1.5354862313833755,1.5246973836835718,1.50562249386571,1.4786602306424972,1.4698854972759214,1.4578985641151105,1.4397085893080592,1.4136875147124888,1.402641200843838,1.394034982076088,1.3786949021800514,1.3664392585112553,1.3539880398534845,1.3416845429859459,1.3374997681808953,1.3314968320764848,1.3312652709012323,1.3580404695513082,1.374728755437977,1.3724456642112435,1.4032978267366891,1.4908314575031518,1.579609355720759,1.5970957562008574,1.5846159061049756,1.57273358545335,1.5612959437219656,1.51360954469036,1.4526501322409087,1.4609353611268276,1.4815132309962942,1.6242848641642125,1.6378834527747528,1.6907073561500288,1.7564787926523007,2.25813411413242,2.305596964855275,2.3198362694561556,2.3818579727546867,2.4723301288228847,2.5463651533265215,2.6535215787980233,2.6497697982440442,2.7040116003493218
81-2807456,,,,0,1.0152534635089532,1.0190813264089666,1.5462831669551609,2.022962052567316,2.6856627503143233,1.9982738207512154,1.8959986816671566,1.8244982888607064,1.7636486334873651,1.6488098472326287,1.581079323152905,1.515948222205928,1.4718694191388617,1.5247275944383525,1.49135221560602,1.4485421104043705,1.3443012383460962,1.321295951829806,1.4232355373198378,1.4880579361814386,1.5956336335462875,1.7535000294545664,1.7913863657766869,1.7338255772009408,1.6868881075327886,1.6202136764285937,1.6054180325184864,1.5797767296110723,1.5452016812878977,1.5331986886072149,1.518026380495533,1.494942547566003,1.4619883231372544,1.448259332158259,1.4373803985577929,1.418608120376928,1.4036311283620164,1.3886360115016612,1.3736726359632947,1.3685485316563728,1.3613191483652063,1.360436889106742,1.390182362397846,1.4086823275039495,1.4033983820664389,1.4362768879783272,1.5325610154150935,1.6310201416113208,1.6478940987372654,1.6331578278132124,1.6192784139024599,1.6058309631229848,1.5504871591498928,1.4807330688108042,1.489091966752743,1.510729048627231,1.6647196688815584,1.679345935046504,1.7366481566743048,1.808298372772325,2.361276279826594,2.4143417310938475,2.4294410231369983,2.498487257733855,2.600235704697986,2.682969305548636,2.746427844667313,2.736098079504943,2.794997078948799
82-2806088,,,,,0,1.0124811790338863,1.9684645273549917,2.6923940129532804,4.317786814773716,2.350987984339998,2.1603669895869686,2.0357960708689884,1.9348433930622861,1.7591288945916281,1.6616738269306421,1.574620656237723,1.5164173282478348,1.57742306093285,1.5352313977425893,1.48233560249134,1.3589189630558252,1.3317861474246897,1.4448032796953578,1.5170325673870535,1.6377498640400645,1.8168854443009357,1.857130526077731,1.7884172069387498,1.7332323093108568,1.6556325724690575,1.6385499139960202,1.6093087873193177,1.5706436659473362,1.556806192564383,1.5399280429398388,1.5144082116800417,1.4776249475901284,1.4628998804986868,1.4508296867991446,1.430231393771159,1.4141377400991273,1.397812101585226,1.3817252082577265,1.3764773854422259,1.3686030671933942,1.3676606871195955,1.398574160540857,1.4183655443764138,1.4116815791253976,1.4461017927735353,1.5470606336669217,1.6508571205871327,1.6674950965315951,1.6516333165321992,1.6367156111299734,1.6224497289938322,1.5633075441062263,1.4896132641734363,1.4980087453451982,1.5201459725518285,1.6799996268643997,1.6953081527743974,1.7549515785808105,1.8294123016830985,2.4099995579696367,2.4661462968864587,2.4819184932052147,2.5549466023129392,2.662883408855005,2.750815839012777,2.8176002474632584,2.8060792841862976,2.868980504751138
83-2807452,,,,,,0,1.0017248454433538,1.2339778320628363,2.1560592991479175,1.5319378317416557,1.4603989365935974,1.4143722805906533,1.3782264701675244,1.309935423729319,1.2727251683297403,1.2372184280041,1.2155451445296324,1.2792212792429094,1.258094030527112,1.2313082765270964,1.1737419095075496,1.1624667158212103,1.2648780840039358,1.3303583224675049,1.4397737661745735,1.6017526354429048,1.6475087514930176,1.5962817808022332,1.5556953238024953,1.4981176492625135,1.4856750552753033,1.4643470497649484,1.4342435872911645,1.4247828679767325,1.4114153572946186,1.3924931953956134,1.365160561081582,1.3536992552714935,1.344678019367646,1.3293053706224662,1.3170375517169977,1.3047165000186403,1.2924543733582396,1.2885942847133633,1.282758327191848,1.283377699337367,1.3130151427375905,1.3320961345795146,1.3329687011445397,1.3681858759342458,1.4653348138277247,1.5647408976468613,1.5851887664053685,1.5713469757305565,1.558361999608177,1.546006798066524,1.494733522967662,1.4306864379323512,1.4401571076493955,1.4627962219480064,1.617899428854239,1.6326580054827018,1.6906021708387577,1.7628266400740007,2.3257164724579327,2.380026778112182,2.395569221558959,2.466782171771598,2.5708786115495066,2.6562890099821854,2.7216201412909737,2.711462027043609,2.772397030496103
84-2806640,,,,,,,0,1.0118837782781174,1.0093915021805655,1.0121717116867457,1.0074781467309044,1.0071002532886675,1.0096314466257772,1.0073229621271564,1.0732867595992865,1.1462385430685966,1.1339796442692356,1.207645547802342,1.1892310529004047,1.1662556795473553,1.1215189140277242,1.1128803349755159,1.1400762718260402,1.2022678707763774,1.3063458943116673,1.460535524989751,1.5108178328366657,1.469836246363168,1.4381878037575673,1.3925929063465652,1.3829827924885034,1.3660902876245404,1.3416237720581434,1.3350084735193353,1.3239543647141194,1.3091103348036017,1.287316882543271,1.2785936738719366,1.2715483461998962,1.2592296154354305,1.2498045271821105,1.240110573177918,1.230449000844648,1.2272114143065824,1.2228393230442314,1.2244448027273507,1.2534939209431573,1.2723453111543128,1.2784498640245257,1.3144362239177008,1.4099835495846054,1.5074231828445968,1.5302690927283065,1.517855893461128,1.5061277057037221,1.4947500340705753,1.448289105370134,1.3905473707890157,1.4006112109431377,1.4237285421300299,1.5766722142557663,1.5913240454152953,1.6483621633364978,1.7197126549130186,2.2753846969685134,2.329012170121261,2.3449370276541455,2.415220556956855,2.518337173846745,2.602992713398404,2.6680267798634483,2.658545885466101,2.718869134293397
85-2806641,,,,,,,,0,1.0020895472086009,1.0103988333016296,1.0051491382121789,1.0049889191349841,1.0081041481517066,1.005362083459156,1.0454349767135895,1.125040056834755,1.1146324504603933,1.192713085329409,1.1745348611924569,1.15203420871664,1.110071124128363,1.101808959804843,1.1451896565166033,1.2102831382120622,1.319574977341806,1.4823269168420417,1.5343386880573346,1.489652644250036,1.4554752150884402,1.4061219117812962,1.3957599162032268,1.3778910631650705,1.351772377840487,1.3446491554356117,1.332831475906005,1.3169730585184487,1.2944640547843909,1.2852975537653788,1.2777567397413172,1.2651128445241777,1.2548773151911927,1.245002296848006,1.234823241287061,1.2317858855487354,1.2269007563335377,1.2285671865071561,1.2582546872207314,1.277398213695534,1.283173171833291,1.319544011477633,1.4172739138904338,1.5169138040410426,1.5397689580696756,1.5268938622838184,1.5147360290001204,1.5029730858752763,1.4549828928370916,1.3955361949087077,1.405650769201289,1.429014753487553,1.584428780732709,1.5993305925144121,1.657367692423407,1.7300140150984686,2.2975573378129197,2.3525137322068725,2.3686477945335933,2.440651702229804,2.5464313827252396,2.633241121930575,2.6998034997897324,2.689716627333134,2.7516715207423483
86-2805878,,,,,,,,,0,1.0143532737096426,1.0062956492454063,1.0059046658403095,1.009739066940714,1.0066191475529895,1.0065204853534448,1.0040052755796196,1.006733110041784,1.0882030842243464,1.0780603006044025,1.0653600406442436,1.0476332800013248,1.0465420924303264,1.1552910402221122,1.225465542101555,1.343955517568089,1.5219946573748757,1.5768131078759549,1.525195845066703,1.4858720828531011,1.4298614037868111,1.4188260874335492,1.3986057416047992,1.3698692418940124,1.3616314127045699,1.349123490561188,1.3315313509259454,1.306629132447161,1.2966997398220674,1.2888221070381205,1.2748909052614197,1.264280216512795,1.2533024847296201,1.2424287342599345,1.2392972937327924,1.234188274531075,1.2358767210530577,1.2663878807301974,1.2864126066609645,1.2913350464107296,1.3287469910352772,1.4296033755583946,1.5328518001759996,1.5556622059462768,1.5420096228066242,1.5291293796145795,1.5167204135095935,1.4661708941008564,1.4038822368572343,1.4140664272748529,1.4378158259829013,1.5972154301757133,1.6125211053562012,1.6721741071774205,1.746918720380213,2.3338024740329013,2.3909374470837115,2.407400905996402,2.4822238743220932,2.5923768372617984,2.682723406300105,2.7517858030442364,2.740444770154993,2.805075949545845
87-2806093,,,,,,,,,,0,0.976501357117078,0.9892021199265164,1.003591342299813,1.0007045069014069,1.0028146615990028,0.9994556485864794,1.0019880531422463,1.1129233734591304,1.0965024798678311,1.0778529873692126,1.0524400770266142,1.049629051305431,1.1311180980975575,1.209533964862682,1.3434352757502077,1.548171386092064,1.6098898336732645,1.5483145604592687,1.501935085814881,1.4386291313001482,1.4259296231284688,1.4031739372898482,1.3716054768823676,1.3628144075690773,1.3492393438657169,1.3304549129175556,1.304192926302739,1.2933420757961733,1.2847333347895082,1.2705630578376474,1.258945439040773,1.2478275470617441,1.2367226236129176,1.2331475234237752,1.2280371791455489,1.2299363129824405,1.2619712166974923,1.2829131086984915,1.2885119105768084,1.3277348246805294,1.4337625136256684,1.542520307630754,1.5659925925442064,1.5514105012481385,1.5376826377858825,1.524386334762886,1.4709851395083506,1.405917822717459,1.4164142164825742,1.440851174715021,1.606290398320976,1.622206001483392,1.6843046844652747,1.7622531412446722,2.3796341465119233,2.4402790738075453,2.4573448981576185,2.5365375109669,2.654041600896805,2.7502216005790965,2.8234654194627073,2.8107605261224182,2.8795756083879525
