순번_정류장ID,27-2803394,28-2805673,29-2803403,30-2805014,31-2807528,32-2800108,33-2807508,34-2807498,35-2807501,36-2807560,37-2807559,38-2807555,39-2807278,40-2807516,41-2807541,42-2807545,43-2807552,44-2805030,45-2806669,46-2803663,47-2802587,48-2802572,49-2802561,50-2802550,51-2802367,52-2802371
27-2803394,0,0.9875230544636047,0.9989275917757657,0.999181757916175,1.0018709338817777,1.0017420332690092,1.0042992152341441,1.044377267342603,1.039005541989752,1.0318880508553143,1.0275588611223523,1.0196202105217993,1.0184561763351976,1.0259450480856664,1.0236653065171193,1.0211044197894485,1.020742463727332,1.017987484345921,1.017879988295328,1.0378357771369715,1.0991522386238344,1.1324371544710214,1.1474916666487802,1.1564938387592318,1.1643959210291062,1.221948656045454
28-2805673,,0,1.0064345941499375,1.0028436215700112,1.0050988870977768,1.0039437336885872,1.006335904308663,1.0501526289280132,1.04348005433114,1.0350227641564345,1.0298557456261863,1.0208427084728482,1.0195352335877048,1.0271471465375452,1.0247067362929285,1.0219712145690287,1.021556870088029,1.0186083534297172,1.0184936678565453,1.038848731433947,1.0879873474837547,1.1058054756724993,1.1086312050529923,1.1113172966442875,1.1190726985412833,1.1745908084535794
29-2803403,,,0,0.9947798354759293,1.0016627458582374,1.0015529229544158,1.0051149718660919,1.057112358347661,1.0482739468794837,1.0378019725144392,1.0315722962127976,1.021396713053168,1.0199672903591956,1.0279101576602971,1.025295592964458,1.0223852167926968,1.0219333493455087,1.0188333856965728,1.0187130847138763,1.039736162447809,1.0905133197870673,1.1089384916173126,1.1117968148053166,1.111562180035606,1.1114585503526389,1.1080606611335362
30-2805014,,,,0,1.0107919524048854,1.0050135730110554,1.0085362678438314,1.0727670314574345,1.0590267262436097,1.0443628620204848,1.0358922891163203,1.0233264915045663,1.021620625514235,1.0298358421033584,1.026915039554033,1.0236838365315795,1.0231683991781417,1.0197428218531832,1.0196331561069067,1.0414520561941434,1.0941844019685212,1.1132752436746816,1.1162242502666537,1.1159367749697913,1.1157669932121097,1.112139441240876
31-2807528,,,,,0,1.0013928491126558,1.0077858686760777,1.0872415964068514,1.0676413285491264,1.0487236473595327,1.0383297745917883,1.0240512301821434,1.0221844000174778,1.0307085440622619,1.02758693578242,1.0241578275392957,1.0235978124046936,1.0200291816848643,1.0198902648756252,1.0423476310742865,1.096623895192833,1.1162967646605781,1.1193198507916136,1.1190622934428824,1.118860062739342,1.1149671573677158
32-2800108,,,,,,0,1.0068156889232496,0.9983530491152339,1.0000351733146953,0.999460857309189,1.001775515502151,1.0023262451953712,1.0026423219274274,1.0141502489235767,1.0124422726581352,1.0107187332684557,1.0108951634195404,1.009228163373694,1.0091824377343444,1.0324204315616834,1.0886284683922345,1.1090840576330174,1.1122236109328612,1.1119618151241606,1.1118435083147857,1.108082813677665
33-2807508,,,,,,,0,0.990530854958122,0.996505856234346,0.9972351127646597,1.000735199482363,1.0018361601971748,1.0022359308445488,1.0146522175485078,1.01277942109102,1.0109121401265269,1.0111168209002264,1.0093373058425514,1.0092884934197146,1.0335732342405066,1.0923600141833656,1.1136788278774157,1.1169960573403601,1.1166998196553215,1.1164755393689165,1.112368466498494
34-2807498,,,,,,,,0,1.003943762810148,1.0004534010189092,1.0035173140175173,1.003261045174466,1.0035221998545734,1.0169079081390138,1.0146304949389642,1.0123709659904807,1.0124928061583491,1.0103723757496361,1.0102838776246574,1.0359302026314758,1.098012976510643,1.1205244509879613,1.1239922719292752,1.1236149598359875,1.1233383495654998,1.1187286612912024
35-2807501,,,,,,,,,0,0.9930037408200906,1.0010291354587746,1.0022315639611916,1.0026623096829264,1.0172637518292753,1.0147826301130647,1.0123639588272466,1.0124585718183208,1.0102473090211408,1.0101839374843942,1.0369705678873533,1.1019385491704816,1.125475058610181,1.1290460762549663,1.1286562860060718,1.1283451673102836,1.1232869712499025
36-2807560,,,,,,,,,,0,1.007544554171133,1.0042604887139697,1.004433116442226,1.0208885578331472,1.0176025956544925,1.0144590897300527,1.0144402238143158,1.0116263589383585,1.0115424093676477,1.0404667672472188,1.1107359543164868,1.1361022614985632,1.139902162785383,1.1394541501064743,1.1389627613700768,1.133023761818088
37-2807559,,,,,,,,,,,0,1.0009963058893465,1.0019183342289473,1.0226299910951335,1.0184484619043717,1.0146644376098093,1.0145815038994088,1.0114983836752451,1.0114070303749094,1.0434530448892894,1.1214908947969557,1.1496683847693518,1.1537628344785917,1.153141797342231,1.152464056455451,1.145185901636981
38-2807555,,,,,,,,,,,,0,1.005299511903452,1.0561506492558628,1.03671403774541,1.0243440222365152,1.0229173582040132,1.0158853075225087,1.0156789845136056,1.0610289081810194,1.1725443821879182,1.2122772246581224,1.2176698269591597,1.2162824133820305,1.2141048609592378,1.1997553867658306
39-2807278,,,,,,,,,,,,,0,1.0202082541914488,1.0097415613565157,1.0053235852089704,1.006714261768632,1.004537896081505,1.0045832461026827,1.0549102565935737,1.1793037839581502,1.2236614281990126,1.229501827768662,1.2277765712766318,1.2251306992676048,1.2084392762855152
40-2807516,,,,,,,,,,,,,,0,0.996260016833941,0.9975691573191936,1.00142881354817,1.0010235399289686,1.0010999442570194,1.062739409230551,1.2164947594577624,1.2707701081452258,1.2774046003216237,1.2746282985671897,1.2703534235067382,1.246040744097502
41-2807541,,,,,,,,,,,,,,,0,0.9984582336818777,1.0035930945845908,1.0019715119358803,1.002036361190835,1.0768559214043159,1.2650984700118,1.330824301830856,1.3381559481419052,1.3339966092148934,1.3269215743662304,1.2918883688645564
42-2807545,,,,,,,,,,,,,,,,0,1.0082943315582926,1.00233371435889,1.0024121450393917,1.1111407317335344,1.392009000251482,1.4870543090916428,1.494432156455901,1.485384247324538,1.4692301412200863,1.399283284634337
43-2807552,,,,,,,,,,,,,,,,,0,1.0004844979516345,1.0006861107523743,1.142151121226497,1.5171145499839052,1.6403789832484224,1.64592986192641,1.6297319240189305,1.6010158791267035,1.4900436106264665
44-2805030,,,,,,,,,,,,,,,,,,0,1.0042037697133912,1.0312938707447605,1.0068169405979257,1.0055270293956922,1.0039161438138293,1.0056300914750753,1.0059285933225297,1.1090146956574938
45-2806669,,,,,,,,,,,,,,,,,,,0,1.0451634452598786,1.0068116369207587,1.0050963272685212,1.0033639596763004,1.005764871496637,1.0058496972438173,1.1162312017614213
46-2803663,,,,,,,,,,,,,,,,,,,,0,0.9903976982979964,0.9935925878302632,0.9930044740971536,0.9965431731555437,0.9976844647133027,1.1270375494087685
47-2802587,,,,,,,,,,,,,,,,,,,,,0,0.9995407565595101,0.995847258018769,1.003300592087865,1.0040381957400293,1.043518680014844
48-2802572,,,,,,,,,,,,,,,,,,,,,,0,0.9851394267892929,1.0102537451962537,1.008661257022749,1.0120084941490748
49-2802561,,,,,,,,,,,,,,,,,,,,,,,0,1.0380555309145747,1.0165556055978724,1.0145965252961455
50-2802550,,,,,,,,,,,,,,,,,,,,,,,,0,1.004258701132063,1.0119621376661758
51-2802367,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0138845246273782
52-2802371,,,,,,,,,,,,,,,,,,,,,,,,,,0
