순번_정류장ID,1-2801796,2-2803544,3-2803541,4-2801806,5-2801954,6-2801957,7-2801963,8-2801970,9-2801956,10-2801945,11-2801686,12-2801182,13-2801662,14-2801649,15-2801642,16-2800166,17-2803661,18-2801697,19-2801925,20-2802020,21-2801907,22-2802033,23-2802057,24-2802105,25-2802127,26-2802131,27-2802148,28-2806098,29-2802187,30-2802189,31-2801857,32-2803775,33-2801832,34-2801830,35-2801824,36-2802232,37-2802240,38-2802256,39-2802268,40-2802276,41-2801814,42-2801811,43-2805668,44-2802295,45-2802296,46-2801865,47-2802291,48-2802549,49-2802365,50-2802570,51-2802563,52-2802566,53-2802366,54-2802349,55-2802577,56-2802581,57-2804851,58-2802597,59-2802594,60-2802591,61-2802590,62-2805039,63-2805309,64-2805206,65-2805004,66-2806095,67-2806096,68-2805879,69-2806638,70-2806639,71-2807451,72-2807453,73-2807457,74-2806050,75-2806582,76-2807454,77-2807455
1-2801796,0,2.1131675221393884,1.6498510693009902,1.498493754923475,1.3541281084635195,1.2865092767126973,1.2544325517447714,1.2001229604398072,1.1910387582607238,1.1812556904553924,1.3492908662901486,1.3360152099200664,1.3073655156596675,1.3189597977202616,1.357281806301714,1.3433359430721972,1.448850828455775,1.4156763029658284,1.912537528491117,2.630713478162942,2.839952440344177,2.9567140724581784,2.906798913484579,2.7781261969229627,2.67261117903712,2.583796388499843,2.5040391291362796,2.658681291092892,2.5590148344615335,2.426106970843524,2.337584479890647,2.188149611757815,2.1087460824203013,2.0887862084452915,2.0919989236627394,2.076446081636107,2.0768741530091988,2.114016368545864,2.2463740016132934,2.353987233638461,2.4660048969141477,2.537421707678776,2.560115471176244,2.5423880411202333,2.668155168674721,2.8095826704935845,3.0135600357891836,3.2155904525578864,3.185126858882024,3.1166606325011217,3.0885943930643913,3.1528457312755296,3.0834184238381157,3.086823124971563,3.181021574221795,3.183115124880852,3.1660861158763907,2.8590811302302823,2.9349930928548713,3.0051314089249286,3.0877980362026505,3.1859439469830213,3.1217518830285176,3.080097324956836,3.141810762127741,3.1733994139987516,3.135637817674991,3.0445424250359587,2.978004880084381,2.9440202818294785,2.9960947668815345,3.0994507252752457,3.0066474497113886,2.9300482420284077,3.070144854602087,2.991315984882424,2.9567228788859876
2-2803544,,0,1.0013495070479914,1.003141298059726,1.0089063323648375,1.0147556083540816,1.013732993044355,1.0128952038086096,1.0101331863201446,1.0074926031708025,1.2029190065388324,1.1946402025429423,1.1773831839767936,1.1714975648924224,1.2132711547417718,1.2181256038647343,1.3237751932819795,1.2999419469308067,1.8941851196888084,2.6868159455191507,2.924245056379086,3.0550247017306558,2.9965548847740493,2.8476180527475825,2.725619991613099,2.6256911047779905,2.53675103310273,2.7052120595852394,2.5944267950048374,2.448539506830849,2.3524354145162696,2.1922089091352466,2.1080586493377704,2.0870131309439555,2.090419230424579,2.074057833956609,2.0745466694594663,2.068139361347253,2.20278704849668,2.312172346027928,2.427188851797149,2.499956771641157,2.5236632056068466,2.472115523717575,2.597827450531342,2.73968126868639,2.8990319956976074,3.095945475986708,3.0694562243903722,3.0043031963144453,2.9788587844244288,3.043103375864584,2.977227674279468,2.981284471843863,3.0734900948216826,3.0761234579287073,3.0618849168450746,2.768760658012955,2.8432559601023084,2.9120556662011903,2.993092782485923,3.0895676352867887,3.02794704020517,2.988698115404818,3.049279016188499,3.0804773454592698,3.0444750772235802,2.957392442849946,2.8934341565406347,2.861021850965605,2.9133657452173636,3.0165703440736467,2.9268473895060083,2.8543615493642416,2.9919997722223286,2.9168381665518943,2.8840957596803913
3-2803541,,,0,0.9849761279011351,1.0051148758868733,1.0141080578428014,1.012951336141583,1.0122156628961179,1.0090416457475757,1.0060607517933913,1.2194117888433036,1.209710607013233,1.1896280569626922,1.1823415904519925,1.226834154898577,1.230058806581958,1.3424582275484092,1.3156779694517897,1.9531570822928384,2.829545826235395,3.098872542230839,3.2423082991105074,3.172716985438739,2.9974553431128244,2.8517636903638173,2.7370928030455635,2.6356468984101538,2.816633862601079,2.691267248288207,2.5280194620908687,2.4213260853733787,2.245327415437132,2.153722968939216,2.130898422873901,2.1339655562122637,2.1162254715958513,2.116036471085977,2.108538821179616,2.2500599162849877,2.365898644497681,2.4872529657166895,2.56481448813997,2.5891141987920294,2.531973219480231,2.66525974482683,2.815786802408905,2.7919025252785943,2.978612441791279,2.957008155945287,2.8964170622028713,2.874102060314205,2.9370018887793354,2.8755374817668735,2.8804107215634462,2.9687257559835887,2.971501243232256,2.9605988668363055,2.6862349765640348,2.7581021581374134,2.824178200026329,2.90189079145003,2.9951513473762916,2.937103754466856,2.9007319853281714,2.958909462922273,2.9893255851767493,2.9555278539467933,2.874353449499871,2.8140853378373563,2.7833108287917567,2.8351112096237943,2.9359159044579446,2.851520460969679,2.7839428860474023,2.917473271871643,2.8468568057364525,2.8159901636688063
4-2801806,,,,0,1.0164143472133005,1.0228003463033948,1.0194126859333212,1.0162421279910603,1.0123955015165138,1.0088097698391372,1.2362672114438593,1.2251142963358412,1.2021649773542884,1.193401653072368,1.2401687859755541,1.241570786260003,1.3597191443900742,1.3301982534369658,2.00503546268132,2.9570739667221697,3.2561986456073813,3.4109707869403443,3.3306404838741113,3.1303008734161364,2.962198919472344,2.833961335806798,2.721118369977563,2.912897927146115,2.774375088745114,2.5956739411980747,2.479658536280694,2.289949632730086,2.191938329131962,2.167592019068089,2.170344503112271,2.1514267188576937,2.1506326848530506,2.1421853924873884,2.2893521967179717,2.4106391471763096,2.5372133479170986,2.618875731444681,2.643625241606473,2.5818895478314254,2.7215395949750096,2.8793643491887626,2.8015498904363714,2.9917053911347833,2.9693231287427464,2.9074459232766836,2.8848512679945895,2.9483829002404245,2.8856884823211937,2.890839181353092,2.980344773042025,2.9831014399092917,2.9717409014098206,2.692788840600792,2.765405509381684,2.8324216491735,2.9112828142121203,3.005911672224515,2.9471014777172333,2.909780603699939,2.9688094990128113,3.000175569995805,2.9655064910481106,2.8826415479685514,2.8214364628598307,2.790427046991814,2.84255941487765,2.94475988389787,2.858861090451453,2.790419338391902,2.924890434265051,2.8538480950653953,2.8225212401818083
5-2801954,,,,,0,0.9911956038797187,0.9974219173703558,1.003787973742316,0.9996641726052563,0.9960993129850367,1.2488695767498914,1.2356910943818684,1.209018939406241,1.1987562908239915,1.2499253859431454,1.2498793329532596,1.3781102442149455,1.34458017730239,2.1017579569008555,3.2142187624457152,3.5798329059716862,3.7589028997279494,3.6537155238781764,3.396528721590186,3.1786027888579835,3.021231594078699,2.884311256307102,3.097846720870719,2.9318693110566767,2.721580917663388,2.58686618006972,2.370212601468883,2.259855571917304,2.232602236317194,2.2347415137806292,2.2135839213524484,2.2116284322657953,2.205419683893213,2.3649637637468244,2.4963741731972533,2.6339334068964115,2.7232938654777943,2.7488695117195667,2.6777232112662483,2.8301349678730836,3.0026530390950015,2.8681551496658897,3.058261807149633,3.0318334886036293,2.966059161601051,2.9404172472126775,2.9112053975964187,2.8492936512368088,2.944438396248656,3.0390722797400227,3.0416312293242487,3.0282260538355956,2.731942447224737,2.6960155453088297,2.7584377198209706,2.8347475748740525,2.9273113566081457,2.871059625084212,2.83617077698698,2.893293441989951,2.9239048655784092,2.890876328217449,2.812717633352731,2.7542609523472565,2.7248668012580777,2.776409840164482,2.877341078552263,2.7952643647395417,2.648505898476435,2.7733610250022376,2.7119944673196197,2.6846242932426105
6-2801957,,,,,,0,1.007801963593166,1.0098033817261842,1.0032755092009187,0.9979510450936275,1.0553266394587193,1.0524496096275844,1.047587320864761,1.0522231334685108,1.1037202671245099,1.1262359381551554,1.2461606228207225,1.3351028580842055,2.2200390756573563,3.540436315659171,3.998409956141629,4.208785166693465,4.06715486291366,3.729007239961622,3.4418048452902927,3.2458781125929104,3.077727321002161,3.316994498563487,3.116082224428206,2.866612072481685,2.7091904819590304,2.4605487590906567,2.3358265487152146,2.3052177498060904,2.3065689913933713,2.2828341113678046,2.279455914478217,2.2471248133923805,2.400292074587091,2.5383879205019304,2.683487469262395,2.7775688891105035,2.8038035292071206,2.6642554212896967,2.7025195930503454,2.8656393424040476,2.743584528199446,2.9229350599997646,2.902228796899195,2.841818992922476,2.8201749198072084,2.7944162017143936,2.7378634893345013,2.8287525952042545,2.918194115369366,2.9216227224363163,2.91144266991695,2.637802677003427,2.6040174475574807,2.6542298115800436,2.7269022722506784,2.8153195530338704,2.7637763585434176,2.73170774394145,2.7862665347940894,2.81592221101171,2.7854562853175504,2.7143411368142565,2.660155732970142,2.6326991189094175,2.683296172360393,2.7818259414906206,2.7051813780676763,2.5683336798267553,2.6880077535963434,2.6317453134104842,2.6069884624803246
7-2801963,,,,,,,0,1.0106057842077938,1.001719706977303,0.9950663061038859,1.0094304074903424,1.0088133101269308,1.0088467792151918,1.0171396438273295,1.0704138460741561,1.09859788733307,1.2200632162019744,1.3518248839700104,2.3027685035449794,3.7848826523816026,4.319630856111792,4.554602870712258,4.381377801398766,3.975027339562099,3.631145749813141,3.4049992671881637,3.2128614979647656,3.470673462938716,3.243370136609486,2.9650097425326516,2.7911963143226535,2.5199674404606585,2.385306257089797,2.3523952957008376,2.353181814533887,2.3276858413214074,2.323310446806599,2.28845628820425,2.448737128016936,2.593872220300551,2.746495554403235,2.8458806319145755,2.872572574755434,2.7226035456059496,2.7101641947135042,2.8766002440566307,2.751611777367416,2.9345626712511454,2.913124323334279,2.8514573138394455,2.8289397052183887,2.8028693680777477,2.7449812970288403,2.837293423123605,2.9285327522039,2.9316388267359197,2.921353279204511,2.642783387461811,2.6091980091968927,2.5824628902605147,2.6325234175288363,2.716974175877264,2.669437953027584,2.640563089566513,2.6922377670638262,2.720929293904262,2.693008981271673,2.6277514160590165,2.5774406520492006,2.5517411030906607,2.6016910168466656,2.6973113309836156,2.6256294573495236,2.4978077748079204,2.6129095559353868,2.5610385507527216,2.53846027486145
8-2801970,,,,,,,,0,0.9489718583171624,0.9532319477811522,1.009150476205754,1.0087288189248844,1.008780614177866,1.0182630187444437,1.080490704308735,1.1107692892998515,1.2502725623510844,1.3697150350876877,2.4861097318250662,4.438548546044324,5.223499277964883,5.5339081177363445,5.251767204416091,4.622027451525822,4.103417960728984,3.790007783164027,3.531006971634736,3.8377055513381944,3.538541905858111,3.184602043953274,2.969436884839063,2.6433021565857575,2.4853397311336916,2.4471165634048018,2.446635145910154,2.4171086775653934,2.410501071199961,2.3699431820032335,2.546605788726962,2.7080997922251644,2.8783788215880675,2.990306049091096,3.0180654465574666,2.8435868916906686,2.759875373242404,2.742096104925901,2.628265146647312,2.8022136159239674,2.785710225466317,2.7290004212323145,2.710145123180034,2.6880789152281186,2.6343258430446874,2.7229774763724803,2.809970374442942,2.813938100088559,2.8066682931510165,2.54778153971761,2.516296029534874,2.491192690149665,2.533450611937967,2.6147315037036636,2.5706361156167654,2.544398732316709,2.594242308126622,2.622310109661228,2.596364034852759,2.536508957548272,2.489580000922926,2.465611302851675,2.514828491989265,2.608946209995699,2.5417478869085106,2.420236171033449,2.438409553276472,2.3964844542190704,2.378486642680021
9-2801956,,,,,,,,,0,0.9567678918298644,1.0116659308581384,1.0107364894453499,1.0105053357952056,1.020330641319305,1.0843333885708877,1.114851783118812,1.2574554861128109,1.3153716454933215,2.375084288377289,4.178383739341702,4.884425096991436,5.1752554661791255,4.929140051141673,4.373068463070137,3.9138624491385023,3.629572915427251,3.3932617214007657,3.687316721009833,3.412106594005859,3.083884084863627,2.883253183067384,2.5771348801534035,2.4280905721316985,2.3919532307409255,2.39224239367961,2.3643272576450194,2.3589209281009595,2.320763830655039,2.4924335862397964,2.648892661293911,2.813950544225498,2.922111842739827,2.9499789017714515,2.784031926469204,2.70424969921416,2.688272932968462,2.5795391017723337,2.748738865753864,2.7343009989749665,2.679963943652964,2.6625525966758423,2.6423684747102234,2.5909719359464534,2.677041163713502,2.761861963139178,2.7660151158765074,2.76011581221128,2.510372291197838,2.480407003101181,2.4559436539719255,2.497418135390668,2.577216139857136,2.534800736445881,2.509422313413029,2.558271513770222,2.5859686641799877,2.560653274284248,2.5032461078537747,2.457559235810993,2.434692178059381,2.4834910673647776,2.5761694292183837,2.5112733636143116,2.3929720411776167,2.4109838342910095,2.3711962050847544,2.3535539220687025
10-2801945,,,,,,,,,,0,1.014205800115303,1.0130578802582475,1.0124738442262842,1.0224374107008476,1.0887128476197994,1.1190740731269468,1.2664071741823697,1.252975215883612,2.250203260142409,3.8960474386417263,4.521832750391454,4.792075358735416,4.581940393937614,4.100768812128931,3.703224915381621,3.4498383928520635,3.237875708402153,3.5179378483355777,3.268673934006598,2.968649414200923,2.7841239691558255,2.50041472753219,2.3614486559729913,2.327677141283129,2.3288332641179434,2.3027495925758115,2.298700912269142,2.2632778379018026,2.429213072285638,2.579908111144278,2.738996363840231,2.8428643092876453,2.870831337093757,2.714573684623285,2.6392701571231787,2.625340860266387,2.5224428605884412,2.6861714519956728,2.674084969701043,2.6224709621755595,2.6067122699182357,2.588356217318935,2.538867466886019,2.623085050781335,2.7053931267752778,2.7097566405216376,2.7054247843409933,2.4665146508540374,2.4373748341154378,2.4143284024449243,2.4548882825995095,2.533175388277987,2.492233617884511,2.4681090982374867,2.5160085363267117,2.5432736069007413,2.5189395565421564,2.4637223602976395,2.42008639769964,2.3978736475119984,2.445989953561747,2.5378120624939653,2.4749580686694443,2.3607870307793717,2.378957966312446,2.3406195426786978,2.323472429307475
