순번_정류장ID,18-2804112,19-2804114,20-2804116,21-2804119,22-2807386,23-2804120,24-2804122,25-2804124,26-2804126,27-2804128,28-2804130,29-2804132,30-2804134,31-2800263,32-2800267,33-2804032
18-2804112,0,0.971070439544423,1.0031001658072236,1.0024151747823855,1.0014418001387506,1.0009208802221545,1.0007848366343892,1.0012039519664095,0.9988221630428785,0.9997834776767497,0.998986246723366,0.9994160062923103,1.000732443082248,1.0015672279660248,1.0853899040283872,1.0760550209365547
19-2804114,,0,1.0611108178026505,1.0215590368126404,1.0111086811009273,1.0090710463911108,1.0071160578459197,1.0070489520883712,1.0036740493506522,1.0043911864857575,1.0025970507328459,1.00288995215311,1.0040123748852547,1.0047354449743542,1.0976970192024904,1.085946263428552
20-2804116,,,0,1.0014334180207702,1.0004478442370406,0.9998326325098629,0.999917038860506,1.0005640862097431,0.9975367284546344,0.9988770508120758,0.998096514239889,0.9986640489580485,1.0002994011976045,1.0013047763396272,1.1000091994259176,1.0873088744818526
21-2804119,,,,0,0.9997356785519059,0.9989748989036455,0.9993779603093711,1.0002959415172212,0.9965009408184635,0.9982728365362825,0.9975023515821119,0.9982033204094566,1.000133258064081,1.0012873031871377,1.1139885304760937,1.0976893131865648
22-2807386,,,,,0,0.9967717804810728,0.9990310636693163,1.0007136068274591,0.9946119427460353,0.9975598151902011,0.9967697283622841,0.9977434195866035,1.0002342644167874,1.0016470253514742,1.1419538388267916,1.1174129367097425
23-2804120,,,,,,0,1.0001696404228895,1.0020880524900408,0.9940654290746402,0.9977194650224772,0.9967694658488582,0.9978558775623211,1.0005691797118195,1.0020725417545937,1.1553847890326197,1.1264460220652588
24-2804122,,,,,,,0,1.0063668993380592,0.987929606961378,0.9960771892207982,0.9956154930668314,0.9971676459263059,1.000663872689608,1.002470291702952,1.1902080215456872,1.1484358762177431
25-2804124,,,,,,,,0,0.9728417292733685,0.9916612667678947,0.9936875116186968,0.9957530621890858,0.9999860775320821,1.0020673627734984,1.2107447945079206,1.1604531553118465
26-2804126,,,,,,,,,0,1.0123952663010558,0.9995342704501845,1.001051268092136,1.0045938536067764,1.0062888556297491,1.248353804799283,1.1820822035289882
27-2804128,,,,,,,,,,0,0.9951405492012451,0.9980376634695447,1.0031721561109543,1.0053668393248418,1.287884081660452,1.201913126769236
28-2804130,,,,,,,,,,,0,1.008177274760321,1.0091482076061082,1.0112374458715434,1.5655667106649067,1.3075934960287807
29-2804132,,,,,,,,,,,,0,1.0096163989844407,1.0121301280835049,1.7761905286788722,1.359751656526511
30-2804134,,,,,,,,,,,,,0,0.9981768939753194,1.0026328829881725,1.003147996834073
31-2800263,,,,,,,,,,,,,,0,1.0077050412641546,1.004743142746601
32-2800267,,,,,,,,,,,,,,,0,1.0035792454045662
33-2804032,,,,,,,,,,,,,,,,0
