순번_정류장ID,11-2801734,12-2801730,13-2801733,14-2801719,15-2801707,16-2801692
11-2801734,0,1.0401064269127394,1.0094093338250185,0.9945244283503197,1.0002047577416828,0.9997692759459686
12-2801730,,0,0.961251608234159,0.9753537272369972,0.9852094784851378,0.9893260820459151
13-2801733,,,0,0.9821699249873682,0.9942441598216958,0.9958963417574571
14-2801719,,,,0,1.0371031438080949,1.008778850495036
15-2801707,,,,,0,0.9985956971913943
16-2801692,,,,,,0
