순번_정류장ID,1-2805726,2-2805739,3-2800372,4-2800317,5-2805949,6-2800371,7-2807221,8-2805209,9-2800793,10-2800785,11-2800771,12-2800764,13-2800756,14-2800736,15-2800710,16-2800705,17-2800697,18-2801603,19-2801583,20-2801565,21-2801599,22-2801615,23-2801653,24-2801675,25-2801693,26-2801721,27-2801736,28-2801185,29-2801687,30-2801184,31-2801659,32-2801612,33-2801582,34-2801516,35-2801189,36-2801440,37-2801421,38-2801160,39-2801367,40-2801338,41-2801333,42-2801330,43-2801287,44-2801270,45-2801075,46-2801057,47-2801035,48-2801027,49-2800998,50-2806686,51-2806687
1-2805726,0,0.9427561043740694,0.9553776213878155,1.139410114108486,1.5899663168458478,1.4936221480244856,1.319934691899517,1.29646880025354,1.2250317260936603,1.2141486955196055,1.1979521053571565,1.1909884058784161,1.184992481652224,1.1988205160886283,1.36606499859946,1.4059369912077255,1.562006853742119,1.4622928739432393,1.4349708357217934,1.4165017404374567,1.3965666897884979,1.3741170267301355,1.358982433512865,1.3447349615629365,1.330121658879888,1.3096617807151834,1.4175391896943148,1.495211217157899,1.4738175725272422,1.4475591511221062,1.4285182152269589,1.421094228600907,1.455066713305012,1.4783518093555432,1.4922761121885877,1.5031858897690165,1.5637341277694143,1.6132772913723297,1.5936608976272593,1.5733380928335272,1.626381061695155,1.6665356339057549,1.6390518287110123,1.6369626556908694,1.6142754100917303,1.60630556253452,1.5930691793251468,1.5845771236013595,1.5647121739286642,1.5491797601279884,1.5402771664554717
2-2805739,,0,0.9633030465334819,1.246925529869596,1.780514404611139,1.6222102908277403,1.3722241388253755,1.3408726226840981,1.2507182924229505,1.237578329239994,1.2181308521674246,1.2100561300201762,1.2027251720511383,1.2165649230294144,1.3986711228781217,1.4420017361466098,1.6125021154933332,1.4962310280366564,1.4651427350216588,1.4441733386733775,1.421706877482698,1.3965852003239114,1.379567570159375,1.3637236349230488,1.34759982710232,1.3251963462713439,1.4391165645675013,1.5205609271844092,1.496805466206526,1.4681463071089889,1.4476214953852422,1.4387926062207055,1.4739818109135845,1.498115773339633,1.5126263834166696,1.523626770288837,1.5867988315010981,1.638624608178587,1.6174537468075474,1.5954027728244213,1.6505132878602014,1.6920803267260274,1.6627235775973246,1.659816279201665,1.6351455941533843,1.626639189745691,1.6122863005269155,1.6034013526184812,1.5822982364259335,1.565713461046713,1.5564199046469873
3-2800372,,,0,1.5502297983262452,1.7330671193095024,1.5684494911318971,1.3259233449172694,1.2973734293476462,1.215850783505534,1.204026256138011,1.1867581446146314,1.1797583159692184,1.1732059896978797,1.234393856367552,1.4320179742997579,1.479390839699628,1.6650251252108903,1.5306220569048075,1.4954500007553955,1.4717929380244676,1.4466319062301798,1.4184756814967239,1.3997040088049546,1.3822032143438108,1.3645240674990844,1.340136733568152,1.426028579211617,1.5089453606811354,1.4851330679699177,1.4568360303705683,1.4363012327116493,1.4555653347737114,1.4924366468690407,1.5170661669035583,1.531990391927157,1.5429062503965847,1.6088051161682395,1.6626974323011268,1.6397996519950646,1.6163734022257383,1.673316458693759,1.716417594776035,1.6852177897274407,1.6814736250990119,1.654853209553953,1.645819644849515,1.630650165976587,1.6211018203500216,1.5987909126605522,1.581432239221937,1.5715096202490333
4-2800317,,,,0,0.9991152199797741,1.001072627287913,1.0007600071812923,1.0038343178697244,1.0048859423606338,1.0041036092242703,1.0038727036045616,1.0088881897890978,1.075993082465768,1.2121375300575397,1.4228979548527028,1.4738093738911753,1.6744205631245548,1.5293628669752655,1.4921712857640816,1.4673410395059607,1.4410823084047604,1.4119422901161143,1.3925723874055844,1.3746248918511326,1.3565479363828847,1.3317005323554614,1.31779889270697,1.3915794712191203,1.4043695918713606,1.4003703573571429,1.3826701276302498,1.4523035334760312,1.4902574698671223,1.5157514994166632,1.5313686721532302,1.542662783054177,1.6109929349948104,1.6665755995145763,1.6429671084135504,1.6184910620457313,1.6774752917320073,1.72200784504941,1.6894032987347578,1.685609644428182,1.6578039702161242,1.648476089905277,1.6328181814231122,1.6231308612676967,1.5998913742229877,1.5820714412372159,1.5718968243620477
5-2805949,,,,,0,1.0096269554753308,1.002442248626088,1.0078727138522103,1.007874050138851,1.0065019189435302,1.0059007898447965,1.0068791021779762,1.005890745874899,1.0072803922457172,1.0073248625753817,1.006621888562424,1.1218822445601047,1.098829481184869,1.0917700617817725,1.088070974209474,1.0836087514364598,1.0812808433530379,1.0770423236844169,1.0744878711775607,1.0983831296284796,1.2442800066153228,1.377099153037383,1.4726570267438928,1.4479581562876438,1.41770689058535,1.3961873758882017,1.3740825858477508,1.3619882001460533,1.346287985027252,1.3384992142355174,1.322544655292093,1.3452006569960249,1.3939332700691958,1.380948147107516,1.3674412550228452,1.420140822565086,1.4598596463283895,1.4406711007856459,1.4432552711285287,1.4321490431650428,1.4265163464212818,1.4132829323821128,1.4073562181035697,1.3931680201906538,1.3822635068999711,1.375937634488898
6-2800371,,,,,,0,1.0002468463079577,1.0074449521413416,1.0076380575065826,1.0061157341801357,1.0054977734343589,1.0066005490433536,1.005529746047165,1.0070734028302468,1.0071412688892074,1.0063875077582387,1.130564734524345,1.104333572231547,1.0965135828088202,1.092379345186106,1.0874554497690916,1.0847428941614705,1.0801611783687015,1.0773506729840991,1.1023807297521997,1.2551747697244784,1.3951993984759805,1.4959367095509795,1.4684672957204883,1.4354768269552736,1.4125291951215764,1.388208943627514,1.3752025971658708,1.358532153355424,1.3500225331857978,1.3329793658967726,1.3563711545701507,1.4068500725447066,1.393011024283653,1.378645545836444,1.433097392769309,1.4741560648685608,1.4537609117786334,1.4560902375445595,1.443865655104719,1.43791376519558,1.4239635276539562,1.4177257824971425,1.4029247206169502,1.3913630261454157,1.3847338826333788
7-2807221,,,,,,,0,1.0356139345280801,1.013439377690167,1.010100251358686,1.0083707027086397,1.009754289334707,1.007969495676804,1.0098382267961006,1.009571336821018,1.0084917387212402,1.1747326712325674,1.1306714555516706,1.1189469897882585,1.1125692784091978,1.105338804980773,1.1006128294034994,1.0944188189268909,1.0903680941280633,1.1192194102481703,1.3008496753616168,1.47052122070716,1.5923278796145217,1.553125386594406,1.5078086779429742,1.4769181745950113,1.4443559375140407,1.4276601205214465,1.406213021905276,1.3949563336818398,1.3737392710291092,1.3999102894854616,1.457102457216134,1.43973607172123,1.4218496611082658,1.4829569708140202,1.5291141907812533,1.5038060589510767,1.504982591224281,1.4881422585484876,1.4809197467506967,1.4641329376997516,1.4566697783030722,1.4390127323928352,1.4252069051220884,1.4175264526980604
8-2805209,,,,,,,,0,1.0078760982742374,1.0047437316177243,1.0039427814590245,1.0059971778671641,1.0042706668525887,1.0068626579970719,1.006993575765655,1.005888418225818,1.1879236743809165,1.13724272617292,1.1242234984421746,1.1171342151935062,1.1091944736472878,1.1038896454283071,1.0972278387167431,1.0928368152048722,1.122698649004512,1.3133231769281548,1.4932811017962386,1.6210981496759036,1.577887632771559,1.5284793100487957,1.4950128821799455,1.4601122606788948,1.441981073481418,1.4190592325842701,1.407446409208441,1.3844862830787945,1.411658300161384,1.4708478009921166,1.4524063079735396,1.4334570462134464,1.4965236501800752,1.5441849607791822,1.517391213831231,1.5182094160787756,1.4999856805409462,1.4923890249166327,1.474771610171305,1.4669516079160905,1.4484674429386541,1.4340492233317523,1.4259080335576164
9-2800793,,,,,,,,,0,0.9886799653436752,0.9967070941771066,1.0034120153858928,1.000150543738702,1.0059988943315206,1.0064185104730825,1.0046567449894657,1.297310276230672,1.1864457345157657,1.163499233461022,1.1509664220120637,1.13784016927361,1.1280341946482098,1.1182413024964342,1.1114504509704821,1.1468566509049236,1.385533887840451,1.6190650538812674,1.7825122624603273,1.7142462268158893,1.6402487878737504,1.5917309994179853,1.5422125057051574,1.5175075902931436,1.4861616371978341,1.4705661446206308,1.4401575974827452,1.47121527116481,1.5400184322990131,1.5158915985065404,1.491373024518686,1.563713685200293,1.6185132626042755,1.5840258351647052,1.5827843777433728,1.5572998060571677,1.5478197042317368,1.5260477179614726,1.5164522422396025,1.4938684868962024,1.4765851761333493,1.466788863037646
10-2800785,,,,,,,,,,0,1.0011942778513383,1.0088136964957,1.0034394292262763,1.009449924548628,1.0089997237552473,1.006852533729308,1.338787145387859,1.2022879508087685,1.1758177544621637,1.161394790992458,1.146543000316257,1.1352199593713326,1.1244683543331149,1.116929353317189,1.15420805647822,1.4050627294424773,1.6530671802312413,1.8259715771029275,1.7501894278798462,1.669094148912073,1.6163542957074812,1.5628222255076432,1.5360142465136322,1.502767321230336,1.4861249362295916,1.4537798517721996,1.485504665617984,1.5565628422031987,1.5309938410309365,1.5050763540786845,1.57955645328585,1.6360072836846777,1.5996052194917274,1.5978140088850243,1.570513528053509,1.5605778794064886,1.5378073482794454,1.527787389525209,1.504068610019434,1.4860845342233246,1.4759034778521618
11-2800771,,,,,,,,,,,0,1.0233061081104817,1.0057975323323918,1.0140204005691844,1.0117453188689183,1.008694687999489,1.052053823187099,1.031902126499784,1.0260739121986708,1.0248583635151425,1.0226138977555592,1.0256465712820433,1.0223881125152672,1.0221490172451104,1.0401880888818418,1.2686188195410688,1.4930796211947786,1.6561373802677062,1.5988846505339478,1.5362142108452197,1.495218464920256,1.45368334353163,1.4325615969457646,1.406292383285081,1.393176615272117,1.367598201604135,1.4187743373112007,1.4882621891413412,1.4660013111179968,1.44342943742681,1.5165924929140175,1.5720269773423827,1.5396031919565738,1.5398072373030822,1.517399706239421,1.508492084924587,1.4879995248756723,1.4789679587384121,1.457759218463894,1.4415160140877106,1.432169513206329
12-2800764,,,,,,,,,,,,0,0.9841629419624385,0.9967376037833129,1.0016408918148165,0.9988817932747691,1.0512448045425289,1.029897415586903,1.0239317036053488,1.0228383273238815,1.0206631121848413,1.0240763490582616,1.0207812124273665,1.020650082771403,1.0188756813041706,1.21193128527432,1.4285433521286834,1.5888075517097775,1.5382549112959023,1.4823525072203263,1.445741331843754,1.4087517684048647,1.3898022252490607,1.3662192608735155,1.3544712961296046,1.3449799470396564,1.4286476404896675,1.500197669920529,1.4767965104172773,1.4531259910232934,1.528255664851065,1.5852088000342446,1.551227646007847,1.5510439592524918,1.5272293962236787,1.5179542527310026,1.496656757885072,1.4872838980522396,1.4652944214184995,1.448336828671209,1.4389726720806297
13-2800756,,,,,,,,,,,,,0,1.0028690800433666,1.005535780115913,1.001812068755992,1.0596083611188862,1.0330187347331576,1.0262850643119148,1.0249068694460333,1.0224204178497516,1.0257576588715143,1.0222117297434217,1.0219671021047083,1.0200366153880354,1.2124008853827475,1.4361226695051932,1.6018219362833146,1.5485300106073414,1.4900442080930183,1.4519328863615828,1.4135644115343093,1.3939846021534774,1.369672541517966,1.3586808887863593,1.353143714757271,1.4390703962147873,1.512466199867807,1.487956146175727,1.4632156512986256,1.5400915735540017,1.598394359486889,1.5629221763862788,1.5623316909157796,1.5371341619098895,1.5275080206866891,1.5054426229050726,1.4957441404447915,1.4730084735717692,1.4556604015796595,1.4457026462374118
14-2800736,,,,,,,,,,,,,,0,1.0049841816062608,0.9988019696893777,1.009164406736434,1.0049322955916826,1.0016102279474772,1.0027047064038017,1.0024118966581141,1.0086807537497835,1.0062169577274047,1.0072494973541324,1.0063508626004412,1.099667845518159,1.3043300567952252,1.461721654091853,1.4229506778001333,1.3790678397122105,1.350345361822994,1.3216334369622849,1.3066590856194928,1.3390028001344771,1.362626757443618,1.3568774792310738,1.4463781462694314,1.522853969794931,1.496890147367763,1.4707806935481558,1.5505844770305617,1.6111528596349807,1.5736487704250586,1.5726563298374032,1.5457883384202324,1.5357049107547627,1.5126463409133897,1.502531462818301,1.4788582085801876,1.4608415907530232,1.4506703841395678
15-2800710,,,,,,,,,,,,,,,0,0.9705008003658817,1.008285680942934,1.0036323041804822,0.9999085455464325,1.0013943516705104,1.0012216357414323,1.0084444502677012,1.005722915858078,1.006905659197038,1.005951710486621,1.002515829333762,1.1075837303975093,1.2485725060289583,1.230655546857044,1.2081174171901508,1.193248132386217,1.2610027275795699,1.3179577208356965,1.360290570303372,1.3852587867357895,1.3778504629142139,1.473833497223594,1.5556234918514231,1.526381498358899,1.4971527376194302,1.5819061501219278,1.6463116476888893,1.604454820075013,1.6022551323681902,1.5714138161963052,1.5603411153742168,1.535133200116343,1.5241129787848,1.498378666381263,1.478718009984471,1.4679065718794466
16-2800705,,,,,,,,,,,,,,,,0,1.0141851148559762,1.0053916741860351,1.0011848164775539,1.0025637916982992,1.0022353838191762,1.0095029866732066,1.0066185501601979,1.0077469628834543,1.0066998414719381,1.0031152299576045,1.0695574325910793,1.207395223993471,1.1931610877130872,1.1744655507368669,1.1621264660915256,1.2650012880931336,1.3233080601785154,1.365920848144464,1.3911996466697956,1.3833429402217436,1.4808969813880641,1.5639624909921164,1.5338863231920412,1.5038665852756687,1.5897968087584937,1.6551156636711326,1.6121662750111192,1.6096485815667159,1.5778011573850887,1.566483150070292,1.5407436244969084,1.529499693427481,1.5032571370068624,1.4832305787664377,1.4722230797047124
17-2800697,,,,,,,,,,,,,,,,,0,0.9988160244960449,0.9946596387380239,0.9975770384432662,0.9979712058920557,1.0076152537879035,1.0043715905988826,1.00593533831635,1.004907122483822,1.001065502891423,1.0049692353172024,1.105910157319078,1.1770269643891997,1.1879001881297897,1.1733379902333494,1.290538160681322,1.354846083511125,1.4011983091967595,1.428982100748293,1.41769169918103,1.5263732125958258,1.6185234260931327,1.5824680855216808,1.5468438730314098,1.6410576948673734,1.712821723543285,1.6621165944555758,1.6573481144813824,1.6184909177955296,1.605480535958136,1.5760938754457847,1.5633250701387464,1.5334421031503624,1.5111417593477559,1.4986450787922103
