순번_정류장ID,13-2805792,14-2801764,15-2801758,16-2801757,17-2801237,18-2801744,19-2801734,20-2801185
13-2805792,0,1.0029904696735035,1.00534447184339,1.006577401204577,1.009683431827032,1.0128765980956531,1.0364091409630245,1.0302036560550258
14-2801764,,0,1.009571060788663,1.0116956010964626,1.0132231793092399,1.0167894016514438,1.0467964018380502,1.0370588703581014
15-2801758,,,0,1.0199497157848711,1.0147481246659056,1.0188304963607988,1.0545904586482184,1.0415447934698925
16-2801757,,,,0,1.0141195466651456,1.0172863870951159,1.055468300496058,1.0416595492649254
17-2801237,,,,,0,1.0231917853051873,1.090369824023163,1.0560843232323738
18-2801744,,,,,,0,0.9820102523254021,0.9884660996735815
19-2801734,,,,,,,0,0.9784613600551171
20-2801185,,,,,,,,0
