순번_정류장ID,1-2806263,2-2806259,3-2806253,4-2800492,5-2800477,6-2805048,7-2800456,8-2800451,9-2800454,10-2800461,11-2800463,12-2800466,13-2800353,14-2800467,15-2800436,16-2800401,17-2800901,18-2807489,19-2807492,20-2807529,21-2807537,22-2807540,23-2807523,24-2807538,25-2807562,26-2807513,27-2807519,28-2803390,29-2803570,30-2803568,31-2805046,32-2805648,33-2803394,34-2803396,35-2803397,36-2803400,37-2803403
1-2806263,0,1.0034027352756638,1.0020039293521803,1.0039981224512637,1.0024125693100052,1.0519159170710701,1.0940479446138243,1.193478006904046,1.2330987785580798,1.2431414158952212,1.326213427289403,1.372192254371828,1.5511699685679516,1.5033280886488545,1.3889294904931264,1.2931776163084068,1.2361743618581575,1.1422912311722953,1.1199056517211543,1.1055444724265884,1.1009592193708164,1.0972672513033306,1.0924020641502799,1.0887292873118377,1.0849971429777425,1.0796039070186136,1.076258762820457,1.0749875563224005,1.0736950268390852,1.0719070380631979,1.0703348819420735,1.0691535437678974,1.0687067211550485,1.0671357140391182,1.0667198805216715,1.0662025235912487,1.0650333700896504
2-2806259,,0,1.0015086738525154,1.0041143696303982,1.0022749864081129,1.0587628118293253,1.1045033201380268,1.2155678202568876,1.2595749514217198,1.2317663741517517,1.224205870710132,1.2099508164638118,1.3203163380543925,1.2951115371223443,1.2334915784274492,1.178981472547763,1.1459336766451929,1.0914903886587268,1.0773011519922946,1.0680937166806448,1.065316103719884,1.063035139171072,1.0597012713494143,1.0583041372522994,1.0557953709529684,1.0522742964608682,1.0501328737666873,1.0493884829056939,1.0485770178711382,1.04748843319401,1.0463654010788412,1.0456435466482166,1.0453898538572775,1.0440883637657083,1.043945273191824,1.0437534625179496,1.0429846104727436
3-2806253,,,0,1.0073179088960138,1.002328795269725,1.0967136973016969,1.1542696069102352,1.3201639790218196,1.3841460265729522,1.3255719631258576,1.3103333318399466,1.2837859953172899,1.3294411454140573,1.3286972889387543,1.2469717370064104,1.181205539116301,1.1441909089649107,1.087114766760192,1.0729499083365663,1.063857911667286,1.0611649899127118,1.0589797731361583,1.0557262610248048,1.0544006204673637,1.0520216644313358,1.0485936969863043,1.0465722432871867,1.045927892101529,1.045160061405583,1.0440890768174051,1.0429883847907069,1.0423106400699957,1.0420539888240774,1.040756703812272,1.0406754831751648,1.0404676737199146,1.0397838392604757
4-2800492,,,,0,0.997735118280248,1.001130441885159,1.12493461445852,1.3718678985173298,1.4658007365965187,1.367472111559885,1.3439840134623477,1.3053868497072707,1.3608981117008798,1.3569267601585735,1.2525058813685128,1.1771182626982706,1.137600226750584,1.080667706848179,1.066953143407303,1.0584047249793773,1.0558155828133617,1.0536929446982741,1.0506445306661454,1.0496439298093394,1.0474270436403508,1.0441760761304477,1.0423285917314544,1.0417034579377893,1.0410279847180335,1.0401033573848268,1.038994139836814,1.0383552592100094,1.0381735591760108,1.036918764287879,1.0368404010198773,1.0367145919004654,1.0360878106616995
5-2800477,,,,,0,1.0261808773502898,1.2664296495606482,1.8030887411781558,1.9848422828110377,1.6272886712362424,1.5601963097519544,1.4652435048584351,1.516070982036531,1.4900544671109057,1.3116278549215485,1.2043790980487228,1.1533936600403918,1.0854889780745538,1.0703121134613376,1.060884214435948,1.0581418869588188,1.0558083922699668,1.0524800914758006,1.051375218200834,1.049012722769061,1.0455596171964405,1.0435682265085848,1.0429262834602147,1.0421807186003567,1.041196814339743,1.040040237868511,1.0393886204805753,1.03916914053478,1.037870508868638,1.0378245680333307,1.0376382252076775,1.036978466386589
6-2805048,,,,,,0,1.2211004995059336,1.8108405554606355,2.0100868084375954,1.6212933136126966,1.5513528280750624,1.4538036890658839,1.5085467384496936,1.4827583763302106,1.3037148909272513,1.1979026099012238,1.1481290691881147,1.0824712384182673,1.0677719923547424,1.0586481934894676,1.0560133341347107,1.053758613954108,1.0505529356646912,1.049555534491362,1.0472658494174707,1.0439496259755692,1.0420281968158156,1.0413906329006783,1.0406490562514876,1.0397095239043173,1.0386009745924156,1.0379769451832261,1.0377935446401665,1.0364857623346844,1.036458530926582,1.0362867798555289,1.0356293089439044
7-2800456,,,,,,,0,1.0096810295356053,0.9924924118674437,0.9996826081888663,1.002998566378848,1.0013913860005248,1.137652910337411,1.1749807522722908,1.1106923148024526,1.0713230947083063,1.054049704728385,1.0340577964541204,1.02791292040993,1.0240307155700024,1.0231898216838087,1.0222900199140137,1.0204944082137124,1.0217994043462382,1.0206773599183794,1.019122478545957,1.0183204815993976,1.0181871870826793,1.0179539616255764,1.017726591850236,1.0169888360005481,1.0167745742286673,1.0167978693235846,1.0157293382243284,1.0160082604470357,1.016060610353834,1.0157536834697525
8-2800451,,,,,,,,0,0.9615781585513906,0.9941024668769949,0.9999811362903026,0.9986102279550729,1.1694755397311922,1.2093140402491345,1.1223915770559116,1.0757204990991163,1.056335257216601,1.0346796977306236,1.028245870607439,1.0242893343767372,1.0233819340991863,1.0224963012816108,1.0206976866222217,1.021973784073598,1.0208594649325051,1.0192435352433906,1.018453392482159,1.0182888607508906,1.0180769458741246,1.0178178283503316,1.017045354169781,1.0168764160420078,1.016850687128021,1.0157939400927853,1.0160513550717791,1.016127066914327,1.015838484791031
9-2800454,,,,,,,,,0,1.0087342382495226,1.0128534670291869,1.007102302353862,1.2028318197766752,1.241659760892407,1.13346040919225,1.0804348855783474,1.0591291515462316,1.0357315593457435,1.029075375557031,1.0249241078117186,1.0240126765629907,1.0230183772185084,1.0212138666270358,1.0224935068298568,1.021316290483181,1.0196575870598594,1.0188148165578237,1.0187221840748018,1.018446906415408,1.018200225540904,1.0174162339626622,1.0172386737165617,1.0172095908325942,1.016165850047552,1.0163959592019154,1.0164448543435187,1.016194143686382
10-2800461,,,,,,,,,,0,1.0248923601722237,1.0054040957941635,1.3104100492185289,1.3368874495906147,1.1559870059298538,1.0876820208290996,1.0626634228842387,1.0366234216940897,1.029570673745986,1.0252966787370204,1.0243449707256223,1.0233916795843856,1.021460852097171,1.0227114160883066,1.0215355118091072,1.0198641353496365,1.0189984063193096,1.0188729277173902,1.0185903230457463,1.0183356079233004,1.0175382350580686,1.0173307624000967,1.017349826229744,1.0162658367481086,1.016497616754119,1.0165697056504095,1.0162899990375034
