순번_정류장ID,69-2806759,70-2806767,71-2807087,72-2806757,73-2803768,74-2803666,75-2804907,76-2803796,77-2802358,78-2804867,79-2802347,80-2803527,81-2806216,82-2806694,83-2805397,84-2805059,85-2805587,86-2804865,87-2806094,88-2805553,89-2805205,90-2805308,91-2804420,92-2806239,93-2802371,94-2802441,95-2802955,96-2802945,97-2802936,98-2802918,99-2802864,100-2802824,101-2802618,102-2802176,103-2802169,104-2802154,105-2801846,106-2802103,107-2802052,108-2801847,109-2801990,110-2801996,111-2802015,112-2802035,113-2802609,114-2802689,115-2802699,116-2802710,117-2802716,118-2802722,119-2802707,120-2802715,121-2802729,122-2805440,123-2802632,124-2803129,125-2803120,126-2805594,127-2803099,128-2803071,129-2803082,130-2803079,131-2803068,132-2803630,133-2805651,134-2800372,135-2807637,136-2805746,137-2805747,138-2806935,139-2806814
69-2806759,0,0.9603715212135278,0.9475735412645632,1.3857289281002798,1.2560688700347848,1.328281645488712,1.972121356264772,1.8716111491830894,1.7081626677854884,2.2684766214177983,2.88223285198556,3.1036619087601456,3.342453180152432,3.0873919144370046,2.818002719638682,2.666577649294707,2.839015564371975,2.864543162430022,3.019533842103616,2.886554867469537,2.7685745847670815,2.99182204410723,3.5992458790546573,2.781715899095202,2.1255015864457687,2.0401970393811033,1.7953467824628542,1.7845492764214488,1.772813823276847,1.7396087900777437,1.676655073683119,1.660495938940785,1.645140051255227,1.6364286669470385,1.6153920021384434,1.5904647881286174,1.5714556724969342,1.5575602006343274,1.5356641445354107,1.5246584392969145,1.5260429165804203,1.6463476121280303,1.7011088813334434,1.712005208827628,1.7952961460013352,1.9677412831513295,2.0749010293690455,2.073996892116577,2.0490129892821534,2.088504617702023,2.0254659948633056,2.007166084399583,2.0879465607111856,2.1387360232919916,2.1701056359815225,2.1983147188257366,2.170817158027143,2.151563203603764,2.1226617662614653,2.0847363462997635,2.0600263693245364,2.0858312225984315,2.0763853510015533,2.0664612612485147,2.0439563835060435,1.9828312595732387,1.9330368239570144,1.9145306028923492,1.8885634144780337,1.8691713288693188,1.8347786274486004
70-2806767,,0,0.91835002546257,1.7076671703456001,1.3422625362031253,1.234789491821121,1.4818621957508937,1.4371858147716685,1.3655212265581216,1.7775449702819035,2.072403465291289,2.294977754083873,2.4834259052244376,2.3520108760839546,2.2062797478878475,2.120742643505684,2.252550590079924,2.2864852145319716,2.4180134950174423,2.338020942105585,2.2655550450837008,2.447200754907036,2.899400120702148,2.3680489547277874,1.9014274326500882,1.8372097837045411,1.6529085489295758,1.644601931803065,1.6354903521551947,1.6090749718695585,1.5597339808077508,1.5467573076515044,1.5354850323738753,1.5292153769219456,1.5125336468388615,1.4923021025564294,1.4774368845016732,1.4661988848774932,1.448596673441435,1.439767408260283,1.4421718637818854,1.5555100431339097,1.6065089668362336,1.6179825662249265,1.6954766808070298,1.8551065349028868,1.9541115128008157,1.9565255411716165,1.9349367513728446,1.97287566870768,1.9185597617652488,1.9026432129019175,1.9790376759206603,2.025948095130679,2.056032020600132,2.0827435888697856,2.0591662288289814,2.042004877314294,2.0167032191099117,1.983559409456176,1.9618837886722773,1.9867147009073758,1.97859085665192,1.9708886640503913,1.9507620325306119,1.8970473864170931,1.8526505240940623,1.8363137868476356,1.8129554806493906,1.7957413464854373,1.7653122079848405
71-2807087,,,0,1.4576357327289082,1.2087798498017044,1.1417621036630918,1.200870598621439,1.1840497033089026,1.1588885760711285,1.5037514366721245,1.7460943715615744,1.9619859449302737,2.129905679510322,2.039793036653772,1.9382791012369536,2.0449125590780293,2.2898581738869344,2.324806442534397,2.463458510467966,2.37669072803362,2.299230920697067,2.198397461064741,2.5869528831529003,2.170256192441228,1.7875468591787458,1.7331335913886776,1.578273201105999,1.571015790189667,1.5632005282746186,1.5402544498455513,1.4976186384838777,1.4862715352662994,1.4771066452630903,1.4721988598517914,1.4575900060129605,1.4397494852099295,1.426928637958449,1.4171211412974587,1.401660787638276,1.3939540976290634,1.3968345847560815,1.5066958818923457,1.55559721351119,1.5672781015296762,1.641585150660414,1.794799974670974,1.8897203702991545,1.8938610028707032,1.8737871674947844,1.9109538731635167,1.8611241282681577,1.865350515551151,1.9841287967805372,2.031709465208706,2.0621992973757934,2.089254732515296,2.0652382771438362,2.047935493776555,2.022030369557835,1.988477473673512,1.9663019676184144,1.991277698027547,1.98330028057662,1.9752994826350716,1.954858819142829,1.9001119138233662,1.8553757808422222,1.8388326337651488,1.815191333402925,1.7977735501494145,1.7670051220538485
72-2806757,,,,0,1.0040214627550061,1.0042676507832644,1.0035155591162086,1.0023072136326647,1.0059351221718673,1.3776599145153698,1.6033848337609875,1.8250711697008117,2.0082892750582917,1.9208734787785828,1.823305121839717,1.7654297650074544,1.7138677307911565,1.7381630696025832,1.8553399587446902,1.81215157330202,1.7731410710053765,2.118058311839439,2.527880702948729,2.104133399649224,1.7301902180942526,1.6781954270226291,1.5319949329981937,1.5251867661288034,1.5178398106288837,1.4962740665603287,1.4562689416550476,1.4460913652884149,1.4376112792979625,1.4332130692803375,1.4194633021675922,1.4029042763628539,1.390849303479287,1.3818503283715282,1.3674323319737758,1.360091106122159,1.3638022485520689,1.4741448696794397,1.5235036935326987,1.5357908282439405,1.6103930964677218,1.7647167592842943,1.8603171207881628,1.8649641517535964,1.8456342678375437,1.8832858176092147,1.8341117410926027,1.8200199715422882,1.8520536161549708,1.8957059723439993,1.924464488390146,1.9508421760346082,1.9304246665439444,1.9156618416833742,1.8941859389098106,1.8657829796615957,1.846870764201917,1.8653179061915592,1.864336362901047,1.8584777911673853,1.8412170611927572,1.7943092895762316,1.7558952900372569,1.742013458449032,1.7218300994027638,1.7064187401945525,1.679958110131543
73-2803768,,,,,0,1.002739578374397,1.0024793388429754,1.0008936190822464,1.0055069236773653,1.5227283962437121,1.8545053107755995,1.5656647184547117,1.7467753847364338,1.682022151757039,1.6095852721900796,1.5662918215864323,1.5281318286285646,1.4913538673927351,1.5193811436619313,1.4954150581062073,1.6030122153332165,1.9379058677453944,2.330248985135514,1.9594208532257409,1.6337536981421423,1.5885511708567193,1.462816956475879,1.4571083518888932,1.4507316208501853,1.4314203206829919,1.396758333356615,1.3877055068968047,1.3810278790529347,1.3774387911069683,1.3659927004796761,1.3509827929185254,1.3409994879590126,1.333080174144813,1.3204558844002368,1.3141815233637257,1.3184306787971256,1.4275707914768396,1.4759644238383676,1.4885648023046847,1.5621551249825922,1.7136388140813128,1.8076484144648122,1.8138168058065554,1.7957421252114454,1.8333637205862687,1.7866039506518934,1.7733255137361517,1.8055934457683185,1.8487635562492626,1.8775195533435052,1.9032768641744133,1.884174055432285,1.8702448250271428,1.8493649910078023,1.8225153441844133,1.8046465292691647,1.7924881285776746,1.8225023239095073,1.817122052012546,1.8008577141834279,1.7564038958749386,1.7197846744877818,1.7063555435512834,1.6869088286624692,1.6725390410985987,1.647223674562957
74-2803666,,,,,,0,1.0008824245798393,0.998665266386464,1.005901500047575,1.7972210402027196,2.3610800624562542,1.7498666983344713,1.7002172798391726,1.6322403859986436,1.5579992717082782,1.5143928765647618,1.4766453460312712,1.4406401375030327,1.4737990835465387,1.4502944825115764,1.5645662364388402,1.924200187235752,2.354546619221398,1.950136129167585,1.6129481716397849,1.5673413683231412,1.4425354621993556,1.4371017601749112,1.4306590245857103,1.4118992820129816,1.377775518015714,1.368948262769081,1.3625194784353916,1.3595909524683953,1.348085188233676,1.3335062641533622,1.3238947442215163,1.3162229091945366,1.3038652313944585,1.2978110085405679,1.3024795492812116,1.4134138684505615,1.4624544820070773,1.475446289341941,1.5504016572727983,1.7047546527177018,1.8010764590562252,1.8075653165391363,1.788897429909206,1.8275407025233328,1.780376295862739,1.7666346960989714,1.7996253335038557,1.8436483462845124,1.873013900084299,1.8991783213122884,1.8797575138158267,1.8654558283282283,1.8444039352758035,1.8170480744353907,1.7993469053434397,1.7867890918396676,1.8172025225689705,1.8120580810868283,1.7957265146582344,1.7506679216502188,1.7138272423010399,1.7001870648636765,1.6806990612339283,1.6661452594857191,1.6406011837746057
75-2804907,,,,,,,0,0.9903607046225869,1.011560031508814,1.5042317915863788,2.253673383550644,1.580848278431164,1.5507189037638898,1.4901807059118288,1.4259013119476251,1.3886960693720856,1.357483463965983,1.3279056522524275,1.3710278008748782,1.3511133344155515,1.4706293014004905,1.8528385132230307,2.323090892865677,1.8970598186299417,1.5632702100686862,1.5193574434640051,1.402319029187268,1.3971108052908163,1.3912468726060336,1.37352664468992,1.3417217386370195,1.3335585006753994,1.3280318737425354,1.3254511793538961,1.3152001876008552,1.3013911001960146,1.2925644793008415,1.285618090288476,1.2741762974996325,1.2686313087251688,1.2737189740248755,1.386251042589681,1.435848732865346,1.4494971592596815,1.5252756442346738,1.682216244258545,1.779710153086044,1.7869358707783742,1.7681385962353398,1.807513466872485,1.7605918289429863,1.74719692458052,1.7810107525024537,1.8255940749517992,1.8555495785061196,1.8826159161527853,1.8631351021417626,1.848932184853179,1.82796733423483,1.8003169445407199,1.78249411090042,1.7699833421879596,1.8009985974555938,1.7957363977107803,1.7794531526304749,1.7347593869582223,1.697968674568011,1.6843011443032436,1.6651345018765027,1.6505988498661937,1.625257876204185
76-2803796,,,,,,,,0,1.0229850403745644,1.0110601364177674,1.5178231028659814,1.2728143127663718,1.292520149062006,1.264423366620185,1.2332648104245703,1.2141023723177182,1.1985319005281077,1.1831213275860775,1.232176543978125,1.2204827007321772,1.328111674807148,1.6638234795661018,2.0744532446204653,1.7465331519678653,1.4784744125498126,1.4421353775673234,1.3466931171722005,1.3423925387787818,1.3374877145482342,1.322329467650385,1.2954766778315345,1.2886189688892473,1.2846645190854178,1.283108003403059,1.2741066606139493,1.2621879463387558,1.254973252308212,1.2488630706146533,1.239110332192537,1.2343963255681847,1.2399912483276134,1.349429386395301,1.3977183257498325,1.4112635867827943,1.4846537617978912,1.6362948698541622,1.7308980456077696,1.7389795923127864,1.7220592963055728,1.7603729590625847,1.716759276422756,1.7040897274338669,1.7379674186648766,1.7813277244353385,1.8104627028759213,1.8369054855001457,1.818755461419329,1.8056121109374386,1.7857135814580118,1.7602769756538923,1.7434593420603504,1.7316788140124013,1.7620579147616706,1.7574561202445684,1.7422355092610684,1.700146269275512,1.6655231705033424,1.6527479035784458,1.6344689492147333,1.6210704198402075,1.597040440230508
77-2802358,,,,,,,,,0,1.0006906252995809,1.0097028361761688,1.0043681972907788,0.9981362999697343,1.011616613757776,1.0118026446718964,1.0102886561313877,1.010505495139787,1.0096886613189422,1.009193362095322,1.058363080926654,1.173620779484454,1.482480712069002,1.8787616566014806,1.6119006841226589,1.3939134366700114,1.3636783516038118,1.2876460027034373,1.2843454205589662,1.2803290970951426,1.267379307666023,1.2450938970766383,1.2397509204116113,1.2371371334648695,1.2363951112409435,1.229108352666069,1.2190042361852353,1.213189440900942,1.208135893863242,1.1999598801075826,1.1961820751643109,1.2022121841694198,1.3102575137822492,1.3575333304792117,1.3715252586319986,1.4434399511094904,1.5923957617380706,1.6849123723938326,1.6945002768043667,1.678334914922625,1.7166286403850763,1.6756139876917429,1.6638541124347852,1.697681589484627,1.7403266361966387,1.7690747805817673,1.795720755522032,1.778386551851605,1.7659003128242703,1.746990205339128,1.722888263967818,1.7066776452806591,1.69580843805197,1.7259466263364391,1.721897238130588,1.7073655592356096,1.6672504112905924,1.634523462744466,1.622165773266773,1.6048503841980712,1.5921301149164058,1.5693286159146322
78-2804867,,,,,,,,,,0,1.0245769332584374,1.0061337023192414,0.9972529015381721,1.0155599408640943,1.0151974049350472,1.012539159068045,1.0130184565724152,1.0118160529611628,1.0109667623301994,1.0681106115432042,1.2056140506760258,1.5842193435640228,2.0956426100365277,1.710259589871995,1.431909051759828,1.3959550735373172,1.306703116950026,1.3027384819105525,1.2983331781101912,1.2836635306266244,1.2589638198895359,1.2527051631388353,1.2495477778189679,1.2486369966472823,1.2405549225548669,1.2294070781593451,1.2229492049206432,1.217627952844638,1.2084161999364178,1.2044913299542874,1.2106486929402314,1.3234080625491516,1.3731469619052332,1.3874818099850326,1.4632378459502102,1.620830921664307,1.7188217253116327,1.7279321334572817,1.7103624437140257,1.7508467217869546,1.7056655202826965,1.69282663814764,1.7277084425702451,1.7727071174621982,1.803175712561725,1.830878507822121,1.812124434230223,1.7984097614989774,1.7780523507620964,1.7516407334022612,1.7345314690626334,1.722613391136938,1.7540285502663102,1.7493857714519068,1.733559304187101,1.6907095513636978,1.6553733802019566,1.6426148187331586,1.623973277571458,1.6103256872174838,1.5863186736513246
