순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2806293,24-2804201,25-2806291,26-2807291,27-2804203,28-2804206,29-2804332,30-2804208,31-2804210,32-2804212,33-2804579,34-2803703,35-2806885,36-2807292,37-2806887,38-2806889,39-2806892,40-2807121,41-2806979,42-2807407,43-2806980,44-2806981,45-2806982,46-2806983,47-2806984,48-2806985,49-2807003,50-2807125,51-2807126,52-2807128,53-2807130,54-2807132,55-2806962,56-2806940,57-2806941,58-2806942,59-2806943,60-2806944,61-2807134,62-2807135,63-2806946,64-2807137,65-2806947,66-2806948,67-2806949,68-2807147,69-2807148,70-2807149,71-2806951,72-2807138,73-2806973,74-2807139,75-2807409,76-2807123
1-2800269,0,0.9989815947701196,1.0016723380552544,0.9953788190315304,0.9989439209921254,1.0021359445539517,0.9973750582398728,0.9984169514126175,1.0117511958386158,1.0041681022363205,1.0032962183588445,1.0028160152622954,1.0016753033034196,1.0021065968145098,1.001836687424888,1.0019763118109803,1.0018923839031812,1.0027147360384792,1.0022539956386496,1.00103317387722,1.001943061928432,1.001897312562814,1.0024859238641566,1.002524124938377,1.001633101522961,1.001633512513764,1.0020819407015824,1.0017240136032972,1.001971666673652,1.00178148928921,1.002095758482135,1.0018351042317828,1.0018268744741756,1.0020620722356128,1.0019309934735818,1.001896709260316,1.0012359315224413,1.0011438972073823,1.001723519801138,1.0058634047013748,1.0057212798078392,1.0056811318231136,1.0051070389254768,1.0050131239789777,1.0051146944341947,1.0050758275573255,1.0049793008550287,1.0048770297920264,1.0046416455378075,1.004622932117226,1.0041822937409854,1.0042636917029608,1.0041550280875953,1.0040416473738183,1.0043337013879283,1.0169199627467465,1.0801905509944378,1.1073954958300332,1.135992813708763,1.1673503991507739,1.1971014787771634,1.224334496982068,1.2630513187253474,1.2859411635628508,1.315333812252278,1.346436012697104,1.4969126937829405,1.5647669916059181,1.6762398973012544,1.710952662332861,1.7689595102220204,1.8084776456286658,1.9201484511677034,2.0453980462665826,2.1269525722383875,2.214693621824482
2-2805488,,0,1.0048549440877443,0.9937551860976039,0.9989318868348576,1.0029910926734393,0.9969835647870999,0.9982974142610239,1.0140444901412675,1.004866011382269,1.0038224776229427,1.003247977911277,1.0019421549697904,1.002378436559707,1.0020624966282123,1.0022062664046083,1.002102848700692,1.0029639022840309,1.0024617362697528,1.0011551713525448,1.002110885698878,1.002055041780775,1.0024212525487746,1.0024632408715004,1.001533141830756,1.0015356619027742,1.0020065475349327,1.0016345352036202,1.0020960471152742,1.001703372596862,1.0020329826722831,1.001939400897958,1.0019263640081586,1.0021682268185028,1.0019499678037036,1.0019137309403214,1.0011564637763994,1.0009208511515755,1.001664144194156,1.005979562473963,1.0057098217870766,1.0056117713073613,1.0051378322899867,1.0050412643086104,1.0051980925224375,1.005104473688263,1.0050051143458503,1.004900363978707,1.0045613588917641,1.0045440378193677,1.0041445508274995,1.0042283286870164,1.0042050473448885,1.0040046171232002,1.0043022760869391,1.0171767267353393,1.0814655841272116,1.1092373722899134,1.1382130907296832,1.17019675088085,1.2005120749986993,1.22832682329709,1.267654329054538,1.2910100241292783,1.3210708315236372,1.3529586148980333,1.506748126515438,1.5762726574334316,1.690566380331224,1.7262242886426291,1.7858558568682001,1.8265115340218057,1.941593477299435,2.0705476868353596,2.1552149536570093,2.245756104187184
3-2807373,,,0,0.9869228044341957,0.9967404611782976,1.0024368597476068,0.9949410360957184,0.9968672241785842,1.0156899311576617,1.0048674320955018,1.0037037673726608,1.003078696047412,1.0016756366607023,1.0021818439145187,1.0018623942712728,1.0020223773725625,1.001923500811922,1.0028508105611245,1.0023260040792268,1.0009593188477781,1.0019726567851175,1.0019207131867927,1.002312314433393,1.0023596185254868,1.0013956519830334,1.001401151166701,1.0018941880852434,1.0015101414966983,1.001789355488649,1.0015946818901016,1.001940118037231,1.001665991106733,1.0016649911930233,1.0019178809408902,1.0016975187799304,1.0016718238523068,1.0011325315180086,1.0008916906885488,1.0014409604599228,1.0059411915856278,1.0057894754780499,1.005627419868412,1.0050302969700107,1.0049893458663857,1.0050956076198732,1.005109210765829,1.0049031588118413,1.0047978661618262,1.0045561914053234,1.0046361691155177,1.0040866452330528,1.0041731958785134,1.0040636732970059,1.0039918955888762,1.0042525731090368,1.0173108701987195,1.082567031339716,1.110667169158697,1.1402316560330874,1.1725781826227435,1.2034888514431208,1.231609605468842,1.2718885463382723,1.295660954988735,1.326087944086021,1.3585010658394854,1.5154627343739706,1.5865540852573299,1.7035401868422877,1.740051882967792,1.800956553014316,1.8426347852320943,1.960593610059772,2.0930803540273994,2.1800923390368556,2.2736674139978836
4-2800272,,,,0,1.011532534672168,1.0169355100451138,1.0007846095049113,1.002321584162187,1.027490770045012,1.0095958549127968,1.0075582654518667,1.0064144461458648,1.0042485844361106,1.0044410724904687,1.0038307286483321,1.0039419565278818,1.0036996730660142,1.004564846551905,1.003889279342215,1.0022800313044786,1.0033125559738787,1.0031870924588178,1.0037907460303555,1.0037923745614612,1.0026900165377672,1.002420572740913,1.0029193103707392,1.0024859036879004,1.0027249248667756,1.0024655117451924,1.0027883109063758,1.0024720377959098,1.0024324273507923,1.0026862504019591,1.0023535965498531,1.002628897110036,1.0017939091305337,1.001744506656605,1.0022849984519373,1.0066593035747713,1.0063478235204788,1.006399043943273,1.005753726611672,1.0055261106558433,1.0058508036935228,1.005687948389276,1.005621038490929,1.0055563330459303,1.0052807961660026,1.005245683012788,1.0046499554993058,1.0047244183165531,1.0045949212945098,1.0044605422009747,1.0046759598156192,1.0180280125309709,1.0848544143065313,1.113667602688677,1.1439546372015073,1.177267111515607,1.2089241233668295,1.238001529420844,1.279281909395718,1.303701156997609,1.335295565183933,1.3686594189652723,1.53088191892428,1.604632690037311,1.7258504676123831,1.7640234512579167,1.8275615292710725,1.871026196545747,1.993535201626716,2.1329550216074864,2.2240601371810773,2.32190862882716
5-2803582,,,,,0,1.0257610140300943,0.9907152083808235,0.9970490610444618,1.0294306913799325,1.0069517911762493,1.0049516995574377,1.0039333042991352,1.001922486283346,1.0025249346552836,1.0020877856773796,1.0022759017197762,1.0021371322832715,1.003221385447083,1.0025794486614945,1.0009659880601995,1.0021376980313936,1.0020690458080441,1.002502900287326,1.0025497667314176,1.0017186392047155,1.001460100479013,1.0020100033302934,1.0018220658075145,1.0018839932952273,1.0016638017903083,1.0020393334062614,1.001736156244018,1.0017315917643959,1.002005618346353,1.0017646463295142,1.0017335203660076,1.001316461370514,1.000969175743497,1.0017851146806274,1.0062633450234586,1.006024722639013,1.005967018173521,1.0053831123138608,1.00527470156578,1.0053811594011317,1.005334835029062,1.0052216340450868,1.0050522717408208,1.004946584777419,1.0048165893722365,1.0043292580084304,1.0044133854433819,1.0042915005135564,1.0041649761165174,1.0044763147657374,1.017961855044106,1.08599119721222,1.1152904218519728,1.1461527914947403,1.180061471216527,1.2120840072312444,1.241702229544147,1.2838325202901226,1.3087339219422742,1.3409012837500174,1.3749525591909046,1.5407678324259861,1.6161174554666455,1.7406962586833084,1.7795963519064328,1.8449833372989308,1.8897905333642653,2.0158889613713087,2.1591215664705152,2.2533814204776896,2.3550839963445247
6-2803603,,,,,,0,0.9435803703831431,0.9815682433600278,1.030515402970821,1.0041543068199659,1.0023820970158352,1.0015870806581493,0.9998486888160961,1.0008659353306804,1.0006140339208514,1.000873202163275,1.0008368903525455,1.0021085263335803,1.001507873418442,0.9999126773910694,1.0011939487018713,1.001176204901273,1.0019927839494522,1.0020597211874673,1.0009557455113323,1.0009731869930825,1.001554193204801,1.0011214335137266,1.0014642389506774,1.001263804500469,1.0016691858215847,1.001371381447789,1.0011935437445796,1.00167113856633,1.0015235765011559,1.0014161660231702,1.000574743964742,1.0005803755298641,1.0013485841927912,1.00608914416884,1.0058537288841523,1.0058658510279581,1.005095528801336,1.0050504769520057,1.0050462576030266,1.0050614713863981,1.0048990165937695,1.0048969774927645,1.0046365098699004,1.004667710206199,1.004182593164831,1.004223818188762,1.0041066783642998,1.0040296582491635,1.0043031151138289,1.0179279315596523,1.0864992200276997,1.1160029846610449,1.147338467767085,1.1815654386793717,1.2142753659078818,1.2441321801812972,1.286652914329328,1.3119224266949212,1.34436713560829,1.3789886030025236,1.5471967258267427,1.6236920450126506,1.7502869500647924,1.7898482452859152,1.8563809724034308,1.9017717722736152,2.030236638620381,2.1764269947543324,2.272534136295912,2.3767984836854077
7-2803602,,,,,,,0,1.0069899670698306,1.0550035537868472,1.0116849111643749,1.0083266172260454,1.0066256575856565,1.0037399054549994,1.0040771411999743,1.0033818078654442,1.0035357293774052,1.0032799742781742,1.004338991099691,1.003569474122438,1.0017499861275874,1.002957824384391,1.0028367014847732,1.0035409554364272,1.003552056318948,1.0020636271381342,1.0020530636747327,1.0026142566701124,1.0024014395851655,1.0026684599891234,1.0023896036647917,1.0025301978674457,1.002197448645064,1.0023639311294827,1.00263814825532,1.0021877338427971,1.002133671814671,1.0016032587539654,1.0014774729140237,1.002141344682113,1.0067017873645125,1.0065727934468383,1.0064888036006943,1.0058704665559146,1.0056900409571956,1.0058496266051151,1.005795538856912,1.005553411283914,1.0054312318471712,1.0050951882026822,1.005219920690874,1.004602469104704,1.0047772883521588,1.0045947417561567,1.0044106964942763,1.004810934839072,1.0184756305827498,1.0874733530466805,1.117309214312288,1.148854949683144,1.183265692329021,1.2163669895179405,1.24643310260047,1.2893419346042017,1.314973560458713,1.3479283487404543,1.3827676097192731,1.5526278811970533,1.630091321141209,1.7578480530983538,1.7982164701233458,1.8654101364410085,1.9117538363523576,2.0417152683055555,2.1902125470217237,2.28800804388102,2.3940233390118193
8-2800274,,,,,,,,0,1.089891755286435,1.0127560379223124,1.0085637393535032,1.0065707492937577,1.0033654048614848,1.0038108555222938,1.0030997120149179,1.0032777060019133,1.0030270897816598,1.0041787019290174,1.0033773600845777,1.0014813617807874,1.002764523291247,1.0026497282643052,1.0033987449372548,1.0034156282337456,1.0021678793929418,1.0021541430196144,1.0027321242806186,1.0022436920710183,1.0025298250065529,1.002251312784346,1.0026226520530406,1.0020660316402925,1.0020437345822633,1.002330423500731,1.0022603853893584,1.0022013056503822,1.0014796261361414,1.001189004237916,1.0018784110108216,1.0066965140507966,1.0065654020190213,1.0064804092160207,1.0057901440521841,1.0056083662026842,1.0057122320950176,1.0057183363896893,1.0055893169376242,1.0054084469308942,1.005177158884653,1.0050897600328788,1.0045715402036839,1.0046518866450842,1.004518400483414,1.0043802736087495,1.0047411278399125,1.018603465043724,1.088476049121662,1.1186214584456446,1.1504526765239886,1.1854555865461631,1.2188217253386626,1.249343638833387,1.2929636068916586,1.3188330550019218,1.3521291885233069,1.3874773480158549,1.5601756541664915,1.6387961684061503,1.7693861313351418,1.8103355389425637,1.8790998444943068,1.9261760030540482,2.0589376286099483,2.2106716253923517,2.3106882484157407,2.4192149118262902
9-2803847,,,,,,,,,0,0.9712435249626593,0.9777648855898521,0.9815136083779274,0.9844660643089386,0.9894328974938863,0.9909660383605227,0.9917802890456231,0.9926117374062724,0.9951514118081908,0.9949654587198022,0.9937227824514931,0.9956276336080843,0.9959686210566511,0.997357216341809,0.9976217915257006,0.9966437533129845,0.9964905180567604,0.9975689387956339,0.9969224009848984,0.9978507720743592,0.9978714249611954,0.9985032889781289,0.9980781784525437,0.9984800905839104,0.9988409065751185,0.9984401841387323,0.9985865490777963,0.9978682826829538,0.9980969274298916,0.9989370452493358,1.0043298291308729,1.0040162517708842,1.0041812467440638,1.0035667932065353,1.0033625060035882,1.003637483530217,1.0036739323360369,1.0034884178605603,1.0034487263989216,1.0032318776550104,1.0031923484946457,1.0027685033838787,1.0029985369271563,1.0028697568163285,1.002694442974952,1.0030048717374331,1.0172292081191887,1.0882616942808503,1.1187808999171611,1.1511232653096832,1.1867605590350123,1.220584211572001,1.2517585700931824,1.2961720583674154,1.322525875957245,1.356391714244143,1.3925031611028094,1.5687058376438023,1.6493193160330006,1.782937120893739,1.8249480315437705,1.895553590089159,1.9440518459938332,2.0806342157144684,2.2367327460298325,2.3401935327649843,2.4524620092882934
10-2806301,,,,,,,,,,0,0.9937138984399775,0.9916106108188611,0.9920054572454681,0.9966601683162629,0.9971528400968619,0.997820117734951,0.9981426384980522,1.000459908422353,0.9997413192261119,0.9977096791645828,0.9996396641128094,0.9997338678979771,1.000559488721717,1.0007127819038597,0.9993991429173367,0.9994707722155578,1.0002538934749055,0.9997556730918418,1.000569086350814,1.0001263445050246,1.0006811762958634,1.0003673103160184,1.0004434015441905,1.0007972227185613,1.000643653306161,1.0005707738760263,0.9997276148678321,0.9995942619432641,1.0006023386266925,1.0060141329139136,1.0058285773722924,1.0059132093267893,1.0049263551473588,1.0049457365990053,1.0049434047193502,1.0049616911347583,1.004909159474238,1.0047863560661132,1.0045067349560053,1.0044878376367756,1.0039727388901278,1.004023259207454,1.0039536749586164,1.0037325463193694,1.0041262303202299,1.0187199381891636,1.0921672355322856,1.1241104431102975,1.1577364185153325,1.1946570048443441,1.2300145396600313,1.262533865199836,1.3087929812260923,1.3364859767799193,1.372006056684354,1.4097101982301785,1.5951482570771058,1.680231409029,1.8221536624510297,1.8668523497025087,1.9421256843307533,1.994065589273163,2.1396512920252797,2.3076614100746595,2.4189933874457803,2.5411660054379843
