순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2806293,24-2804201,25-2806291,26-2807291,27-2804203,28-2804206,29-2804332,30-2804208,31-2804210,32-2804212,33-2804579,34-2803703,35-2806885,36-2807292,37-2806887,38-2806889,39-2806892,40-2807121,41-2806979,42-2807407,43-2806980,44-2806981,45-2806982,46-2806983,47-2806984,48-2806985,49-2807003,50-2807125,51-2807126,52-2807128,53-2807130,54-2807132,55-2806962,56-2806940,57-2806941,58-2806942,59-2806943,60-2806944,61-2807134,62-2807135,63-2806946,64-2807137,65-2806947,66-2806948,67-2806949,68-2807147,69-2807148,70-2807149,71-2806951,72-2807138,73-2806973,74-2807139,75-2807409,76-2807123
11-2803848,,,,,,,,,,,0,0.9892282663812044,0.9913145728441417,0.997344721080141,0.997745716137103,0.9984724379505087,0.9987466525106808,1.0012222628198824,1.000353094085532,0.9980651894247319,1.0001203563759862,1.0001823813582615,1.0014269371642008,1.001546848504556,0.9997326466034901,1.0001495098527522,1.0009489511058107,1.0000740479230947,1.0005997692708979,1.0004129233332526,1.0012329384982184,1.0006338884829598,1.0009302871406824,1.0010579920478841,1.0008931295505676,1.0008026403556216,1.000126269407841,0.9999664171521665,1.0008044865864767,1.0063245318970864,1.0060451249986235,1.0061923188757929,1.0053087444704263,1.005186531653419,1.0053097174455732,1.0053871570084547,1.0052572903620336,1.0051267653138476,1.0047102723170704,1.0048001782801106,1.0041500325525416,1.0042487304772667,1.0042207067273679,1.0039375778021635,1.0042852214049256,1.019133787177376,1.0937870268180658,1.12608466183497,1.1603715911532724,1.1980358483283864,1.2338347710669038,1.2668734834777746,1.3141194338854634,1.3422033690354194,1.3785569298843132,1.4170952522497133,1.6065866709409833,1.6934967079568612,1.83901261924364,1.884785100268238,1.9623866187927619,2.0152771637909614,2.16525653495635,2.338893110255143,2.454027747771429,2.5801773123878613
12-2806298,,,,,,,,,,,,0,0.9924697972967704,0.9994393090688352,0.9992742436139128,0.9999804688734159,1.0000496505181973,1.0025515381036976,1.0014477613595718,0.9988184994883467,1.000961066479382,1.0009540701784851,1.0021864097958526,1.0018572611937044,1.0003063818001903,1.0003538110196453,1.0015412743336625,1.000947204886209,1.0014221910547403,1.0011619801148175,1.0016933235597094,1.001310731439291,1.0013319325292813,1.0016926819295695,1.0011603245071308,1.001267208041466,1.0003447122096456,1.0001679650852902,1.0010186322513746,1.0065524908073464,1.006333603291784,1.0063228101707558,1.0054861709729472,1.0053578086544261,1.0056128915805098,1.0055555094639705,1.0055447856770312,1.0052199907417345,1.0050922547818448,1.005056632966992,1.0043813033971007,1.0044214923292798,1.0044382131501226,1.00419245268985,1.004442643371362,1.0194323428654384,1.0951302870812543,1.128046388847394,1.1626162820277715,1.2009626627011218,1.2373193532209852,1.2707583765451647,1.3190533342699335,1.3476209099479268,1.3843183043219554,1.4235414725211641,1.6168709064972915,1.7056257046154855,1.8542149508305954,1.9012001555937879,1.9808541910504631,2.035378978290992,2.1890782375063056,2.367503977368284,2.4857899856823527,2.6159735923764313
13-2803849,,,,,,,,,,,,,0,1.0055211288700237,1.0025389875857167,1.0031165916361005,1.002539010471097,1.005073898187322,1.0033887287988414,0.9999733900067056,1.0023364235097643,1.002190842007548,1.002921867990819,1.003441965102421,1.0015911955270627,1.001182895685168,1.0024523607913667,1.0013892178381372,1.002207442846693,1.0018585283587327,1.0023795370262492,1.0019377885363534,1.0016595426213428,1.0022888151786469,1.0020771819352035,1.001899924530935,1.0007899083095684,1.0005768486705346,1.001646925956322,1.00715680315068,1.006980082806684,1.0070102246485255,1.005966678159273,1.0058937176986784,1.0062143824830723,1.0061451438025437,1.0059824863420543,1.005833625951308,1.0054903830185082,1.0053222378822495,1.0048371545581505,1.0049193712824784,1.0047603080625296,1.0045972082732788,1.0048942593566177,1.020281025145864,1.0976642213444685,1.1315023971886682,1.167130678528178,1.2063165447807827,1.2439772907805398,1.278419335169521,1.327858899135463,1.3572541472305661,1.3954376382398779,1.4360550358999635,1.636238526617015,1.7284106483430388,1.8838201308855396,1.932551566236175,2.0155115754484076,2.07250706478171,2.2343752505197942,2.421677387273385,2.5478190504990583,2.6855667604278612
14-2803851,,,,,,,,,,,,,,0,0.9988989735525139,1.0009103926868765,0.9956285135311808,1.0014690363939283,0.9998854566229818,0.9962793988538992,0.9996721905335436,0.9998170807726343,1.001612842263738,1.0012261705589005,0.999807409469652,0.9998891077483629,1.0005035410268832,0.9998154396969314,1.0005054612409774,1.000283256417528,1.0009753568703401,1.0005662664048054,1.0006457220530869,1.0010764044555744,1.0007484984374961,1.0010221446639094,1.0001086319002168,0.999815373124852,1.0007821227650948,1.0069755428452387,1.0066311002032826,1.006761552645235,1.0058350861135472,1.0056882805521568,1.0056672905909747,1.0056753824761697,1.0055912865787273,1.005376131739079,1.0050402691460474,1.0050037578803104,1.004522151523773,1.0046168725306377,1.0043554528864036,1.0043077842756982,1.0045692601016272,1.0204550814004576,1.100127718082141,1.1347155735829768,1.1714562667697213,1.212094444976915,1.2508861412059165,1.286582083507125,1.3380814062636717,1.3684933443270324,1.4081271226209697,1.4500846236730045,1.6587488264708805,1.7555526929799294,1.9184149758246059,1.9701479714646566,2.0575633799171973,2.118294558904804,2.2886451458950785,2.4889266256797318,2.623693228562784,2.7716021886704048
15-2803852,,,,,,,,,,,,,,,0,1.0069993837020639,0.9924653859832069,1.0027242869419903,1.0002484052383696,0.9955607103775306,0.9998496990175263,0.9999975553628819,1.0020505521413192,1.0021905679880592,0.9999281886583375,1.0000144315857558,1.0011895874365317,1.000390911058539,1.001085486675191,1.0007831771009361,1.001490348509231,1.0010210130817807,1.0010702588726925,1.0015205051331422,1.0011573437532915,1.001286645066126,1.000181363773136,0.9999832362861759,1.0009917304146154,1.0074252338702454,1.007218033880386,1.0069892718591087,1.0060954021659494,1.0059369597506636,1.0060580287029113,1.0059129456220934,1.005746694751052,1.0057297031448322,1.0053671340292765,1.0053196293563678,1.0046238114405082,1.004717908780314,1.0045014125957754,1.004393079848594,1.0047637137668186,1.0209220493372573,1.102655530161689,1.1382054464179956,1.1760036064377626,1.217652007996125,1.2574936885864532,1.2943908136868423,1.3472526266385751,1.3788626560663901,1.4195419100099878,1.463074031595298,1.6792773956876796,1.779976948494611,1.950186244652547,2.0041705230284586,2.0959327615557024,2.1593648837590753,2.338547890335759,2.5493941774985824,2.6922976320228913,2.8501610643460875
16-2803854,,,,,,,,,,,,,,,,0,0.985641694888231,1.0019018467997072,0.9993143843554341,0.9944207186756131,0.9992641894377738,0.9995120546463941,1.0010634655892665,1.0012918055709277,0.9990261532562801,0.9991628517445741,1.00043648747003,0.9996437630375381,1.0004494072104888,1.000205691096009,1.0009826925847354,1.0005295891722814,1.0006197966601953,1.0010922393364046,1.0007335081048092,1.0007644917091085,0.999788380550631,0.9996136591987945,1.0006610205750621,1.0072437296095615,1.0069544223128948,1.0068218976670509,1.0059252286300617,1.0057690118787228,1.0058958373065812,1.0058261053756115,1.0056612405723708,1.0055053652536452,1.0051493055213823,1.0051079646480983,1.0044798522695286,1.0045795202264038,1.004422828975761,1.0042627525864707,1.0046395382177786,1.0209307046096567,1.1032641741615592,1.1391721757069087,1.1772399401968048,1.219328553147951,1.2596132189930977,1.296798315314874,1.3501903156994879,1.3820479179826402,1.4232387230214356,1.4672477308888001,1.686148102425713,1.788186716905193,1.9605577559943097,2.0154992103832856,2.1087022140628005,2.1731675391256546,2.355088279373314,2.5699850217899947,2.715733185259991,2.8769185104521267
17-2806296,,,,,,,,,,,,,,,,,0,1.013187750191134,1.0050256339404227,0.996785635290542,1.0021392793625907,1.001912963483505,1.00316209154476,1.0032243348669772,1.000476495857782,1.0005441301955158,1.0018489510205602,1.0009098503312224,1.0016191612408905,1.0012248451584518,1.0019568811047048,1.001418759192436,1.0014379877850084,1.0019130857354486,1.0013582348632057,1.0013403454317562,1.000293024902324,1.0001982881738711,1.0012521582673188,1.0078508591806816,1.0075193687878337,1.0073486662504811,1.0064007548884724,1.0063079721324162,1.0064238457193122,1.0062665529395243,1.0061539393888308,1.0059854736992822,1.005598722313551,1.0055424498999506,1.0048725001935463,1.0049014336592288,1.0047862855742578,1.0045531540099508,1.004929717081406,1.0214900464957946,1.1053371040120032,1.1419251698666995,1.1806754643046025,1.2236127430186063,1.2647375451890288,1.3027228579364611,1.3573849608602115,1.3898974641018025,1.4321463269656172,1.4772324807071497,1.7018767916708233,1.8069163535523023,1.9847658882634152,2.041563528795102,2.138203544104615,2.205026912802773,2.3934185102571646,2.617367220486572,2.7696563865138684,2.9382168618736144
18-2803605,,,,,,,,,,,,,,,,,,0,0.9926882240129876,0.9863793773838365,0.9973121312238667,0.9981671788852472,1.000717147521993,1.0010681362707672,0.9981247764995246,0.9983621614376198,1.0000405361361675,0.9990708439297131,1.0001334375918698,0.9998834777948208,1.0008258700223838,1.0003106988872348,1.0004342449032695,1.0009785694812359,1.0005749227278236,1.0006234628138786,0.9993973030271535,0.9992336413315241,1.0004113757024438,1.00758791282257,1.0072561174526542,1.0070946948300556,1.0062060470094023,1.0060319113351228,1.0061598950773394,1.0060805833217614,1.005819563840813,1.0057256274814739,1.0054089350382414,1.005288436197104,1.0046151119936002,1.0046535995205255,1.0045453260164319,1.0043725889044859,1.0047085952939514,1.0217026373233025,1.1076783198339823,1.1453385286786093,1.185266228222012,1.2294818030548453,1.271874472602256,1.3111460841994373,1.3673744123068399,1.401076883108383,1.4447128615721732,1.4914235632034514,1.7251853352959603,1.83484885319003,2.0210302943040066,2.080707927593775,2.182272342241355,2.2527523781220924,2.451926157949705,2.6895861371803846,2.8524985273701975,3.0335523436110563
19-2803855,,,,,,,,,,,,,,,,,,,0,0.9818158999941731,0.9991927989099636,0.9997111707966626,1.0022613298884053,1.0024683854595116,0.9988830084191349,0.9990933190670489,1.0009078177581434,0.9997727449278168,1.0008246178484463,1.0004599915349641,1.0014067341453807,1.0008170238968173,1.0008982431551645,1.0014596370460267,1.0011899585604431,1.0011850725013356,1.0000189590071928,0.9997982873234362,1.0008596285260138,1.0081951852438433,1.0079158767423357,1.0076140186439722,1.0066721852220495,1.0064808385215926,1.0065995565589354,1.0064285204309273,1.006302185363508,1.0061206416301671,1.0056321725200787,1.0056416464031126,1.0049295510980447,1.0050207548798042,1.0048348722056966,1.0046463769845795,1.0050376828759853,1.0223117862024897,1.1098151703898393,1.1481275464621292,1.1888382862627407,1.2338799187740799,1.2771595568374905,1.317280319868287,1.374938690924398,1.40943033130571,1.4541139343480785,1.501984754636661,1.7419988098246164,1.8549643621236924,2.0473880009772376,2.1091525365659436,2.2144141865334745,2.2875635992139274,2.4940984927208545,2.7419382422875156,2.912199154921678,3.1019163267182863
20-2803856,,,,,,,,,,,,,,,,,,,,0,1.0214781151459231,1.01112043132755,1.00966638041172,1.008671656521347,1.0029592529920415,1.0028384387663796,1.0046274725231539,1.0029921882470927,1.0036234370813464,1.0027821497983598,1.0035513719670786,1.0027381174134116,1.0026209596237052,1.0031720235145904,1.0024380188118691,1.0023107774395286,1.0009976896449728,1.0006791039396075,1.0018797749713924,1.0093734780826382,1.0089050158349055,1.0086192836575405,1.0074918951201506,1.0072702556801396,1.0073703482160368,1.0072612793269182,1.0070149306363232,1.006813080323927,1.006347813777527,1.0062610061098867,1.005483309068376,1.0055574615786271,1.0053434528450076,1.0051274086937698,1.0055162029041245,1.023188188612479,1.1128713835944002,1.1522060945299593,1.1940438414002374,1.240449500312742,1.285019092979873,1.326295321723647,1.3857945301837298,1.4214262983306674,1.4676251542499792,1.5171768606549902,1.7664680648844375,1.8842877195845973,2.0857052859613434,2.1505541639632777,2.2612953539424727,2.3384121046772326,2.5562201772340276,2.8193940370227066,3.0012182238716316,3.2050126236216716
21-2806231,,,,,,,,,,,,,,,,,,,,,0,1.0008809220696553,1.0050185892527312,1.0047550603283444,0.9987211788310364,0.9990477231580983,1.001609058096008,0.9999883228043951,1.0013080305771251,1.000771125642463,1.001878360466548,1.0011343181803085,1.0011930275473782,1.0018369933096378,1.001106230943302,1.0012897526565443,0.9999607149938846,0.9995642885469825,1.0009057402933998,1.0088941481631815,1.008546426739907,1.0082761962787663,1.0071321804294244,1.007005033769806,1.0069393091271506,1.006836026252143,1.00668388142872,1.0065641308905129,1.0059458637214114,1.0060191305700288,1.0052406469114314,1.0053252817372118,1.0049903138084475,1.0047857927153832,1.0052503074563628,1.0232213571231883,1.1147397886100232,1.154837293897803,1.1975875691627536,1.24511785799008,1.2907380319112125,1.3330212214959383,1.3940308303284141,1.4305999797415272,1.4779486450229604,1.5288820550121651,1.7858494755947736,1.9078643728899398,2.1168537432665646,2.184312170171447,2.299704565024043,2.380415960584266,2.6073896107779384,2.8837352600138098,3.0755724172239485,3.2917271224704625
22-2803857,,,,,,,,,,,,,,,,,,,,,,0,1.007754472397122,1.0064904069519525,0.9980706118403144,0.9985729352271564,1.0017701886398538,0.9998127467480817,1.0013725166308771,1.0007577205794342,1.0019823361173523,1.0011583334971679,1.0012189171414494,1.0019131398737684,1.0015567972317063,1.0013174345833218,0.9999024066484482,0.9998145561977829,1.0012082646505853,1.0094679154396597,1.0088449805839192,1.008543192361922,1.007344239880282,1.0071124354146337,1.0072238010663634,1.0071111271902726,1.0069421618108416,1.0067300608971907,1.006164685540845,1.0060798279817373,1.0052776562705963,1.005362911205359,1.0051480232002703,1.0049317565472722,1.0053421018555657,1.023668443881365,1.1171258088975413,1.1581737218942123,1.2017603421654461,1.2504899666052565,1.2971515247201333,1.3405940312449576,1.4031301590295684,1.440797697654098,1.4894840892117096,1.5419098731861698,1.8070652332528334,1.9333262174226389,2.1508906105551215,2.221012718733774,2.3414967042580943,2.4257011321811697,2.6637251910638238,2.955085211050262,3.157859105356726,3.387586278604991
