순번_정류장ID,20-2803478,21-2805175,22-2805166,23-2805164,24-2805167,25-2805162,26-2805160,27-2805158,28-2803416,29-2807467,30-2807468,31-2807583,32-2806215,33-2800622,34-2800336,35-2800670,36-2800695
20-2803478,0,1.010292228654779,1.0020033397239596,1.0062611736155487,1.0048515673567149,1.0066046842586476,1.0060699896641687,1.0044736749980432,1.005429852108329,1.0029736325406067,1.003016472688309,1.0023743250189137,1.002353980585692,1.024634367486997,1.0241600781150904,1.0239854803211845,1.0365907126068212
21-2805175,,0,0.9843194647710642,0.9998558931597004,0.9989762729490483,1.003427747448938,1.0031884509758622,1.0014793495931213,1.0039136355687643,1.0018694206166228,1.0023102882426915,1.0017403817744885,1.0017848235833031,1.0255071702598129,1.0249797709033055,1.024706205562667,1.038090646656841
22-2805166,,,0,1.0179990208707685,1.0058773982872249,1.0103090621696393,1.0080781561476169,1.0044605630832302,1.005882994786196,1.0026343000799718,1.0028547770063758,1.002129954401252,1.0021095140415248,1.0265703762644467,1.02599543492408,1.0257322392510886,1.0394168328040934
23-2805164,,,,0,0.9968827499989853,1.0075452632241158,1.0057244230804172,1.0023074698082473,1.0049335379418838,1.001999727018044,1.002431661676453,1.0018478376400113,1.0018355193200748,1.0267345298412582,1.026107323662174,1.0257998543651938,1.0397055534609945
24-2805167,,,,,0,1.0098602873709999,1.0060415783742283,1.001569341876239,1.0049209040386604,1.0018501268530557,1.0023464445706083,1.0018199930268465,1.00185344136738,1.0270783867664801,1.026468811578672,1.0262269277606386,1.0403416391784224
25-2805162,,,,,,0,0.9852587046654491,0.9911902430256413,1.0017342480218008,1.000550426763793,1.0015165155884445,1.0010904769123674,1.0012559661747351,1.0271569793875452,1.0264913916550653,1.0262441428257099,1.040639919895323
26-2805160,,,,,,,0,0.9953584716468323,1.0045431488732537,1.001354055175949,1.0019949982769032,1.0014811348327795,1.0015784755116957,1.0280083374929647,1.0273429679759822,1.0270321134950622,1.0417526482053308
27-2805158,,,,,,,,0,1.0074840520778143,1.0019126197000936,1.002377180706695,1.0017351548034077,1.0017874278948937,1.0290819809462393,1.0284033067389202,1.0280180374728187,1.0431691328383548
28-2803416,,,,,,,,,0,0.9996259821869032,1.0012571232660927,1.0008794534396535,1.0011197674860797,1.031553573042333,1.0306618412841333,1.0302289327064347,1.0469299166268058
29-2807467,,,,,,,,,,0,1.0031291573424452,1.0015926285010743,1.0017167816270405,1.043899354100215,1.0420630763009826,1.0411135626812262,1.0632115075021717
30-2807468,,,,,,,,,,,0,0.9996903257409343,1.000749162827021,1.064400231595287,1.060193616741663,1.05798245945582,1.0889040830329308
31-2807583,,,,,,,,,,,,0,1.002009856191284,1.1336082255081052,1.1157798062907867,1.1069943191593579,1.0931055365712126
32-2806215,,,,,,,,,,,,,0,1.2679899532309495,1.145079478735789,1.1126323400441522,1.079397848926692
33-2800622,,,,,,,,,,,,,,0,1.0045890341284778,1.0060621210215892,1.001999681523679
34-2800336,,,,,,,,,,,,,,,0,1.0063559812154441,0.9998097168384741
35-2800670,,,,,,,,,,,,,,,,0,0.9959006863271024
36-2800695,,,,,,,,,,,,,,,,,0
