순번_정류장ID,1-2800889,2-2800909,3-2800912,4-2806928,5-2800917,6-2800920,7-2805373,8-2806791,9-2806797,10-2806795,11-2806793,12-2800498,13-2800497,14-2800493,15-2800344,16-2800481,17-2805944,18-2807434,19-2800416,20-2804855,21-2800343,22-2800303,23-2800302
1-2800889,0,1.0096942580164054,1.0058223858976743,1.0052953563682459,1.004312693237609,1.002244505179925,1.0245627189221107,1.01994679201347,1.0131846181755082,1.0120391739778565,1.0121545131837622,1.0128265252741269,1.011990845175827,1.0101062312727729,1.0111324256617882,1.0108907953819561,1.0108075536811112,1.0102081413212185,1.008510014551921,1.0083641106377499,1.0087459602032733,1.0091070006058072,1.00897347850012
2-2800909,,0,0.9949825735877706,0.9984353345289377,1.000506494638654,0.9985651566213425,1.0298160043549265,1.0227406469919629,1.0138493263711126,1.0124356702909234,1.012540282165529,1.0132620276133149,1.0122954410808844,1.0101566789839216,1.0113009108481292,1.0110261084442849,1.0109286299219016,1.010260248844124,1.008412355658809,1.0082588370512455,1.0086738831295754,1.009062897374207,1.0089205231528628
3-2800912,,,0,1.0027771871433593,1.0023737037944267,0.9993325439168363,1.0348464286123678,1.0257338412775905,1.0152263846088943,1.0135575310041849,1.0135819894454436,1.0142172761906065,1.0129825742578336,1.0108505817518612,1.011860939770855,1.0117014440259116,1.011572966732393,1.0107033157367282,1.0088198401421649,1.0086449684123453,1.0090559595513313,1.0093550058269056,1.00920220097752
4-2806928,,,,0,1.00222537372719,0.9986253272977212,1.0390082043410767,1.0278870241373064,1.0159934928671812,1.0141382652305082,1.0141170165927964,1.014713305965079,1.013583772942695,1.010989894622721,1.0123459103147485,1.0120105231281133,1.011719263838896,1.011082587850499,1.0089693943136815,1.0087839328658175,1.0091984605283129,1.0096005838150806,1.009342995138784
5-2800917,,,,,0,0.99407168858003,1.0590732280381152,1.0366767497721465,1.0187659309965997,1.0161836389865553,1.0159681114549546,1.0163831234097886,1.0148122175095213,1.012177331118045,1.0132685157915755,1.012860203309393,1.0126620109736584,1.0117450499075635,1.0093396861131003,1.0091246872549386,1.0096572776438195,1.009974787837065,1.00979383099594
6-2800920,,,,,,0,1.1083630933254993,1.0524983964464052,1.0234415443751101,1.0196564985287335,1.0190409685799382,1.0190205387375646,1.0173362721416348,1.0137746889563712,1.0152613172611635,1.0145432434650299,1.0144196752422963,1.013281674513261,1.0102628451795042,1.0101085328158774,1.0105125171844438,1.0108350828199486,1.010730155690661
7-2805373,,,,,,,0,0.9988824830316576,0.9951804713616123,0.996483848365411,0.9987563740607218,1.0025208355350494,1.0017658540824024,0.9994981691140061,1.0018998069955056,1.0021808547277682,1.0023354709869716,1.002213177660786,1.0018956766585811,1.0020360267107196,1.002879135512139,1.003460920260825,1.0034347500391012
8-2806791,,,,,,,,0,0.9932154295972205,0.9955868195500157,0.9987168294261644,1.0033877642995004,1.002072057156684,0.9996127887676406,1.0024198708980137,1.0027160329097697,1.002859676465367,1.002664557681236,1.0020485505160723,1.0023311266727306,1.0031024093881336,1.0037310634348502,1.003694532273231
9-2806797,,,,,,,,,0,1.0012397792560952,1.0064387942550856,1.0116734951470487,1.0081876110443402,1.0030812336767727,1.0068490581607317,1.0065529567550136,1.0067251663874146,1.0059038910041025,1.004079753160684,1.0041156075152395,1.0050796752661781,1.0057924943759855,1.005676333701083
10-2806795,,,,,,,,,,0,1.0138752583159794,1.0170854455494236,1.011018757798703,1.0036225661311124,1.008740694911573,1.0081796415099025,1.007833063881644,1.0070013799821413,1.0045819298986352,1.0043991127698038,1.0056021303003295,1.006367890828925,1.00605833925483
11-2806793,,,,,,,,,,,0,1.018911395851928,1.0098809455705777,1.0009681401999218,1.007063077995216,1.0066051016751882,1.0068396228477774,1.005731010612642,1.0036175598705512,1.0036974426497598,1.0048538571085257,1.0056875688076816,1.0055576066088174
12-2800498,,,,,,,,,,,,0,0.9887808050673719,0.9859776881574341,0.9998845137524874,1.000534328756962,1.0019313663740503,1.0017102631479364,1.0010926592529006,1.0014204841328709,1.0029339109694386,1.0039283189958446,1.0038628548301909
13-2800497,,,,,,,,,,,,,0,0.9844176333924154,1.0037716657324123,1.003680859718662,1.0047018208572,1.003651785287764,1.0020287093683697,1.0022854953293454,1.0038125558475575,1.004842842887276,1.0047290980424002
14-2800493,,,,,,,,,,,,,,0,1.0229394338380513,1.0141309067226283,1.012204342236755,1.0078286326022212,1.0035657062989585,1.0036830849748977,1.0052542515911544,1.0063646209912918,1.0061551405737394
15-2800344,,,,,,,,,,,,,,,0,1.0033820694087403,1.006105611178224,1.003561738820072,1.0015451668649762,1.0019240680192172,1.0038211025154455,1.005066078215915,1.0049167647226684
16-2800481,,,,,,,,,,,,,,,,0,1.0084781346004466,1.0036146181009045,1.001373125700311,1.001806093721866,1.0038523319422687,1.005181335727517,1.0050155289337055
17-2805944,,,,,,,,,,,,,,,,,0,1.00104596711302,1.0005193000928014,1.0011228901918015,1.0034407069954405,1.0048994914747231,1.0047393219420278
18-2807434,,,,,,,,,,,,,,,,,,0,0.9998199202970499,1.0006961699987604,1.0035500604142271,1.0052849325371027,1.005065953695198
19-2800416,,,,,,,,,,,,,,,,,,,0,1.0045977345619799,1.0117517022264118,1.0094190455490788,1.0080497939021469
20-2804855,,,,,,,,,,,,,,,,,,,,0,1.018728450465907,1.0129841501967782,1.009834803874256
21-2800343,,,,,,,,,,,,,,,,,,,,,0,0.9949567990506917,0.999786454259837
22-2800303,,,,,,,,,,,,,,,,,,,,,,0,1.002506349279164
23-2800302,,,,,,,,,,,,,,,,,,,,,,,0
